form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00002972,500015483,,,PAC,CA LUV PAC (California Leadership United For Victory PAC),,,,,,499 S Capitol St SW,Ste 420,Washington,DC,200034027,O2023,,2023-04-27,5000.00,0.00,,011,C00573709,CA LUV PAC (California Leadership United For Victory PAC),,,,,,,,,,,,,,,,,
SB23,C00002972,500015432,,,CCM,Cathy McMorris Rodgers For Congress,,,,,,410 1St St SE,Fl 2,Washington,DC,200031867,P2024,,2023-04-18,3500.00,0.00,,011,C00390476,,,McMorris Rodgers,CATHY,,,,H,WA,05,,,,,,,,
SB23,C00002972,500015433,,,CCM,Cathy McMorris Rodgers For Congress,,,,,,410 1St St SE,Fl 2,Washington,DC,200031867,G2024,,2023-04-18,5000.00,0.00,,011,C00390476,,,McMorris Rodgers,CATHY,,,,H,WA,05,,,,,,,,
SB23,C00002972,500015431,,,CCM,Cliff Bentz For Congress,,,,,,439 New Jersey Ave SE,,Washington,DC,200034034,P2024,,2023-04-18,1000.00,0.00,,011,C00725465,,,BENTZ,CLIFF,,,,H,OR,02,,,,,,,,
SB23,C00002972,500015489,,,PAC,CMR PAC,,,,,,410 1St St SE,Fl 2,Washington,DC,200031867,O2023,,2023-04-27,5000.00,0.00,,011,C00469429,CMR PAC,,,,,,,,,,,,,,,,,
SB23,C00002972,500015505,,,PAC,Common Values Pac,,,,,,1020 N Fairfax St,Ste 201,Alexandria,VA,223142068,O2023,,2023-04-27,5000.00,0.00,,011,C00442368,Common Values Pac,,,,,,,,,,,,,,,,,
SB23,C00002972,500015486,,,PAC,Concerned Americans For Freedom And Opportunity Pac,,,,,,439 New Jersey Ave SE,,Washington,DC,200034034,O2023,,2023-04-27,5000.00,0.00,,011,C00481176,Concerned Americans For Freedom And Opportunity Pac,,,,,,,,,,,,,,,,,
SB23,C00002972,500015500,,,PAC,Country Roads Pac,,,,,,PO Box 15854,,Washington,DC,200030854,O2023,,2023-04-27,5000.00,0.00,,011,C00484402,Country Roads Pac,,,,,,,,,,,,,,,,,
SB23,C00002972,500015496,,,PAC,"Creating Opportunites, Markets And Enthusiasm In Rural Kentucky PAC (Comer KY PAC)",,,,,,5827 Colfax Ave,,Alexandria,VA,223111013,O2023,,2023-04-27,5000.00,0.00,,011,C00650853,"Creating Opportunites, Markets And Enthusiasm In Rural Kentucky PAC (Comer KY PAC)",,,,,,,,,,,,,,,,,
SB23,C00002972,500015460,,,CCM,Curtis For Congress,,,,,,439 New Jersey Ave SE,,Washington,DC,200034034,P2024,,2023-04-25,1000.00,0.00,,011,C00647339,,,CURTIS,JOHN,,,,H,DC,03,,,,,,,,
SB23,C00002972,500015437,,,CCM,Darren Soto For Congress,,,,,,600 Pennsylvania Ave SE,Unit 15845,Washington,DC,200037534,P2024,,2023-04-25,2000.00,0.00,,011,C00581074,,,SOTO,DARREN,,,,H,FL,09,,,,,,,,
SB23,C00002972,500015458,,,CCM,David Scott For Congress,,,,,,PO Box 960821,,Riverdale,GA,302960821,P2024,,2023-04-25,1000.00,0.00,,011,C00369801,,,SCOTT,DAVID,,,,H,DC,13,,,,,,,,
SB23,C00002972,500015427,,,CCM,Debbie Dingell For Congress,,,,,,PO Box 636,,Annandale,VA,220030636,P2024,,2023-04-18,1500.00,0.00,,011,C00558213,,,DINGELL,DEBBIE,,,,H,MI,12,,,,,,,,
SB23,C00002972,500015502,,,PAC,Denali Leadership Pac,,,,,,1111 19Th St NW,Ste 1100,Washington,DC,200363621,O2023,,2023-04-27,5000.00,0.00,,011,C00438291,Denali Leadership Pac,,,,,,,,,,,,,,,,,
SB23,C00002972,500015492,,,PAC,Electing Majority Making Effective Republicans (EMMER PAC),,,,,,5827 Colfax Ave,,Alexandria,VA,223111013,O2023,,2023-04-27,5000.00,0.00,,011,C00592089,Electing Majority Making Effective Republicans (EMMER PAC),,,,,,,,,,,,,,,,,
SB23,C00002972,500015485,,,PAC,Eye Of The Tiger Pac,,,,,,317 15Th St NE,,Washington,DC,200026501,O2023,,2023-04-27,5000.00,0.00,,011,C00467431,Eye Of The Tiger Pac,,,,,,,,,,,,,,,,,
SB23,C00002972,500015482,,,PAC,Fair Shot PAC,,,,,,600 Pennsylvania Ave SE,Unit 15180,Washington,DC,200037508,O2023,,2023-04-27,5000.00,0.00,,011,C00574970,Fair Shot PAC,,,,,,,,,,,,,,,,,
SB23,C00002972,500015510,,,PAC,Freedom Fund,,,,,,5263 Pocosin Ln,,Alexandria,VA,223048675,O2023,,2023-04-27,5000.00,0.00,,011,C00390674,Freedom Fund,,,,,,,,,,,,,,,,,
SB23,C00002972,500015456,,,CCM,Friends Of Bennie Thompson,,,,,,PO Box 100,,Bolton,MS,390410100,P2024,,2023-04-25,5000.00,0.00,,011,C00279851,,,THOMPSON,BENNIE,,,,H,DC,02,,,,,,,,
SB23,C00002972,500015428,,,CCM,Friends Of Dan Kildee,,,,,,412 1St St SE,Ste 100,Washington,DC,200031804,P2024,,2023-04-18,2500.00,0.00,,011,C00499947,,,KILDEE,DAN,,,,H,DC,05,,,,,,,,
SB23,C00002972,500015455,,,CCM,Friends Of David Schweikert,,,,,,439 New Jersey Ave SE,,Washington,DC,200034034,P2024,,2023-04-25,1000.00,0.00,,011,C00540617,,,SCHWEIKERT,DAVID,S.,,,H,AZ,06,,,,,,,,
SB23,C00002972,500015426,,,CCM,Friends Of Rosa Delauro,,,,,,6129 Long Meadow Rd,,Mclean,VA,221012312,C2024,Convention,2023-04-18,3500.00,0.00,,011,C00238865,,,DELAURO,ROSA,,,,H,CT,03,,,,,,,,
SB23,C00002972,500015512,,,PAC,Fund For America's Future,,,,,,2308 Mount Vernon Ave,Ste 707,Alexandria,VA,223011328,O2023,,2023-04-27,5000.00,0.00,,011,C00388934,Fund For America's Future,,,,,,,,,,,,,,,,,
SB23,C00002972,500015436,,,CCM,Garret Graves For Congress,,,,,,439 New Jersey Ave SE,,Washington,DC,200034034,P2024,,2023-04-18,1000.00,0.00,,011,C00558486,,,GRAVES,Garret,,,,H,DC,06,,,,,,,,
SB23,C00002972,500015501,,,PAC,Getting Stuff Done Pac,,,,,,PO Box 15854,,Washington,DC,200030854,O2023,,2023-04-27,5000.00,0.00,,011,C00571182,Getting Stuff Done Pac,,,,,,,,,,,,,,,,,
SB23,C00002972,500015474,,,PAC,Gold PAC,,,,,,413 New Jersey Ave SE,,Washington,DC,200034007,O2023,,2023-04-27,5000.00,0.00,,011,C00452748,Gold PAC,,,,,,,,,,,,,,,,,
SB23,C00002972,500015465,,,CCM,Graves For Congress,,,,,,2345 Grand Blvd,Ste 2400,Kansas City,MO,641082642,G2024,,2023-04-25,1000.00,0.00,,011,C00359034,,,GRAVES,SAMUEL,,,,H,MO,06,,,,,,,,
SB23,C00002972,500015487,,,PAC,Greater Tomorrow Pac,,,,,,25452 Brickell Dr,,Chantilly,VA,201522041,O2023,,2023-04-27,5000.00,0.00,,011,C00526715,Greater Tomorrow Pac,,,,,,,,,,,,,,,,,
SB23,C00002972,500015504,,,PAC,Hawkeye Pac,,,,,,1020 N Fairfax St,Ste 201,Alexandria,VA,223142068,O2023,,2023-04-27,5000.00,0.00,,011,C00379479,Hawkeye Pac,,,,,,,,,,,,,,,,,
SB23,C00002972,500015509,,,PAC,Heartland Values Pac,,,,,,PO Box 505,,Sioux Falls,SD,571010505,O2023,,2023-04-27,5000.00,0.00,,011,C00409003,Heartland Values Pac,,,,,,,,,,,,,,,,,
SB23,C00002972,500015498,,,PAC,Holding Onto Oregons Priorities,,,,,,4 I St SE,Apt 715,Washington,DC,200034687,O2023,,2023-04-27,5000.00,0.00,,011,C00392738,Holding Onto Oregons Priorities,,,,,,,,,,,,,,,,,
SB23,C00002972,500015434,,,CCM,Hoyer For Congress,,,,,,700 13Th St NW,Ste 800,Washington,DC,200055938,P2024,,2023-04-18,2500.00,0.00,,011,C00140715,,,Hoyer,Steny,,,,H,MD,05,,,,,,,,
SB23,C00002972,500015499,,,PAC,Impact,,,,,,660 Pennsylvania Ave SE,Ste 201,Washington,DC,200034365,O2023,,2023-04-27,5000.00,0.00,,011,C00348607,Impact,,,,,,,,,,,,,,,,,
SB23,C00002972,500015514,,,CCM,Jack Bergman For Congress,,,,,,410 1St St SE,Fl 2,Washington,DC,200031867,P2024,,2023-04-27,2500.00,0.00,,011,C00614214,,,Bergman,Jack,,,,H,MI,01,,,,,,,,
SB23,C00002972,500015462,,,CCM,Jay Obernolte For Congress 2020,,,,,,439 New Jersey Ave SE,,Washington,DC,200034034,P2024,,2023-04-25,1000.00,0.00,,011,C00720078,,,Obernolte,Jay,,,,H,CA,08,,,,,,,,
SB23,C00002972,500015481,,,PAC,"Jobs, Education, & Families First JEFF PAC",,,,,,PO Box 15096,,Washington,DC,200030096,O2023,,2023-04-27,5000.00,0.00,,011,C00617803,"Jobs, Education, & Families First JEFF PAC",,,,,,,,,,,,,,,,,
SB23,C00002972,500015389,,,CCM,Josh Hawley For Senate,,,,,,1020 N Fairfax St,Ste 201,Alexandria,VA,223142068,P2024,,2023-04-11,1500.00,0.00,,011,C00652727,,,HAWLEY,JOSH,,,,S,MO,00,,,,,,,,
SB23,C00002972,500015435,,,CCM,Kat For Congress,,,,,,8616 Buckboard Dr,,Alexandria,VA,223082215,P2024,,2023-04-25,1000.00,0.00,,,C00730895,,,CAMMACK,KAT,,,,H,FL,03,,,,,,,,
SB23,C00002972,500015451,,,CCM,Kelly Armstrong For Congress,,,,,,439 New Jersey Ave SE,,Washington,DC,200034034,P2024,,2023-04-25,2500.00,0.00,,011,C00670547,,,ARMSTRONG,KELLY,,,,H,ND,00,,,,,,,,
SB23,C00002972,500015429,,,CCM,Kuster For Congress,,,,,,PO Box 1498,,Concord,NH,033021498,P2024,,2023-04-18,1000.00,0.00,,011,C00462861,,,KUSTER,ANN MCLANE,,,,H,NH,02,,,,,,,,
SB23,C00002972,500015495,,,PAC,Land Of Opportunity PAC,,,,,,5827 Colfax Ave,,Alexandria,VA,223111013,O2023,,2023-04-27,5000.00,0.00,,011,C00607721,Land Of Opportunity PAC,,,,,,,,,,,,,,,,,
SB23,C00002972,500015438,,,CCM,"LAUREL LEE FOR CONGRESS, INC.",,,,,,PO Box 47556,,Tampa,FL,336460139,P2024,,2023-04-25,1000.00,0.00,,011,C00815373,,,Lee,Laurel,Mrs.,,,H,FL,15,,,,,,,,
SB23,C00002972,500015494,,,PAC,Leadership For America Today Tomorrow And Always PAC,,,,,,5827 Colfax Ave,,Alexandria,VA,223111013,O2023,,2023-04-27,5000.00,0.00,,011,C00485540,Leadership For America Today Tomorrow And Always PAC,,,,,,,,,,,,,,,,,
SB23,C00002972,500015461,,,CCM,LISA MCCLAIN FOR CONGRESS,,,,,,410 1St St SE,Fl 2,Washington,DC,200031867,P2024,,2023-04-25,2000.00,0.00,,011,C00726042,,,McClain,Lisa,,,,H,MI,10,,,,,,,,
SB23,C00002972,500015515,,,CCM,LISA MCCLAIN FOR CONGRESS,,,,,,410 1St St SE,Fl 2,Washington,DC,200031867,P2024,,2023-04-27,2500.00,0.00,,011,C00726042,,,McClain,Lisa,,,,H,MI,10,,,,,,,,
SB23,C00002972,500015471,,,PAC,Madison Pac,,,,,,415 New Jersey Ave SE,Apt 1,Washington,DC,200034036,O2023,,2023-04-27,5000.00,0.00,,011,C00426809,Madison Pac,,,,,,,,,,,,,,,,,
SB23,C00002972,500015488,,,PAC,Majority Committee Pac,,,,,,439 New Jersey Ave SE,,Washington,DC,200034034,O2023,,2023-04-27,5000.00,0.00,,011,C00428052,Majority Committee Pac,,,,,,,,,,,,,,,,,
SB23,C00002972,500015468,,,CCM,Mary Peltola For Alaska,,,,,,6129 Long Meadow Rd,,Mclean,VA,221012312,P2024,,2023-04-25,1000.00,0.00,,011,C00812388,,,Peltola,Mary,,,,H,AK,00,,,,,,,,
SB23,C00002972,500015430,,,CCM,MILLER-MEEKS FOR CONGRESS,,,,,,PO Box 33,,Ottumwa,IA,525010033,P2024,,2023-04-18,2500.00,0.00,,011,C00558825,,,Miller-Meeks,Mariannette,JANE,,,H,IA,02,,,,,,,,
SB23,C00002972,500015491,,,PAC,Mr Southern Missourian In The House Pac,,,,,,439 New Jersey Ave SE,,Washington,DC,200034034,O2023,,2023-04-27,5000.00,0.00,,011,C00563726,Mr Southern Missourian In The House Pac,,,,,,,,,,,,,,,,,
SB23,C00002972,500015453,,,CCM,Nevadans For Steven Horsford,,,,,,PO Box 15096,,Washington,DC,200030096,P2024,,2023-04-25,2500.00,0.00,,011,C00668228,,,HORSFORD,STEVEN,,,,H,NV,04,,,,,,,,
SB23,C00002972,500015497,,,PAC,NEW ENERGY IN WASHINGTON HOUSE PAC (N.E.W. HOUSE PAC),,,,,,PO Box 9394,,Yakima,WA,989090394,O2023,,2023-04-27,5000.00,0.00,,011,C00611400,NEW ENERGY IN WASHINGTON HOUSE PAC (N.E.W. HOUSE PAC),,,,,,,,,,,,,,,,,
SB23,C00002972,500015441,,,CCM,Pallone For Congress,,,,,,495 Broadway,,Long Branch,NJ,077405901,P2024,,2023-04-25,4000.00,0.00,,011,C00226928,,,Pallone,Frank,,,,H,NJ,06,,,,,,,,
SB23,C00002972,500015454,,,CCM,Robin Kelly For Congress,,,,,,413 New Jersey Ave SE,,Washington,DC,200034007,P2024,,2023-04-25,1000.00,0.00,,011,C00539866,,,Kelly,Robin,,,,H,DC,02,,,,,,,,
SB23,C00002972,500015463,,,CCM,Russ Fulcher For Idaho,,,,,,PO Box 1375,,Meridian,ID,836801375,P2024,,2023-04-25,1000.00,0.00,,011,C00648295,,,FULCHER,RUSS,,,,H,ID,01,,,,,,,,
SB23,C00002972,500015479,,,PAC,SECURE PAC,,,,,,413 New Jersey Ave SE,,Washington,DC,200034007,O2023,,2023-04-27,5000.00,0.00,,011,C00411611,SECURE PAC,,,,,,,,,,,,,,,,,
SB23,C00002972,500015440,,,CCM,Shontel Brown For Congress,,,,,,413 New Jersey Ave SE,,Washington,DC,200034007,P2024,,2023-04-25,1000.00,0.00,,011,C00764381,,,Brown,Shontel,,,,H,OH,11,,,,,,,,
SB23,C00002972,500015480,,,PAC,Shore Pac,,,,,,495 Broadway,,Long Branch,NJ,077405901,O2023,,2023-04-27,5000.00,0.00,,011,C00410308,Shore Pac,,,,,,,,,,,,,,,,,
SB23,C00002972,500015490,,,PAC,Show-Me Pac,,,,,,411 1St St SE,,Washington,DC,200031827,O2023,,2023-04-27,5000.00,0.00,,011,C00410621,Show-Me Pac,,,,,,,,,,,,,,,,,
SB23,C00002972,500015511,,,PAC,STEER PAC,,,,,,1020 N Fairfax St,Ste 201,Alexandria,VA,223142068,O2023,,2023-04-27,5000.00,0.00,,011,C00762682,STEER PAC,,,,,,,,,,,,,,,,,
SB23,C00002972,500015464,,,CCM,Texans For Jodey Arrington,,,,,,439 New Jersey Ave SE,,Washington,DC,200034034,G2024,,2023-04-25,1000.00,0.00,,011,C00588657,,,Arrington,Jodey,,,,H,TX,19,,,,,,,,
SB23,C00002972,500015475,,,PAC,Together Everyone Realizes Real Impact Pac,,,,,,499 S Capitol St SW,Ste 420,Washington,DC,200034027,O2023,,2023-04-27,5000.00,0.00,,011,C00525030,Together Everyone Realizes Real Impact Pac,,,,,,,,,,,,,,,,,
SB23,C00002972,500015476,,,PAC,Turquoise Pac,,,,,,PO Box 15096,,Washington,DC,200030096,O2023,,2023-04-27,5000.00,0.00,,011,C00517235,Turquoise Pac,,,,,,,,,,,,,,,,,
SB23,C00002972,500015457,,,CCM,Valadao For Congress,,,,,,2308 Mount Vernon Ave,# 337,Alexandria,VA,223011328,P2024,,2023-04-25,1000.00,0.00,,011,C00499392,,,VALADAO,DAVID,,,,H,DC,21,,,,,,,,
SB23,C00002972,500015484,,,PAC,Victory By Investing Building And Empowering Pac,,,,,,PO Box 15096,,Washington,DC,200030096,O2023,,2023-04-27,5000.00,0.00,,011,C00570101,Victory By Investing Building And Empowering Pac,,,,,,,,,,,,,,,,,
SB23,C00002972,500015478,,,PAC,VinePAC,,,,,,413 New Jersey Ave SE,,Washington,DC,200034007,O2023,,2023-04-27,5000.00,0.00,,011,C00378695,VinePAC,,,,,,,,,,,,,,,,,
SB23,C00002972,500015513,,,CCM,Walberg For Congress,,,,,,PO Box 1362,,Jackson,MI,492041362,P2024,,2023-04-27,2500.00,0.00,,011,C00390724,,,WALBERG,TIM,,,,H,MI,07,,,,,,,,
SB23,C00002972,500015503,,,PAC,Wild And Wonderful Pac,,,,,,2308 Mount Vernon Ave,Ste 707,Alexandria,VA,223011328,O2023,,2023-04-27,5000.00,0.00,,011,C00489336,Wild And Wonderful Pac,,,,,,,,,,,,,,,,,
