form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB22,C00776062,SB22.10113,,,ORG,Action Network,,,,,,106 W 145th St,,New York,NY,10039,,,2023-04-03,2674.00,,Email Services,,,,,,,,,,,,,,,,,,,,
SB22,C00776062,SB22.10112,,,ORG,Action Network,,,,,,106 W 145th St,,New York,NY,10039,,,2023-05-11,1607.00,,Email Services,,,,,,,,,,,,,,,,,,,,
SB22,C00776062,SB22.10111,,,ORG,Action Network,,,,,,106 W 145th St,,New York,NY,10039,,,2023-06-01,1151.00,,Email Services,,,,,,,,,,,,,,,,,,,,
SB22,C00776062,SB22.10156,,,ORG,Aloft Raleigh,,,,,,2100 Hillsborough St,,Raleigh,NC,27607,,,2023-03-17,342.50,,Lodging,,,,,,,,,,,,,,,,,,,,
SB22,C00776062,SB22.10101,,,ORG,Amalgamated Bank,,,,,,275 7th Ave,,New York,NY,10001,,,2023-04-26,120.05,,Bank Fees,,,,,,,,,,,,,,,,,,,,
SB22,C00776062,SB22.10099,,,ORG,Amalgamated Bank,,,,,,275 7th Ave,,New York,NY,10001,,,2023-05-26,107.52,,Bank Fees,,,,,,,,,,,,,,,,,,,,
SB22,C00776062,SB22.10100,,,ORG,Amalgamated Bank,,,,,,275 7th Ave,,New York,NY,10001,,,2023-06-26,107.94,,Bank Fees,,,,,,,,,,,,,,,,,,,,
SB22,C00776062,SB22.10296,,,ORG,Blue Orchestra Strategies,,,,,,5203 Juan Tabo Blvd. NE,,Albuquerque,NM,87111,,,2023-03-28,1004.24,,Fundraising Consulting Services,,,,,,,,,,,,,,,,,,,,
SB22,C00776062,SB22.10298,,,ORG,Blue Orchestra Strategies,,,,,,5203 Juan Tabo Blvd. NE,,Albuquerque,NM,87111,,,2023-04-27,2500.00,,Fundraising Consulting Services,,,,,,,,,,,,,,,,,,,,
SB22,C00776062,SB22.10300,,,ORG,Blue Orchestra Strategies,,,,,,5203 Juan Tabo Blvd. NE,,Albuquerque,NM,87111,,,2023-05-04,3500.00,,Fundraising Consulting Services,,,,,,,,,,,,,,,,,,,,
