form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00001636,SB23.64427,,,CCM,Andre Carson for Congress,,,,,,PO Box 1863,,Indianapolis,IN,46206,P2024,,2023-03-09,1000.00,,"House, IN, 7 dst",,,,,,,,,,,,,,,,,,,,
SB23,C00001636,SB23.64443,,,CCM,Angus King for US Senate,,,,,,200 East Jefferson St,,Falls Church,VA,22046,P2024,,2023-03-14,1000.00,,"Senate, VT",,,,,,,,,,,,,,,,,,,,
SB23,C00001636,SB23.64440,,,CCM,Bonamici  for Congress,,,,,,"499 S Capitol Street, SW Suite 420",,Washington,DC,20003,P2024,,2023-03-14,1000.00,,"House, OR, 1 dst",,,,,,,,,,,,,,,,,,,,
SB23,C00001636,SB23.64432,,,CCM,BRIAN FITZPATRICK FOR ALL OF US,,,,,,PO BOX 939,,LANGHORNE,PA,19047,P2024,,2023-03-09,1500.00,,"House, PA, 1 dst",,,,,,,,,,,,,,,,,,,,
SB23,C00001636,SB23.64467,,,PAC,Bringing America Together PAC,,,,,,1200 Trinity Drive,,Alexandria,VA,22314,,,2023-03-16,2000.00,,Political Action Committee,,,,,,,,,,,,,,,,,,,,
SB23,C00001636,SB23.64431,,,CCM,CITIZENS TO ELECT RICK LARSEN,,,,,,PO BOX 326,,EVERETT,WA,98206,P2024,,2023-03-09,1000.00,,"House, WA, 2 dst",,,,,,,,,,,,,,,,,,,,
SB23,C00001636,SB23.64469,,,PAC,Defend the Dream PAC,,,,,,"777 S. Figueroa Street, Ste 4050",,Los Angeles,CA,90017,,,2023-03-16,1000.00,,Political Action Committee,,,,,,,,,,,,,,,,,,,,
SB23,C00001636,SB23.64428,,,CCM,Don Bacon for Congress,,,,,,1200 Trinity Drive,,Alexandria,VA,22314,P2024,,2023-03-09,2500.00,,"House, NE, 2 dst",,,,,,,,,,,,,,,,,,,,
SB23,C00001636,SB23.64472,,,CCM,FREDERICA S WILSON FOR CONGRESS,,,,,,413 New Jersey Ave,,WASHINGTON,DC,20003,P2024,,2023-03-16,1000.00,,"House, FL, 24 dst",,,,,,,,,,,,,,,,,,,,
SB23,C00001636,SB23.64429,,,CCM,Friends of Don Beyer,,,,,,1751 Potomac Greens Drive,,Alexandria,VA,22314,P2024,,2023-03-09,2500.00,,"House, VA, 8 dst",,,,,,,,,,,,,,,,,,,,
SB23,C00001636,SB23.64486,,,CCM,Garbarino for Congress,,,,,,3410 Alabama Avenue,,Alexandria,VA,22305,P2024,,2023-03-23,1000.00,,"House, NY, 2 dst",,,,,,,,,,,,,,,,,,,,
SB23,C00001636,SB23.64437,,,COM,Janet for Justice,,,,,,1314 S. 1st Street # 145,,Milwaukee,WI,53204,G2023,,2023-03-14,4000.00,,Wisconsin State Supreme Court,,,,,,,,,,,,,,,,,,,,
SB23,C00001636,SB23.64473,,,CCM,Marc Veasey Congressional Campaign Committee,,,,,,"499 S. Capitol St., SW, Suite  420",,Washington,DC,20003,G2024,,2023-03-16,1000.00,,"House, TX, 33 dst",,,,,,,,,,,,,,,,,,,,
SB23,C00001636,SB23.64471,,,CCM,Mike Bost for Congress Committee,,,,,,3410 Alabama Avenue,,Alexandria,VA,22305,P2026,,2023-03-16,1000.00,,"House, IL, 12 dst",,,,,,,,,,,,,,,,,,,,
SB23,C00001636,SB23.64484,,,CCM,MONTANANS FOR TESTER,,,,,,PO BOX 1135,,HELENA,MT,59624,P2024,,2023-03-23,2500.00,,"Senate, MT",,,,,,,,,,,,,,,,,,,,
SB23,C00001636,SB23.64488,,,CCM,"Nadler for Congress, Inc.",,,,,,"200 West 79 Street, #8N",,New York,NY,10024,P2024,,2023-03-23,1500.00,,"House, NY, 12 dst",,,,,,,,,,,,,,,,,,,,
SB23,C00001636,SB23.64430,,,CCM,PRAMILA FOR CONGRESS,,,,,,PO BOX 21912,,SEATTLE,WA,98111,P2024,,2023-03-09,1000.00,,"House, WA, 7 dst",,,,,,,,,,,,,,,,,,,,
SB23,C00001636,SB23.64425,,,CCM,Salazar for Congress,,,,,,8616 Buckboard Drive,,Alexandria,VA,22308,P2024,,2023-03-09,1000.00,,"House, FL, 27 dst",,,,,,,,,,,,,,,,,,,,
SB23,C00001636,SB23.64438,,,CCM,Shontel Brown for Congress,,,,,,"413 New Jersey Avenue, SE",,Washington,DC,20003,P2024,,2023-03-14,1500.00,,"House, OH, 11 dst",,,,,,,,,,,,,,,,,,,,
SB23,C00001636,SB23.64441,,,CCM,Teresa for All,,,,,,PO Box 2675,,Santa Fe,NM,87504,P2024,,2023-03-14,1000.00,,"House, NM, 3 dst",,,,,,,,,,,,,,,,,,,,
