form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00001636,SB29.70146,,,COM,Blanca Pacheco for Assembly 2024,,,,,,"1017 L Street, # 292",,Sacramento,CA,95814,P2024,,2023-07-27,1500.00,,"State Assembly, CA, 64 dst",,,,,,,,,,,,,,,,,,,,
SB29,C00001636,SB29.70148,,,COM,Blanca Rubio for Assembly 2024,,,,,,921 11th Street,,Sacramento,CA,95814,P2024,,2023-07-27,1500.00,,"State Assembly, CA, 48 dst",,,,,,,,,,,,,,,,,,,,
SB29,C00001636,SB29.70050,,,COM,Citizens for Elizabeth Hernandez,,,,,,P.O. Box 50777,,Cicero,IL,60804,P2024,,2023-07-06,1000.00,,"House, IL, 2 dst",,,,,,,,,,,,,,,,,,,,
SB29,C00001636,SB29.70115,,,COM,Citizens for Linda Holmes,,,,,,P.O. Box 6374,,Aurora,IL,60598,P2024,,2023-07-20,500.00,,"Senate, IL, 42 dst",,,,,,,,,,,,,,,,,,,,
SB29,C00001636,SB29.70116,,,COM,Committee to Elect Jay C. Hoffman,,,,,,P.O. Box 23738,,Belleville,IL,62223,P2024,,2023-07-20,1500.00,,"House, IL, 113 dst",,,,,,,,,,,,,,,,,,,,
SB29,C00001636,SB29.70051,,,COM,Committee to Elect Natalie Price,,,,,,2428 Phillips Avenue,,Berkley,MI,48072,P2024,,2023-07-06,250.00,,"House, MI, 05 dst",,,,,,,,,,,,,,,,,,,,
SB29,C00001636,SB29.70052,,,COM,Committee to Elect Will Guzzardi,,,,,,2934 N. Milwaukee Avenue,Unit D,Chicago,IL,60618,P2024,,2023-07-06,250.00,,"House, IL, 39 dst",,,,,,,,,,,,,,,,,,,,
SB29,C00001636,SB29.70136,,,COM,CTE Betsy Coffia,,,,,,P.O. Box 7344,,Traverse City,MI,49696,P2024,,2023-07-24,250.00,,"House, MI, 103 dst",,,,,,,,,,,,,,,,,,,,
SB29,C00001636,SB29.70055,,,COM,CTE Donavan McKinney for State Representative,,,,,,1754 East Outer Dr.,,Detroit,MI,48324,P2024,,2023-07-06,250.00,,"House, MI, 14 dst",,,,,,,,,,,,,,,,,,,,
SB29,C00001636,SB29.70096,,,COM,CTE Jasper Martus,,,,,,P.O. Box 165,,Flushing,MI,48433,P2024,,2023-07-17,250.00,,"House, MI, 69 dst",,,,,,,,,,,,,,,,,,,,
