form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00386029,EB92932,,,PAC,Kennedy for Senate,,,,,,5 Dunedin Court,,Macon,GA,31210,,,2023-11-02,2000.00,,,011,,Kennedy for Senate,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB92933,,,PAC,Leadership Matters MN,,,,,,"1700 Eye St. NW, Ste. 300",,Washington,DC,20006,,,2023-11-02,15000.00,,,012,,Leadership Matters MN,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB92934,,,PAC,America Works USA,,,,,,1225 Eye Street NW,,Washington,DC,20005,,,2023-11-03,10000.00,,,012,,America Works USA,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB92935,,,PAC,Tu Voz,,,,,,PO Box 56386,,Houston,TX,77256,,,2023-11-03,10000.00,,,011,,Tu Voz,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB92936,,,PAC,Friends of Matt Bradford,,,,,,PO Box 349,,Norristown,PA,19404,,,2023-11-06,1000.00,,,011,,Friends of Matt Bradford,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB92937,,,PAC,Committee to Elect Mark Newton,,,,,,"2851 Washington Road, Suite 201",,Augusta,GA,30909,,,2023-11-07,500.00,,,011,,Committee to Elect Mark Newton,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB92938,,,PAC,Friends of Joe Hohenstein,,,,,,1117 Wakeling St,,Philadelphia,PA,19124,,,2023-11-09,250.00,,,011,,Friends of Joe Hohenstein,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB92940,,,PAC,Catherine Blakespear for Senate 2026,,,,,,"1700 Tribute Road, Suite 201",,Sacramento,CA,95815,,,2023-11-13,1000.00,,,011,,Catherine Blakespear for Senate 2026,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB92942,,,PAC,Dossett for Senate 2024,,,,,,1632 South Evanston Avenue,,Tulsa,OK,74104,,,2023-11-13,1000.00,,,011,,Dossett for Senate 2024,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB92941,,,PAC,Friends of Greg McCortney 2024,,,,,,1816 E 15th St.,,Ada,OK,74820,,,2023-11-13,1000.00,,,011,,Friends of Greg McCortney 2024,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB92944,,,PAC,Cavalier for Milwaukee,,,,,,5027 W North Ave,,Milwaukee,WI,53208,,,2023-11-15,3000.00,,,011,,Cavalier for Milwaukee,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB92943,,,PAC,Crowley for County Executive,,,,,,PO Box 18065,,Milwaukee,WI,53218,,,2023-11-15,3000.00,,,011,,Crowley for County Executive,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB92945,,,PAC,Kirk Cullimore for Senate,,,,,,8359 Snow Basin Dr.,,Sandy,UT,84093,,,2023-11-15,750.00,,,011,,Kirk Cullimore for Senate,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB92947,,,PAC,Committee to Re-Elect Craig Blair,,,,,,47 Wasser Drive,,Martinsburg,WV,25403,,,2023-11-16,2000.00,,,011,,Committee to Re-Elect Craig Blair,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB92946,,,PAC,Marko Liias for Senate,,,,,,"401 2nd Ave S, Ste. 303",,Seattle,WA,98104,,,2023-11-16,1200.00,,,011,,Marko Liias for Senate,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB92948,,,PAC,"Georgians First Leadership Committee, Inc.",,,,,,PO Box 20036,,Atlanta,GA,30325,,,2023-11-17,10000.00,,,011,,"Georgians First Leadership Committee, Inc.",,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB92949,,,PAC,Our Democracy,,,,,,2929 SW 3rd Avenue; 220,,Miami,FL,33129,,,2023-11-17,10000.00,,,011,,Our Democracy,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB92952,,,PAC,John Harabedian for Assembly 2024,,,,,,"777 S. Figueroa , Suite 2300",,Los Angeles,CA,90017,,,2023-11-20,300.00,,,011,,John Harabedian for Assembly 2024,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB92951,,,PAC,John Whitmire Campaign,,,,,,P.O. Box 7271,,Houston,TX,77248,,,2023-11-20,5000.00,,,011,,John Whitmire Campaign,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB92950,,,PAC,One Team LA,,,,,,PO Box 399,,Broussard,LA,70518,,,2023-11-21,5000.00,,,011,,One Team LA,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB94510,,,PAC,Re-Elect Mayor London Breed 2024,,,,,,"393 7th Avenue, Suite 301",,San Francisco,CA,94118,,,2023-11-24,-250.00,,Void Check - Not Negotiated,011,,Re-Elect Mayor London Breed 2024,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB92956,,,PAC,John Bacon for Olathe Mayor,,,,,,14183 W 157th St.,,Olathe,KS,66062,,,2023-11-27,500.00,,,011,,John Bacon for Olathe Mayor,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB92957,,,PAC,Julie for Lenexa,,,,,,10121 Halset St.,,Lenexa,KS,66215,,,2023-11-27,500.00,,,011,,Julie for Lenexa,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB94509,,,PAC,Citizens for Excellence in Miami-Dade County Government,,,,,,"2600 Douglas Road, Suite 800",,Coral Gables,FL,33134,,,2023-11-28,-2500.00,,Void Check - Not Negotiated,011,,Citizens for Excellence in Miami-Dade County Government,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB92958,,,PAC,Friends of Traci Koster,,,,,,1509 East 9th Avenue,,Tampa,FL,33605,,,2023-11-28,1000.00,,,011,,Friends of Traci Koster,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB94511,,,PAC,Arita Bohannan Campaign,,,,,,"4224 Florida Ave, Suite 2",,Kenner,LA,70065,,,2023-11-29,500.00,,,011,,Arita Bohannan Campaign,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB94520,,,PAC,Citizens for Pat Grassley,,,,,,30601 Deer Trail Drive,,New Hampton,IA,50660,,,2023-11-29,1000.00,,,011,,Citizens for Pat Grassley,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB94512,,,PAC,Committee to Elect Hans Lijeberg,,,,,,P.O. Box 5,,Metairie,LA,70004,,,2023-11-29,500.00,,,011,,Committee to Elect Hans Lijeberg,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB94513,,,PAC,Deano Bonano Campaign Fund,,,,,,P.O. Box 10769,,Jefferson,LA,70181,,,2023-11-29,500.00,,,011,,Deano Bonano Campaign Fund,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB94522,,,PAC,Determann for Iowa House,,,,,,1411 Edens Ave.,,Camanche,IA,52730,,,2023-11-29,250.00,,,011,,Determann for Iowa House,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB94524,,,PAC,Friends for Klimesh,,,,,,PO Box 111,,Spillville,IA,52168,,,2023-11-29,250.00,,,011,,Friends for Klimesh,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB94516,,,PAC,Friends of Jacob Bossman,,,,,,2650 S. Cedar St.,,Sioux Rapids,IA,51106,,,2023-11-29,500.00,,,011,,Friends of Jacob Bossman,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB94521,,,PAC,Gary Mohr for State House,,,,,,4940 Center Court,,Bettendorf,IA,52722,,,2023-11-29,250.00,,,011,,Gary Mohr for State House,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB94518,,,PAC,Iowans for Liz Bennett,,,,,,366 19th St. SE,,Cedar Rapids,IA,52493,,,2023-11-29,250.00,,,011,,Iowans for Liz Bennett,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB94515,,,PAC,Jennifer Konfrst for Iowa,,,,,,6518 Northwest Drive,,Windsor Heights,IA,50324,,,2023-11-29,500.00,,,011,,Jennifer Konfrst for Iowa,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB94517,,,PAC,Jones for Iowa,,,,,,4470 Highway 71,,Sioux Rapids,IA,50585,,,2023-11-29,500.00,,,011,,Jones for Iowa,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB94514,,,PAC,Kraayenbrink for Iowa Senate,,,,,,1561 National Ave,,Fort Dodge,IA,50501,,,2023-11-29,250.00,,,011,,Kraayenbrink for Iowa Senate,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB94523,,,PAC,Timi Brown-Powers for Iowa,,,,,,1920 W 7th Street,,Waterloo,IA,50702,,,2023-11-29,250.00,,,011,,Timi Brown-Powers for Iowa,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB94519,,,PAC,Win with Windschitl,,,,,,2912 Light Breeze Lane,,Missouri Valley,IA,51555,,,2023-11-29,1000.00,,,011,,Win with Windschitl,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB94525,,,PAC,Aitken for Mayor 2026,,,,,,"1400 N. Harbor Blvd., Suite 110",,Fullerton,CA,92835,,,2023-11-30,250.00,,,011,,Aitken for Mayor 2026,,Committee,Non-Federal,,,,,,,,,,,,,,
