form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00679191,501172112,,,ORG,DigiDems LLC,,,,,,750 N San Vicente Blvd,Ste 800,West Hollywood,CA,900695788,G2024,,2024-06-06,3300.00,0.00,Technology Services,,C00634253,,,Levin,Mike,,,,H,CA,49,,,,,,,,In-Kind: Earmarked by Scott Forstall
SB23,C00679191,501172113,,,ORG,DigiDems LLC,,,,,,750 N San Vicente Blvd,Ste 800,West Hollywood,CA,900695788,G2024,,2024-06-06,3300.00,0.00,Technology Services,,C00658567,,,Wild,Susan,,,,H,PA,07,,,,,,,,In-Kind: Earmarked by Scott Forstall
SB23,C00679191,501172114,,,ORG,DigiDems LLC,,,,,,750 N San Vicente Blvd,Ste 800,West Hollywood,CA,900695788,G2024,,2024-06-06,3300.00,0.00,Technology Services,,C00509968,,,Cartwright,Matt,,,,H,PA,08,,,,,,,,In-Kind: Earmarked by Scott Forstall
SB23,C00679191,501172115,,,ORG,DigiDems LLC,,,,,,750 N San Vicente Blvd,Ste 800,West Hollywood,CA,900695788,P2024,,2024-06-06,3300.00,0.00,Technology Services,,C00844480,,,Hertel,Curtis,,,Jr.,H,MI,07,,,,,,,,In-Kind: Earmarked by Scott Forstall
SB23,C00679191,501172116,,,ORG,DigiDems LLC,,,,,,750 N San Vicente Blvd,Ste 800,West Hollywood,CA,900695788,G2024,,2024-06-06,3300.00,0.00,Technology Services,,C00787648,,,DELUZIO,CHRISTOPHER,,,,H,PA,17,,,,,,,,In-Kind: Earmarked by Scott Forstall
SB23,C00679191,501172117,,,ORG,DigiDems LLC,,,,,,750 N San Vicente Blvd,Ste 800,West Hollywood,CA,900695788,G2024,,2024-06-06,3300.00,0.00,Technology Services,,C00787648,,,DELUZIO,CHRISTOPHER,,,,H,PA,17,,,,,,,,In-Kind: Earmarked by Molly Forstall
SB23,C00679191,501172118,,,ORG,DigiDems LLC,,,,,,750 N San Vicente Blvd,Ste 800,West Hollywood,CA,900695788,P2024,,2024-06-06,3300.00,0.00,Technology Services,,C00844480,,,Hertel,Curtis,,,Jr.,H,MI,07,,,,,,,,In-Kind: Earmarked by Molly Forstall
SB23,C00679191,501172119,,,ORG,DigiDems LLC,,,,,,750 N San Vicente Blvd,Ste 800,West Hollywood,CA,900695788,G2024,,2024-06-06,3300.00,0.00,Technology Services,,C00509968,,,Cartwright,Matt,,,,H,PA,08,,,,,,,,In-Kind: Earmarked by Molly Forstall
SB23,C00679191,501172120,,,ORG,DigiDems LLC,,,,,,750 N San Vicente Blvd,Ste 800,West Hollywood,CA,900695788,G2024,,2024-06-06,3300.00,0.00,Technology Services,,C00634253,,,Levin,Mike,,,,H,CA,49,,,,,,,,In-Kind: Earmarked by Molly Forstall
SB23,C00679191,501172121,,,ORG,DigiDems LLC,,,,,,750 N San Vicente Blvd,Ste 800,West Hollywood,CA,900695788,G2024,,2024-06-06,3300.00,0.00,Technology Services,,C00658567,,,Wild,Susan,,,,H,PA,07,,,,,,,,In-Kind: Earmarked by Molly Forstall
SB23,C00679191,501173183,,,ORG,DigiDems LLC,,,,,,750 N San Vicente Blvd,Ste 800,West Hollywood,CA,900695788,G2024,,2024-06-13,3300.00,0.00,Technology Services,,C00787820,,,BOHANNAN,CHRISTINA,,,,H,IA,01,,,,,,,,In-Kind: Earmarked by Reid Hoffman
SB23,C00679191,501173184,,,ORG,DigiDems LLC,,,,,,750 N San Vicente Blvd,Ste 800,West Hollywood,CA,900695788,G2024,,2024-06-13,3300.00,0.00,Technology Services,,C00787820,,,BOHANNAN,CHRISTINA,,,,H,IA,01,,,,,,,,In-Kind: Earmarked by Michelle Yee
SB23,C00679191,501173185,,,ORG,DigiDems LLC,,,,,,750 N San Vicente Blvd,Ste 800,West Hollywood,CA,900695788,G2024,,2024-06-13,3300.00,0.00,Technology Services,,C00856021,,,BACCAM,LANON,,,,H,IA,03,,,,,,,,In-Kind: Earmarked by James Scott
SB23,C00679191,501173186,,,ORG,DigiDems LLC,,,,,,750 N San Vicente Blvd,Ste 800,West Hollywood,CA,900695788,G2024,,2024-06-13,3300.00,0.00,Technology Services,,C00856021,,,BACCAM,LANON,,,,H,IA,03,,,,,,,,In-Kind: Earmarked by Chris Saccheri
SB23,C00679191,501173187,,,ORG,DigiDems LLC,,,,,,750 N San Vicente Blvd,Ste 800,West Hollywood,CA,900695788,G2024,,2024-06-13,3300.00,0.00,Technology Services,,C00856021,,,BACCAM,LANON,,,,H,IA,03,,,,,,,,In-Kind: Earmarked by Michelle Yee
SB23,C00679191,501173188,,,ORG,DigiDems LLC,,,,,,750 N San Vicente Blvd,Ste 800,West Hollywood,CA,900695788,G2024,,2024-06-13,3300.00,0.00,Technology Services,,C00856021,,,BACCAM,LANON,,,,H,IA,03,,,,,,,,In-Kind: Earmarked by Shannon Hunt-Scott
SB23,C00679191,501173189,,,ORG,DigiDems LLC,,,,,,750 N San Vicente Blvd,Ste 800,West Hollywood,CA,900695788,G2024,,2024-06-13,3300.00,0.00,Technology Services,,C00856021,,,BACCAM,LANON,,,,H,IA,03,,,,,,,,In-Kind: Earmarked by Anna Saccheri
SB23,C00679191,501173190,,,ORG,DigiDems LLC,,,,,,750 N San Vicente Blvd,Ste 800,West Hollywood,CA,900695788,G2024,,2024-06-13,3300.00,0.00,Technology Services,,C00789404,,,VASQUEZ,GABRIEL,,,,H,NM,02,,,,,,,,In-Kind: Earmarked by Reid Hoffman
SB23,C00679191,501173191,,,ORG,DigiDems LLC,,,,,,750 N San Vicente Blvd,Ste 800,West Hollywood,CA,900695788,G2024,,2024-06-13,3300.00,0.00,Technology Services,,C00789404,,,VASQUEZ,GABRIEL,,,,H,NM,02,,,,,,,,In-Kind: Earmarked by Michelle Yee
SB23,C00679191,501173192,,,ORG,DigiDems LLC,,,,,,750 N San Vicente Blvd,Ste 800,West Hollywood,CA,900695788,G2024,,2024-06-13,3300.00,0.00,Technology Services,,C00789404,,,VASQUEZ,GABRIEL,,,,H,NM,02,,,,,,,,In-Kind: Earmarked by Anna Saccheri
SB23,C00679191,501173193,,,ORG,DigiDems LLC,,,,,,750 N San Vicente Blvd,Ste 800,West Hollywood,CA,900695788,G2024,,2024-06-13,3300.00,0.00,Technology Services,,C00789404,,,VASQUEZ,GABRIEL,,,,H,NM,02,,,,,,,,In-Kind: Earmarked by Chris Saccheri
SB23,C00679191,501173194,,,ORG,DigiDems LLC,,,,,,750 N San Vicente Blvd,Ste 800,West Hollywood,CA,900695788,G2024,,2024-06-13,3300.00,0.00,Technology Services,,C00499467,,,TITUS,DINA,,,,H,NV,01,,,,,,,,In-Kind: Earmarked by Reid Hoffman
SB23,C00679191,501173195,,,ORG,DigiDems LLC,,,,,,750 N San Vicente Blvd,Ste 800,West Hollywood,CA,900695788,G2024,,2024-06-13,3300.00,0.00,Technology Services,,C00499467,,,TITUS,DINA,,,,H,NV,01,,,,,,,,In-Kind: Earmarked by Michelle Yee
SB23,C00679191,501173196,,,ORG,DigiDems LLC,,,,,,750 N San Vicente Blvd,Ste 800,West Hollywood,CA,900695788,G2024,,2024-06-13,3300.00,0.00,Technology Services,,C00499467,,,TITUS,DINA,,,,H,NV,01,,,,,,,,In-Kind: Earmarked by Anna Saccheri
SB23,C00679191,501173197,,,ORG,DigiDems LLC,,,,,,750 N San Vicente Blvd,Ste 800,West Hollywood,CA,900695788,G2024,,2024-06-13,3300.00,0.00,Technology Services,,C00499467,,,TITUS,DINA,,,,H,NV,01,,,,,,,,In-Kind: Earmarked by Chris Saccheri
SB23,C00679191,501173198,,,ORG,DigiDems LLC,,,,,,750 N San Vicente Blvd,Ste 800,West Hollywood,CA,900695788,G2024,,2024-06-13,3300.00,0.00,Technology Services,,C00655613,,,Lee,Susie,,,,H,NV,03,,,,,,,,In-Kind: Earmarked by Reid Hoffman
SB23,C00679191,501173199,,,ORG,DigiDems LLC,,,,,,750 N San Vicente Blvd,Ste 800,West Hollywood,CA,900695788,G2024,,2024-06-13,3300.00,0.00,Technology Services,,C00655613,,,Lee,Susie,,,,H,NV,03,,,,,,,,In-Kind: Earmarked by Michelle Yee
SB23,C00679191,501173200,,,ORG,DigiDems LLC,,,,,,750 N San Vicente Blvd,Ste 800,West Hollywood,CA,900695788,G2024,,2024-06-13,3300.00,0.00,Technology Services,,C00655613,,,Lee,Susie,,,,H,NV,03,,,,,,,,In-Kind: Earmarked by Chris Saccheri
SB23,C00679191,501173201,,,ORG,DigiDems LLC,,,,,,750 N San Vicente Blvd,Ste 800,West Hollywood,CA,900695788,G2024,,2024-06-13,1200.00,0.00,Technology Services,,C00655613,,,Lee,Susie,,,,H,NV,03,,,,,,,,In-Kind: Earmarked by Anna Saccheri
SB23,C00679191,501173202,,,ORG,DigiDems LLC,,,,,,750 N San Vicente Blvd,Ste 800,West Hollywood,CA,900695788,G2024,,2024-06-13,3300.00,0.00,Technology Services,,C00668228,,,Horsford,Steven,Alexzander,,,H,NV,04,,,,,,,,In-Kind: Earmarked by Chris Saccheri
SB23,C00679191,501173203,,,ORG,DigiDems LLC,,,,,,750 N San Vicente Blvd,Ste 800,West Hollywood,CA,900695788,G2024,,2024-06-13,3300.00,0.00,Technology Services,,C00668228,,,Horsford,Steven,Alexzander,,,H,NV,04,,,,,,,,In-Kind: Earmarked by Reid Hoffman
SB23,C00679191,501173204,,,ORG,DigiDems LLC,,,,,,750 N San Vicente Blvd,Ste 800,West Hollywood,CA,900695788,G2024,,2024-06-13,3300.00,0.00,Technology Services,,C00668228,,,Horsford,Steven,Alexzander,,,H,NV,04,,,,,,,,In-Kind: Earmarked by Michelle Yee
SB23,C00679191,501173205,,,ORG,DigiDems LLC,,,,,,750 N San Vicente Blvd,Ste 800,West Hollywood,CA,900695788,G2024,,2024-06-13,1200.00,0.00,Technology Services,,C00668228,,,Horsford,Steven,Alexzander,,,H,NV,04,,,,,,,,In-Kind: Earmarked by Anna Saccheri
SB23,C00679191,501176409,,,ORG,DigiDems LLC,,,,,,750 N San Vicente Blvd,Ste 800,West Hollywood,CA,900695788,P2024,,2024-06-28,3300.00,0.00,Technology Services,,C00575209,,,Craig,Angela,Dawn,,,H,MN,02,,,,,,,,In-Kind: Earmarked by Erica Lockheimer
SB23,C00679191,501176410,,,ORG,DigiDems LLC,,,,,,750 N San Vicente Blvd,Ste 800,West Hollywood,CA,900695788,G2024,,2024-06-28,3300.00,0.00,Technology Services,,C00655613,,,Lee,Susie,,,,H,NV,03,,,,,,,,In-Kind: Earmarked by Erica Lockheimer
SB23,C00679191,501176411,,,ORG,DigiDems LLC,,,,,,750 N San Vicente Blvd,Ste 800,West Hollywood,CA,900695788,G2024,,2024-06-28,3300.00,0.00,Technology Services,,C00668228,,,Horsford,Steven,Alexzander,,,H,NV,04,,,,,,,,In-Kind: Earmarked by Erica Lockheimer
SB23,C00679191,501176412,,,ORG,DigiDems LLC,,,,,,750 N San Vicente Blvd,Ste 800,West Hollywood,CA,900695788,G2024,,2024-06-28,3300.00,0.00,Technology Services,,C00607200,,,SUOZZI,THOMAS,,,,H,NY,03,,,,,,,,In-Kind: Earmarked by Erica Lockheimer
SB23,C00679191,501176413,,,ORG,DigiDems LLC,,,,,,750 N San Vicente Blvd,Ste 800,West Hollywood,CA,900695788,G2024,,2024-06-28,3300.00,0.00,Technology Services,,C00856955,,,VINDMAN,YEVGENY,'EUGENE',,,H,VA,07,,,,,,,,In-Kind: Earmarked by James Kevin Scott
SB23,C00679191,501176414,,,ORG,DigiDems LLC,,,,,,750 N San Vicente Blvd,Ste 800,West Hollywood,CA,900695788,G2024,,2024-06-28,3300.00,0.00,Technology Services,,C00856955,,,VINDMAN,YEVGENY,'EUGENE',,,H,VA,07,,,,,,,,In-Kind: Earmarked by Chris Saccheri
SB23,C00679191,501176415,,,ORG,DigiDems LLC,,,,,,750 N San Vicente Blvd,Ste 800,West Hollywood,CA,900695788,G2024,,2024-06-28,3300.00,0.00,Technology Services,,C00849836,,,Cotter Smasal,Missy,,,,H,VA,02,,,,,,,,In-Kind: Earmarked by Reid G Hoffman
SB23,C00679191,501176417,,,ORG,DigiDems LLC,,,,,,750 N San Vicente Blvd,Ste 800,West Hollywood,CA,900695788,G2024,,2024-06-28,3300.00,0.00,Technology Services,,C00856955,,,VINDMAN,YEVGENY,'EUGENE',,,H,VA,07,,,,,,,,In-Kind: Earmarked by Michelle Yee
SB23,C00679191,501176418,,,ORG,DigiDems LLC,,,,,,750 N San Vicente Blvd,Ste 800,West Hollywood,CA,900695788,G2024,,2024-06-28,3300.00,0.00,Technology Services,,C00849836,,,Cotter Smasal,Missy,,,,H,VA,02,,,,,,,,In-Kind: Earmarked by Michelle Yee
SB23,C00679191,501176419,,,ORG,DigiDems LLC,,,,,,750 N San Vicente Blvd,Ste 800,West Hollywood,CA,900695788,G2024,,2024-06-28,3300.00,0.00,Technology Services,,C00856955,,,VINDMAN,YEVGENY,'EUGENE',,,H,VA,07,,,,,,,,In-Kind: Earmarked by Shannon Hunt-Scott
SB23,C00679191,501176420,,,ORG,DigiDems LLC,,,,,,750 N San Vicente Blvd,Ste 800,West Hollywood,CA,900695788,G2024,,2024-06-28,3300.00,0.00,Technology Services,,C00815290,,,RYAN,PATRICK,,,,H,NY,18,,,,,,,,In-Kind: Earmarked by James Kevin Scott
SB23,C00679191,501176421,,,ORG,DigiDems LLC,,,,,,750 N San Vicente Blvd,Ste 800,West Hollywood,CA,900695788,G2024,,2024-06-28,3300.00,0.00,Technology Services,,C00711150,,,Jones,Mondaire,,,,H,NY,17,,,,,,,,In-Kind: Earmarked by James Kevin Scott
SB23,C00679191,501176422,,,ORG,DigiDems LLC,,,,,,750 N San Vicente Blvd,Ste 800,West Hollywood,CA,900695788,G2024,,2024-06-28,3300.00,0.00,Technology Services,,C00607200,,,SUOZZI,THOMAS,,,,H,NY,03,,,,,,,,In-Kind: Earmarked by James Kevin Scott
SB23,C00679191,501176423,,,ORG,DigiDems LLC,,,,,,750 N San Vicente Blvd,Ste 800,West Hollywood,CA,900695788,G2024,,2024-06-28,3300.00,0.00,Technology Services,,C00793760,,,RILEY,JOSH,,,,H,NY,19,,,,,,,,In-Kind: Earmarked by Chris Saccheri
