form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00574970,500278716,,,CCM,Amish For Arizona,,,,,,PO Box 7070,,Phoenix,AZ,850117070,G2024,,2024-09-30,5000.00,0.00,Contribution,,C00836502,,,Shah,Amish,,,,H,AZ,01,,,,,,,,
SB23,C00574970,500277834,,,PAC,Ashley Ehasz Victory Fund,,,,,,1800 Byberry Rd,Unit 1336,Bensalem,PA,190204747,,,2024-09-20,5000.00,0.00,Contribution,,C00847509,Ashley Ehasz Victory Fund,,,,,,,,,,,,,,,,,
SB23,C00574970,500277835,,,PAC,Barca Victory Fund,,,,,,600 Pennsylvania Ave SE,Unit 15180,Washington,DC,200037508,,,2024-09-19,5000.00,0.00,Contribution,,C00888495,Barca Victory Fund,,,,,,,,,,,,,,,,,
SB23,C00574970,500278717,,,CCM,BellforMissouri,,,,,,PO Box 1900669,,Saint Louis,MO,63119,G2024,,2024-09-30,2000.00,0.00,Contribution,,C00842336,,,Bell,Wesley,,,,H,MO,01,,,,,,,,
SB23,C00574970,500277836,,,PAC,Bohannan Victory Fund 2024,,,,,,5825 Waterbury Cir,,Des Moines,IA,503121321,,,2024-09-20,5000.00,0.00,Contribution,,C00876730,Bohannan Victory Fund 2024,,,,,,,,,,,,,,,,,
SB23,C00574970,500277837,,,PAC,Budzinski Victory Fund,,,,,,PO Box 5171,,Springfield,IL,627055171,,,2024-09-19,5000.00,0.00,Contribution,,C00819441,Budzinski Victory Fund,,,,,,,,,,,,,,,,,
SB23,C00574970,500278718,,,PAC,CHC Bold PAC,,,,,,PO Box 33079,,Washington,DC,200330079,,,2024-09-30,5000.00,0.00,Contribution,,C00365536,CHC Bold PAC,,,,,,,,,,,,,,,,,
SB23,C00574970,500277838,,,PAC,Chris Pappas Victory Fund,,,,,,PO Box 313,,Manchester,NH,031050313,,,2024-09-20,5000.00,0.00,Contribution,,C00878702,Chris Pappas Victory Fund,,,,,,,,,,,,,,,,,
SB23,C00574970,500278773,,,CCM,Cisneros For Congress,,,,,,PO Box 1153,,Covina,CA,917220153,G2024,,2024-09-30,3000.00,0.00,Contribution,,C00850420,,,Cisneros,Gilbert,,,,H,CA,31,,,,,,,,
SB23,C00574970,500278719,,,CCM,Cooke For Congress,,,,,,PO Box 1846,,Eau Claire,WI,547021846,G2024,,2024-09-30,5000.00,0.00,Contribution,,C00844993,,,Cooke,Rebecca,,,,H,WI,03,,,,,,,,
SB23,C00574970,500278736,,,CCM,Darren Soto For Congress,,,,,,PO Box 421349,,Kissimmee,FL,347421349,G2024,,2024-09-27,5000.00,0.00,Contribution,,C00581074,,,Soto,Darren,,,,H,FL,09,,,,,,,,
SB23,C00574970,500278720,,,PAC,DigiDems PAC,,,,,,750 N San Vicente Blvd,Ste 800W,West Hollywood,CA,900695788,,,2024-09-30,5000.00,0.00,Contribution,,C00679191,DigiDems PAC,,,,,,,,,,,,,,,,,
SB23,C00574970,500277839,,,PAC,Dina Titus Victory Fund,,,,,,PO Box 15320,,Washington,DC,200030320,,,2024-09-20,5000.00,0.00,Contribution,,C00882407,Dina Titus Victory Fund,,,,,,,,,,,,,,,,,
SB23,C00574970,500277840,,,PAC,Don Davis Victory Fund,,,,,,122 C St NW,Ste 360,Washington,DC,200012149,,,2024-09-20,5000.00,0.00,Contribution,,C00878868,Don Davis Victory Fund,,,,,,,,,,,,,,,,,
SB23,C00574970,500278721,,,CCM,Emily Randall For Congress,,,,,,PO Box 1883,,Port Orchard,WA,983660680,G2024,,2024-09-30,2000.00,0.00,Contribution,,C00857094,,,Randall,Emily,,,,H,WA,06,,,,,,,,
SB23,C00574970,500277841,,,PAC,Figures Victory Fund,,,,,,PO Box 950,,Montgomery,AL,361010950,,,2024-09-20,5000.00,0.00,Contribution,,C00882878,Figures Victory Fund,,,,,,,,,,,,,,,,,
SB23,C00574970,500277842,,,PAC,Frisch Victory Fund,,,,,,PO Box 371,,Woody Creek,CO,816560371,,,2024-09-20,5000.00,0.00,Contribution,,C00877928,Frisch Victory Fund,,,,,,,,,,,,,,,,,
SB23,C00574970,500277843,,,PAC,Gabe Vasquez Victory Fund,,,,,,611 Pennsylvania Ave SE,Ste 143,Washington,DC,200034303,,,2024-09-20,5000.00,0.00,Contribution,,C00817411,Gabe Vasquez Victory Fund,,,,,,,,,,,,,,,,,
SB23,C00574970,500278722,,,CCM,George Latimer For Congress,,,,,,PO Box 789,,White Plains,NY,106020789,G2024,,2024-09-30,2000.00,0.00,Contribution,,C00859041,,,Latimer,George,,,,H,NY,16,,,,,,,,
SB23,C00574970,500277844,,,PAC,Hayes Victory Fund,,,,,,PO Box 65322,,Washington,DC,200355322,,,2024-09-20,5000.00,0.00,Contribution,,C00873331,Hayes Victory Fund,,,,,,,,,,,,,,,,,
SB23,C00574970,500278723,,,CCM,Herb Conaway For Congress,,,,,,PO Box 493,,Willingboro,NJ,080460493,G2024,,2024-09-30,3000.00,0.00,Contribution,,C00859496,,,Conaway,Herb,,,,H,NJ,03,,,,,,,,
SB23,C00574970,500277845,,,PAC,Jared Golden Victory Fund 2024,,,,,,PO Box 7108,,Lewiston,ME,042437108,,,2024-09-20,5000.00,0.00,Contribution,,C00835165,Jared Golden Victory Fund 2024,,,,,,,,,,,,,,,,,
SB23,C00574970,500278725,,,CCM,Jessica Morse For Congress,,,,,,5445 Madison Ave,,Sacramento,CA,958413111,G2024,,2024-09-30,5000.00,0.00,Contribution,,C00650408,,,Morse,Jessica,,,,H,CA,03,,,,,,,,
SB23,C00574970,500278724,,,CCM,John Avlon For Congress,,,,,,PO Box 1200,,Sag Harbor,NY,119630039,G2024,,2024-09-30,5000.00,0.00,Contribution,,C00870568,,,Avlon,John,,,,H,NY,01,,,,,,,,
SB23,C00574970,500278726,,,CCM,Jonathan Nez For Congress,,,,,,PO Box 1854,,Flagstaff,AZ,860021854,G2024,,2024-09-30,5000.00,0.00,Contribution,,C00853473,,,Nez,Jonathan,Michael,,,H,AZ,02,,,,,,,,
SB23,C00574970,500277846,,,PAC,Josh Harder Victory Fund,,,,,,122 C St NW,Ste 360,Washington,DC,200012149,,,2024-09-20,5000.00,0.00,Contribution,,C00766816,Josh Harder Victory Fund,,,,,,,,,,,,,,,,,
SB23,C00574970,500277847,,,PAC,Kirsten Engel Victory Fund,,,,,,PO Box 40721,,Tucson,AZ,857170721,,,2024-09-20,5000.00,0.00,Contribution,,C00863035,Kirsten Engel Victory Fund,,,,,,,,,,,,,,,,,
