form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00687848,EB2422,,,PAC,"Fink for Tustin City Council 2024, Think",,,,,,249 East Ocean Blvd. #670,,Long Beach,CA,90802,,,2024-08-27,500.00,,Contribution to non-federal committee,011,,"Fink for Tustin City Council 2024, Think",,,,,,,,,,,,,,,,,
SB29,C00687848,EB2423,,,PAC,Gameros for City Council 2024,,,,,,9070 Irvinre Center Drive #150,,Irvine,CA,92618,,,2024-08-27,1000.00,,Contribution to non-federal committee,011,,Gameros for City Council 2024,,,,,,,,,,,,,,,,,
SB29,C00687848,EB2408,,,PAC,"Garcia for Assembly 2024, Robert",,,,,,"1400 North Harbor Blvd., Suite 550",,Fullerton,CA,92835,,,2024-08-26,2750.00,,Contribution to non-federal committee,011,,"Garcia for Assembly 2024, Robert",,,,,,,,,,,,,,,,,
SB29,C00687848,EB2447,,,PAC,"Gomez for Water Board 2024, Frank",,,,,,2165 Palmer Place,,Tustin,CA,92782,,,2024-09-16,500.00,,Contribution to Non-Federal Committee,011,,"Gomez for Water Board 2024, Frank",,,,,,,,,,,,,,,,,
SB29,C00687848,EB2424,,,PAC,Harlan for City Council 2024,,,,,,9070 Irvinre Center Drive #150,,Irvine,CA,92618,,,2024-08-27,1000.00,,Contribution to non-federal committee,011,,Harlan for City Council 2024,,,,,,,,,,,,,,,,,
SB29,C00687848,EB2393,,,PAC,"Hernandez for Santa Ana City Council 2024, Johnathan Ryan",,,,,,"1400 North Harbor Blvd., Suite 550",,Fullerton,CA,92835,,,2024-07-26,1000.00,,Contribution to non-federal committee,011,,"Hernandez for Santa Ana City Council 2024, Johnathan Ryan",,,,,,,,,,,,,,,,,
SB29,C00687848,EB2409,,,PAC,"Holstege for Assembly 2024, Christy",,,,,,"1700 Tribute Road, Suite 201",,Sacramento,CA,95815,,,2024-08-26,1000.00,,Contribution to non-federal committee,011,,"Holstege for Assembly 2024, Christy",,,,,,,,,,,,,,,,,
SB29,C00687848,EB2425,,,PAC,"Jaramillo for City Council 2024, Kitty",,,,,,"1400 North Harbor Blvd., Suite 550",,Fullerton,CA,92832,,,2024-08-27,500.00,,Contribution to non-federal committee,011,,"Jaramillo for City Council 2024, Kitty",,,,,,,,,,,,,,,,,
SB29,C00687848,EB2410,,,PAC,"Jones for Assembly 2024, Dom",,,,,,"249 East Ocean Blvd., #670",,Long Beach,CA,90802,,,2024-08-26,1000.00,,Contribution to non-federal committee,011,,"Jones for Assembly 2024, Dom",,,,,,,,,,,,,,,,,
SB29,C00687848,EB2392,,,PAC,"Kim for Irvine Mayor 2024, Tammy",,,,,,136 Cartier Aisle,,Irvine,CA,92620,,,2024-07-26,620.00,,Contribution to non-federal committee,011,,"Kim for Irvine Mayor 2024, Tammy",,,,,,,,,,,,,,,,,
SB29,C00687848,EB2390,,,PAC,Mancuso for City Council 2024,,,,,,"1127 11th Street, Suite 210",,Sacramento,CA,95814,,,2024-07-26,500.00,,Contribution to non-federal committee,011,,Mancuso for City Council 2024,,,,,,,,,,,,,,,,,
SB29,C00687848,EB2426,,,PAC,Maravillas For City Council 2024,,,,,,728 Baldwin Avenue,,Redlands,CA,92374,,,2024-08-27,500.00,,Contribution to non-federal committee,011,,Maravillas For City Council 2024,,,,,,,,,,,,,,,,,
SB29,C00687848,EB2394,,,PAC,"Marquez for Orange County Supervisor 2024, Frances",,,,,,"16633 Ventura Blvd., Suite 1008",,Encino,CA,91436,,,2024-07-26,1000.00,,Contribution to non-federal committee,011,,"Marquez for Orange County Supervisor 2024, Frances",,,,,,,,,,,,,,,,,
SB29,C00687848,EB2427,,,PAC,"McFarland for Chino Valley Unified School District Board Oof Education 2024, Beau",,,,,,4228 Rushmore Court,,Chino,CA,91710,,,2024-08-27,1000.00,,Contribution to non-federal committee,011,,"McFarland for Chino Valley Unified School District Board Oof Education 2024, Beau",,,,,,,,,,,,,,,,,
SB29,C00687848,EB2411,,,PAC,"Middleton for State Senate 2024, Lisa",,,,,,"515 South Figueroa Street, Suite 1",,Los Angeles,CA,90071,,,2024-08-26,1000.00,,Contribution to non-federal committee,011,,"Middleton for State Senate 2024, Lisa",,,,,,,,,,,,,,,,,
SB29,C00687848,EB2444,,,PAC,Muneton for Garden Grove School Board 2024,,,,,,"1440 North Harbor Blvd., Suite 550",,Fullerton,CA,92835,,,2024-09-13,1000.00,,Contribution to Non-Federal Committee,011,,Muneton for Garden Grove School Board 2024,,,,,,,,,,,,,,,,,
SB29,C00687848,EB2472,,,PAC,Muneton for Garden Grove School Board 2024,,,,,,"1440 North Harbor Blvd., Suite 550",,Fullerton,CA,92835,,,2024-09-27,-1000.00,,Void Check,011,,Muneton for Garden Grove School Board 2024,,,,,,,,,,,,,,,,,
SB29,C00687848,EB2386,,,PAC,"Newman for Senate 2024, Josh",,,,,,"1440 North Harbor Blvd., Suite 110",,Fullerton,CA,92835,,,2024-07-26,1000.00,,Contribution to non-federal committee,011,,"Newman for Senate 2024, Josh",,,,,,,,,,,,,,,,,
SB29,C00687848,EB2433,,,PAC,"Nguyen for Mayor 2024, Diedre Thu-Ha",,,,,,"1400 North Harbor Blvd., Suite 550",,Fullerton,CA,92835,,,2024-08-27,1000.00,,Contribution to non-federal committee,011,,"Nguyen for Mayor 2024, Diedre Thu-Ha",,,,,,,,,,,,,,,,,
SB29,C00687848,EB2435,,,PAC,Ochoa for Hesperia City Council 2024,,,,,,14962 Bear Valley Road,,Victorville,CA,92395,,,2024-08-27,-500.00,,Void check for contribution to non-federal committee,011,,Ochoa for Hesperia City Council 2024,,,,,,,,,,,,,,,,,
SB29,C00687848,EB2436,,,PAC,Ochoa for Hesperia City Council 2024,,,,,,14962 Bear Valley Road,,Victorville,CA,92395,,,2024-08-28,500.00,,Contribution to Non-Federal Committee,011,,Ochoa for Hesperia City Council 2024,,,,,,,,,,,,,,,,,
SB29,C00687848,EB2412,,,PAC,"Ortega for Assembly 2024, Ricardo",,,,,,"16633 Ventura Blvd., Suite 1008",,Encino,CA,91436,,,2024-08-26,1000.00,,Contribution to non-federal committee,011,,"Ortega for Assembly 2024, Ricardo",,,,,,,,,,,,,,,,,
SB29,C00687848,EB2417,,,PAC,"Ortiz for City Council Ward 7, 2024, Dr. Treasure",,,,,,3488 N. Mountain View Avenue,,San Bernardino,CA,92405,,,2024-08-26,1000.00,,Contribution to non-federal committee,011,,"Ortiz for City Council Ward 7, 2024, Dr. Treasure",,,,,,,,,,,,,,,,,
SB29,C00687848,EB2428,,,PAC,"Patricola for Newport City Council 2024, Miles",,,,,,2740 Hillview Drive,,Newport Beach,CA,92660,,,2024-08-27,500.00,,Contribution to non-federal committee,011,,"Patricola for Newport City Council 2024, Miles",,,,,,,,,,,,,,,,,
SB29,C00687848,EB2384,,,PAC,"Petrie-Norris for Assembly 2024, Cottie",,,,,,"2646 DuPont Drive, Suite 60-174",,Irvine,CA,92612,,,2024-07-26,1000.00,,Contribution to non-federal committee,011,,"Petrie-Norris for Assembly 2024, Cottie",,,,,,,,,,,,,,,,,
SB29,C00687848,EB2434,,,PAC,"Phan for City Council 2024, Thai Viet",,,,,,"2680 West Segerstrom Avenue, Unit ",,Santa Ana,CA,92704,,,2024-08-27,1000.00,,Contribution to non-federal committee,011,,"Phan for City Council 2024, Thai Viet",,,,,,,,,,,,,,,,,
SB29,C00687848,EB2381,,,ORG,Planned Parenthood of Orange and San Bernardino Counties' Community Action Fund,,,,,,700 South Tustin Street,,Orange,CA,92866,,,2024-07-11,5162.70,,"Intermediary for refund of contribution to Tricia Nichols, 29 Curl Drive, Corona Del Mar, CA 92627.",,,,,,,,,,,,,,,,,,,,
SB29,C00687848,EB2413,,,PAC,"Quirk-Silva for Assembly 2024, Sharon",,,,,,"2646 DuPont Drive, Suite 60-174",,Irvine,CA,92612,,,2024-08-26,1000.00,,Contribution to non-federal committee,011,,"Quirk-Silva for Assembly 2024, Sharon",,,,,,,,,,,,,,,,,
SB29,C00687848,EB2414,,,PAC,"Reyes for Senate 2024, Eloise",,,,,,"1700 Tribute Road, Suite 201",,Sacramento,Ca,95815,,,2024-08-26,2750.00,,Contribution to non-federal committee,011,,"Reyes for Senate 2024, Eloise",,,,,,,,,,,,,,,,,
SB29,C00687848,EB2429,,,PAC,Sandoval for City Council 2024,,,,,,16629 Manzanita Court,,Fontana,CA,92335,,,2024-08-27,5500.00,,Contribution to Non-Federal Committee,011,,Sandoval for City Council 2024,,,,,,,,,,,,,,,,,
SB29,C00687848,EB2430,,,PAC,"Smith for Assessor 2024, Dara",,,,,,"12223 Highland Avenue, Suite 10645",,Rancho Cucamonga,CA,91739,,,2024-08-27,1000.00,,Contribution to non-federal committee,011,,"Smith for Assessor 2024, Dara",,,,,,,,,,,,,,,,,
SB29,C00687848,EB2431,,,PAC,Stephens for Costa Mesa Mayor 2024,,,,,,1010 North Lowell,,Santa Ana,CA,92703,,,2024-08-27,1000.00,,Contribution to non-federal committee,011,,Stephens for Costa Mesa Mayor 2024,,,,,,,,,,,,,,,,,
SB29,C00687848,EB2443,,,PAC,"Stone for Tustin Unified School District 2024, Elect Jonathan",,,,,,2312 East Buffalo Avenue,,Santa Ana,CA,92705,,,2024-09-13,1000.00,,Contribution to Non-Federal Committee,011,,"Stone for Tustin Unified School District 2024, Elect Jonathan",,,,,,,,,,,,,,,,,
SB29,C00687848,EB2432,,,PAC,"Sun for Irvine City Council 2024, Jing",,,,,,5445 Madison Avenue,,Sacramento,CA,95814,,,2024-08-27,500.00,,Contribution to non-federal committee,011,,"Sun for Irvine City Council 2024, Jing",,,,,,,,,,,,,,,,,
SB29,C00687848,EB2407,,,PAC,"Taber for Trustee Redlands Unified School District 5, 2025, Committee to Elect Valerie",,,,,,909 East Palm Avenue,,Redlands,CA,92374,,,2024-08-08,1000.00,,Contribution to Non-Federal Committee,011,,"Taber for Trustee Redlands Unified School District 5, 2025, Committee to Elect Valerie",,,,,,,,,,,,,,,,,
SB29,C00687848,EB2415,,,PAC,"Valencia for State Assembly 2024, Avelino",,,,,,"1700 Tribute Road, Suite 201",,Sacramento,CA,95815,,,2024-08-26,1000.00,,Contribution to non-federal committee,011,,"Valencia for State Assembly 2024, Avelino",,,,,,,,,,,,,,,,,
SB29,C00687848,EB2418,,,PAC,"Vara for Redlands School Board 2024, Alex",,,,,,29109 Pepper Tree Court,,Highland,CA,92346,,,2024-08-26,1000.00,,Contribution to non-federal committee,011,,"Vara for Redlands School Board 2024, Alex",,,,,,,,,,,,,,,,,
SB29,C00687848,EB2389,,,PAC,"Watts for City Council 2024, Angela",,,,,,"1400 North Harbor Blvd., Suite 550",,Fullerton,CA,92835,,,2024-07-26,1000.00,,Contribution to non-federal committee,011,,"Watts for City Council 2024, Angela",,,,,,,,,,,,,,,,,
