form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB22,C00789081,22-36-00060-00060,,,COM,Democatic Party of South Carolina,,,,,,PO Box 5965,,Columbia,SC,29250,,,2024-10-17,10000.00,,Transfer,,C00007658,,,,,,,,,,,,,,,,,,
SB22,C00789081,22-36-00061-00061,,,PTY,Democratic Party of New Mexico - Federal,,,,,,PO Box 27615,,Albuquerque,NM,87125,,,2024-10-17,20000.00,,Transfer,,C00161810,Democratic Party of New Mexico - Federal,,,,,,,,,,,,,,,,,
SB22,C00789081,22-36-00077-00077,,,COM,Democatic Party of South Carolina,,,,,,PO Box 5965,,Columbia,SC,29250,,,2024-10-17,6700.00,,Transfer,,C00007658,,,,,,,,,,,,,,,,,,
SB22,C00789081,22-36-00078-00078,,,COM,Democratic State Central Committee of LA,,,,,,PO Box 4385,,Baton Rouge,LA,70821,,,2024-10-17,10000.00,,Transfer,,C00071365,,,,,,,,,,,,,,,,,,
SB22,C00789081,22-36-00079-00079,,,COM,State Democratic Executive Committee of Alabama,,,,,,PO Box 950,,Montgomery,AL,36101,,,2024-10-17,10000.00,,Transfer,,C00005173,,,,,,,,,,,,,,,,,,
SB22,C00789081,22-36-00080-00080,,,COM,W VA State Democratic Ex Com,,,,,,PO Box 11926,,Charleston,WV,25339,,,2024-10-17,10000.00,,Transfer,,C00162578,,,,,,,,,,,,,,,,,,
SB22,C00789081,22-36-00067-00067,,,PTY,Democratic Party of New Mexico - Federal,,,,,,PO Box 27615,,Albuquerque,NM,87125,,,2024-10-23,20000.00,,Transfer,,C00161810,Democratic Party of New Mexico - Federal,,,,,,,,,,,,,,,,,
SB22,C00789081,22-36-00068-00068,,,COM,Democratic State Central Committee of LA,,,,,,PO Box 4385,,Baton Rouge,LA,70821,,,2024-10-23,10000.00,,Transfer,,C00071365,,,,,,,,,,,,,,,,,,
SB22,C00789081,22-36-00069-00069,,,COM,Democatic Party of South Carolina,,,,,,PO Box 5965,,Columbia,SC,29250,,,2024-10-23,5000.00,,Transfer,,C00007658,,,,,,,,,,,,,,,,,,
SB22,C00789081,22-36-00070-00070,,,ORG,Maine Democratic Party,,,,,,PO Box 5258,,Augusta,ME,04330,,,2024-10-23,10000.00,,Transfer,,C00179408,,,,,,,,,,,,,,,,,,
SB22,C00789081,22-36-00071-00071,,,COM,Oklahoma Democratic Party,,,,,,"3815 N Santa Fe Ave., Suite 122",,Oklahoma City,OK,73118,,,2024-10-23,10000.00,,Transfer,,C00190934,,,,,,,,,,,,,,,,,,
SB22,C00789081,22-36-00072-00072,,,COM,State Democratic Executive Committee of Alabama,,,,,,PO Box 950,,Montgomery,AL,36101,,,2024-10-23,10000.00,,Transfer,,C00005173,,,,,,,,,,,,,,,,,,
SB22,C00789081,22-36-00073-00073,,,PTY,Democratic Party of New Mexico - Federal,,,,,,PO Box 27615,,Albuquerque,NM,87125,,,2024-10-23,10000.00,,Transfer,,C00161810,Democratic Party of New Mexico - Federal,,,,,,,,,,,,,,,,,
SB22,C00789081,22-36-00074-00074,,,COM,Democatic Party of South Carolina,,,,,,PO Box 5965,,Columbia,SC,29250,,,2024-10-23,5000.00,,Transfer,,C00007658,,,,,,,,,,,,,,,,,,
SB22,C00789081,22-36-00075-00075,,,COM,Democratic State Central Committee of LA,,,,,,PO Box 4385,,Baton Rouge,LA,70821,,,2024-10-23,10000.00,,Transfer,,C00071365,,,,,,,,,,,,,,,,,,
SB22,C00789081,22-36-00076-00076,,,COM,Democratic State Central Committee of LA,,,,,,PO Box 4385,,Baton Rouge,LA,70821,,,2024-10-23,5972.55,,Transfer,,C00071365,,,,,,,,,,,,,,,,,,
SB22,C00789081,22-36-00081-00081,,,COM,Democatic Party of South Carolina,,,,,,PO Box 5965,,Columbia,SC,29250,,,2024-10-23,5928.11,,Transfer,,C00007658,,,,,,,,,,,,,,,,,,
SB22,C00789081,22-36-00082-00082,,,COM,Democratic State Central Committee of LA,,,,,,PO Box 4385,,Baton Rouge,LA,70821,,,2024-10-23,9535.95,,Transfer,,C00071365,,,,,,,,,,,,,,,,,,
SB22,C00789081,22-36-00083-00083,,,COM,State Democratic Executive Committee of Alabama,,,,,,PO Box 950,,Montgomery,AL,36101,,,2024-10-23,9535.94,,Transfer,,C00005173,,,,,,,,,,,,,,,,,,
SB22,C00789081,22-36-00062-00062,,,COM,WY Democratic State Central Committee,,,,,,PO Box 1972,,Cheyenne,WY,82003,,,2024-10-24,5000.00,,Transfer,,C00001917,,,,,,,,,,,,,,,,,,
