form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00495010,B-2841341,,,CCM,Bernie Moreno for Senate,,,,,,864 Lookout Point Drive,,Columbus,OH,43235,G2024,,2024-08-29,250.00,250.00,Contribution,011,C00837484,Bernie Moreno for Senate,S4OH00192,Moreno,Bernie,,,,S,OH,00,,,,,,,,
SB23,C00495010,B-2841343,,,CCM,Dave McCormick for U.S. Senate,,,,,,PO Box 23537,,Pittsburgh,PA,15222,G2024,,2024-08-29,250.00,250.00,Contribution,011,C00800623,Dave McCormick for U.S. Senate,S2PA00661,McCormick,Dave,,,,S,PA,00,,,,,,,,
SB23,C00495010,B-2841347,,,CCM,John Duarte for Congress,,,,,,9460 Tegner Road,,Hilmar,CA,95324,G2024,,2024-08-29,200.00,200.00,Contribution,011,C00808279,John Duarte for Congress,H2CA13131,Duarte,John,S,,,H,CA,13,,,,,,,,
SB23,C00495010,B-2841345,,,CCM,Rogers for Senate,,,,,,PO Box 132,,St. Joseph,MI,49085,G2024,,2024-08-29,250.00,250.00,Contribution,011,C00849810,MI Senate Republican Nominee Fund 2024,S4MI00595,Rogers,Michael,J,,,S,MI,00,,,,,,,,
SB23,C00495010,B-2841334,,,CCM,Steve Garvey for US Senate,,,,,,9070 Irvine Center Drive #150,,Irvine,CA,92618,G2024,,2024-08-29,200.00,521.63,Contribution,011,C00852897,Steve Garvey for US Senate,S4CA00803,Garvey,Steve,,,,S,CA,00,,,,,,,,
