form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00754242,SB29.5539,,,ORG,Facebook,,,,,,1 Hacker Way,,Menlo Park,CA,94025,,,2023-08-22,5.79,,facebook ads generic no candidate,004,,,,,,,,,,,,,,,,,,,
SB29,C00754242,SB29.5540,,,ORG,Facebook,,,,,,1 Hacker Way,,Menlo Park,CA,94025,,,2023-10-23,5.83,,facebook ads generic no candidate,004,,,,,,,,,,,,,,,,,,,
SB29,C00754242,SB29.5541,,,ORG,Facebook,,,,,,1 Hacker Way,,Menlo Park,CA,94025,,,2023-10-30,250.00,,facebook ads generic no candidate,004,,,,,,,,,,,,,,,,,,,
SB29,C00754242,SB29.5542,,,ORG,Facebook,,,,,,1 Hacker Way,,Menlo Park,CA,94025,,,2023-10-31,250.00,,facebook ads generic no candidate,004,,,,,,,,,,,,,,,,,,,
SB29,C00754242,SB29.5543,,,ORG,Facebook,,,,,,1 Hacker Way,,Menlo Park,CA,94025,,,2023-11-03,250.00,,facebook ads generic no candidate,004,,,,,,,,,,,,,,,,,,,
SB29,C00754242,SB29.5544,,,ORG,Facebook,,,,,,1 Hacker Way,,Menlo Park,CA,94025,,,2023-11-06,250.00,,facebook ads generic no candidate,004,,,,,,,,,,,,,,,,,,,
SB29,C00754242,SB29.5545,,,ORG,Facebook,,,,,,1 Hacker Way,,Menlo Park,CA,94025,,,2023-11-09,250.00,,facebook ads generic no candidate,004,,,,,,,,,,,,,,,,,,,
SB29,C00754242,SB29.5546,,,ORG,Facebook,,,,,,1 Hacker Way,,Menlo Park,CA,94025,,,2023-11-22,11.71,,facebook ads generic no candidate,004,,,,,,,,,,,,,,,,,,,
SB29,C00754242,SB29.5557,,,ORG,L2 Inc.,,,,,,18912 North Creek Pkwy.,Suite 201,Bothell,WA,98011,,,2023-08-14,105.00,,voter data,001,,,,,,,,,,,,,,,,,,,
SB29,C00754242,SB29.5558,,,ORG,L2 Inc.,,,,,,18912 North Creek Pkwy.,Suite 201,Bothell,WA,98011,,,2023-08-28,712.82,,voter data,001,,,,,,,,,,,,,,,,,,,
SB29,C00754242,SB29.5559,,,ORG,L2 Inc.,,,,,,18912 North Creek Pkwy.,Suite 201,Bothell,WA,98011,,,2023-09-21,0.01,,voter data,001,,,,,,,,,,,,,,,,,,,
SB29,C00754242,SB29.5560,,,ORG,L2 Inc.,,,,,,18912 North Creek Pkwy.,Suite 201,Bothell,WA,98011,,,2023-09-21,4.24,,voter data,001,,,,,,,,,,,,,,,,,,,
SB29,C00754242,SB29.5561,,,ORG,L2 Inc.,,,,,,18912 North Creek Pkwy.,Suite 201,Bothell,WA,98011,,,2023-09-26,29.93,,voter data,001,,,,,,,,,,,,,,,,,,,
SB29,C00754242,SB29.5562,,,ORG,L2 Inc.,,,,,,18912 North Creek Pkwy.,Suite 201,Bothell,WA,98011,,,2023-09-27,87.69,,voter data,001,,,,,,,,,,,,,,,,,,,
SB29,C00754242,SB29.5563,,,ORG,L2 Inc.,,,,,,18912 North Creek Pkwy.,Suite 201,Bothell,WA,98011,,,2023-09-27,165.56,,voter data,001,,,,,,,,,,,,,,,,,,,
SB29,C00754242,SB29.5564,,,ORG,L2 Inc.,,,,,,18912 North Creek Pkwy.,Suite 201,Bothell,WA,98011,,,2023-09-27,43.55,,voter data,001,,,,,,,,,,,,,,,,,,,
SB29,C00754242,SB29.5565,,,ORG,L2 Inc.,,,,,,18912 North Creek Pkwy.,Suite 201,Bothell,WA,98011,,,2023-11-06,508.73,,voter data,001,,,,,,,,,,,,,,,,,,,
SB29,C00754242,SB29.5566,,,ORG,L2 Inc.,,,,,,18912 North Creek Pkwy.,Suite 201,Bothell,WA,98011,,,2023-11-07,0.10,,voter data,001,,,,,,,,,,,,,,,,,,,
SB29,C00754242,SB29.5567,,,ORG,L2 Inc.,,,,,,18912 North Creek Pkwy.,Suite 201,Bothell,WA,98011,,,2023-11-07,0.55,,voter data,001,,,,,,,,,,,,,,,,,,,
SB29,C00754242,SB29.5571,,,ORG,Rewired LLC,,,,,,P.O.Box 110971,,Brooklyn,NY,11221,,,2023-07-12,95.83,,texting service,001,,,,,,,,,,,,,,,,,,,
SB29,C00754242,SB29.5572,,,ORG,Rewired LLC,,,,,,P.O.Box 110971,,Brooklyn,NY,11221,,,2023-10-10,67.30,,texting service,001,,,,,,,,,,,,,,,,,,,
SB29,C00754242,SB29.5573,,,ORG,Rewired LLC,,,,,,P.O.Box 110971,,Brooklyn,NY,11221,,,2023-11-27,34.06,,texting service,001,,,,,,,,,,,,,,,,,,,
SB29,C00754242,SB29.5574,,,ORG,Rewired LLC,,,,,,P.O.Box 110971,,Brooklyn,NY,11221,,,2023-12-13,74.34,,texting service,001,,,,,,,,,,,,,,,,,,,
SB29,C00754242,SB29.5579,,,ORG,USPS,,,,,,221 Main Street,,Los Altos,CA,94022,,,2023-09-06,20.80,,,001,,,,,,,,,,,,,,,,,,,
SB29,C00754242,SB29.5580,,,ORG,USPS,,,,,,221 Main Street,,Los Altos,CA,94022,,,2023-09-21,6.42,,,001,,,,,,,,,,,,,,,,,,,
