form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00142299,20299958,,,COM,1 South Dade,,,,,,6619 S Dixie Hwy,#148,Miami,FL,33143,,,2024-08-27,5000.00,0.00,"Kionne McGhee, LOCAL  FL",011,,,,McGhee,Kionne,,,,,,,,,,,,,,"Kionne McGhee, LOCAL  FL"
SB29,C00142299,20375298,,,COM,Jim Nash for Water Resources Commissioner,,,,,,27490 W. Ten Mile Road,,Farmington Hills,MI,48336,,,2024-08-27,1500.00,0.00,"Jim Nash, Water Resources Commissioner  MI",011,,,,Nash,Jim,,,,,,,,,,,,,,"Jim Nash, Water Resources Commissioner  MI"
SB29,C00142299,20375301,,,COM,Tim Kelly for Mayor,,,,,,PO Box 11524,,CHATTANOOGA,TN,37401,,,2024-08-27,2500.00,0.00,", Mayor (Chattanooga)  TN",011,,,,Kelly,Tim,,,,,,,,,,,,,,", Mayor (Chattanooga)  TN"
SB29,C00142299,20375303,,,COM,Citizens to Elect Bauserman County Engineer,,,,,,45 Lawrence Rd,,Delaware,OH,43015,,,2024-08-27,1500.00,0.00,"Chris Bauserman, County Engineer  OH",011,,,,Bauserman,Chris,,,,,,,,,,,,,,"Chris Bauserman, County Engineer  OH"
SB29,C00142299,20375304,,,COM,Weber for Engineer,,,,,,5191 Grants Trail,,South Lebanon,OH,45065,,,2024-08-27,1000.00,0.00,"Kurt Weber, County Engineer  OH",011,,,,Weber,Kurt,,,,,,,,,,,,,,"Kurt Weber, County Engineer  OH"
