form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00001636,SB29.84769,,,COM,All in with Lilian,,,,,,P.o. Box 47687,,Chicago,IL,60647,G2024,,2024-06-06,250.00,,"House, IL, 4 dst",,,,,,,,,,,,,,,,,,,,
SB29,C00001636,SB29.84803,,,COM,Bird for Wisconsin,,,,,,5155 Brandons Ct,,Hales Corners,WI,53130,G2024,,2024-06-13,500.00,,"House, WI, 61 dst",,,,,,,,,,,,,,,,,,,,
SB29,C00001636,SB29.84780,,,COM,Charlie Wyatt For Mayor,,,,,,217 E. Locust St.,,Boonville,IN,47909,G2027,,2024-06-06,100.00,,"Mayor, IN",,,,,,,,,,,,,,,,,,,,
SB29,C00001636,SB29.84842,,,COM,Christy Holstege For Assembly 2024,,,,,,"1100 O Street, Suite 200",,Scaramento,CA,95814,G2024,,2024-06-20,1000.00,,"State Assembly, CA, 47 dst",,,,,,,,,,,,,,,,,,,,
SB29,C00001636,SB29.84812,,,COM,Citizens for Castro,,,,,,P.O. Box 1506,,Elgin,IL,60121,G2024,,2024-06-13,500.00,,"Senate, IL, 22 dst",,,,,,,,,,,,,,,,,,,,
SB29,C00001636,SB29.84761,,,COM,Citizens for Elizabeth Hernandez,,,,,,P.O. Box 50777,,Cicero,IL,60804,G2024,,2024-06-06,250.00,,"House, IL, 2 dst",,,,,,,,,,,,,,,,,,,,
SB29,C00001636,SB29.84771,,,COM,Citizens for Karina Villa,,,,,,P.O. Box 457,,West Chicago,IL,60186,G2024,,2024-06-06,250.00,,"Senate, IL, 25 dst",,,,,,,,,,,,,,,,,,,,
SB29,C00001636,SB29.84815,,,COM,Citizens for Laura M. Murphy,,,,,,P.O. Box 13,,Des Plaines,IL,60016,G2024,,2024-06-13,250.00,,"Senate, IL, 28 dst",,,,,,,,,,,,,,,,,,,,
SB29,C00001636,SB29.84825,,,COM,Committee to Elect Daneya Esgar,,,,,,549 Acero Ave,,Pueblo,CO,81004,G2024,,2024-06-13,1500.00,,"Pueblo County Commissioner, CO, 2 dst",,,,,,,,,,,,,,,,,,,,
SB29,C00001636,SB29.84775,,,COM,Committee to Elect Jay Hoffman,,,,,,PO Box 23738,,Belleville,IL,62223,G2024,,2024-06-06,500.00,,"House, IL, 113 dst",,,,,,,,,,,,,,,,,,,,
SB29,C00001636,SB29.84811,,,COM,Committee to Elect Jennifer Bertino-Tarrant,,,,,,903 Valencia Dr.,,Shorewood,IL,60404,G2024,,2024-06-13,250.00,,"Will County Executive, IL",,,,,,,,,,,,,,,,,,,,
SB29,C00001636,SB29.84829,,,COM,Committee to Elect Julia Marvin,,,,,,4814 E 110th Pl,,Thornton,CO,80233,P2024,,2024-06-13,500.00,,"House, CO, 31 dst",,,,,,,,,,,,,,,,,,,,
SB29,C00001636,SB29.84757,,,COM,Committee to Elect Mitch Gore,,,,,,2343 Whispering Dr.,,Indianapolis,IN,46239,G2024,,2024-06-06,250.00,,"House, IN, 89 dst",,,,,,,,,,,,,,,,,,,,
SB29,C00001636,SB29.84838,,,COM,Committee to Elect Myron Tsosie,,,,,,P.O. Box 297,,Chinle,AZ,86503,P2024,,2024-06-20,2000.00,,"House, AZ, 6 dst",,,,,,,,,,,,,,,,,,,,
SB29,C00001636,SB29.84766,,,COM,Community for Dee,,,,,,P.O. Box 1571,,Bolingbrook,IL,60440,G2024,,2024-06-06,250.00,,"House, IL, 85 dst",,,,,,,,,,,,,,,,,,,,
SB29,C00001636,SB29.84813,,,COM,Croke for Illinois,,,,,,1701 N. North Park,,Chicago,IL,60614,G2024,,2024-06-13,250.00,,"House, IL, 12 dst",,,,,,,,,,,,,,,,,,,,
SB29,C00001636,SB29.84754,,,COM,Damon Connolly for Assembly 2024,,,,,,"1017 L Street, #292",,Sacramento,CA,95814,G2024,,2024-06-06,1500.00,,"State Assembly, CA, 12 dst",,,,,,,,,,,,,,,,,,,,
SB29,C00001636,SB29.84778,,,COM,Dave Cortese for Senate 2024,,,,,,"1100 O Street, Suite 200",,Sacramento,CA,95814,G2024,,2024-06-06,1000.00,,"State Senate, CA, 15 dst",,,,,,,,,,,,,,,,,,,,
SB29,C00001636,SB29.84749,,,COM,Dave Wordekemper for Legislature,,,,,,1209 Watson St.,,Fremont,NE,68025,G2024,,2024-06-06,2000.00,,"State Legislature, NE, 15 dst",,,,,,,,,,,,,,,,,,,,
SB29,C00001636,SB29.84746,,,COM,Deeter for Ohio,,,,,,1711 Pioneer Pass,,Norwalk,OH,44857,G2024,,2024-06-06,500.00,,"House, OH, 54 dst",,,,,,,,,,,,,,,,,,,,
SB29,C00001636,SB29.84790,,,PTY,Democratic Party of Virginia,,,,,,919 East Main Street,Suite 2050,Richmond,VA,24220,G2024,,2024-06-10,2500.00,,2024 Blue Commonwealth Gala,,,,,,,,,,,,,,,,,,,,
SB29,C00001636,SB29.84793,,,PTY,Democratic Party of Virginia,,,,,,919 East Main Street,Suite 2050,Richmond,VA,24220,G2024,,2024-06-10,2500.00,,2024 Blue Commonwealth Gala,,,,,,,,,,,,,,,,,,,,
