form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00035451,19492284,,,PAC,Across the Aisle PAC,,,,,,"910 17th St., NW Ste 925",,Washington,DC,20006,,,2023-03-22,5000.00,0.00,,011,C00696591,,,,,,,,,,,,,,,,,,
SB23,C00035451,19492285,,,PAC,Building Bridges PAC,,,,,,"824 S. Milledge Ave., Ste 101",,Athens,GA,30605,,,2023-03-22,5000.00,0.00,,011,C00693127,,,,,,,,,,,,,,,,,,
SB23,C00035451,19492286,,,PAC,CHC BOLD PAC,,,,,,"1831 Bay Street, SE",,Washington,DC,20003,,,2023-03-22,5000.00,0.00,,011,C00365536,,,,,,,,,,,,,,,,,,
SB23,C00035451,19492287,,,PAC,Congressional Black Caucus PAC,,,,,,"455 Massachusetts Ave., NW",#150-355,Washington,DC,20001,,,2023-03-22,5000.00,0.00,,011,C00147512,,,,,,,,,,,,,,,,,,
SB23,C00035451,19492288,,,PAC,Congressional Progressive Caucus PAC,,,,,,"225 I Street, NE",Suite 102,Washington,DC,20002,,,2023-03-22,5000.00,0.00,,011,C00513176,,,,,,,,,,,,,,,,,,
SB23,C00035451,19492289,,,PAC,Hispanic Leadership Trust,,,,,,"1005 Congress Ave., Ste. 400",,Austin,TX,78701,,,2023-03-22,5000.00,0.00,,011,C00809970,,,,,,,,,,,,,,,,,,
SB23,C00035451,19492290,,,PAC,Wonder Women PAC,,,,,,PO Box 9891,,Arlington,VA,22219,,,2023-03-22,5000.00,0.00,,011,C00787002,,,,,,,,,,,,,,,,,,
SB23,C00035451,19492293,,,PAC,Star PAC,,,,,,"1101 First Street, SE, #1214",,Washington,DC,20003,,,2023-03-22,5000.00,0.00,,011,C00636837,,,,,,,,,,,,,,,,,,
SB23,C00035451,19492294,,,PAC,Alabama First PAC,,,,,,PO Box 3723,,Montgomery,AL,36109,,,2023-03-22,5000.00,0.00,,011,C00821058,,,,,,,,,,,,,,,,,,
SB23,C00035451,19492295,,,PAC,Old North State PAC,,,,,,PO Box 97275,,Raleigh,NC,27624,,,2023-03-22,5000.00,0.00,,011,C00633818,,,,,,,,,,,,,,,,,,
SB23,C00035451,19492296,,,PAC,"Jobs, Freedom, and Security PAC",,,,,,PO Box 25376,,Houston,TX,77265,,,2023-03-22,1000.00,0.00,,011,C00536540,,,,,,,,,,,,,,,,,,
SB23,C00035451,19492297,,,PAC,Big Sky Opportunity PAC,,,,,,PO Box 1618,,Helena,MT,59624,,,2023-03-22,5000.00,0.00,,011,C00542027,,,,,,,,,,,,,,,,,,
SB23,C00035451,19492298,,,PAC,Evergreen PAC,,,,,,"499 S. Capitol St., SW",Suite 420,Washington,DC,20003,,,2023-03-22,2500.00,0.00,,011,C00576090,,,,,,,,,,,,,,,,,,
SB23,C00035451,19492299,,,PAC,Perimeter PAC,,,,,,124 Washington Street,Suite 101,Foxboro,MA,02035,,,2023-03-22,5000.00,0.00,,011,C00544254,,,,,,,,,,,,,,,,,,
SB23,C00035451,19492300,,,PAC,Jobs Opportunity and New Ideas PAC,,,,,,PO Box 93441,,Des Moines,IA,50393,,,2023-03-22,1000.00,0.00,,011,C00566851,,,,,,,,,,,,,,,,,,
SB23,C00035451,19492301,,,PAC,"Point Action PAC, Inc.",,,,,,PO Box 420304,,Atlanta,GA,30342,,,2023-03-22,5000.00,0.00,,011,C00738260,,,,,,,,,,,,,,,,,,
SB23,C00035451,19492303,,,PAC,Do Right Bayou PAC,,,,,,PO Box 64845,,Baton Rouge,LA,70896,,,2023-03-22,5000.00,0.00,,011,C00635557,,,,,,,,,,,,,,,,,,
SB23,C00035451,19492304,,,PAC,Show-Me PAC,,,,,,2345 Grand Blvd.,Suite 2800,Kansas City,MO,64108,,,2023-03-22,5000.00,0.00,,011,C00410621,,,,,,,,,,,,,,,,,,
SB23,C00035451,19492305,,,PAC,Pineapple PAC,,,,,,"600 Pennsylvania Ave., SE",Suite 210,Washington,DC,20003,,,2023-03-22,5000.00,0.00,,011,C00539601,,,,,,,,,,,,,,,,,,
SB23,C00035451,19492306,,,PAC,Puget PAC,,,,,,"410 1st St, SE",Suite 310,Washington,DC,20003,,,2023-03-22,5000.00,0.00,,011,C00551168,,,,,,,,,,,,,,,,,,
SB23,C00035451,19492307,,,PAC,Turquoise PAC,,,,,,"1050 7th St., NW Suite 590",,Washington,DC,20036,,,2023-03-22,5000.00,0.00,,011,C00517235,,,,,,,,,,,,,,,,,,
SB23,C00035451,19492309,,,PAC,Defend Our Conservative Senate (DOC'S) PAC,,,,,,PO BOX 26141,,ALEXANDRIA,VA,22313,,,2023-03-22,5000.00,0.00,,011,C00632323,,,,,,,,,,,,,,,,,,
SB23,C00035451,19492310,,,PAC,Free State PAC,,,,,,"228 S. Washington Street, Suite B-",,Alexandria,VA,22314,,,2023-03-22,5000.00,0.00,,011,C00455717,,,,,,,,,,,,,,,,,,
SB23,C00035451,19492311,,,PAC,Motor City PAC,,,,,,"600 Pennsylvania Ave., SE",,Washington,DC,20003,,,2023-03-22,2500.00,0.00,,011,C00507574,,,,,,,,,,,,,,,,,,
SB23,C00035451,19492312,,,PAC,The Peter Norbeck Leadership PAC,,,,,,PO Box 477,,Pierre,SD,57501,,,2023-03-22,5000.00,0.00,,011,C00571976,,,,,,,,,,,,,,,,,,
SB23,C00035451,19492313,,,PAC,Eye of the Tiger PAC,,,,,,PO Box 2485,,Springfield,VA,22152,,,2023-03-22,5000.00,0.00,,011,C00467431,,,,,,,,,,,,,,,,,,
SB23,C00035451,19492314,,,PAC,Hawaii PAC,,,,,,"600 Pennsylvania Ave., SE",Suite 210,Washington,DC,20003,,,2023-03-22,5000.00,0.00,,011,C00567693,,,,,,,,,,,,,,,,,,
SB23,C00035451,19492315,,,PAC,True North PAC,,,,,,"901 N. Washington St., Suite 700",,Alexandria,VA,22314,,,2023-03-22,5000.00,0.00,,011,C00571000,,,,,,,,,,,,,,,,,,
SB23,C00035451,19492316,,,PAC,Together Holding Our Majority PAC,,,,,,PO Box 97275,,Raleigh,NC,27624,,,2023-03-22,2500.00,0.00,,011,C00571323,,,,,,,,,,,,,,,,,,
SB23,C00035451,19492318,,,PAC,OORAH! PAC,,,,,,PO Box 1053,,Bloomington,IN,46082,,,2023-03-22,2500.00,0.00,,011,C00551853,,,,,,,,,,,,,,,,,,
SB23,C00035451,19492319,,,CCM,Alma Adams For Congress,,,,,,PO Box 31473,,Charlotte,NC,28231,P2024,,2023-03-22,1000.00,0.00,,011,C00546358,Alma Adams For Congress,H4NC12100,Adams,Alma,,,,H,NC,12,,,,,,,,
SB23,C00035451,19492320,,,CCM,Pete Aguilar For Congress,,,,,,PO Box 10954,,San Bernardino,CA,92423,P2024,,2023-03-22,4000.00,0.00,,011,C00510461,Pete Aguilar For Congress,H2CA31125,Aguilar,Pete,,,,H,CA,33,,,,,,,,
SB23,C00035451,19492321,,,CCM,Rick W. Allen For Congress,,,,,,PO Box 338,,Augusta,GA,30903,P2024,,2023-03-22,1000.00,0.00,,011,C00504019,Rick W. Allen For Congress,H2GA12121,Allen,Rick,W.,Rep.,,H,GA,12,,,,,,,,
SB23,C00035451,19492322,,,CCM,Don Bacon For Congress,,,,,,PO Box 391368,,Omaha,NE,68139,P2024,,2023-03-22,5000.00,0.00,,011,C00575167,Don Bacon For Congress,H6NE02125,Bacon,Donald,,,,H,NE,02,,,,,,,,
SB23,C00035451,19492323,,,CCM,"Andy Barr For Congress, Inc.",,,,,,PO Box 2059,,Lexington,KY,40588,P2024,,2023-03-22,1500.00,0.00,,011,C00467571,"Andy Barr For Congress, Inc.",H0KY06104,Barr,Andy,,Rep.,,H,KY,06,,,,,,,,
SB23,C00035451,19492324,,,CCM,Friends Of John Barrasso,,,,,,PO Box 52008,,Casper,WY,82605,P2024,,2023-03-22,4000.00,0.00,,011,C00436386,Friends Of John Barrasso,S6WY00068,Barrasso,John,,,,S,WY,,,,,,,,,
SB23,C00035451,19492325,,,CCM,Bergmanforcongress,,,,,,"3585 Bunker Hill Rd, #434",,Acme,MI,49610,P2024,,2023-03-22,2500.00,0.00,,011,C00614214,Bergmanforcongress,H6MI01226,Bergman,John,,,,H,MI,01,,,,,,,,
SB23,C00035451,19492326,,,CCM,Mike Bost For Congress Committee,,,,,,PO Box 1212,,Murphysboro,IL,62966,P2024,,2023-03-22,2500.00,0.00,,011,C00546499,Mike Bost For Congress Committee,H4IL12060,Bost,Michael,,,,H,IL,12,,,,,,,,
SB23,C00035451,19492327,,,CCM,Citizens For Boyle,,,,,,PO Box 14310,,Philadelphia,PA,19115,P2024,,2023-03-22,1000.00,0.00,,011,C00543363,Citizens For Boyle,H4PA13199,Boyle,Brendan,,,,H,PA,02,,,,,,,,
SB23,C00035451,19492328,,,CCM,Friends Of Sherrod Brown,,,,,,"600 Pennsylvania Ave., SE #15180",,Washington,DC,20003,P2024,,2023-03-22,5000.00,0.00,,011,C00264697,Friends Of Sherrod Brown,S6OH00163,Brown,Sherrod,,Sen.,,S,OH,,,,,,,,,
SB23,C00035451,19492329,,,CCM,Caraveo For Congress,,,,,,PO Box 953,,Eastlake,CO,80614,P2024,,2023-03-22,2000.00,0.00,,011,C00787788,Caraveo For Congress,H2CO08020,Caraveo,Yadira,,,,H,CO,08,,,,,,,,
SB23,C00035451,19492330,,,CCM,Andre Carson For Congress,,,,,,PO Box 1863,,Indianapolis,IN,46206,P2024,,2023-03-22,1000.00,0.00,,011,C00442921,Andre Carson For Congress,H8IN07184,Carson,Andre,,Rep.,,H,IN,07,,,,,,,,
SB23,C00035451,19492331,,,CCM,Castro For Congress,,,,,,PO Box 544,,San Antonio,TX,78292,P2024,,2023-03-22,1000.00,0.00,,011,C00497933,Castro For Congress,H2TX35011,Castro,Joaquin,,,,H,TX,20,,,,,,,,
SB23,C00035451,19492332,,,CCM,Judy Chu For Congress,,,,,,16633 Ventura Blvd #1008,,Encino,CA,91436,P2024,,2023-03-22,1000.00,0.00,,011,C00458125,Judy Chu For Congress,H0CA32101,Chu,Judy,,Rep.,,H,CA,28,,,,,,,,
