form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00572735,SB29.68270,,,CCM,Blake Stephens for Senator,,,,,,21180 E. 663 ROAD,,TAHLEQUAH,OK,74464,P2024,,2024-06-04,1000.00,,Contribution to State Candidate,011,,Blake Stephens for Senator,,Stephens,Blake,,,,,,,,,,,,,,
SB29,C00572735,SB29.68290,,,CCM,Chris West for Canadian County Sheriff,,,,,,208 W Rogers,,El Reno,OK,73036,P2024,,2024-06-04,1000.00,,Contribution to State Candidate,011,,Chris West for Canadian County Sheriff,,West,Chris,,,,,,,,,,,,,,
SB29,C00572735,SB29.68287,,,CCM,Friends of Chris Kannady,,,,,,3113 SW 157th St,,Oklahoma City,OK,73170,P2024,,2024-06-04,5000.00,,Contribution to State Candidate,011,,Friends of Chris Kannady,,Kannady,Chris,,,,,,,,,,,,,,
SB29,C00572735,SB29.68280,,,CCM,Friends of Cyndi Munson,,,,,,PO Box 3302,,Oklahoma City,OK,73101,P2024,,2024-06-04,2500.00,,Contribution to State Candidate,011,,Friends of Cyndi Munson,,Munson,Cyndi,,,,,,,,,,,,,,
SB29,C00572735,SB29.68281,,,CCM,Friends of Ellyn Hefner,,,,,,4406 NW 59th Street,,Oklahoma City,OK,73112,P2024,,2024-06-04,1000.00,,Contribution to State Candidate,011,,Friends of Ellyn Hefner,,Hefner,Ellyn,,,,,,,,,,,,,,
SB29,C00572735,SB29.68267,,,CCM,Friends of Greg McCortney,,,,,,1816 E 15th,,Ada,OK,74820,P2024,,2024-06-04,5000.00,,Contribution to State Candidate,011,,Friends of Greg McCortney,,McCortney,Greg,,,,S,OK,13,,,,,,,,
SB29,C00572735,SB29.68271,,,CCM,Friends of Kevin Wallace,,,,,,PO Box 367,,Wellston,OK,74881,P2024,,2024-06-04,2500.00,,Contribution to State Candidate,011,,Friends of Kevin Wallace,,Wallace,Kevin,,,,,,,,,,,,,,
SB29,C00572735,SB29.68277,,,CCM,Friends of Mike Lay,,,,,,1245 W 114th Court S,,Jenks,OK,74037,P2024,,2024-06-04,5000.00,,Contribution to State Candidate,011,,Friends of Mike Lay,,Lay,Mike,,,,,,,,,,,,,,
SB29,C00572735,SB29.68293,,,CCM,Jay Steagall for House,,,,,,12504 SW 9th Street,,Yukon,OK,73099,P2024,,2024-06-05,1000.00,,Contribution to State Candidate,011,,Jay Steagall for House,,Steagall,Jay,,,,,,,,,,,,,,
SB29,C00572735,SB29.68268,,,CCM,Jessica Garvin for Senate,,,,,,1206 W Cedar Avenue,,Duncan,OK,73533,P2024,,2024-06-04,5000.00,,Contribution to State Candidate,011,,Jessica Garvin for Senate,,Garvin,Jessica,,,,,,,,,,,,,,
SB29,C00572735,SB29.68284,,,CCM,Matt Echols for State House,,,,,,12505 Lexington Drive,,Oklahoma City,OK,73173,P2024,,2024-06-04,5000.00,,Contribution to State Candidate,011,,Matt Echols for State House,,Echols,Matt,,,,,,,,,,,,,,
SB29,C00572735,SB29.68274,,,CCM,Mike Kelley for HD 60,,,,,,10705 Wild Horse Creek Drive,,Yukon,OK,73099,P2024,,2024-06-04,5000.00,,Contribution to State Candidate,011,,Mike Kelley for HD 60,,Kelley,Mike,,,,,,,,,,,,,,
SB29,C00572735,SB29.68269,,,CCM,Paul Rosino for Senate,,,,,,2132 Avian Way,,Oklahoma City,OK,73170,P2024,,2024-06-04,5000.00,,Contribution to State Candidate,011,,Paul Rosino for Senate,,Rosino,Paul,,,,S,OK,45,,,,,,,,
SB29,C00572735,SB29.68289,,,CCM,Robert Manger for House 101,,,,,,7920 Forest Lane,,Oklahoma City,OK,73150,P2024,,2024-06-04,5000.00,,Contribution to State Candidate,011,,Robert Manger for House 101,,Manger,Robert,,,,,,,,,,,,,,
SB29,C00572735,SB29.68288,,,CCM,Stinson for House 2020,,,,,,4516 McCartneyj Lane,,Edmond,OK,73034,P2024,,2024-06-04,2500.00,,Contribution to State Candidate,011,,Stinson for House 2020,,Stinson,Preston,,,,H,OK,96,,,,,,,,
