form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00082792,50342666,,,COM,Todd Huston for State Representative,,,,,,PO Box 1461,,Indianapolis,IN,46206,,,2024-06-03,1500.00,0.00,"Todd Huston, STATE HOUSE 37th IN",011,,,,Huston,Todd,,IN Rep.,,,,,,,,,,,,"Todd Huston, STATE HOUSE 37th IN"
SB29,C00082792,50342668,,,COM,Pierce for State Representative,,,,,,PO Box 7843,,Bloomington,IN,47407,,,2024-06-03,500.00,0.00,"Matt Pierce, STATE HOUSE 61st IN",011,,,,Pierce,Matt,,IN Rep.,,,,,,,,,,,,"Matt Pierce, STATE HOUSE 61st IN"
SB29,C00082792,50342672,,,COM,Kutz for PA,,,,,,PO Box 122,,Mechanicsburg,PA,17055,,,2024-06-03,250.00,0.00,"Thomas Kutz, STATE HOUSE 87th PA",011,,,,Kutz,Thomas,,PA Rep.,,,,,,,,,,,,"Thomas Kutz, STATE HOUSE 87th PA"
SB29,C00082792,50342674,,,COM,Citizens for August,,,,,,PO Box 572,,Delavan,WI,53115,,,2024-06-03,1000.00,0.00,"Tyler August, STATE HOUSE 31st WI",011,,,,August,Tyler,,WI Rep.,,,,,,,,,,,,"Tyler August, STATE HOUSE 31st WI"
SB29,C00082792,50342676,,,COM,Committee to Elect Joan Ballweg,,,,,,P.O. Box 78,,Markesan,WI,53946,,,2024-06-03,500.00,0.00,"Joan Ballweg, STATE SENATE 14th WI",011,,,,Ballweg,Joan,,WI Sen.,,,,,,,,,,,,"Joan Ballweg, STATE SENATE 14th WI"
SB29,C00082792,50342677,,,COM,Born for Assembly,,,,,,PO Box 851,,Beaver Dam,WI,53916,,,2024-06-03,500.00,0.00,"Mark Born, STATE HOUSE 37th WI",011,,,,Born,Mark,,WI Rep.,,,,,,,,,,,,"Mark Born, STATE HOUSE 37th WI"
SB29,C00082792,50342680,,,COM,Committee to Elect a Republican Senate,,,,,,PO Box 2741,,Madison,WI,53701,,,2024-06-03,4000.00,0.00,Contribution,011,,,,,,,,,,,,,,,,,,,Contribution
SB29,C00082792,50342682,,,COM,Friends of Mary,,,,,,PO Box 1860,,Madison,WI,53701,,,2024-06-03,500.00,0.00,"Mary Felzkowski, STATE SENATE 12th WI",011,,,,Felzkowski,Mary,,WI Rep.,,,,,,,,,,,,"Mary Felzkowski, STATE SENATE 12th WI"
SB29,C00082792,50342683,,,COM,Feyen for Senate,,,,,,PO Box 1768,,Fond du Lac,WI,54936,,,2024-06-03,500.00,0.00,"Dan Feyen, STATE SENATE 20th WI",011,,,,Feyen,Dan,,WI Sen.,,,,,,,,,,,,"Dan Feyen, STATE SENATE 20th WI"
SB29,C00082792,50342684,,,COM,Friends of Kalan Haywood,,,,,,129 W. Brown Street,,Milwaukee,WI,53212,,,2024-06-03,250.00,0.00,"Kalan Haywood, STATE HOUSE 16th WI",011,,,,Haywood,Kalan,,WI Rep.,,,,,,,,,,,,"Kalan Haywood, STATE HOUSE 16th WI"
SB29,C00082792,50342693,,,COM,Friends of Dianne Hesselbein,,,,,,1420 N. High Point Rd.,,Middleton,WI,53562,,,2024-06-03,500.00,0.00,"Dianne Hesselbein, STATE SENATE 27th WI",011,,,,Hesselbein,Dianne,,WI Sen.,,,,,,,,,,,,"Dianne Hesselbein, STATE SENATE 27th WI"
SB29,C00082792,50342696,,,COM,Friends of La Tonya Johnson,,,,,,PO Box 100813,,Milwaukee,WI,53210,,,2024-06-03,500.00,0.00,"LaTonya Johnson, STATE SENATE 6th WI",011,,,,Johnson,LaTonya,,WI Sen.,,,,,,,,,,,,"LaTonya Johnson, STATE SENATE 6th WI"
SB29,C00082792,50342698,,,COM,Friends of Devin LeMahieu,,,,,,PO Box 700200,,Oostburg,WI,53070,,,2024-06-03,1000.00,0.00,"Devin LeMahieu, STATE SENATE 9th WI",011,,,,LeMahieu,Devin,,WI Sen.,,,,,,,,,,,,"Devin LeMahieu, STATE SENATE 9th WI"
SB29,C00082792,50342699,,,COM,TIP FOR WI,,,,,,PO Box 2265,,Kenosha,WI,53141,,,2024-06-03,250.00,0.00,"Tip McGuire, STATE HOUSE 64th WI",011,,,,McGuire,Tip,,WI Rep.,,,,,,,,,,,,"Tip McGuire, STATE HOUSE 64th WI"
SB29,C00082792,50342701,,,COM,Clint Moses for Wisconsin,,,,,,N6602 470th,,Menomonie,WI,54751,,,2024-06-03,500.00,0.00,"Clint Moses, STATE HOUSE 92nd WI",011,,,,Moses,Clint,,WI Rep.,,,,,,,,,,,,"Clint Moses, STATE HOUSE 92nd WI"
SB29,C00082792,50342703,,,COM,Friends and Neighbors of Amanda Nedweski,,,,,,3814 - 114th PL,,Pleasant Prairie,WI,53158,,,2024-06-03,500.00,0.00,"Amanda Nedweski, STATE HOUSE 32nd WI",011,,,,Nedweski,Amanda,,WI Rep.,,,,,,,,,,,,"Amanda Nedweski, STATE HOUSE 32nd WI"
SB29,C00082792,50342704,,,COM,Friends of Greta Neubauer,,,,,,1524 Main Street,,Racine,WI,53403,,,2024-06-03,500.00,0.00,"Greta Neubauer, STATE HOUSE 66th WI",011,,,,Neubauer,Greta,,WI Rep.,,,,,,,,,,,,"Greta Neubauer, STATE HOUSE 66th WI"
SB29,C00082792,50342706,,,PTY,Republican Assembly Campaign Committee (RACC),,,,,,148 East Johnson,,Madison,WI,53703,,,2024-06-03,4000.00,0.00,Contribution,011,,,,,,,,,,,,,,,,,,,Contribution
SB29,C00082792,50342710,,,COM,Steffen for Wisconsin,,,,,,715 Olive Tree Ct,,Howard,WI,54313,,,2024-06-03,500.00,0.00,"David Steffen, STATE SENATE 4th WI",011,,,,Steffen,David,,Mr.,,,,,,,,,,,,"David Steffen, STATE SENATE 4th WI"
SB29,C00082792,50342711,,,COM,Duey for Senate,,,,,,2428 Covered Bridge Road,,Saukville,WI,53080,,,2024-06-03,500.00,0.00,"Duey Stroebel, STATE SENATE 8th WI",011,,,,Stroebel,Duey,,WI Sen.,,,,,,,,,,,,"Duey Stroebel, STATE SENATE 8th WI"
SB29,C00082792,50342712,,,COM,Testin for Senate,,,,,,5369 Fairview Drive,,Stevens Point,WI,54482,,,2024-06-03,500.00,0.00,"Patrick Testin, STATE SENATE 24th WI",011,,,,Testin,Patrick,,WI Sen.,,,,,,,,,,,,"Patrick Testin, STATE SENATE 24th WI"
SB29,C00082792,50342713,,,COM,Friends & Neighbors of Robin Vos,,,,,,960 Rock Ridge Road,,Burlington,WI,53105,,,2024-06-03,1000.00,0.00,"Robin Vos, STATE HOUSE 33rd WI",011,,,,Vos,Robin,,WI Rep.,,,,,,,,,,,,"Robin Vos, STATE HOUSE 33rd WI"
SB29,C00082792,50390389,,,COM,"Friends of Jaime M Andrade, Jr.",,,,,,PO Box 18380,,Chicago,IL,60618,,,2024-06-10,500.00,0.00,"Jaime Andrade, STATE HOUSE 40th IL",011,,,,Andrade,Jaime,,IL Rep.,Jr.,,,,,,,,,,,"Jaime Andrade, STATE HOUSE 40th IL"
SB29,C00082792,50390390,,,COM,Citizens for Castro,,,,,,PO Box 1506,,Elgin,IL,60121,,,2024-06-10,500.00,0.00,"Cristina Castro, STATE SENATE 22nd IL",011,,,,Castro,Cristina,,IL Sen.,,,,,,,,,,,,"Cristina Castro, STATE SENATE 22nd IL"
