form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00872804,B75F186E21FA24D8C8CA,,,ORG,"10SIX CONSULTING, LLC",,,,,,PO BOX 183,,HUDSON,WI,540160183,,,2024-06-10,764.80,,ACCOUNTING CONSULTING,,,,,,,,,,,,,,,,,,,,,
SB21B,C00872804,BA0BBC737CB84495AB4C,,,ORG,ALLEGIANCE LIST MARKETING,,,,,,15 N KING ST,STE 303,LEESBURG,VA,201762827,,,2024-05-23,783.48,,DIRECT MAIL,001,,,,,,,,,,,,,,,,,,,,
SB21B,C00872804,B42D1FF565CD044E8A74,,,ORG,ALLEGIANCE LIST MARKETING,,,,,,15 N KING ST,STE 303,LEESBURG,VA,201762827,,,2024-06-27,810.28,,DIRECT MAIL,001,,,,,,,,,,,,,,,,,,,,
SB21B,C00872804,B2DEF61F2263D4469AF7,,,ORG,ANDREW CLARK,,,,,,191 FLOWER ST,UNIT C,COSTA MESA,CA,926272865,,,2024-06-27,1500.00,,PAC STRATEGY CONSULTING,,,,,,,,,,,,,,,,,,,,,
SB21B,C00872804,B112FD478226345A3997,,,ORG,ANEDOT,,,,,,1340 POYDRAS ST,,NEW ORLEANS,LA,701121221,,,2024-04-30,208.44,,CREDIT CARD FEES,,,,,,,,,,,,,,,,,,,,,
SB21B,C00872804,BD0BB710830654B75A5F,,,ORG,ANEDOT,,,,,,1340 POYDRAS ST,,NEW ORLEANS,LA,701121221,,,2024-05-10,65.71,,CREDIT CARD FEES,001,,,,,,,,,,,,,,,,,,,,
SB21B,C00872804,B52B03CAAB4AE4B968B4,,,ORG,ANEDOT,,,,,,1340 POYDRAS ST,,NEW ORLEANS,LA,701121221,,,2024-05-17,68.38,,CREDIT CARD FEES,001,,,,,,,,,,,,,,,,,,,,
SB21B,C00872804,BFCE6090176D24993987,,,ORG,ANEDOT,,,,,,1340 POYDRAS ST,,NEW ORLEANS,LA,701121221,,,2024-05-26,211.26,,CREDIT CARD FEES,001,,,,,,,,,,,,,,,,,,,,
SB21B,C00872804,B39E4F02B3588439F98F,,,ORG,ANEDOT,,,,,,1340 POYDRAS ST,,NEW ORLEANS,LA,701121221,,,2024-05-31,120.41,,CREDIT CARD FEES,001,,,,,,,,,,,,,,,,,,,,
SB21B,C00872804,BE5274523B77545AB99D,,,ORG,ANEDOT,,,,,,1340 POYDRAS ST,,NEW ORLEANS,LA,701121221,,,2024-06-02,10.48,,CREDIT CARD FEES,001,,,,,,,,,,,,,,,,,,,,
