form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00032979,66193750,,,CCM,HIMES FOR CONGRESS,,,,,,"857 POST ROAD, #312",,FAIRFIELD,CT,06824,P2024,,2023-09-28,-5000.00,0.00,,011,C00434191,HIMES FOR CONGRESS,H8CT04172,Himes,Jim,,Mr.,,H,CT,04,,,,,,,X,Re-designation on 09/28/2023
SB23,C00032979,66548267,,,PTY,DEMOCRATIC LEGISLATIVE CAMPAIGN CMTE (DLCC),,,,,,"1401 K STREET, NW, STE 201",,WASHINGTON,DC,20005,,,2023-09-14,50000.00,0.00,CONTRIBUTION,011,,,,,,,,,,,,,,,,,,,CONTRIBUTION
SB23,C00032979,66548269,,,PTY,DSCC - BUILDING FUND,,,,,,120 MARYLAND AVE NE,,WASHINGTON,DC,20002,,,2023-09-14,45000.00,0.00,CONTRIBUTION,011,C00042366,,,,,,,,,,,,,,,,,,CONTRIBUTION
SB23,C00032979,66548276,,,CCM,MORGAN MCGARVEY FOR CONGRESS,,,,,,PO BOX 5324,,LOUISVILLE,KY,40255,P2024,,2023-09-14,5000.00,0.00,PRIMARY 2024,011,C00791392,MORGAN MCGARVEY FOR CONGRESS,,MCGARVEY,MORGAN,,,,H,KY,03,,,,,,,,PRIMARY 2024
SB23,C00032979,66748247,,,CCM,HIMES FOR CONGRESS,,,,,,"857 POST ROAD, #312",,FAIRFIELD,CT,06824,P2024,,2023-08-01,5000.00,0.00,PRIMARY 2024 FUNDS RPTD ON THE SEPTEMBER 2023 MONTHLY RPT,011,C00434191,HIMES FOR CONGRESS,H8CT04172,Himes,Jim,,Mr.,,H,CT,04,,,,,,,X,PRIMARY 2024 FUNDS RPTD ON THE SEPTEMBER 2023 MONTHLY RPT
SB23,C00032979,66748248,,,CCM,HIMES FOR CONGRESS,,,,,,"857 POST ROAD, #312",,FAIRFIELD,CT,06824,C2024,Convention2024,2023-09-28,5000.00,0.00,RE-DESIG FROM PRIMARY 2024 TO 2024 CONVENTION RE-DESIG FROM PRIMARY 2024 TO 2024 CONVENTION,011,C00434191,HIMES FOR CONGRESS,H8CT04172,Himes,Jim,,Mr.,,H,CT,04,,,,,,,X,RE-DESIG FROM PRIMARY 2024 TO 2024 CONVENTION RE-DESIG FROM PRIMARY 2024 TO 2024 CONVENTION
SB23,C00032979,66748251,,,CCM,Becca Balint For Vermont,,,,,,PO Box 291,,Burlington,VT,05402,G2024,,2023-09-28,1000.00,0.00,GENERAL 2024,011,C00797175,Becca Balint For Vermont,H2VT01076,Balint,Rebecca,,,,H,VT,00,,,,,,,,GENERAL 2024
SB23,C00032979,66748252,,,CCM,Citizens For Boyle,,,,,,PO BOX 14310,,PHILADELPHIA,PA,19115,P2024,,2023-09-28,5000.00,0.00,PRIMARY 2024,011,C00543363,Citizens For Boyle,H4PA13199,Boyle,Brendan,,,,H,PA,02,,,,,,,,PRIMARY 2024
SB23,C00032979,66748256,,,CCM,GREG CASAR FOR CONGRESS,,,,,,PO BOX 301923,,AUSTIN,TX,78703,P2024,,2023-09-28,1000.00,0.00,PRIMARY 2024,011,C00791897,GREG CASAR FOR CONGRESS,,CASAR,GREG,,,,H,TX,35,,,,,,,,PRIMARY 2024
SB23,C00032979,66748257,,,CCM,Haley Stevens For Congress,,,,,,33717 Woodward Ave,#539,Birmingham,MI,48009,P2024,,2023-09-28,5000.00,0.00,PRIMARY 2024,011,C00638650,Haley Stevens For Congress,H8MI11254,Stevens,Haley,,,,H,MI,11,,,,,,,,PRIMARY 2024
SB23,C00032979,66748262,,,CCM,Mark Takano For Congress,,,,,,PO BOX 5214,,RIVERSIDE,CA,92517,P2024,,2023-09-28,1000.00,0.00,PRIMARY 2024,011,C00498667,Mark Takano For Congress,H2CA43245,Takano,Mark,,Mr.,,H,CA,41,,,,,,,,PRIMARY 2024
SB23,C00032979,66748263,,,CCM,Tammy Baldwin For Senate,,,,,,P.O. BOX 696,,MADISON,WI,53701,P2024,,2023-09-28,1500.00,0.00,PRIMARY 2024,011,C00326801,Tammy Baldwin For Senate,S2WI00219,Baldwin,Tammy,,Ms.,,S,WI,,,,,,,,,PRIMARY 2024
SB23,C00032979,66748264,,,CCM,Tammy Baldwin For Senate,,,,,,P.O. BOX 696,,MADISON,WI,53701,G2024,,2023-09-28,3500.00,0.00,GENERAL 2024,011,C00326801,Tammy Baldwin For Senate,S2WI00219,Baldwin,Tammy,,Ms.,,S,WI,,,,,,,,,GENERAL 2024
