form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00386029,EB108182,,,PAC,Washington State Democratic Central Committee,,,,,,"1932 1st Ave, Suite 400",,Seattle,WA,98101,,,2024-07-19,4500.00,,,011,,Washington State Democratic Central Committee,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB108184,,,PAC,Waters for House,,,,,,401 Maple Way,,Stevenson,WA,98648,,,2024-07-19,600.00,,,011,,Waters for House,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB108190,,,PAC,Friends of Jheanelle Wilkins,,,,,,P.O. Box 7601,,Silver Spring,MD,20907,,,2024-07-23,500.00,,,011,,Friends of Jheanelle Wilkins,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB108189,,,PAC,Friends of Laurie White Adams,,,,,,PO Box 84817,,Baton Rouge,LA,70884,,,2024-07-23,500.00,,,011,,Friends of Laurie White Adams,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB108188,,,PAC,Sharon Weston Broome Campaign,,,,,,PO Box 52783,,Baton Rouge,LA,70892,,,2024-07-23,5000.00,,,011,,Sharon Weston Broome Campaign,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB108192,,,PAC,Chirstine Miller Campaign,,,,,,3223 Lampp Road,,Plant City,FL,33565,,,2024-07-24,1000.00,,,011,,Chirstine Miller Campaign,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB108191,,,PAC,Chris Boles Campaign,,,,,,3853 Northdale Blvd PMB 176,,Tampa,FL,33624,,,2024-07-24,1000.00,,,011,,Chris Boles Campaign,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB108193,,,PAC,Vote Ramos,,,,,,1420 NW Gilman Blvd. #2268,,Issaquah,WA,98027,,,2024-07-26,600.00,,,011,,Vote Ramos,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB108195,,,PAC,Dana Lang for BART Board 2024,,,,,,"220 Montgomery Street, Ste. 2100",,San Francisco,CA,94104,,,2024-07-29,250.00,,,011,,Dana Lang for BART Board 2024,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB108196,,,PAC,Dave Cortese for Senate 2024,,,,,,"1100 O Street, Suite 200",,Sacramento,CA,95814,,,2024-07-29,500.00,,,011,,Dave Cortese for Senate 2024,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB108194,,,PAC,Rebecca Saltzman for El Cerrito City Council 2024,,,,,,5402 Rock Field Court,,Rocklin,CA,95765,,,2024-07-29,250.00,,,011,,Rebecca Saltzman for El Cerrito City Council 2024,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB108197,,,PAC,Rowdy Gaudet Campaign,,,,,,PO Box 85372,,Baton Rouge,LA,70884,,,2024-07-30,500.00,,,011,,Rowdy Gaudet Campaign,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB109001,,,PAC,"Elect Cleve Dunn, Jr. Campaign Fund",,,,,,13815 House of Lancaster Drive,,Baton Rouge,LA,70816,,,2024-07-31,500.00,,,011,,"Elect Cleve Dunn, Jr. Campaign Fund",,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB109000,,,PAC,Seyarto for Senate 2026,,,,,,PO Box 850,,Wilton,CA,95693,,,2024-07-31,500.00,,,011,,Seyarto for Senate 2026,,Committee,Non-Federal,,,,,,,,,,,,,,
