form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00386029,EB105736,,,PAC,Committee to Elect Dwight Hudson,,,,,,5823 Port Hudson Dr.,,Baton Rouge,LA,70817,,,2024-07-03,500.00,,,011,,Committee to Elect Dwight Hudson,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB107344,,,PAC,American Council of Engineering Companies San Antonio PAC,,,,,,PO Box 6323,,San Antonio,TX,78209,,,2024-07-05,500.00,,,011,,American Council of Engineering Companies San Antonio PAC,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB107355,,,PAC,Charles Perry Campaign,,,,,,PO Box 94806,,Lubbock,TX,79493,,,2024-07-05,500.00,,,011,,Charles Perry Campaign,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB107347,,,PAC,Chris Croft for Kansas,,,,,,8909 W. 148th Terrace,,Overland Park,KS,66221,,,2024-07-05,500.00,,,011,,Chris Croft for Kansas,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB107343,,,PAC,Conservative Florida,,,,,,1103 Hays Street,,Tallahassee,FL,32301,,,2024-07-05,5000.00,,,011,,Conservative Florida,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB107356,,,PAC,Donna Howard Campaign,,,,,,PO Box 5375,,Austin,TX,76763,,,2024-07-05,500.00,,,011,,Donna Howard Campaign,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB107341,,,PAC,Florida Farmers and Ranchers United,,,,,,1103 Hays Street,,Tallahassee,FL,32301,,,2024-07-05,5000.00,,,011,,Florida Farmers and Ranchers United,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB107342,,,PAC,Honest Leadership,,,,,,1103 Hays Street,,Tallahassee,FL,32301,,,2024-07-05,2500.00,,,011,,Honest Leadership,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB107352,,,PAC,John Bacon for Olathe Mayor,,,,,,14183 W 157th St.,,Olathe,KS,66062,,,2024-07-05,250.00,,,011,,John Bacon for Olathe Mayor,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB107346,,,PAC,Julie for Lenexa,,,,,,10121 Halset St.,,Lenexa,KS,66215,,,2024-07-05,250.00,,,011,,Julie for Lenexa,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB107350,,,PAC,Kansas Republican Senatorial Committee,,,,,,PO Box 2663,,Topeka,KS,66601,,,2024-07-05,1000.00,,,011,,Kansas Republican Senatorial Committee,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB107349,,,PAC,Kellie Warren for Senate,,,,,,1405 Falmouth Street,,Leawood,KS,66224,,,2024-07-05,500.00,,,011,,Kellie Warren for Senate,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB107351,,,PAC,Mike Petersen for Kansas State Senate,,,,,,2608 Southeast Dr,,Wichita,KS,67216,,,2024-07-05,1000.00,,,011,,Mike Petersen for Kansas State Senate,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB107340,,,PAC,Real Results for Pennsylvania,,,,,,1515 Market Street,,Philadelphia,PA,19102,,,2024-07-05,12500.00,,,012,,Real Results for Pennsylvania,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB107348,,,PAC,Shannon Francis for Kansas House,,,,,,1501 Tucker Court,,Liberal,KS,67901,,,2024-07-05,500.00,,,011,,Shannon Francis for Kansas House,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB107354,,,PAC,Terry Canales Campaign,,,,,,2727 W. University,,Edinburgh,TX,78539,,,2024-07-05,500.00,,,011,,Terry Canales Campaign,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB107345,,,PAC,Ty Masterson for Kansas,,,,,,1539 S. Phyllius Ln,,Andover,KS,67002,,,2024-07-05,1000.00,,,011,,Ty Masterson for Kansas,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB107357,,,PAC,Citizens for Excellence in Miami-Dade County Government,,,,,,"2600 Douglas Road, Suite 800",,Coral Gables,FL,33134,,,2024-07-09,5000.00,,,011,,Citizens for Excellence in Miami-Dade County Government,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB107364,,,PAC,Campaign Fund of Warren Sturman,,,,,,801 Ponce De Leon Drive,,Fort Lauderdale,FL,33316,,,2024-07-11,1000.00,,,011,,Campaign Fund of Warren Sturman,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB107360,,,PAC,Florida Engineers Political Action Committee,,,,,,125 S. Gadsden Street,,Tallahassee,FL,32302,,,2024-07-11,1000.00,,,011,,Florida Engineers Political Action Committee,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB107363,,,PAC,Friends of Kyle Hilbert 2024,,,,,,509 E Grant Pl,,Bristow,OK,74010,,,2024-07-11,1000.00,,,011,,Friends of Kyle Hilbert 2024,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB107362,,,PAC,Kristen for Oklahoma 2022,,,,,,4001 Birdneck,,Edmond,OK,73025,,,2024-07-11,1000.00,,,011,,Kristen for Oklahoma 2022,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB107361,,,PAC,ProgressPAC,,,,,,P.O. Box 2246,,Montgomery,AL,36102,,,2024-07-11,2500.00,,,011,,ProgressPAC,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB107367,,,PAC,Senate Republican Campaign Committee (SRCC),,,,,,PO Box 1283,,Puyallup,WA,98371,,,2024-07-13,1200.00,,,011,,Senate Republican Campaign Committee (SRCC),,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB107368,,,PAC,Conservatives for a Brighter Future,,,,,,1103 Hays Street,,Tallahassee,FL,32301,,,2024-07-15,2000.00,,,011,,Conservatives for a Brighter Future,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB107370,,,PAC,Friends of Sam Low,,,,,,"9010 Market Place, PMB #341",,Lake Stevens,WA,98258,,,2024-07-15,600.00,,,011,,Friends of Sam Low,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB107369,,,PAC,Vote Joe Timmons,,,,,,PO Box 1995,,Bellingham,WA,98227,,,2024-07-15,600.00,,,011,,Vote Joe Timmons,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB107371,,,PAC,Annette Cleveland for State Senate,,,,,,"6400 NE Hwy 99, #G340",,Vancouver,WA,98665,,,2024-07-16,600.00,,,011,,Annette Cleveland for State Senate,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB108174,,,PAC,Friends of Sara Innamorato,,,,,,PO Box 40393,,Pittsburgh,PA,15201,,,2024-07-16,250.00,,,011,,Friends of Sara Innamorato,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB108181,,,PAC,Daniel Alvarez Campaign,,,,,,1509 E. 9th Ave.,,Tampa,FL,33605,,,2024-07-19,1000.00,,,011,,Daniel Alvarez Campaign,,,,,,,,,,,,,,,,,
SB29,C00386029,EB108175,,,PAC,Friends of Don Scott,,,,,,"355 Crawford St., #704",,Portsmouth,VA,23704,,,2024-07-19,1500.00,,,011,,Friends of Don Scott,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB108183,,,PAC,Mike McKell for Senate,,,,,,642 Kirby Lane,,Spanish Fork,UT,84660,,,2024-07-19,750.00,,,011,,Mike McKell for Senate,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB108177,,,PAC,Steve Leary Campaign,,,,,,PO Box 1449,,Winter Park,FL,32790,,,2024-07-19,1000.00,,,011,,Steve Leary Campaign,,Committee,Non-Federal,,,,,,,,,,,,,,
