form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00348540,6460375,,,PAC,House Majority PAC,,,,,,"1032 15th Street NW, Suite 247",,Washington,DC,20005,,,2023-01-26,100000.00,0.00,Contribution,011,C00495028,,,,,,,,,,,,,,,,,,Contribution
SB23,C00348540,6462309,,,ORG,Food Trends - Spectrum of Creations,,,,,,56 East 41st Street,,New York,NY,10017,,,2023-03-30,16821.19,0.00,In-kind contribution of catering for House Majority PAC event,011,C00495028,,,,,,,,,,,,,,,,,,In-kind contribution of catering for House Majority PAC event
SB23,C00348540,6462310,,,ORG,"Zambrana Productions, Inc.",,,,,,PO Box 2022,,Long Island City,NY,11102,,,2023-03-30,3348.81,0.00,In-kind contribution of entertainment for House Majority PAC event,011,C00495028,,,,,,,,,,,,,,,,,,In-kind contribution of entertainment for House Majority PAC event
SB23,C00348540,6462313,,,ORG,CG Events NYC,,,,,,527 Cleveland Street,,Brooklyn,NY,11208,,,2023-03-27,566.00,0.00,In-kind contribution of decorations for House Majority PAC event,011,C00495028,,,,,,,,,,,,,,,,,,In-kind contribution of decorations for House Majority PAC event
