form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00303024,87387858,,,CCM,"Friends For Chris Stewart, Inc.",,,,,,PO Box 540370,,North Salt Lake,UT,840540370,G2024,,2023-06-01,2000.00,0.00,,011,C00506931,"Friends For Chris Stewart, Inc.",H2UT02324,Stewart,Chris,,Rep.,,H,UT,02,,,,,,,,
SB23,C00303024,87387859,,,CCM,Friends Of Michael Guest,,,,,,Post Office Box 470,,Brandon,MS,39043,P2024,,2023-06-01,1000.00,0.00,,011,C00665752,Friends Of Michael Guest,H8MS03125,Guest,Michael,,Rep.,,H,MS,03,,,,,,,,
SB23,C00303024,87387860,,,CCM,McCollum For Congress,,,,,,P.O. Box 14131,,St. Paul,MN,55114,G2024,,2023-06-01,1000.00,0.00,,011,C00354688,McCollum For Congress,H0MN04049,McCollum,Betty,,Rep.,,H,MN,04,,,,,,,,
SB23,C00303024,87387861,,,CCM,Ron Estes For Congress,,,,,,PO Box 782952,,Wichita,KS,672782952,P2024,,2023-06-01,1000.00,0.00,,011,C00632067,Ron Estes For Congress,H8KS04112,Estes,Ron,,Rep.,,H,KS,04,,,,,,,,
SB23,C00303024,87387862,,,CCM,"Chuck Fleischmann For Congress Committee, Inc.",,,,,,P.O. Box 11091,,Chattanooga,TN,37401,P2024,,2023-06-01,1000.00,0.00,,011,C00461822,"Chuck Fleischmann For Congress Committee, Inc.",H0TN03254,Fleischmann,Chuck,,Rep.,,H,TN,03,,,,,,,,
SB23,C00303024,87387863,,,CCM,Chrissy Houlahan For Congress,,,,,,PO Box 222,,Devon,PA,19333,P2024,,2023-06-01,1000.00,0.00,,011,C00637371,Chrissy Houlahan For Congress,H8PA06087,Houlahan,Chrissy,,Rep.,,H,PA,06,,,,,,,,
SB23,C00303024,87387864,,,CCM,Cartwright For Congress,,,,,,PO Box 414,,Scranton,PA,18501,P2024,,2023-06-01,1000.00,0.00,,011,C00509968,Cartwright For Congress,H2PA17079,Cartwright,Matt,,Rep.,,H,PA,08,,,,,,,,
SB23,C00303024,87387865,,,CCM,Scott Peters For Congress,,,,,,PO Box 22074,,San Diego,CA,92192,P2024,,2023-06-01,1500.00,0.00,,011,C00503110,Scott Peters For Congress,H2CA52089,Peters,Scott,,Rep.,,H,CA,50,,,,,,,,
SB23,C00303024,87387866,,,CCM,Lois Frankel For Congress,,,,,,PO Box 480503,,Delray Beach,FL,33446,P2024,,2023-06-01,1000.00,0.00,,011,C00494856,Lois Frankel For Congress,H2FL14053,Frankel,Lois,,Rep.,,H,FL,22,,,,,,,,
SB23,C00303024,87387867,,,CCM,Mike Gallagher For Wisconsin,,,,,,PO Box 1027,,Green Bay,WI,54305,P2024,,2023-06-01,1000.00,0.00,,011,C00610212,Mike Gallagher For Wisconsin,H6WI08155,Gallagher,Mike,,Rep.,,H,WI,08,,,,,,,,
