form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00082792,48867812,,,COM,Friends of Otis L. Anthony,,,,,,PO Box 962,,Indianola,MS,38751,,,2023-07-10,250.00,0.00,"Otis Anthony, STATE HOUSE 31st MS",011,,,,Anthony,Otis,,MS Rep.,,,,,,,,,,,,"Otis Anthony, STATE HOUSE 31st MS"
SB29,C00082792,48867813,,,COM,Perry Bailey Campaign,,,,,,187 CR418,,Calhoun City,MS,38916,,,2023-07-10,250.00,0.00,"Perry Bailey, STATE HOUSE 23rd MS",011,,,,Bailey,Perry,,MS Rep.,,,,,,,,,,,,"Perry Bailey, STATE HOUSE 23rd MS"
SB29,C00082792,48867814,,,COM,Nick Bain Campaign,,,,,,618 E. Waldron St.,,Corinth,MS,38834,,,2023-07-10,250.00,0.00,"Nick Bain, STATE HOUSE 2nd MS",011,,,,Bain,Nick,,MS Rep.,,,,,,,,,,,,"Nick Bain, STATE HOUSE 2nd MS"
SB29,C00082792,48867815,,,COM,Manly Barton Campaign,,,,,,7905 Pecan Ridge Drive,,Moss Point,MS,39562,,,2023-07-10,250.00,0.00,"Manly Barton, STATE HOUSE 109th MS",011,,,,Barton,Manly,,MS Rep.,,,,,,,,,,,,"Manly Barton, STATE HOUSE 109th MS"
SB29,C00082792,48867816,,,COM,Friends of Kevin Blackwell,,,,,,4105 Jessica Drive,,Southhaven,MS,38672,,,2023-07-10,500.00,0.00,"Kevin Blackwell, STATE SENATE 19th MS",011,,,,Blackwell,Kevin,,MS Sen.,,,,,,,,,,,,"Kevin Blackwell, STATE SENATE 19th MS"
SB29,C00082792,48867819,,,COM,David Blount Campaign,,,,,,P.O. Box 641,,Jackson,MS,39205,,,2023-07-10,250.00,0.00,"David Blount, STATE SENATE 29th MS",011,,,,Blount,David,,MS Sen.,,,,,,,,,,,,"David Blount, STATE SENATE 29th MS"
SB29,C00082792,48867820,,,COM,Friends of Nicole Akins Boyd,,,,,,113 Sivley St,,Oxford,MS,38655,,,2023-07-10,500.00,0.00,"Nicole Boyd, STATE SENATE 9th MS",011,,,,Boyd,Nicole,,MS Sen.,,,,,,,,,,,,"Nicole Boyd, STATE SENATE 9th MS"
SB29,C00082792,48867821,,,COM,Hob Bryan Campaign,,,,,,P.O Box 156,,Amory,MS,38821,,,2023-07-10,500.00,0.00,"Hob Bryan, STATE SENATE 7th MS",011,,,,Bryan,Hob,,Senator,,,,,,,,,,,,"Hob Bryan, STATE SENATE 7th MS"
SB29,C00082792,48867822,,,COM,Cedric Burnett Campaign,,,,,,PO Box 961,,Tunica,MS,38676,,,2023-07-10,250.00,0.00,"Cedric Burnett, STATE HOUSE 9th MS",011,,,,Burnett,Cedric,,MS Rep.,,,,,,,,,,,,"Cedric Burnett, STATE HOUSE 9th MS"
SB29,C00082792,48867823,,,COM,Bubba Carpenter Campaign,,,,,,128 Jefferson Street,,Burnsville,MS,38833,,,2023-07-10,250.00,0.00,"Lester Carpenter, STATE HOUSE 1st MS",011,,,,Carpenter,Lester,,MS Rep.,,,,,,,,,,,,"Lester Carpenter, STATE HOUSE 1st MS"
SB29,C00082792,48867824,,,COM,Friends of Joel Carter,,,,,,PO Box 1842,,Gulfport,MS,39502,,,2023-07-10,500.00,0.00,"Joel Carter, STATE SENATE 49th MS",011,,,,Carter,Joel,,MS Sen.,Jr.,,,,,,,,,,,"Joel Carter, STATE SENATE 49th MS"
SB29,C00082792,48867826,,,COM,Friends of Clay Deweese,,,,,,PO Box 585,,Oxford,MS,38655,,,2023-07-10,250.00,0.00,"Clay Deweese, STATE HOUSE 12th MS",011,,,,Deweese,Clay,,MS Rep.,,,,,,,,,,,,"Clay Deweese, STATE HOUSE 12th MS"
SB29,C00082792,48867827,,,COM,Committee to Elect Jeremy England,,,,,,PO Box 6363,,Vancleave,MS,39565,,,2023-07-10,250.00,0.00,"Jeremy England, STATE SENATE 51st MS",011,,,,England,Jeremy,,MS Sen.,,,,,,,,,,,,"Jeremy England, STATE SENATE 51st MS"
SB29,C00082792,48867830,,,COM,Friends of Kevin W. Felsher,,,,,,PO Box 4721,,Biloxi,MS,39535,,,2023-07-10,250.00,0.00,"Kevin Felsher, STATE HOUSE 117th MS",011,,,,Felsher,Kevin,,MS Rep.,,,,,,,,,,,,"Kevin Felsher, STATE HOUSE 117th MS"
SB29,C00082792,48867837,,,COM,Harkins for MS,,,,,,PO Box 320374,,Flowood,MS,39232,,,2023-07-10,500.00,0.00,"Josh Harkins, STATE SENATE 20th MS",011,,,,Harkins,Josh,,MS Sen.,,,,,,,,,,,,"Josh Harkins, STATE SENATE 20th MS"
SB29,C00082792,48867838,,,COM,Friends of Delbert Hosemann,,,,,,PO Box 321286,,Flowood,MS,39232,,,2023-07-10,1000.00,0.00,"Delbert Hosemann, LT. GOVERNOR  MS",011,,,,Hosemann,Delbert,,,,,,,,,,,,,,"Delbert Hosemann, LT. GOVERNOR  MS"
SB29,C00082792,48867839,,,COM,Friends of Dean Kirby,,,,,,P.O. Box 54099,,Pearl,MS,39288,,,2023-07-10,500.00,0.00,"Dean Kirby, STATE SENATE 30th MS",011,,,,Kirby,Dean,,Senator,,,,,,,,,,,,"Dean Kirby, STATE SENATE 30th MS"
SB29,C00082792,48867840,,,COM,Committee to Elect Missy McGee,,,,,,PO Box 19089,,Hattiesburg,MS,39402,,,2023-07-10,250.00,0.00,"Missy McGee, STATE HOUSE 102nd MS",011,,,,McGee,Missy,,MS Rep.,,,,,,,,,,,,"Missy McGee, STATE HOUSE 102nd MS"
SB29,C00082792,48867841,,,COM,Friends of Jay McKnight,,,,,,22160 Highway 53,,Gulfport,MS,39503,,,2023-07-10,250.00,0.00,"Jay McKnight, STATE HOUSE 95th MS",011,,,,McKnight,Jay,,MS Rep.,,,,,,,,,,,,"Jay McKnight, STATE HOUSE 95th MS"
SB29,C00082792,48867842,,,COM,Chad McMahan Campaign,,,,,,1537 Hwy 145,,Guntown,MS,38849,,,2023-07-10,500.00,0.00,"Chad McMahan, STATE SENATE 6th MS",011,,,,McMahan,Chad,,MS Sen.,,,,,,,,,,,,"Chad McMahan, STATE SENATE 6th MS"
SB29,C00082792,48867843,,,COM,Ken Morgan Campaign,,,,,,1640 Hwy 587,,Morgantown,MS,39483,,,2023-07-10,250.00,0.00,"Ken Morgan, STATE HOUSE 100th MS",011,,,,Morgan,Ken,,MS Rep.,,,,,,,,,,,,"Ken Morgan, STATE HOUSE 100th MS"
