form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00235853,500690639,,,COM,Arizona Democratic Legislative Caucus Committee,,,,,,934 W Mcdowell Rd,,Phoenix,AZ,850071730,G2024,,2024-10-25,5000.00,0.00,Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00235853,500692735,,,COM,Arizona Democratic Party,,,,,,PO Box 36123,,Phoenix,AZ,850676123,G2024,,2024-11-02,4771.41,0.00,In-kind: GOTV phones and doors,,,,,,,,,,,,,,,,,,,,
SB29,C00235853,500690870,,,COM,Brianna for Colorado,,,,,,PO Box 18015,,Golden,CO,804026033,G2024,,2024-10-31,450.00,0.00,Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00235853,500692263,,,COM,Brianna for Colorado,,,,,,PO Box 18015,,Golden,CO,804026033,G2024,,2024-11-05,-725.00,0.00,"Check voided, uncashed disbursement of 10/03/2024",,,,,,,,,,,,,,,,,,,,
SB29,C00235853,500689561,,,COM,California Democratic Party,,,,,,1830 9th St,,Sacramento,CA,958117012,G2024,,2024-10-17,899.92,0.00,In-kind: GOTV phones and doors,,,,,,,,,,,,,,,,,,,,
SB29,C00235853,500692736,,,COM,California Democratic Party,,,,,,1830 9th St,,Sacramento,CA,958117012,G2024,,2024-11-02,2597.63,0.00,In-kind: GOTV phones and doors,,,,,,,,,,,,,,,,,,,,
SB29,C00235853,500689562,,,COM,Democratic Party of Georgia,,,,,,PO Box 89202,,Atlanta,GA,303120202,G2024,,2024-10-17,446.63,0.00,In-kind: GOTV phones and doors,,,,,,,,,,,,,,,,,,,,
SB29,C00235853,500689570,,,COM,Democratic Party of Wisconsin,,,,,,PO Box 1686,,Madison,WI,537011686,G2024,,2024-10-17,17.23,0.00,In-kind: GOTV phones and doors,,,,,,,,,,,,,,,,,,,,
SB29,C00235853,500692739,,,COM,Democratic Party of Wisconsin,,,,,,PO Box 1686,,Madison,WI,537011686,G2024,,2024-11-02,1513.72,0.00,In-kind: GOTV phones and doors,,,,,,,,,,,,,,,,,,,,
SB29,C00235853,500690855,,,COM,Friends of Anna Payne,,,,,,346 Stratton Ct,,Langhorne,PA,190471664,G2024,,2024-11-01,610.73,0.00,In-kind: advertising - digital,,,,,,,,,,,,,,,,,,,,
SB29,C00235853,500690858,,,COM,Friends of Anna Thomas,,,,,,3325 Darien Rd,,Bethlehem,PA,180201316,G2024,,2024-11-01,610.73,0.00,In-kind: advertising - digital,,,,,,,,,,,,,,,,,,,,
SB29,C00235853,500690856,,,COM,Friends of Elizabeth Moro,,,,,,100 Mcfadden Rd,,Chadds Ford,PA,193179429,G2024,,2024-11-01,610.73,0.00,In-kind: advertising - digital,,,,,,,,,,,,,,,,,,,,
SB29,C00235853,500690859,,,COM,Friends of Hadley Haas,,,,,,1309 Linden St,,Sewickley,PA,151432019,G2024,,2024-11-01,610.73,0.00,In-kind: advertising - digital,,,,,,,,,,,,,,,,,,,,
SB29,C00235853,500690860,,,COM,Friends of Jim Haddock,,,,,,855 Suscon Rd,,Pittston Twp,PA,186409537,G2024,,2024-11-01,610.74,0.00,In-kind: advertising - digital,,,,,,,,,,,,,,,,,,,,
SB29,C00235853,500689564,,,COM,Michigan Democratic State Central CommIttee,,,,,,606 Townsend St,,Lansing,MI,489332313,G2024,,2024-10-17,837.15,0.00,In-kind: GOTV phones and doors,,,,,,,,,,,,,,,,,,,,
SB29,C00235853,500692737,,,COM,Michigan Democratic State Central CommIttee,,,,,,606 Townsend St,,Lansing,MI,489332313,G2024,,2024-11-02,4731.93,0.00,In-kind: GOTV phones and doors,,,,,,,,,,,,,,,,,,,,
SB29,C00235853,500689566,,,COM,Nevada State Democratic Party,,,,,,2320 Paseo Del Prado,Ste A120,Las Vegas,NV,891024358,G2024,,2024-10-17,108.00,0.00,In-kind: GOTV phones and doors,,,,,,,,,,,,,,,,,,,,
SB29,C00235853,500689567,,,COM,New York State Democratic Committee,,,,,,64 Beaver St,# 210,New York,NY,100042508,G2024,,2024-10-17,463.19,0.00,In-kind: GOTV phones and doors,,,,,,,,,,,,,,,,,,,,
SB29,C00235853,500689565,,,COM,North Carolina Democratic Party,,,,,,220 Hillsborough St,,Raleigh,NC,276031724,G2024,,2024-10-17,204.07,0.00,In-kind: GOTV phones and doors,,,,,,,,,,,,,,,,,,,,
SB29,C00235853,500689568,,,COM,Pennsylvania Democratic Party,,,,,,510 N 3rd St,,Harrisburg,PA,171011118,G2024,,2024-10-17,861.48,0.00,In-kind: GOTV phones and doors,,,,,,,,,,,,,,,,,,,,
SB29,C00235853,500692738,,,COM,Pennsylvania Democratic Party,,,,,,510 N 3rd St,,Harrisburg,PA,171011118,G2024,,2024-11-02,3626.25,0.00,In-kind: GOTV phones and doors,,,,,,,,,,,,,,,,,,,,
SB29,C00235853,500689569,,,COM,Texas Democratic Party,,,,,,PO Box 15707,,Austin,TX,787615707,G2024,,2024-10-17,779.61,0.00,In-kind: GOTV phones and doors,,,,,,,,,,,,,,,,,,,,
