form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00546234,88108000,,,CCM,Terri Sewell For Congress,,,,,,PO Box 1964,,Birmingham,AL,35201,P2024,,2023-12-08,1000.00,0.00,2024 US Primary,011,C00458976,Terri Sewell For Congress,H0AL07086,Sewell,Terri,,Rep.,,H,AL,07,,,,,,,,2024 US Primary
SB23,C00546234,88108001,,,CCM,Friends Of Don Beyer,,,,,,1751 Potomac Greens Drive,,Alexandria,VA,22314,P2024,,2023-12-08,1500.00,0.00,2024 US Primary,011,C00555888,Friends Of Don Beyer,H4VA08224,Beyer,Don,,Rep.,Jr.,H,VA,08,,,,,,,,2024 US Primary
SB23,C00546234,88108002,,,CCM,Mike Bost For Congress Committee,,,,,,5 Porter Lane,,Murphysboro,IL,62966,P2024,,2023-12-08,3000.00,0.00,2024 US Primary,011,C00546499,Mike Bost For Congress Committee,H4IL12060,Bost,Mike,,Rep.,,H,IL,12,,,,,,,,2024 US Primary
SB23,C00546234,88108004,,,CCM,Dutch Ruppersberger For Congress Committee,,,,,,P.O. Box 231,,Lutherville,MD,21094,P2024,,2023-12-08,500.00,0.00,2024 US Primary,011,C00376673,Dutch Ruppersberger For Congress Committee,H2MD02160,Ruppersberger,Dutch,,Rep.,III,H,MD,02,,,,,,,,2024 US Primary
SB23,C00546234,88108006,,,PAC,COLE PAC,,,,,,12176 Chancery Station Circle,,Reston,VA,20190,,,2023-12-08,2500.00,0.00,2023,011,C00404392,,,,,,,,,,,,,,,,,,2023
SB23,C00546234,88108008,,,CCM,Citizens For John Rutherford,,,,,,3817 Vickers Lake Dr,,Jacksonville,FL,322248432,P2024,,2023-12-08,1000.00,0.00,2024 US Primary,011,C00615294,Citizens For John Rutherford,H6FL04105,Rutherford,John,,Rep.,,H,FL,05,,,,,,,,2024 US Primary
SB23,C00546234,88108009,,,CCM,Martin Heinrich For Senate,,,,,,P.O. Box 25763,,Albuquerque,NM,87125,P2024,,2023-12-08,1000.00,0.00,2024 US Primary,011,C00434563,Martin Heinrich For Senate,S2NM00088,Heinrich,Martin,,Sen.,,S,NM,,,,,,,,,2024 US Primary
SB23,C00546234,88108010,,,CCM,Tony Gonzales For Congress,,,,,,11613 Huebner,,San Antonio,TX,78248,P2024,,2023-12-08,2500.00,0.00,2024 US Primary,011,C00706614,Tony Gonzales For Congress,H0TX35015,Gonzales,Tony,,Rep.,II,H,TX,23,,,,,,,,2024 US Primary
SB23,C00546234,88108011,,,CCM,Guthrie For Congress,,,,,,1005 Wrenwood Drive,,Bowling Green,KY,421031593,P2024,,2023-12-08,1000.00,0.00,2024 US Primary,011,C00445023,Guthrie For Congress,H8KY02031,Guthrie,Brett,,Rep.,,H,KY,02,,,,,,,,2024 US Primary
SB23,C00546234,88108012,,,CCM,Friends Of Bennie Thompson,,,,,,103 L.C. Turner Circle,,Bolton,MS,390419634,P2024,,2023-12-08,1500.00,0.00,2024 US Primary,011,C00279851,Friends Of Bennie Thompson,H4MS02068,Thompson,Bennie,G.,Rep.,,H,MS,02,,,,,,,,2024 US Primary
SB23,C00546234,88108013,,,CCM,Ciscomani For Congress,,,,,,PO Box 35103,,Tucson,AZ,857405103,P2024,,2023-12-08,3000.00,0.00,2024 US Primary,011,C00786194,Ciscomani For Congress,H2AZ02360,Ciscomani,Juan,,Rep.,,H,AZ,06,,,,,,,,2024 US Primary
SB23,C00546234,88108014,,,CCM,Case For Congress,,,,,,PO Box 2941,,Honolulu,HI,96802,P2024,,2023-12-08,1000.00,0.00,2024 US Primary,011,C00680918,Case For Congress,H2HI02128,Case,Ed,,Rep.,,H,HI,01,,,,,,,,2024 US Primary
SB23,C00546234,88108015,,,PAC,Southern States PAC,,,,,,PO Box 905,,Tupelo,MS,38802,,,2023-12-08,2500.00,0.00,2023,011,C00778308,,,,,,,,,,,,,,,,,,2023
SB23,C00546234,88108016,,,PAC,Conservatives Harvesting Success PAC,,,,,,PO Box 2930,,Jackson,MS,39207,,,2023-12-08,3000.00,0.00,2023,011,C00678813,,,,,,,,,,,,,,,,,,2023
SB23,C00546234,88108017,,,PAC,"Jobs, Education, & Families First - Jeff",,,,,,"c/o Cathy Mitchell Toren, 3430 Con",,Washington,DC,200081171,,,2023-12-08,2500.00,0.00,2023,011,C00617803,,,,,,,,,,,,,,,,,,2023
SB23,C00546234,88108018,,,CCM,Jake Ellzey For Congress,,,,,,1005 Congress Avenue,Suite 400,Austin,TX,78734,P2024,,2023-12-08,1000.00,0.00,2024 US Primary,011,C00770438,Jake Ellzey For Congress,H8TX06266,Ellzey,Jake,,Rep.,,H,TX,06,,,,,,,,2024 US Primary
SB23,C00546234,88108019,,,CCM,Lisa McClain For Congress,,,,,,11540 34 Mile Road,,Bruce Township,MI,48065,P2024,,2023-12-08,1000.00,0.00,2024 US Primary,011,C00726042,Lisa McClain For Congress,H0MI10287,McClain,Lisa,,Rep.,,H,MI,09,,,,,,,,2024 US Primary
SB23,C00546234,88108020,,,CCM,Rob Wittman For Congress,,,,,,PO Box 6,,Montross,VA,22520,G2024,,2023-12-08,1000.00,0.00,2024 US General,011,C00441014,Rob Wittman For Congress,H8VA01147,Wittman,Rob,,Rep.,PhD,H,VA,01,,,,,,,,2024 US General
SB23,C00546234,88108021,,,CCM,Salud Carbajal For Congress,,,,,,PO Box 1290,,Santa Barbara,CA,93102,P2024,,2023-12-08,1000.00,0.00,2024 US Primary,011,C00576041,Salud Carbajal For Congress,H6CA24303,Carbajal,Salud,,Rep.,,H,CA,24,,,,,,,,2024 US Primary
SB23,C00546234,88108024,,,CCM,Dale Strong For Congress,,,,,,P.O. Box 18502,,Huntsville,AL,35804,P2024,,2023-12-08,2000.00,0.00,2024 US Primary,011,C00774281,Dale Strong For Congress,H2AL05102,Strong,Dale,,Rep.,,H,AL,05,,,,,,,,2024 US Primary
SB23,C00546234,88108025,,,CCM,Debbie Wasserman Schultz For Congress,,,,,,1071 Twin Branch Lane,,Weston,FL,33326,P2024,,2023-12-08,2500.00,0.00,2024 US Primary,011,C00385773,Debbie Wasserman Schultz For Congress,H4FL20023,Wasserman Schultz,Debbie,,Rep.,,H,FL,25,,,,,,,,2024 US Primary
SB23,C00546234,88108026,,,CCM,Mary Peltola For Alaska,,,,,,PO Box 210014,,Anchorage,AK,99521,P2024,,2023-12-08,1000.00,0.00,2024 US Primary,011,C00812388,Mary Peltola For Alaska,H2AK01158,Peltola,Mary,,Rep.,,H,AK,00,,,,,,,,2024 US Primary
SB23,C00546234,88108027,,,PAC,Motor City PAC,,,,,,PO Box 15854,,Washington,DC,20003,,,2023-12-08,1000.00,0.00,2023,011,C00507574,,,,,,,,,,,,,,,,,,2023
SB23,C00546234,88108028,,,PAC,DIRIGO PAC,,,,,,PO Box 1355,,Alexandria,VA,22313,,,2023-12-08,5000.00,0.00,2023,011,C00391797,,,,,,,,,,,,,,,,,,2023
SB23,C00546234,88108029,,,CCM,Lalota For Congress,,,,,,PO Box 113,,Lindenhurst,NY,11757,P2024,,2023-12-08,1000.00,0.00,2024 US Primary,011,C00806018,Lalota For Congress,H2NY01190,LaLota,Nicholas,,Rep.,,H,NY,01,,,,,,,,2024 US Primary
SB23,C00546234,88108033,,,PAC,RBA PAC (Reaching for Brighter America),,,,,,c/o Hooks Solutions,"403 First Street, SE",Washington,DC,20003,,,2023-12-08,1500.00,0.00,2023,011,C00487942,,,,,,,,,,,,,,,,,,2023
SB23,C00546234,88108034,,,CCM,Cartwright For Congress,,,,,,PO Box 414,,Scranton,PA,18501,P2024,,2023-12-08,1000.00,0.00,2024 US Primary,011,C00509968,Cartwright For Congress,H2PA17079,Cartwright,Matt,,Rep.,,H,PA,08,,,,,,,,2024 US Primary
SB23,C00546234,88108035,,,CCM,Courtney For Congress,,,,,,PO Box 1372,,Vernon,CT,06066,P2024,,2023-12-08,1000.00,0.00,2024 US Primary,011,C00410233,Courtney For Congress,H2CT02112,Courtney,Joe,,Rep.,,H,CT,02,,,,,,,,2024 US Primary
SB23,C00546234,88108036,,,PAC,Responsibility and Freedom Works PAC,,,,,,c/o Liz Murray,1214-A Ingleside Avenue,McLean,VA,22101,,,2023-12-08,5000.00,0.00,2023,011,C00368696,,,,,,,,,,,,,,,,,,2023
SB23,C00546234,88108037,,,CCM,Simpson For Congress,,,,,,1487 Parkway Drive,,Blackfoot,ID,832211667,P2024,,2023-12-08,1000.00,0.00,2024 US Primary,011,C00331397,Simpson For Congress,H8ID02064,Simpson,Mike,,Rep.,Dr.,H,ID,02,,,,,,,,2024 US Primary
SB23,C00546234,88108038,,,PAC,Victory Now!,,,,,,10605 Concord Street,Suite 202,Kingston,MD,20895,,,2023-12-08,3000.00,0.00,2023,011,C00416743,,,,,,,,,,,,,,,,,,2023
SB23,C00546234,88108040,,,PAC,Making a Respons. Stand for Hshlds in America PAC,,,,,,,,,,,,,2023-12-08,1000.00,0.00,2023,011,C00409276,,S8TN00337,,,,,,,,,,,,,,,,2023
SB23,C00546234,88108041,,,PAC,M-PAC,,,,,,"401 2nd Avenue South, Suite 303",,Seattle,WA,98104,,,2023-12-08,2000.00,0.00,2023,011,C00365270,,,,,,,,,,,,,,,,,,2023
SB23,C00546234,88108042,,,PAC,Hawaii PAC,,,,,,"c/o LaFave & Associates, 200 East",,Falls Church,VA,22046,,,2023-12-08,5000.00,0.00,2023,011,C00567693,,,,,,,,,,,,,,,,,,2023
SB23,C00546234,88111720,,,PAC,Oorah! Political Action Committee,,,,,,PO Box 40323,,Washington,DC,20016,,,2023-12-11,5000.00,0.00,2023,011,C00551853,,,,,,,,,,,,,,,,,,2023
SB23,C00546234,88116380,,,CCM,Mrvan For Congress,,,,,,8717 Idlewild Avenue,,Highland,IN,46322,P2024,,2023-12-12,1000.00,0.00,2024 US Primary,011,C00727529,Mrvan For Congress,H0IN01150,Mrvan,Frank,,Rep.,,H,IN,01,,,,,,,,2024 US Primary
SB23,C00546234,88116383,,,CCM,Texans For Henry Cuellar Congressional Campaign,,,,,,1519 Washington Street,Suite 200,Laredo,TX,78040,P2024,,2023-12-12,1000.00,0.00,2024 US Primary,011,C00371302,Texans For Henry Cuellar Congressional Campaign,H2TX23082,Cuellar,Henry,,Rep.,,H,TX,28,,,,,,,,2024 US Primary
SB23,C00546234,88116385,,,CCM,Kiggans For Congress,,,,,,P.O. Box 5042,,Virginia Beach,VA,23471,P2024,,2023-12-12,1000.00,0.00,2024 US Primary,011,C00776120,Kiggans For Congress,H2VA02064,Kiggans,Jen,,Rep.,,H,VA,02,,,,,,,,2024 US Primary
SB23,C00546234,88116392,,,CCM,Scott Franklin For Congress,,,,,,P.O. Box 2811,,Lakeland,FL,33806,P2024,,2023-12-12,1000.00,0.00,2024 US Primary,011,C00742247,Scott Franklin For Congress,H0FL15104,Franklin,Scott,,Rep.,,H,FL,18,,,,,,,,2024 US Primary
SB23,C00546234,88116395,,,CCM,Brandon For Congress Ny22,,,,,,PO Box 3580,,Syracuse,NY,13220,P2024,,2023-12-12,1000.00,0.00,2024 US Primary,011,C00806307,Brandon For Congress Ny22,H2NY22212,Williams,Brandon,,Rep.,,H,NY,22,,,,,,,,2024 US Primary
SB23,C00546234,88116396,,,PAC,ARKPAC,,,,,,322 North Bloomington - Suite A-B,,Lowell,AR,72745,,,2023-12-12,3500.00,0.00,2023,011,C00413948,,,,,,,,,,,,,,,,,,2023
SB23,C00546234,88116397,,,PAC,Southern States PAC,,,,,,PO Box 905,,Tupelo,MS,38802,,,2023-12-12,2500.00,0.00,2023,011,C00778308,,,,,,,,,,,,,,,,,,2023
SB23,C00546234,88116398,,,PAC,COLE PAC,,,,,,12176 Chancery Station Circle,,Reston,VA,20190,,,2023-12-12,1500.00,0.00,2023,011,C00404392,,,,,,,,,,,,,,,,,,2023
SB23,C00546234,88116400,,,PAC,Commonwealth PAC,,,,,,Po Box 383,,Merrifield,VA,22116,,,2023-12-12,2500.00,0.00,2023,011,C00498931,,,,,,,,,,,,,,,,,,2023
SB23,C00546234,88116401,,,PAC,Denali Leadership PAC,,,,,,c/o Pearson & Associates,"1111 19th Street, NW, Suite 1100",Washington,DC,20036,,,2023-12-12,1500.00,0.00,2023,011,C00438291,,,,,,,,,,,,,,,,,,2023
SB23,C00546234,88116402,,,PAC,Boots Political Action Committee,,,,,,228 S. Washington St.,Suite 115,Alexandria,VA,22314,,,2023-12-12,2500.00,0.00,2023,011,C00567545,,,,,,,,,,,,,,,,,,2023
SB23,C00546234,88117822,,,PAC,Eureka PAC,,,,,,c/o Hooks Solutions,"403 First Street, SE",Washington,DC,20003,,,2023-12-12,-2500.00,0.00,Void - Eureka PAC,011,C00390161,,,,,,,,,,,,,,,,,,Void - Eureka PAC
SB23,C00546234,88117824,,,CCM,Texans For Morgan Luttrell,,,,,,PO Box 1245,,Magnolia,TX,77353,P2024,,2023-12-12,-1000.00,0.00,Void - Texans For Morgan Luttrell,011,C00781112,Texans For Morgan Luttrell,H2TX08182,Luttrell,Morgan,,Rep.,,H,TX,08,,,,,,,,Void - Texans For Morgan Luttrell
SB23,C00546234,88117827,,,CCM,People For Derek Kilmer,,,,,,PO Box 1381,,Tacoma,WA,98402,P2024,,2023-12-12,-1000.00,0.00,Void - People For Derek Kilmer,011,C00514893,People For Derek Kilmer,H2WA06129,Kilmer,Derek,,Rep.,,H,WA,06,,,,,,,,Void - People For Derek Kilmer
