form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB22,C00744946,500190059,,,PTY,Tennessee Democratic Party,,,,,,4900 Centennial Blvd,Ste 300,Nashville,TN,372091105,,,2024-01-25,250000.00,0.00,Transfer,008,C00167346,,,,,,,,,,,,,,,,,,
SB22,C00744946,500190060,,,PTY,Texas Democratic Party,,,,,,314 E Highland Mall Blvd,Ste 508,Austin,TX,787523732,,,2024-01-25,290000.00,0.00,Transfer,008,C00099267,,,,,,,,,,,,,,,,,,
SB22,C00744946,500190062,,,CCM,Biden For President,,,,,,PO Box 58174,,Philadelphia,PA,191028174,,,2024-01-31,7250000.00,0.00,Transfer,008,C00703975,,,BIDEN,JOSEPH,R,,Jr,P,,,,,,,,,,
SB22,C00744946,500190063,,,PTY,DNC Services Corp./Dem. Nat'l Committee,,,,,,430 S Capitol St SE,,Washington,DC,200034024,,,2024-01-31,2000000.00,0.00,Transfer,008,C00010603,,,,,,,,,,,,,,,,,,
SB22,C00744946,500190064,,,CCM,Biden For President,,,,,,PO Box 58174,,Philadelphia,PA,191028174,,,2024-02-29,13250000.00,0.00,Transfer,008,C00703975,,,BIDEN,JOSEPH,R,,Jr,P,,,,,,,,,,
SB22,C00744946,500190065,,,PTY,DNC Services Corp./Dem. Nat'l Committee,,,,,,430 S Capitol St SE,,Washington,DC,200034024,,,2024-02-29,10000000.00,0.00,Transfer,008,C00010603,,,,,,,,,,,,,,,,,,
SB22,C00744946,500192109,,,PTY,Maine Democratic Party,,,,,,PO Box 5258,,Augusta,ME,043325258,,,2024-03-01,30000.00,0.00,Transfer,008,C00179408,,,,,,,,,,,,,,,,,,
SB22,C00744946,500190071,,,PTY,Democratic Party Of Wisconsin Federal,,,,,,15 N Pinckney St,Ste 200,Madison,WI,537032833,,,2024-03-11,540000.00,0.00,Transfer,008,C00019331,,,,,,,,,,,,,,,,,,
SB22,C00744946,500190066,,,PTY,Georgia Federal Elections Committee,,,,,,PO Box 89202,,Atlanta,GA,303120202,,,2024-03-11,42000.00,0.00,Transfer,008,C00041269,,,,,,,,,,,,,,,,,,
SB22,C00744946,500190067,,,PTY,Michigan Demcratic State Central Committee,,,,,,606 Townsend St,,Lansing,MI,489332313,,,2024-03-11,215000.00,0.00,Transfer,008,C00031054,,,,,,,,,,,,,,,,,,
SB22,C00744946,500190068,,,PTY,Nevada State Democratic Party,,,,,,2310 Paseo Del Prado,Ste A120,Las Vegas,NV,891020045,,,2024-03-11,215000.00,0.00,Transfer,008,C00208991,,,,,,,,,,,,,,,,,,
SB22,C00744946,500190069,,,PTY,North Carolina Democratic Party - Federal,,,,,,PO Box 1926,,Raleigh,NC,276021926,,,2024-03-11,90000.00,0.00,Transfer,008,C00165688,,,,,,,,,,,,,,,,,,
SB22,C00744946,500190070,,,PTY,Pennsylvania Democratic Party,,,,,,229 State St,,Harrisburg,PA,171011110,,,2024-03-11,212000.00,0.00,Transfer,008,C00167130,,,,,,,,,,,,,,,,,,
SB22,C00744946,500190075,,,PTY,Democratic Party Of Illinois,,,,,,PO Box 641466,,Chicago,IL,606641421,,,2024-03-25,575000.00,0.00,Transfer,008,C00167015,,,,,,,,,,,,,,,,,,
SB22,C00744946,500190089,,,PTY,Democratic Party Of Wisconsin Federal,,,,,,15 N Pinckney St,Ste 200,Madison,WI,537032833,,,2024-03-25,174500.00,0.00,Transfer,008,C00019331,,,,,,,,,,,,,,,,,,
SB22,C00744946,500190077,,,PTY,Democratic State Central Committee Of Maryland,,,,,,275 West St,Ste 70,Annapolis,MD,214013464,,,2024-03-25,575000.00,0.00,Transfer,008,C00141812,,,,,,,,,,,,,,,,,,
SB22,C00744946,500190073,,,PTY,Democratic State Committee (Delaware),,,,,,PO Box 2065,,Wilmington,DE,198992065,,,2024-03-25,600000.00,0.00,Transfer,008,C00211763,,,,,,,,,,,,,,,,,,
SB22,C00744946,500190072,,,PTY,Federal: Colorado Democratic Party,,,,,,789 N Sherman St,Ste 110,Denver,CO,802033530,,,2024-03-25,730000.00,0.00,Transfer,008,C00161786,,,,,,,,,,,,,,,,,,
SB22,C00744946,500190074,,,PTY,Georgia Federal Elections Committee,,,,,,PO Box 89202,,Atlanta,GA,303120202,,,2024-03-25,24500.00,0.00,Transfer,008,C00041269,,,,,,,,,,,,,,,,,,
SB22,C00744946,500190076,,,PTY,Kansas Democratic Party,,,,,,PO Box 1914,,Topeka,KS,666011914,,,2024-03-25,420000.00,0.00,Transfer,008,C00019380,,,,,,,,,,,,,,,,,,
SB22,C00744946,500190078,,,PTY,Michigan Demcratic State Central Committee,,,,,,606 Townsend St,,Lansing,MI,489332313,,,2024-03-25,71500.00,0.00,Transfer,008,C00031054,,,,,,,,,,,,,,,,,,
SB22,C00744946,500190079,,,PTY,Missouri Democratic State Committee (Federal),,,,,,4218 Roanoke Rd,Ste 304,Kansas City,MO,641114996,,,2024-03-25,575000.00,0.00,Transfer,008,C00135558,,,,,,,,,,,,,,,,,,
SB22,C00744946,500190080,,,PTY,Nebraska Democratic Party,,,,,,3701 O St,Ste 200,Lincoln,NE,685101607,,,2024-03-25,425000.00,0.00,Transfer,008,C00003988,,,,,,,,,,,,,,,,,,
SB22,C00744946,500190081,,,PTY,Nevada State Democratic Party,,,,,,2310 Paseo Del Prado,Ste A120,Las Vegas,NV,891020045,,,2024-03-25,84500.00,0.00,Transfer,008,C00208991,,,,,,,,,,,,,,,,,,
SB22,C00744946,500190082,,,PTY,North Carolina Democratic Party - Federal,,,,,,PO Box 1926,,Raleigh,NC,276021926,,,2024-03-25,46500.00,0.00,Transfer,008,C00165688,,,,,,,,,,,,,,,,,,
SB22,C00744946,500190083,,,PTY,Ohio Democratic Party - Federal,,,,,,697 E Broad St,Ste 101,Columbus,OH,432153948,,,2024-03-25,600000.00,0.00,Transfer,008,C00016899,,,,,,,,,,,,,,,,,,
SB22,C00744946,500190084,,,PTY,Pennsylvania Democratic Party,,,,,,229 State St,,Harrisburg,PA,171011110,,,2024-03-25,67500.00,0.00,Transfer,008,C00167130,,,,,,,,,,,,,,,,,,
SB22,C00744946,500190085,,,PTY,Rhode Island Democratic State Committee,,,,,,PO Box 6004,,Providence,RI,029406004,,,2024-03-25,590000.00,0.00,Transfer,008,C00136200,,,,,,,,,,,,,,,,,,
SB22,C00744946,500190086,,,PTY,Vermont Democratic Party,,,,,,PO Box 1220,,Montpelier,VT,056011220,,,2024-03-25,420000.00,0.00,Transfer,008,C00024679,,,,,,,,,,,,,,,,,,
SB22,C00744946,500190088,,,PTY,W VA State Democratic Ex Com,,,,,,PO Box 11926,,Charleston,WV,253391926,,,2024-03-25,425000.00,0.00,Transfer,008,C00162578,,,,,,,,,,,,,,,,,,
SB22,C00744946,500190087,,,PTY,Washington State Democratic Central Committee,,,,,,PO Box 4027,,Seattle,WA,981940027,,,2024-03-25,620000.00,0.00,Transfer,008,C00114439,,,,,,,,,,,,,,,,,,
SB22,C00744946,500190090,,,PTY,WY Democratic State Central Committee,,,,,,PO Box 1972,,Cheyenne,WY,820031972,,,2024-03-25,640000.00,0.00,Transfer,008,C00001917,,,,,,,,,,,,,,,,,,
SB22,C00744946,500191491,,,CCM,Biden For President,,,,,,PO Box 58174,,Philadelphia,PA,191028174,,,2024-03-29,24000000.00,0.00,Transfer,008,C00703975,,,BIDEN,JOSEPH,R,,Jr,P,,,,,,,,,,
SB22,C00744946,500191492,,,PTY,DNC Services Corp./Dem. Nat'l Committee,,,,,,430 S Capitol St SE,,Washington,DC,200034024,,,2024-03-29,10000000.00,0.00,Transfer,008,C00010603,,,,,,,,,,,,,,,,,,
SB22,C00744946,500191493,,,PTY,DNC Services Corp./Dem. Nat'l Committee,,,,,,430 S Capitol St SE,,Washington,DC,200034024,,,2024-03-29,2500000.00,0.00,Transfer,008,C00010603,,,,,,,,,,,,,,,,,,
SB22,C00744946,500191494,,,PTY,DNC Services Corp./Dem. Nat'l Committee,,,,,,430 S Capitol St SE,,Washington,DC,200034024,,,2024-03-29,2500000.00,0.00,Transfer,008,C00010603,,,,,,,,,,,,,,,,,,
