form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00718510,500021048,,,ORG,Amalgamated Bank,,,,,,1825 K St NW,,Washington,DC,200061202,,,2023-01-26,5.00,0.00,Bank Fees,,,,,,,,,,,,,,,,,,,,
SB29,C00718510,500021049,,,ORG,Amalgamated Bank,,,,,,1825 K St NW,,Washington,DC,200061202,,,2023-01-26,280.92,0.00,Bank Fees; IE-only bank account,,,,,,,,,,,,,,,,,,,,
SB29,C00718510,500021458,,,ORG,Amalgamated Bank,,,,,,1825 K St NW,,Washington,DC,200061202,,,2023-02-23,275.42,0.00,Bank Fees; IE-only bank account,,,,,,,,,,,,,,,,,,,,
SB29,C00718510,500021459,,,ORG,Amalgamated Bank,,,,,,1825 K St NW,,Washington,DC,200061202,,,2023-02-23,5.00,0.00,Bank Fees,,,,,,,,,,,,,,,,,,,,
SB29,C00718510,500023074,,,ORG,Amalgamated Bank,,,,,,1825 K St NW,,Washington,DC,200061202,,,2023-03-24,285.21,0.00,Bank Fees; IE-only bank account,,,,,,,,,,,,,,,,,,,,
SB29,C00718510,500023123,,,ORG,Amalgamated Bank,,,,,,1825 K St NW,,Washington,DC,200061202,,,2023-03-24,5.00,0.00,Bank Fees,,,,,,,,,,,,,,,,,,,,
SB29,C00718510,500023075,,,ORG,Amalgamated Bank,,,,,,1825 K St NW,,Washington,DC,200061202,,,2023-04-26,235.71,0.00,Bank Fees; IE-only bank account,,,,,,,,,,,,,,,,,,,,
SB29,C00718510,500023124,,,ORG,Amalgamated Bank,,,,,,1825 K St NW,,Washington,DC,200061202,,,2023-04-26,5.00,0.00,Bank Fees,,,,,,,,,,,,,,,,,,,,
SB29,C00718510,500023076,,,ORG,Amalgamated Bank,,,,,,1825 K St NW,,Washington,DC,200061202,,,2023-05-26,270.71,0.00,Bank Fees; IE-only bank account,,,,,,,,,,,,,,,,,,,,
SB29,C00718510,500023125,,,ORG,Amalgamated Bank,,,,,,1825 K St NW,,Washington,DC,200061202,,,2023-05-26,5.00,0.00,Bank Fees,,,,,,,,,,,,,,,,,,,,
SB29,C00718510,500023122,,,ORG,Amalgamated Bank,,,,,,1825 K St NW,,Washington,DC,200061202,,,2023-06-26,315.50,0.00,Bank Fees; IE-only bank account,,,,,,,,,,,,,,,,,,,,
SB29,C00718510,500023126,,,ORG,Amalgamated Bank,,,,,,1825 K St NW,,Washington,DC,200061202,,,2023-06-26,5.00,0.00,Bank Fees,,,,,,,,,,,,,,,,,,,,
