form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,dissemination_date,expenditure_amount,disbursement_date,calendar_y_t_d_per_election_office,expenditure_purpose_descrip,category_code,payee_cmtte_fec_id_number,support_oppose_code,candidate_id_number,candidate_last_name,candidate_first_name,candidate_middle_name,candidate_prefix,candidate_suffix,candidate_office,candidate_district,candidate_state,completing_last_name,completing_first_name,completing_middle_name,completing_prefix,completing_suffix,date_signed,memo_code,memo_text_description
SE,C00872705,SE.4281,,,ORG,"Facebook, Inc",,,,,,1 Hacker Way,,Menlo Park,CA,94025,G2024,,2024-10-28,70.00,,2104.18,Ads,004,C00872705,S,P00009423,HARRIS,KAMALA,,,,P,,,De Mott,John,Joseph,,,2025-01-11,
SE,C00872705,SE.4283,,,ORG,"Facebook, Inc",,,,,,1 Hacker Way,,Menlo Park,CA,94025,G2024,,,94.00,2024-10-29,2198.18,Ads,004,C00872705,S,P00009423,HARRIS,KAMALA,,,,P,,,De Mott,John,Joseph,,,2025-01-11,
SE,C00872705,SE.4286,,,ORG,"Facebook, Inc",,,,,,1 Hacker Way,,Menlo Park,CA,94025,G2024,,,45.44,2024-10-29,2243.62,Ads,004,C00872705,S,P00009423,HARRIS,KAMALA,,,,P,,,De Mott,John,Joseph,,,2025-01-11,
SE,C00872705,SE.4287,,,ORG,"Facebook, Inc",,,,,,1 Hacker Way,,Menlo Park,CA,94025,G2024,,,62.11,2024-10-29,2305.73,Ads,004,C00872705,S,P00009423,HARRIS,KAMALA,,,,P,,,De Mott,John,Joseph,,,2025-01-11,
SE,C00872705,SE.4288,,,ORG,"Facebook, Inc",,,,,,1 Hacker Way,,Menlo Park,CA,94025,G2024,,,200.00,2024-10-29,2505.73,Ads,004,C00872705,S,P00009423,HARRIS,KAMALA,,,,P,,,De Mott,John,Joseph,,,2025-01-11,
SE,C00872705,SE.4289,,,ORG,"Facebook, Inc",,,,,,1 Hacker Way,,Menlo Park,CA,94025,G2024,,,100.00,2024-10-30,2605.73,Ads,004,C00872705,S,P00009423,HARRIS,KAMALA,,,,P,,,De Mott,John,Joseph,,,2025-01-11,
SE,C00872705,SE.4290,,,ORG,"Facebook, Inc",,,,,,1 Hacker Way,,Menlo Park,CA,94025,G2024,,,100.00,2024-10-30,2705.73,Ads,004,C00872705,S,P00009423,HARRIS,KAMALA,,,,P,,,De Mott,John,Joseph,,,2025-01-11,
SE,C00872705,SE.4291,,,ORG,"Facebook, Inc",,,,,,1 Hacker Way,,Menlo Park,CA,94025,G2024,,,100.00,2024-10-30,2805.73,Ads,004,C00872705,S,P00009423,HARRIS,KAMALA,,,,P,,,De Mott,John,Joseph,,,2025-01-11,
SE,C00872705,SE.4292,,,ORG,"Facebook, Inc",,,,,,1 Hacker Way,,Menlo Park,CA,94025,G2024,,,100.00,2024-10-30,2905.73,Ads,004,C00872705,S,P00009423,HARRIS,KAMALA,,,,P,,,De Mott,John,Joseph,,,2025-01-11,
SE,C00872705,SE.4293,,,ORG,"Facebook, Inc",,,,,,1 Hacker Way,,Menlo Park,CA,94025,G2024,,,100.00,2024-10-30,3005.73,Ads,004,C00872705,S,P00009423,HARRIS,KAMALA,,,,P,,,De Mott,John,Joseph,,,2025-01-11,
SE,C00872705,SE.4294,,,ORG,"Facebook, Inc",,,,,,1 Hacker Way,,Menlo Park,CA,94025,G2024,,,100.00,2024-10-30,3105.73,Ads,004,C00872705,S,P00009423,HARRIS,KAMALA,,,,P,,,De Mott,John,Joseph,,,2025-01-11,
SE,C00872705,SE.4310,,,ORG,"Facebook, Inc",,,,,,1 Hacker Way,,Menlo Park,CA,94025,G2024,,,100.00,2024-10-30,3205.73,Ads,004,C00872705,S,P00009423,HARRIS,KAMALA,,,,P,,,De Mott,John,Joseph,,,2025-01-11,
SE,C00872705,SE.4314,,,ORG,"Facebook, Inc",,,,,,1 Hacker Way,,Menlo Park,CA,94025,G2024,,,100.00,2024-11-01,3305.73,Ads,004,C00872705,S,P00009423,HARRIS,KAMALA,,,,P,,,De Mott,John,Joseph,,,2025-01-11,
SE,C00872705,SE.4315,,,ORG,"Facebook, Inc",,,,,,1 Hacker Way,,Menlo Park,CA,94025,G2024,,,100.00,2024-11-01,3405.73,Ads,004,C00872705,S,P00009423,HARRIS,KAMALA,,,,P,,,De Mott,John,Joseph,,,2025-01-11,
SE,C00872705,SE.4316,,,ORG,"Facebook, Inc",,,,,,1 Hacker Way,,Menlo Park,CA,94025,G2024,,,100.00,2024-11-02,3505.73,Ads,004,C00872705,S,P00009423,HARRIS,KAMALA,,,,P,,,De Mott,John,Joseph,,,2025-01-11,
SE,C00872705,SE.4317,,,ORG,"Facebook, Inc",,,,,,1 Hacker Way,,Menlo Park,CA,94025,G2024,,,100.00,2024-11-02,3605.73,Ads,004,C00872705,S,P00009423,HARRIS,KAMALA,,,,P,,,De Mott,John,Joseph,,,2025-01-11,
SE,C00872705,SE.4327,,,ORG,"Facebook, Inc",,,,,,1 Hacker Way,,Menlo Park,CA,94025,G2024,,,100.00,2024-11-04,3705.73,Ads,004,C00872705,S,P00009423,HARRIS,KAMALA,,,,P,,,De Mott,John,Joseph,,,2025-01-11,
SE,C00872705,SE.4336,,,ORG,"Facebook, Inc",,,,,,1 Hacker Way,,Menlo Park,CA,94025,G2024,,,100.00,2024-11-04,3805.73,Ads,004,C00872705,S,P00009423,HARRIS,KAMALA,,,,P,,,De Mott,John,Joseph,,,2025-01-11,
SE,C00872705,SE.4337,,,ORG,"Facebook, Inc",,,,,,1 Hacker Way,,Menlo Park,CA,94025,G2024,,,100.00,2024-11-04,3905.73,Ads,004,C00872705,S,P00009423,HARRIS,KAMALA,,,,P,,,De Mott,John,Joseph,,,2025-01-11,
SE,C00872705,SE.4338,,,ORG,"Facebook, Inc",,,,,,1 Hacker Way,,Menlo Park,CA,94025,G2024,,,100.00,2024-11-04,4005.73,Ads,004,C00872705,S,P00009423,HARRIS,KAMALA,,,,P,,,De Mott,John,Joseph,,,2025-01-11,
SE,C00872705,SE.4339,,,ORG,"Facebook, Inc",,,,,,1 Hacker Way,,Menlo Park,CA,94025,G2024,,,99.37,2024-11-04,4105.10,Ads,004,C00872705,S,P00009423,HARRIS,KAMALA,,,,P,,,De Mott,John,Joseph,,,2025-01-11,
SE,C00872705,SE.4340,,,ORG,"Facebook, Inc",,,,,,1 Hacker Way,,Menlo Park,CA,94025,G2024,,,100.00,2024-11-05,4205.10,Ads,004,C00872705,S,P00009423,HARRIS,KAMALA,,,,P,,,De Mott,John,Joseph,,,2025-01-11,
SE,C00872705,SE.4341,,,ORG,"Facebook, Inc",,,,,,1 Hacker Way,,Menlo Park,CA,94025,G2024,,,100.00,2024-11-05,4305.10,Ads,004,C00872705,S,P00009423,HARRIS,KAMALA,,,,P,,,De Mott,John,Joseph,,,2025-01-11,
SE,C00872705,SE.4342,,,ORG,"Facebook, Inc",,,,,,1 Hacker Way,,Menlo Park,CA,94025,G2024,,,100.00,2024-11-05,4405.10,Ads,004,C00872705,S,P00009423,HARRIS,KAMALA,,,,P,,,De Mott,John,Joseph,,,2025-01-11,
SE,C00872705,SE.4343,,,ORG,"Facebook, Inc",,,,,,1 Hacker Way,,Menlo Park,CA,94025,G2024,,,100.00,2024-11-05,4505.10,Ads,004,C00872705,S,P00009423,HARRIS,KAMALA,,,,P,,,De Mott,John,Joseph,,,2025-01-11,
SE,C00872705,SE.4344,,,ORG,"Facebook, Inc",,,,,,1 Hacker Way,,Menlo Park,CA,94025,G2024,,,100.00,2024-11-05,4605.10,Ads,004,C00872705,S,P00009423,HARRIS,KAMALA,,,,P,,,De Mott,John,Joseph,,,2025-01-11,
SE,C00872705,SE.4345,,,ORG,"Facebook, Inc",,,,,,1 Hacker Way,,Menlo Park,CA,94025,G2024,,,100.00,2024-11-06,4705.10,Ads,004,C00872705,S,P00009423,HARRIS,KAMALA,,,,P,,,De Mott,John,Joseph,,,2025-01-11,
SE,C00872705,SE.4346,,,ORG,"Facebook, Inc",,,,,,1 Hacker Way,,Menlo Park,CA,94025,G2024,,,100.00,2024-11-06,4805.10,Ads,004,C00872705,S,P00009423,HARRIS,KAMALA,,,,P,,,De Mott,John,Joseph,,,2025-01-11,
SE,C00872705,SE.4347,,,ORG,"Facebook, Inc",,,,,,1 Hacker Way,,Menlo Park,CA,94025,G2024,,,100.00,2024-11-06,4905.10,Ads,004,C00872705,S,P00009423,HARRIS,KAMALA,,,,P,,,De Mott,John,Joseph,,,2025-01-11,
