form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00746073,500036385,,,ORG,Adobe Creative,,,,,,345 Park Ave,,San Jose,CA,951102704,,,2024-10-28,24.37,0.00,Software/Software Licensing; IE-Only Account,,,,,,,,,,,,,,,,,,,,
SB29,C00746073,500036384,,,ORG,Adobe Creative,,,,,,345 Park Ave,,San Jose,CA,951102704,,,2024-10-29,79.99,0.00,Software/Software Licensing; IE-Only Account,,,,,,,,,,,,,,,,,,,,
SB29,C00746073,500036383,,,ORG,Amalgamated Bank,,,,,,1825 K St NW,,Washington,DC,200061202,,,2024-10-29,115.00,0.00,Bank Fees; IE only account,,,,,,,,,,,,,,,,,,,,
SB29,C00746073,500036096,,,ORG,Amazon,,,,,,410 Terry Ave N,,Seattle,WA,981095210,,,2024-10-21,14.41,0.00,Office Supplies; IE-Only Account,,,,,,,,,,,,,,,,,,,,
SB29,C00746073,500036097,,,ORG,Amazon,,,,,,410 Terry Ave N,,Seattle,WA,981095210,,,2024-10-21,16.18,0.00,Office Supplies; IE-Only Account,,,,,,,,,,,,,,,,,,,,
SB29,C00746073,500036386,,,ORG,Amazon,,,,,,410 Terry Ave N,,Seattle,WA,981095210,,,2024-10-28,1.99,0.00,Office Supplies; IE-Only Account,,,,,,,,,,,,,,,,,,,,
SB29,C00746073,500037007,,,ORG,Amazon,,,,,,410 Terry Ave N,,Seattle,WA,981095210,,,2024-11-12,1.99,0.00,Office Supplies; IE-Only Account,,,,,,,,,,,,,,,,,,,,
SB29,C00746073,500037009,,,ORG,Blue Action Inc,,,,,,1380 Monroe St NW,# 604,Washington,DC,200103452,,,2024-11-08,10000.00,0.00,List Acquisition; IE only account,,,,,,,,,,,,,,,,,,,,
SB29,C00746073,500036094,,,ORG,Digital Strategy Group,,,,,,1633 W Estes Ave,Apt 4E,Chicago,IL,606264735,,,2024-10-23,2641.00,0.00,Digital Consulting; IE-only bank account,,,,,,,,,,,,,,,,,,,,
SB29,C00746073,500036095,,,ORG,Digital Strategy Group,,,,,,1633 W Estes Ave,Apt 4E,Chicago,IL,606264735,,,2024-10-23,4556.00,0.00,Digital Consulting; IE-only bank account,,,,,,,,,,,,,,,,,,,,
SB29,C00746073,500037551,,,ORG,Digital Strategy Group,,,,,,1633 W Estes Ave,Apt 4E,Chicago,IL,606264735,,,2024-11-15,4232.84,0.00,Digital Consulting; IE-only bank account,,,,,,,,,,,,,,,,,,,,
SB29,C00746073,500035845,,,ORG,Mclean Office LOC LLC,,,,,,6723 Whittier Ave,,Mclean,VA,221014522,,,2024-10-17,6520.00,0.00,Office Rental; IE-Only Account,,,,,,,,,,,,,,,,,,,,
SB29,C00746073,500036417,,,ORG,MissionWired,,,,,,650 Massachusetts Ave NW,,Washington,DC,200013796,,,2024-10-29,5000.00,0.00,List Acquisition; IE-Only Account,,,,,,,,,,,,,,,,,,,,
SB29,C00746073,500036093,,,IND,,Otto,Robert,,,,5312 Lair Dr,,Greensboro,NC,274072635,,,2024-10-21,22.61,0.00,Refund of ActBlue contribution; IE only account,,,,,,,,,,,,,,,,,,,,
SB29,C00746073,500036826,,,IND,,Otto,Robert,,,,5312 Lair Dr,,Greensboro,NC,274072635,,,2024-11-04,210.54,0.00,Refund of ActBlue contribution; IE only account,,,,,,,,,,,,,,,,,,,,
SB29,C00746073,500036830,,,ORG,Storyblocks,,,,,,1515 N Courthouse Rd,Ste 1000,Arlington,VA,222012939,,,2024-11-04,70.00,0.00,Video Licensing; IE-Only Account,,,,,,,,,,,,,,,,,,,,
SB29,C00746073,500035837,,,ORG,Uber,,,,,,1455 Market St,,San Francisco,CA,941031331,,,2024-10-18,79.05,0.00,Travel; IE-Only Account,,,,,,,,,,,,,,,,,,,,
SB29,C00746073,500035838,,,ORG,Uber,,,,,,1455 Market St,,San Francisco,CA,941031331,,,2024-10-18,10.00,0.00,Travel; IE-Only Account,,,,,,,,,,,,,,,,,,,,
SB29,C00746073,500035839,,,ORG,Uber,,,,,,1455 Market St,,San Francisco,CA,941031331,,,2024-10-18,65.82,0.00,Travel; IE-Only Account,,,,,,,,,,,,,,,,,,,,
SB29,C00746073,500035840,,,ORG,Uber,,,,,,1455 Market St,,San Francisco,CA,941031331,,,2024-10-18,65.82,0.00,Travel; IE-Only Account,,,,,,,,,,,,,,,,,,,,
SB29,C00746073,500035841,,,ORG,Uber,,,,,,1455 Market St,,San Francisco,CA,941031331,,,2024-10-18,122.81,0.00,Travel; IE-Only Account,,,,,,,,,,,,,,,,,,,,
SB29,C00746073,500035842,,,ORG,Uber,,,,,,1455 Market St,,San Francisco,CA,941031331,,,2024-10-21,9.27,0.00,Travel; IE-Only Account,,,,,,,,,,,,,,,,,,,,
SB29,C00746073,500035843,,,ORG,Uber,,,,,,1455 Market St,,San Francisco,CA,941031331,,,2024-10-21,24.12,0.00,Travel; IE-Only Account,,,,,,,,,,,,,,,,,,,,
