form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00078451,87765101,,,PAC,HUSKY PAC,,,,,,"501 Capitol Court, NE",Suite 100,Washington,DC,20002,,,2023-09-12,5000.00,0.00,,011,C00464727,,,,,,,,,,,,,,,,,,
SB23,C00078451,87765156,,,PAC,Nebraska Sandhills PAC,,,,,,"228 S. Washington St., Suite 115",,Alexandria,VA,22314,,,2023-09-12,1000.00,0.00,,011,C00540054,,,,,,,,,,,,,,,,,,
SB23,C00078451,87765162,,,PAC,Reclaim America PAC,,,,,,"228 S. Washington St., Suite 115",,Alexandria,VA,22314,,,2023-09-12,500.00,0.00,,011,C00500025,,,,,,,,,,,,,,,,,,
SB23,C00078451,87765163,,,CCM,Mike Gallagher For Wisconsin,,,,,,PO Box 1027,,Green Bay,WI,54305,P2024,,2023-09-12,2500.00,0.00,,011,C00610212,Mike Gallagher For Wisconsin,H6WI08155,Gallagher,Michael,,,,H,WI,08,,,,,,,,
SB23,C00078451,87765169,,,CCM,Don Bacon For Congress,,,,,,P.O. Box 391368,,Omaha,NE,68139,G2024,,2023-09-12,1000.00,0.00,,011,C00575167,Don Bacon For Congress,H6NE02125,Bacon,Donald,,Rep.,,H,NE,02,,,,,,,,
SB23,C00078451,87765600,,,PAC,Bluegrass Committee,,,,,,"400 North Capitol Street, NW",Suite 585,Washington,DC,20001,,,2023-09-12,2500.00,0.00,,011,,,,,,,,,,,,,,,,,,,
SB23,C00078451,87770836,,,CCM,Magaziner for Congress,,,,,,"240 Pawtuxet Avenue, Suite 1440",,Cranston,RI,02905,P2024,,2023-09-14,500.00,0.00,,011,C00802504,Magaziner for Congress,,Magaziner,Seth,,,,H,RI,02,,,,,,,,
SB23,C00078451,87770837,,,CCM,Magaziner for Congress,,,,,,"240 Pawtuxet Avenue, Suite 1440",,Cranston,RI,02905,G2024,,2023-09-14,500.00,0.00,,011,C00802504,Magaziner for Congress,,Magaziner,Seth,,,,H,RI,02,,,,,,,,
SB23,C00078451,87770885,,,CCM,Morgan McGarvey For Congress,,,,,,PO Box 5324,,Louisville,KY,40255,P2024,,2023-09-14,1000.00,0.00,,011,C00791392,Morgan McGarvey For Congress,H2KY03206,McGarvey,Morgan,,Rep.,,H,KY,03,,,,,,,,
SB23,C00078451,87770999,,,CCM,Van Orden for Congress,,,,,,PO Box 565,,Prairie Du Chien,WI,53821,P2024,,2023-09-14,1000.00,0.00,,011,C00742007,Van Orden for Congress,,Van Orden,Derrick,,,,H,WI,03,,,,,,,,
SB23,C00078451,87771052,,,CCM,Sanford Bishop For Congress,,,,,,P O Box 909,,Columbus,GA,31902,P2024,,2023-09-14,1000.00,0.00,,011,C00266940,Sanford Bishop For Congress,H2GA02031,Bishop,Sanford,D.,Rep.,Jr.,H,GA,02,,,,,,,,
SB23,C00078451,87771103,,,CCM,Quigley For Congress,,,,,,2652 N Southport Avenue,Unit E,Chicago,IL,60614,G2024,,2023-09-14,2500.00,0.00,,011,C00457556,Quigley For Congress,H0IL05096,Quigley,Michael,,Rep.,,H,IL,05,,,,,,,,
SB23,C00078451,87771104,,,CCM,Friends Of Dan Kildee,,,,,,P.O. Box 248,,Flint,MI,48501,P2024,,2023-09-14,1000.00,0.00,,011,C00499947,Friends Of Dan Kildee,H2MI05119,Kildee,Dan,,Rep.,,H,MI,05,,,,,,,,
SB23,C00078451,87771106,,,CCM,Roger Williams For U S Congress Committee,,,,,,10 N. Caddo St.,Pmb #174,Cleburne,TX,76031,P2024,,2023-09-14,1000.00,0.00,,011,C00498121,Roger Williams For U S Congress Committee,H2TX33040,Williams,Roger,,Rep.,,H,TX,25,,,,,,,,
SB23,C00078451,87771340,,,CCM,Kiggans For Congress,,,,,,P.O. Box 5042,,Virginia Beach,VA,23471,G2024,,2023-09-14,1000.00,0.00,,011,C00776120,Kiggans For Congress,H2VA02064,Kiggans,Jen,,Rep.,,H,VA,02,,,,,,,,
SB23,C00078451,87771341,,,CCM,Courtney For Congress,,,,,,PO Box 1372,,Vernon,CT,06066,G2024,,2023-09-14,2000.00,0.00,,011,C00410233,Courtney For Congress,H2CT02112,Courtney,Joseph,D.,Rep.,,H,CT,02,,,,,,,,
SB23,C00078451,87771342,,,CCM,Adam Smith For Congress Committee,,,,,,PO Box 578,,Renton,WA,98057,P2024,,2023-09-14,4000.00,0.00,,011,C00304709,Adam Smith For Congress Committee,H6WA09025,Smith,Adam,,Rep.,,H,WA,09,,,,,,,,
SB23,C00078451,87771343,,,CCM,John Carter For Congress,,,,,,"201 Univ. Oaks Blvd, Ste 540 #148",,Round Rock,TX,78665,P2024,,2023-09-14,2500.00,0.00,,011,C00371203,John Carter For Congress,H2TX31044,Carter,John,R.,Rep.,,H,TX,31,,,,,,,,
SB23,C00078451,87771346,,,CCM,Mike Johnson For Louisiana,,,,,,2900 Clearview Pkwy,Suite 206,Metairie,LA,70006,P2024,,2023-09-14,1000.00,0.00,,011,C00608695,Mike Johnson For Louisiana,H6LA04138,Johnson,Mike,,Rep.,,H,LA,04,,,,,,,,
SB23,C00078451,87771347,,,CCM,Angus King For U.S. Senate Campaign,,,,,,PO Box 368,"114 Maine Street, Suite 1",Brunswick,ME,04011,G2024,,2023-09-14,2000.00,0.00,,011,C00516047,Angus King For U.S. Senate Campaign,S2ME00109,King,Angus,S.,Sen.,Jr.,S,ME,,,,,,,,,
SB23,C00078451,87779058,,,CCM,Blake Moore For Congress,,,,,,370 East South Temple Ste 580,,Salt Lake City,UT,84111,P2024,,2023-06-06,1000.00,0.00,Funds Reported On <Enter Report Name Here>,011,C00738872,Blake Moore For Congress,H0UT01205,Moore,Blake,,Rep.,,H,UT,01,,,,,,,X,Funds Reported On <Enter Report Name Here>
SB23,C00078451,87779059,,,CCM,Blake Moore For Congress,,,,,,370 East South Temple Ste 580,,Salt Lake City,UT,84111,C2024,Convention2024,2023-09-18,1000.00,0.00,Re-designated funds for trans. dated 6/6/2023,011,C00738872,Blake Moore For Congress,H0UT01205,Moore,Blake,,Rep.,,H,UT,01,,,,,,,X,Re-designated funds for trans. dated 6/6/2023
SB23,C00078451,87779060,,,CCM,Blake Moore For Congress,,,,,,370 East South Temple Ste 580,,Salt Lake City,UT,84111,P2024,,2023-06-29,1000.00,0.00,Funds Reported On <Enter Report Name Here>,011,C00738872,Blake Moore For Congress,H0UT01205,Moore,Blake,,Rep.,,H,UT,01,,,,,,,X,Funds Reported On <Enter Report Name Here>
SB23,C00078451,87779061,,,CCM,Blake Moore For Congress,,,,,,370 East South Temple Ste 580,,Salt Lake City,UT,84111,C2024,Convention2024,2023-09-18,1000.00,0.00,Re-designated funds for trans. dated 6/29/2023,011,C00738872,Blake Moore For Congress,H0UT01205,Moore,Blake,,Rep.,,H,UT,01,,,,,,,X,Re-designated funds for trans. dated 6/29/2023
SB23,C00078451,87783537,,,CCM,The Reed Committee,,,,,,PO Box 8628,,Cranston,RI,02920,P2026,,2023-09-18,1000.00,0.00,,011,C00238907,The Reed Committee,S6RI00163,Reed,Jack,Francis,Sen.,,S,RI,,,,,,,,,
SB23,C00078451,87783586,,,CCM,Committee To Re-Elect Henry Hank Johnson,,,,,,4153 Flat Shoals Parkway,"Suite 322, Building C, 2nd Floor",Decatur,GA,30034,P2024,,2023-09-18,1000.00,0.00,,011,C00418293,Committee To Re-Elect Henry Hank Johnson,H6GA04129,Johnson,Hank,C.,Rep.,Jr.,H,GA,04,,,,,,,,
SB23,C00078451,87783634,,,CCM,Jason Smith For Congress,,,,,,PO Box 1324,,Cape Girardeau,MO,63702,P2024,,2023-09-18,3000.00,0.00,,011,C00541862,Jason Smith For Congress,H4MO08162,Smith,Jason,T.,Rep.,,H,MO,08,,,,,,,,
SB23,C00078451,87783681,,,CCM,Jason Smith For Congress,,,,,,PO Box 1324,,Cape Girardeau,MO,63702,G2024,,2023-09-18,2000.00,0.00,,011,C00541862,Jason Smith For Congress,H4MO08162,Smith,Jason,T.,Rep.,,H,MO,08,,,,,,,,
SB23,C00078451,87784149,,,CCM,Scott Franklin For Congress,,,,,,P.O. Box 2811,,Lakeland,FL,33806,P2024,,2023-09-18,1000.00,0.00,,011,C00742247,Scott Franklin For Congress,H0FL15104,Franklin,Scott,,,,H,FL,15,,,,,,,,
SB23,C00078451,87784150,,,CCM,Donald Norcross For Congress,,,,,,PO Box 160,,Collingswood,NJ,08108,P2024,,2023-09-18,1000.00,0.00,,011,C00558320,Donald Norcross For Congress,H4NJ01084,Norcross,Donald,,Rep.,,H,NJ,01,,,,,,,,
SB23,C00078451,87784151,,,CCM,Cole For Congress,,,,,,P.O. Box 722256,,Norman,OK,73070,P2024,,2023-09-18,2000.00,0.00,,011,C00379735,Cole For Congress,H2OK04055,Cole,Thomas,,Rep.,,H,OK,04,,,,,,,,
SB23,C00078451,87784153,,,CCM,Cole For Congress,,,,,,P.O. Box 722256,,Norman,OK,73070,G2024,,2023-09-18,1000.00,0.00,,011,C00379735,Cole For Congress,H2OK04055,Cole,Thomas,,Rep.,,H,OK,04,,,,,,,,
SB23,C00078451,87784159,,,CCM,Pete Aguilar For Congress,,,,,,PO Box 10954,,San Bernardino,CA,92423,P2024,,2023-09-18,1000.00,0.00,,011,C00510461,Pete Aguilar For Congress,H2CA31125,Aguilar,Pete,,Rep.,,H,CA,31,,,,,,,,
SB23,C00078451,87784212,,,PAC,BUILDING UP DEMOCRACY'S DREAM,,,,,,PO BOX 97275,,Raleigh,NC,27624,,,2023-09-18,1000.00,0.00,,011,C00834507,,,,,,,,,,,,,,,,,,
SB23,C00078451,87784213,,,PAC,"JONI PAC (Jobs, Opprtunities & New Ideas PAC)",,,,,,P.O. Box 93441,,Des Moines,IA,50393,,,2023-09-18,2500.00,0.00,,011,C00566851,,,,,,,,,,,,,,,,,,
SB23,C00078451,87784214,,,CCM,Castor For Congress,,,,,,"301 W Platt Street, #385",,Tampa,FL,33606,P2024,,2023-09-18,1000.00,0.00,,011,C00410761,Castor For Congress,H6FL11126,Castor,Kathy,,Rep.,,H,FL,14,,,,,,,,
SB23,C00078451,87784215,,,PAC,Serving Our Country PAC (SOC),,,,,,,,,,,,,2023-09-18,2500.00,0.00,,011,,,,,,,,,,,,,,,,,,,
SB23,C00078451,87784221,,,PAC,Wild and Wonderful PAC,,,,,,"332 W Lee Hwy, # 303",,Warrenton,VA,20186,,,2023-09-18,1000.00,0.00,,011,C00489336,,,,,,,,,,,,,,,,,,
SB23,C00078451,87784222,,,PAC,Denali PAC,,,,,,16158 Essex Park Drive,,Anchorage,AK,99516,,,2023-09-18,4000.00,0.00,,011,C00438291,,,,,,,,,,,,,,,,,,
SB23,C00078451,87784228,,,CCM,Citizens For John Rutherford,,,,,,3030 Hartley Rd,Ste 120,Jacksonville,FL,32257,P2024,,2023-09-18,1000.00,0.00,,011,C00615294,Citizens For John Rutherford,H6FL04105,Rutherford,John,,,,H,FL,04,,,,,,,,
SB23,C00078451,87784230,,,CCM,Moulton For Congress,,,,,,PO Box 2013,,Salem,MA,01970,P2024,,2023-09-18,500.00,0.00,,011,C00547240,Moulton For Congress,H4MA06090,Moulton,Seth,,Rep.,,H,MA,06,,,,,,,,
SB23,C00078451,87784231,,,CCM,Moulton For Congress,,,,,,PO Box 2013,,Salem,MA,01970,G2024,,2023-09-18,500.00,0.00,,011,C00547240,Moulton For Congress,H4MA06090,Moulton,Seth,,Rep.,,H,MA,06,,,,,,,,
SB23,C00078451,87793053,,,CCM,Shri For Congress,,,,,,19460 Lowell Dr,,Detroit,MI,48203,P2024,,2023-09-21,1000.00,0.00,,011,C00798132,Shri For Congress,H2MI13204,Thanedar,Shri,,Rep.,,H,MI,13,,,,,,,,
SB23,C00078451,87793054,,,PAC,Ohio Republican Party State Central & Exec. Committee (Federal Account),,,,,,211 S. Fifth St.,,Columbus,OH,43215,,,2023-09-21,2500.00,0.00,,011,C00162339,,,,,,,,,,,,,,,,,,
SB23,C00078451,87793055,,,CCM,Tony Cardenas For Congress,,,,,,PO Box 15320,,Washington,DC,20003,P2024,,2023-09-21,1000.00,0.00,,011,C00498873,Tony Cardenas For Congress,H2CA28113,Cardenas,Tony,,Rep.,,H,CA,29,,,,,,,,
SB23,C00078451,87793058,,,CCM,Johnson For Congress,,,,,,PO Box 906,,Marietta,OH,45750,P2024,,2023-09-21,1000.00,0.00,,011,C00476820,Johnson For Congress,H0OH06189,Johnson,Bill,,Rep.,,H,OH,06,,,,,,,,
SB23,C00078451,87793068,,,CCM,Mann For Congress,,,,,,PO Box 1084,,Salina,KS,67402,P2024,,2023-09-21,1000.00,0.00,,011,C00460659,Mann For Congress,H0KS01123,Mann,Tracey,,Rep.,,H,KS,01,,,,,,,,
SB23,C00078451,87793069,,,CCM,Austin Scott For Congress Inc,,,,,,PO Box 2530,,Tifton,GA,31793,P2024,,2023-09-21,2000.00,0.00,,011,C00482737,Austin Scott For Congress Inc,H0GA08099,Scott,Austin,,Rep.,,H,GA,08,,,,,,,,
SB23,C00078451,87793070,,,PAC,Innovation PAC,,,,,,228 S Washington St Ste 115,,Alexandria,VA,22314,,,2023-09-21,5000.00,0.00,,011,C00540187,,,,,,,,,,,,,,,,,,
SB23,C00078451,87793071,,,PAC,Dakota PAC,,,,,,PO Box 3206,,Bismark,ND,58502,,,2023-09-21,2500.00,0.00,,011,C00493072,,,,,,,,,,,,,,,,,,
SB23,C00078451,87793078,,,PAC,Defend The Dream,,,,,,777 S Figueroa St Suite 4050,,Los Angeles,CA,90017,,,2023-09-21,1000.00,0.00,,011,C00771238,,,,,,,,,,,,,,,,,,
SB23,C00078451,87793079,,,CCM,William Timmons For Congress,,,,,,PO Box 3416,,Greenville,SC,29602,P2024,,2023-09-21,2000.00,0.00,,011,C00668491,William Timmons For Congress,H8SC04250,Timmons,William,,,IV,H,SC,04,,,,,,,,
SB23,C00078451,87793118,,,CCM,"Laurel Lee for Congress, Inc.",,,,,,PO Box 2743,,Brandon,FL,33509,P2024,,2023-09-21,1000.00,0.00,,011,C00815373,"Laurel Lee for Congress, Inc.",,Lee,Laurel,,,,H,FL,15,,,,,,,,
SB23,C00078451,87793120,,,CCM,Friends Of McCormick,,,,,,4410 Laurel Grove Trace,,Suwanee,GA,30024,P2024,,2023-09-21,1000.00,0.00,,011,C00706747,Friends Of McCormick,H0GA07273,McCormick,Richard,,,,H,GA,07,,,,,,,,
SB23,C00078451,87793121,,,CCM,Cramer For Senate,,,,,,PO Box 396,,Bismarck,ND,58502,G2024,,2023-09-21,1000.00,0.00,,011,C00504704,Cramer For Senate,S8ND00120,Cramer,Kevin,,Sen.,,S,ND,,,,,,,,,
SB23,C00078451,87803153,,,CCM,Moolenaar For Congress,,,,,,5915 Eastman Avenue,Suite 100,Midland,MI,48640,P2024,,2023-09-25,1000.00,0.00,,011,C00561530,Moolenaar For Congress,H4MI04126,Moolenaar,John,,Rep.,,H,MI,04,,,,,,,,
SB23,C00078451,87803154,,,CCM,Dan Newhouse For Congress,,,,,,PO Box 10949,,Yakima,WA,98909,P2024,,2023-09-25,1000.00,0.00,,011,C00559393,Dan Newhouse For Congress,H4WA04104,Newhouse,Dan,,Rep.,,H,WA,04,,,,,,,,
SB23,C00078451,87803155,,,CCM,Julia Letlow For Congress,,,,,,905 Julia St,,Rayville,LA,71269,P2024,,2023-09-25,2500.00,0.00,,011,C00766428,Julia Letlow For Congress,H2LA05126,Letlow,Julia,,Rep.,,H,LA,05,,,,,,,,
SB23,C00078451,87803158,,,CCM,Lahood For Congress,,,,,,P.O. Box 10735,,Peoria,IL,61612,P2024,,2023-09-25,1000.00,0.00,,011,C00575050,Lahood For Congress,H6IL18088,LaHood,Darin,,Rep.,,H,IL,18,,,,,,,,
SB23,C00078451,87803161,,,CCM,Sharice For Congress,,,,,,13851 W. 63rd St.,Num 303,Shawnee,KS,66216,P2024,,2023-09-25,1000.00,0.00,,011,C00670034,Sharice For Congress,H8KS03155,Davids,Sharice,,Rep.,,H,KS,03,,,,,,,,
SB23,C00078451,87803163,,,CCM,Brian Fitzpatrick For All Of Us,,,,,,PO Box 939,,Langhorne,PA,19047,P2024,,2023-09-25,2000.00,0.00,,011,C00607416,Brian Fitzpatrick For All Of Us,H6PA08277,Fitzpatrick,Brian,,,,H,PA,08,,,,,,,,
SB23,C00078451,87803165,,,CCM,Texans For Henry Cuellar Congressional Campaign,,,,,,1519 Washington Street,Suite 200,Laredo,TX,78040,P2024,,2023-09-25,2500.00,0.00,,011,C00371302,Texans For Henry Cuellar Congressional Campaign,H2TX23082,Cuellar,Henry,,Rep.,,H,TX,28,,,,,,,,
SB23,C00078451,87803167,,,CCM,Mike Garcia For Congress,,,,,,9070 Irvine Center Drive #150,,Irvine,CA,92618,P2024,,2023-09-25,1000.00,0.00,,011,C00701102,Mike Garcia For Congress,H0CA25105,Garcia,Michael,,,,H,CA,25,,,,,,,,
SB23,C00078451,87803169,,,CCM,Larson For Congress,,,,,,PO Box 261172,,Hartford,CT,06126,C2024,Convention2024,2023-09-25,1000.00,0.00,,011,C00330142,Larson For Congress,H8CT01046,Larson,John,B.,Rep.,,H,CT,01,,,,,,,,
SB23,C00078451,87803171,,,CCM,Valadao For Congress,,,,,,5132 North Palm Avenue,#227,Fresno,CA,93704,P2024,,2023-09-25,1000.00,0.00,,011,C00499392,Valadao For Congress,H2CA20094,Valadao,David,Goncalves,Rep.,,H,CA,21,,,,,,,,
SB23,C00078451,87803173,,,CCM,Case For Congress,,,,,,PO Box 2941,,Honolulu,HI,96802,P2024,,2023-09-25,1000.00,0.00,,011,C00680918,Case For Congress,H2HI02128,Case,Edward,,Rep.,,H,HI,01,,,,,,,,
SB23,C00078451,87803174,,,CCM,Tenney For Congress,,,,,,28 Robinson Road,PO Box 128,Clinton,NY,13323,P2024,,2023-09-25,1000.00,0.00,,011,C00561183,Tenney For Congress,H4NY22051,Tenney,Claudia,,,,H,NY,22,,,,,,,,
SB23,C00078451,87803176,,,CCM,Scott Franklin For Congress,,,,,,P.O. Box 2811,,Lakeland,FL,33806,P2024,,2023-09-25,1000.00,0.00,,011,C00742247,Scott Franklin For Congress,H0FL15104,Franklin,Scott,,,,H,FL,15,,,,,,,,
SB23,C00078451,87804098,,,CCM,Richard E Neal For Congress Committee,,,,,,76 Magnolia Terrace,,Springfield,MA,01108,P2024,,2023-09-25,1000.00,0.00,,011,C00226522,Richard E Neal For Congress Committee,H8MA02041,Neal,Richard,E.,Rep.,,H,MA,01,,,,,,,,
SB23,C00078451,87804102,,,CCM,Katherine Clark For Congress,,,,,,PO Box 159,,Belmont,MA,02478,P2024,,2023-09-25,2500.00,0.00,,011,C00541888,Katherine Clark For Congress,H4MA05084,Clark,Katherine,M,Rep.,,H,MA,05,,,,,,,,
SB23,C00078451,87804107,,,PAC,Alabama First PAC,,,,,,P.O. Box 3723,,Montgomery,AL,36109,,,2023-09-25,1000.00,0.00,,011,C00821058,,,,,,,,,,,,,,,,,,
SB23,C00078451,87816125,,,CCM,Friends Of Neal Dunn,,,,,,PO Box 16088,,Panama City,FL,32406,P2024,,2023-09-27,1000.00,0.00,,011,C00582304,Friends Of Neal Dunn,H6FL02208,Dunn,Neal,,,MD FACS,H,FL,02,,,,,,,,
SB23,C00078451,87816153,,,CCM,Lawler For Congress,,,,,,PO Box 87,,South Salem,NY,10590,P2024,,2023-09-27,2000.00,0.00,,011,C00815415,Lawler For Congress,H2NY17162,Lawler,Mike,,Rep.,,H,NY,17,,,,,,,,
SB23,C00078451,87816180,,,PAC,Conservative & Republican Together Equals Results PAC,,,,,,116 Northfield,,Round Rock,TX,78681,,,2023-09-27,5000.00,0.00,,011,C00427401,,,,,,,,,,,,,,,,,,
SB23,C00078451,87816211,,,CCM,Magaziner for Congress,,,,,,"240 Pawtuxet Avenue, Suite 1440",,Cranston,RI,02905,G2024,,2023-09-27,2000.00,0.00,,011,C00802504,Magaziner for Congress,,Magaziner,Seth,,,,H,RI,02,,,,,,,,
SB23,C00078451,87816390,,,CCM,McCollum For Congress,,,,,,P.O. Box 14131,,St. Paul,MN,55114,P2024,,2023-09-27,500.00,0.00,,011,C00354688,McCollum For Congress,H0MN04049,McCollum,Betty,,Rep.,,H,MN,04,,,,,,,,
SB23,C00078451,87816393,,,CCM,McCollum For Congress,,,,,,P.O. Box 14131,,St. Paul,MN,55114,G2024,,2023-09-27,2000.00,0.00,,011,C00354688,McCollum For Congress,H0MN04049,McCollum,Betty,,Rep.,,H,MN,04,,,,,,,,
SB23,C00078451,87816394,,,PAC,MPAC,,,,,,1602 Belle View Boulevard #510,,Alexandria,VA,22307,,,2023-09-27,1000.00,0.00,,011,C00365270,,,,,,,,,,,,,,,,,,
SB23,C00078451,87816924,,,CCM,David Scott For Congress,,,,,,P.O. Box 960821,,Riverdale,GA,30296,P2024,,2023-09-27,1000.00,0.00,,011,C00369801,David Scott For Congress,H2GA13012,Scott,David,Albert,Rep.,,H,GA,13,,,,,,,,
SB23,C00078451,87817433,,,CCM,Amodei For Nevada,,,,,,503 N Division St,,Carson City,NV,89703,P2024,,2023-09-27,1000.00,0.00,,011,C00496760,Amodei For Nevada,H2NV02395,Amodei,Mark,E.,Rep.,,H,NV,02,,,,,,,,
SB23,C00078451,87817679,,,CCM,Garbarino For Congress,,,,,,PO Box 101,,Bayport,NY,11705,P2024,,2023-09-27,1000.00,0.00,,011,C00729954,Garbarino For Congress,H0NY02234,Garbarino,Andrew,,,,H,NY,02,,,,,,,,
SB23,C00078451,87849927,,,CCM,Don Davis for NC,,,,,,PO Box 511,,Snow Hill,NC,28580,P2024,,2023-09-28,1000.00,0.00,,011,C00795211,Don Davis for NC,,Davis,Don,,,,H,NC,01,,,,,,,,
SB23,C00078451,87849928,,,PAC,Leadership and Accountability are National Keys PAC (LANK PAC),,,,,,P.O. Box 1639,,Bethany,OK,73008,,,2023-09-28,1000.00,0.00,,011,C00492058,,,,,,,,,,,,,,,,,,
SB23,C00078451,87849929,,,CCM,Cartwright For Congress,,,,,,PO Box 414,,Scranton,PA,18501,P2024,,2023-09-28,1000.00,0.00,,011,C00509968,Cartwright For Congress,H2PA17079,Cartwright,Matt,A.,Rep.,,H,PA,08,,,,,,,,
SB23,C00078451,87850138,,,CCM,Jake Ellzey For Congress,,,,,,"1005 Congress Avenue, Suite 400",,Austin,TX,78701,P2024,,2023-09-28,1000.00,0.00,,011,C00770438,Jake Ellzey For Congress,,Ellzey,Jake,,,,H,TX,06,,,,,,,,
SB23,C00078451,87850139,,,CCM,Gabe Vasquez For Congress,,,,,,Drawer L,,Mesilla,NM,88046,P2024,,2023-09-28,1000.00,0.00,,011,C00789404,Gabe Vasquez For Congress,H2NM02191,Vasquez,Gabe,,Rep.,,H,NM,02,,,,,,,,
SB23,C00078451,87850140,,,PAC,Arizona Democratic Party,,,,,,PO BOX 36123,,PHOENIX,AZ,85067,,,2023-09-28,1000.00,0.00,,011,C00166710,,,,,,,,,,,,,,,,,,
SB23,C00078451,87850141,,,CCM,Emmer For Congress,,,,,,PO Box 998,,Anoka,MN,55303,P2024,,2023-09-28,4000.00,0.00,,011,C00545749,Emmer For Congress,H4MN06087,Emmer,Tom,Earl,Rep.,Jr.,H,MN,06,,,,,,,,
SB23,C00078451,87850142,,,CCM,Emmer For Congress,,,,,,PO Box 998,,Anoka,MN,55303,G2024,,2023-09-28,3500.00,0.00,,011,C00545749,Emmer For Congress,H4MN06087,Emmer,Tom,Earl,Rep.,Jr.,H,MN,06,,,,,,,,
