form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00763797,SB21B.38840,,,ORG,OLYMPIC MEDIA,,,,,,1881 N NASH STREET 2301,,ARLINGTON,VA,22209,,,2023-04-06,318.40,,FUNDRAISING FEES,,,,,,,,,,,,,,,,,,,,
SB21B,C00763797,SB21B.38841,,,ORG,OLYMPIC MEDIA,,,,,,1881 N NASH STREET 2301,,ARLINGTON,VA,22209,,,2023-04-07,199.30,,FUNDRAISING FEES,,,,,,,,,,,,,,,,,,,,
SB21B,C00763797,SB21B.38842,,,ORG,OLYMPIC MEDIA,,,,,,1881 N NASH STREET 2301,,ARLINGTON,VA,22209,,,2023-04-10,33.60,,FUNDRAISING FEES,,,,,,,,,,,,,,,,,,,,
SB21B,C00763797,SB21B.38843,,,ORG,OLYMPIC MEDIA,,,,,,1881 N NASH STREET 2301,,ARLINGTON,VA,22209,,,2023-04-11,12.00,,FUNDRAISING FEES,,,,,,,,,,,,,,,,,,,,
SB21B,C00763797,SB21B.38844,,,ORG,OLYMPIC MEDIA,,,,,,1881 N NASH STREET 2301,,ARLINGTON,VA,22209,,,2023-04-12,52.00,,FUNDRAISING FEES,,,,,,,,,,,,,,,,,,,,
SB21B,C00763797,SB21B.38845,,,ORG,OLYMPIC MEDIA,,,,,,1881 N NASH STREET 2301,,ARLINGTON,VA,22209,,,2023-04-13,654.20,,FUNDRAISING FEES,,,,,,,,,,,,,,,,,,,,
SB21B,C00763797,SB21B.38846,,,ORG,OLYMPIC MEDIA,,,,,,1881 N NASH STREET 2301,,ARLINGTON,VA,22209,,,2023-04-14,31.50,,FUNDRAISING FEES,,,,,,,,,,,,,,,,,,,,
SB21B,C00763797,SB21B.38847,,,ORG,OLYMPIC MEDIA,,,,,,1881 N NASH STREET 2301,,ARLINGTON,VA,22209,,,2023-04-17,83.20,,FUNDRAISING FEES,,,,,,,,,,,,,,,,,,,,
SB21B,C00763797,SB21B.38848,,,ORG,OLYMPIC MEDIA,,,,,,1881 N NASH STREET 2301,,ARLINGTON,VA,22209,,,2023-04-18,111.70,,FUNDRAISING FEES,,,,,,,,,,,,,,,,,,,,
SB21B,C00763797,SB21B.38849,,,ORG,OLYMPIC MEDIA,,,,,,1881 N NASH STREET 2301,,ARLINGTON,VA,22209,,,2023-04-19,115.20,,FUNDRAISING FEES,,,,,,,,,,,,,,,,,,,,
SB21B,C00763797,SB21B.38850,,,ORG,OLYMPIC MEDIA,,,,,,1881 N NASH STREET 2301,,ARLINGTON,VA,22209,,,2023-04-20,186.00,,FUNDRAISING FEES,,,,,,,,,,,,,,,,,,,,
SB21B,C00763797,SB21B.38851,,,ORG,OLYMPIC MEDIA,,,,,,1881 N NASH STREET 2301,,ARLINGTON,VA,22209,,,2023-04-21,73.70,,FUNDRAISING FEES,,,,,,,,,,,,,,,,,,,,
SB21B,C00763797,SB21B.38852,,,ORG,OLYMPIC MEDIA,,,,,,1881 N NASH STREET 2301,,ARLINGTON,VA,22209,,,2023-04-24,31.20,,FUNDRAISING FEES,,,,,,,,,,,,,,,,,,,,
SB21B,C00763797,SB21B.38853,,,ORG,OLYMPIC MEDIA,,,,,,1881 N NASH STREET 2301,,ARLINGTON,VA,22209,,,2023-04-25,20.10,,FUNDRAISING FEES,,,,,,,,,,,,,,,,,,,,
SB21B,C00763797,SB21B.38854,,,ORG,OLYMPIC MEDIA,,,,,,1881 N NASH STREET 2301,,ARLINGTON,VA,22209,,,2023-04-26,125.60,,FUNDRAISING FEES,,,,,,,,,,,,,,,,,,,,
SB21B,C00763797,SB21B.38855,,,ORG,OLYMPIC MEDIA,,,,,,1881 N NASH STREET 2301,,ARLINGTON,VA,22209,,,2023-04-27,196.90,,FUNDRAISING FEES,,,,,,,,,,,,,,,,,,,,
SB21B,C00763797,SB21B.38856,,,ORG,OLYMPIC MEDIA,,,,,,1881 N NASH STREET 2301,,ARLINGTON,VA,22209,,,2023-04-28,53.60,,FUNDRAISING FEES,,,,,,,,,,,,,,,,,,,,
SB21B,C00763797,SB21B.38857,,,ORG,OLYMPIC MEDIA,,,,,,1881 N NASH STREET 2301,,ARLINGTON,VA,22209,,,2023-05-01,83.20,,FUNDRAISING FEES,,,,,,,,,,,,,,,,,,,,
SB21B,C00763797,SB21B.38858,,,ORG,OLYMPIC MEDIA,,,,,,1881 N NASH STREET 2301,,ARLINGTON,VA,22209,,,2023-05-02,59.20,,FUNDRAISING FEES,,,,,,,,,,,,,,,,,,,,
SB21B,C00763797,SB21B.38859,,,ORG,OLYMPIC MEDIA,,,,,,1881 N NASH STREET 2301,,ARLINGTON,VA,22209,,,2023-05-03,55.37,,FUNDRAISING FEES,,,,,,,,,,,,,,,,,,,,
SB21B,C00763797,SB21B.38860,,,ORG,OLYMPIC MEDIA,,,,,,1881 N NASH STREET 2301,,ARLINGTON,VA,22209,,,2023-05-04,366.80,,FUNDRAISING FEES,,,,,,,,,,,,,,,,,,,,
SB21B,C00763797,SB21B.38861,,,ORG,OLYMPIC MEDIA,,,,,,1881 N NASH STREET 2301,,ARLINGTON,VA,22209,,,2023-05-05,351.20,,FUNDRAISING FEES,,,,,,,,,,,,,,,,,,,,
SB21B,C00763797,SB21B.38862,,,ORG,OLYMPIC MEDIA,,,,,,1881 N NASH STREET 2301,,ARLINGTON,VA,22209,,,2023-05-08,101.76,,FUNDRAISING FEES,,,,,,,,,,,,,,,,,,,,
SB21B,C00763797,SB21B.38863,,,ORG,OLYMPIC MEDIA,,,,,,1881 N NASH STREET 2301,,ARLINGTON,VA,22209,,,2023-05-09,208.90,,FUNDRAISING FEES,,,,,,,,,,,,,,,,,,,,
SB21B,C00763797,SB21B.38864,,,ORG,OLYMPIC MEDIA,,,,,,1881 N NASH STREET 2301,,ARLINGTON,VA,22209,,,2023-05-10,20.00,,FUNDRAISING FEES,,,,,,,,,,,,,,,,,,,,
SB21B,C00763797,SB21B.38865,,,ORG,OLYMPIC MEDIA,,,,,,1881 N NASH STREET 2301,,ARLINGTON,VA,22209,,,2023-05-11,550.90,,FUNDRAISING FEES,,,,,,,,,,,,,,,,,,,,
SB21B,C00763797,SB21B.38866,,,ORG,OLYMPIC MEDIA,,,,,,1881 N NASH STREET 2301,,ARLINGTON,VA,22209,,,2023-05-12,150.50,,FUNDRAISING FEES,,,,,,,,,,,,,,,,,,,,
SB21B,C00763797,SB21B.38867,,,ORG,OLYMPIC MEDIA,,,,,,1881 N NASH STREET 2301,,ARLINGTON,VA,22209,,,2023-05-15,182.40,,FUNDRAISING FEES,,,,,,,,,,,,,,,,,,,,
SB21B,C00763797,SB21B.38868,,,ORG,OLYMPIC MEDIA,,,,,,1881 N NASH STREET 2301,,ARLINGTON,VA,22209,,,2023-05-16,54.70,,FUNDRAISING FEES,,,,,,,,,,,,,,,,,,,,
SB21B,C00763797,SB21B.38869,,,ORG,OLYMPIC MEDIA,,,,,,1881 N NASH STREET 2301,,ARLINGTON,VA,22209,,,2023-05-17,43.20,,FUNDRAISING FEES,,,,,,,,,,,,,,,,,,,,
SB21B,C00763797,SB21B.38870,,,ORG,OLYMPIC MEDIA,,,,,,1881 N NASH STREET 2301,,ARLINGTON,VA,22209,,,2023-05-18,364.40,,FUNDRAISING FEES,,,,,,,,,,,,,,,,,,,,
SB21B,C00763797,SB21B.38871,,,ORG,OLYMPIC MEDIA,,,,,,1881 N NASH STREET 2301,,ARLINGTON,VA,22209,,,2023-05-19,83.50,,FUNDRAISING FEES,,,,,,,,,,,,,,,,,,,,
SB21B,C00763797,SB21B.38872,,,ORG,OLYMPIC MEDIA,,,,,,1881 N NASH STREET 2301,,ARLINGTON,VA,22209,,,2023-05-22,61.60,,FUNDRAISING FEES,,,,,,,,,,,,,,,,,,,,
SB21B,C00763797,SB21B.38873,,,ORG,OLYMPIC MEDIA,,,,,,1881 N NASH STREET 2301,,ARLINGTON,VA,22209,,,2023-05-23,69.70,,FUNDRAISING FEES,,,,,,,,,,,,,,,,,,,,
SB21B,C00763797,SB21B.38874,,,ORG,OLYMPIC MEDIA,,,,,,1881 N NASH STREET 2301,,ARLINGTON,VA,22209,,,2023-05-24,93.60,,FUNDRAISING FEES,,,,,,,,,,,,,,,,,,,,
SB21B,C00763797,SB21B.38875,,,ORG,OLYMPIC MEDIA,,,,,,1881 N NASH STREET 2301,,ARLINGTON,VA,22209,,,2023-05-25,202.50,,FUNDRAISING FEES,,,,,,,,,,,,,,,,,,,,
SB21B,C00763797,SB21B.38876,,,ORG,OLYMPIC MEDIA,,,,,,1881 N NASH STREET 2301,,ARLINGTON,VA,22209,,,2023-05-26,56.00,,FUNDRAISING FEES,,,,,,,,,,,,,,,,,,,,
SB21B,C00763797,SB21B.38877,,,ORG,OLYMPIC MEDIA,,,,,,1881 N NASH STREET 2301,,ARLINGTON,VA,22209,,,2023-05-30,47.30,,FUNDRAISING FEES,,,,,,,,,,,,,,,,,,,,
SB21B,C00763797,SB21B.38878,,,ORG,OLYMPIC MEDIA,,,,,,1881 N NASH STREET 2301,,ARLINGTON,VA,22209,,,2023-05-31,82.40,,FUNDRAISING FEES,,,,,,,,,,,,,,,,,,,,
SB21B,C00763797,SB21B.38879,,,ORG,OLYMPIC MEDIA,,,,,,1881 N NASH STREET 2301,,ARLINGTON,VA,22209,,,2023-06-01,32.00,,FUNDRAISING FEES,,,,,,,,,,,,,,,,,,,,
SB21B,C00763797,SB21B.38880,,,ORG,OLYMPIC MEDIA,,,,,,1881 N NASH STREET 2301,,ARLINGTON,VA,22209,,,2023-06-02,371.77,,FUNDRAISING FEES,,,,,,,,,,,,,,,,,,,,
SB21B,C00763797,SB21B.38881,,,ORG,OLYMPIC MEDIA,,,,,,1881 N NASH STREET 2301,,ARLINGTON,VA,22209,,,2023-06-05,112.00,,FUNDRAISING FEES,,,,,,,,,,,,,,,,,,,,
SB21B,C00763797,SB21B.38882,,,ORG,OLYMPIC MEDIA,,,,,,1881 N NASH STREET 2301,,ARLINGTON,VA,22209,,,2023-06-06,76.00,,FUNDRAISING FEES,,,,,,,,,,,,,,,,,,,,
SB21B,C00763797,SB21B.38883,,,ORG,OLYMPIC MEDIA,,,,,,1881 N NASH STREET 2301,,ARLINGTON,VA,22209,,,2023-06-07,64.00,,FUNDRAISING FEES,,,,,,,,,,,,,,,,,,,,
SB21B,C00763797,SB21B.38884,,,ORG,OLYMPIC MEDIA,,,,,,1881 N NASH STREET 2301,,ARLINGTON,VA,22209,,,2023-06-08,180.10,,FUNDRAISING FEES,,,,,,,,,,,,,,,,,,,,
SB21B,C00763797,SB21B.38885,,,ORG,OLYMPIC MEDIA,,,,,,1881 N NASH STREET 2301,,ARLINGTON,VA,22209,,,2023-06-09,8.00,,FUNDRAISING FEES,,,,,,,,,,,,,,,,,,,,
SB21B,C00763797,SB21B.38886,,,ORG,OLYMPIC MEDIA,,,,,,1881 N NASH STREET 2301,,ARLINGTON,VA,22209,,,2023-06-12,52.00,,FUNDRAISING FEES,,,,,,,,,,,,,,,,,,,,
SB21B,C00763797,SB21B.38887,,,ORG,OLYMPIC MEDIA,,,,,,1881 N NASH STREET 2301,,ARLINGTON,VA,22209,,,2023-06-13,469.30,,FUNDRAISING FEES,,,,,,,,,,,,,,,,,,,,
SB21B,C00763797,SB21B.38888,,,ORG,OLYMPIC MEDIA,,,,,,1881 N NASH STREET 2301,,ARLINGTON,VA,22209,,,2023-06-14,47.30,,FUNDRAISING FEES,,,,,,,,,,,,,,,,,,,,
SB21B,C00763797,SB21B.38889,,,ORG,OLYMPIC MEDIA,,,,,,1881 N NASH STREET 2301,,ARLINGTON,VA,22209,,,2023-06-15,211.50,,FUNDRAISING FEES,,,,,,,,,,,,,,,,,,,,
SB21B,C00763797,SB21B.38890,,,ORG,OLYMPIC MEDIA,,,,,,1881 N NASH STREET 2301,,ARLINGTON,VA,22209,,,2023-06-16,79.70,,FUNDRAISING FEES,,,,,,,,,,,,,,,,,,,,
SB21B,C00763797,SB21B.38891,,,ORG,OLYMPIC MEDIA,,,,,,1881 N NASH STREET 2301,,ARLINGTON,VA,22209,,,2023-06-20,95.20,,FUNDRAISING FEES,,,,,,,,,,,,,,,,,,,,
SB21B,C00763797,SB21B.38892,,,ORG,OLYMPIC MEDIA,,,,,,1881 N NASH STREET 2301,,ARLINGTON,VA,22209,,,2023-06-21,111.90,,FUNDRAISING FEES,,,,,,,,,,,,,,,,,,,,
SB21B,C00763797,SB21B.38893,,,ORG,OLYMPIC MEDIA,,,,,,1881 N NASH STREET 2301,,ARLINGTON,VA,22209,,,2023-06-22,95.50,,FUNDRAISING FEES,,,,,,,,,,,,,,,,,,,,
SB21B,C00763797,SB21B.38894,,,ORG,OLYMPIC MEDIA,,,,,,1881 N NASH STREET 2301,,ARLINGTON,VA,22209,,,2023-06-23,140.90,,FUNDRAISING FEES,,,,,,,,,,,,,,,,,,,,
SB21B,C00763797,SB21B.38895,,,ORG,OLYMPIC MEDIA,,,,,,1881 N NASH STREET 2301,,ARLINGTON,VA,22209,,,2023-06-26,55.20,,FUNDRAISING FEES,,,,,,,,,,,,,,,,,,,,
SB21B,C00763797,SB21B.38896,,,ORG,OLYMPIC MEDIA,,,,,,1881 N NASH STREET 2301,,ARLINGTON,VA,22209,,,2023-06-28,81.60,,FUNDRAISING FEES,,,,,,,,,,,,,,,,,,,,
SB21B,C00763797,SB21B.38897,,,ORG,OLYMPIC MEDIA,,,,,,1881 N NASH STREET 2301,,ARLINGTON,VA,22209,,,2023-06-29,94.50,,FUNDRAISING FEES,,,,,,,,,,,,,,,,,,,,
SB21B,C00763797,SB21B.38898,,,ORG,OLYMPIC MEDIA,,,,,,1881 N NASH STREET 2301,,ARLINGTON,VA,22209,,,2023-06-30,86.40,,FUNDRAISING FEES,,,,,,,,,,,,,,,,,,,,
SB21B,C00763797,SB21B.41100,,,ORG,PROVIDENT DORAL AT THE BLUE MIAMI,,,,,,5300 NW 87TH AVE,,MIAMI,FL,33178,,,2023-02-13,225.00,,TRAVEL: LODGING,,,,,,,,,,,,,,,,,,,,
SB21B,C00763797,SB21B.41110,,,ORG,REACH RIGHT DIGITAL MARKETING LLC,,,,,,6501 RED HOOK PL,"SUITE 201, PMB 927",ST. THOMAS,VI,00802,,,2023-02-23,17.50,,FUNDRAISING FEES,,,,,,,,,,,,,,,,,,,,
SB21B,C00763797,SB21B.41111,,,ORG,REACH RIGHT DIGITAL MARKETING LLC,,,,,,6501 RED HOOK PL,"SUITE 201, PMB 927",ST. THOMAS,VI,00802,,,2023-03-03,17.50,,FUNDRAISING FEES,,,,,,,,,,,,,,,,,,,,
SB21B,C00763797,SB21B.41112,,,ORG,REACH RIGHT DIGITAL MARKETING LLC,,,,,,6501 RED HOOK PL,"SUITE 201, PMB 927",ST. THOMAS,VI,00802,,,2023-03-06,7.70,,FUNDRAISING FEES,,,,,,,,,,,,,,,,,,,,
SB21B,C00763797,SB21B.41113,,,ORG,REACH RIGHT DIGITAL MARKETING LLC,,,,,,6501 RED HOOK PL,"SUITE 201, PMB 927",ST. THOMAS,VI,00802,,,2023-03-13,3.50,,FUNDRAISING FEES,,,,,,,,,,,,,,,,,,,,
SB21B,C00763797,SB21B.41114,,,ORG,REACH RIGHT DIGITAL MARKETING LLC,,,,,,6501 RED HOOK PL,"SUITE 201, PMB 927",ST. THOMAS,VI,00802,,,2023-03-14,6.30,,FUNDRAISING FEES,,,,,,,,,,,,,,,,,,,,
SB21B,C00763797,SB21B.41115,,,ORG,REACH RIGHT DIGITAL MARKETING LLC,,,,,,6501 RED HOOK PL,"SUITE 201, PMB 927",ST. THOMAS,VI,00802,,,2023-03-16,3.50,,FUNDRAISING FEES,,,,,,,,,,,,,,,,,,,,
SB21B,C00763797,SB21B.41116,,,ORG,REACH RIGHT DIGITAL MARKETING LLC,,,,,,6501 RED HOOK PL,"SUITE 201, PMB 927",ST. THOMAS,VI,00802,,,2023-03-21,31.50,,FUNDRAISING FEES,,,,,,,,,,,,,,,,,,,,
SB21B,C00763797,SB21B.38899,,,ORG,REACH RIGHT DIGITAL MARKETING LLC,,,,,,6501 RED HOOK PL,"SUITE 201, PMB 927",ST. THOMAS,VI,00802,,,2023-04-04,25.20,,FUNDRAISING FEES,,,,,,,,,,,,,,,,,,,,
SB21B,C00763797,SB21B.38900,,,ORG,REACH RIGHT DIGITAL MARKETING LLC,,,,,,6501 RED HOOK PL,"SUITE 201, PMB 927",ST. THOMAS,VI,00802,,,2023-04-13,9.80,,FUNDRAISING FEES,,,,,,,,,,,,,,,,,,,,
SB21B,C00763797,SB21B.38901,,,ORG,REACH RIGHT DIGITAL MARKETING LLC,,,,,,6501 RED HOOK PL,"SUITE 201, PMB 927",ST. THOMAS,VI,00802,,,2023-04-18,3.50,,FUNDRAISING FEES,,,,,,,,,,,,,,,,,,,,
SB21B,C00763797,SB21B.38902,,,ORG,REACH RIGHT DIGITAL MARKETING LLC,,,,,,6501 RED HOOK PL,"SUITE 201, PMB 927",ST. THOMAS,VI,00802,,,2023-04-20,31.50,,FUNDRAISING FEES,,,,,,,,,,,,,,,,,,,,
SB21B,C00763797,SB21B.38903,,,ORG,REACH RIGHT DIGITAL MARKETING LLC,,,,,,6501 RED HOOK PL,"SUITE 201, PMB 927",ST. THOMAS,VI,00802,,,2023-05-04,25.20,,FUNDRAISING FEES,,,,,,,,,,,,,,,,,,,,
SB21B,C00763797,SB21B.38904,,,ORG,REACH RIGHT DIGITAL MARKETING LLC,,,,,,6501 RED HOOK PL,"SUITE 201, PMB 927",ST. THOMAS,VI,00802,,,2023-05-11,3.50,,FUNDRAISING FEES,,,,,,,,,,,,,,,,,,,,
SB21B,C00763797,SB21B.38905,,,ORG,REACH RIGHT DIGITAL MARKETING LLC,,,,,,6501 RED HOOK PL,"SUITE 201, PMB 927",ST. THOMAS,VI,00802,,,2023-05-12,6.30,,FUNDRAISING FEES,,,,,,,,,,,,,,,,,,,,
SB21B,C00763797,SB21B.38906,,,ORG,REACH RIGHT DIGITAL MARKETING LLC,,,,,,6501 RED HOOK PL,"SUITE 201, PMB 927",ST. THOMAS,VI,00802,,,2023-05-18,3.50,,FUNDRAISING FEES,,,,,,,,,,,,,,,,,,,,
SB21B,C00763797,SB21B.38907,,,ORG,REACH RIGHT DIGITAL MARKETING LLC,,,,,,6501 RED HOOK PL,"SUITE 201, PMB 927",ST. THOMAS,VI,00802,,,2023-05-19,24.50,,FUNDRAISING FEES,,,,,,,,,,,,,,,,,,,,
SB21B,C00763797,SB21B.38908,,,ORG,REACH RIGHT DIGITAL MARKETING LLC,,,,,,6501 RED HOOK PL,"SUITE 201, PMB 927",ST. THOMAS,VI,00802,,,2023-06-02,25.20,,FUNDRAISING FEES,,,,,,,,,,,,,,,,,,,,
SB21B,C00763797,SB21B.38909,,,ORG,REACH RIGHT DIGITAL MARKETING LLC,,,,,,6501 RED HOOK PL,"SUITE 201, PMB 927",ST. THOMAS,VI,00802,,,2023-06-13,3.50,,FUNDRAISING FEES,,,,,,,,,,,,,,,,,,,,
SB21B,C00763797,SB21B.38910,,,ORG,REACH RIGHT DIGITAL MARKETING LLC,,,,,,6501 RED HOOK PL,"SUITE 201, PMB 927",ST. THOMAS,VI,00802,,,2023-06-14,6.30,,FUNDRAISING FEES,,,,,,,,,,,,,,,,,,,,
SB21B,C00763797,SB21B.38911,,,ORG,REACH RIGHT DIGITAL MARKETING LLC,,,,,,6501 RED HOOK PL,"SUITE 201, PMB 927",ST. THOMAS,VI,00802,,,2023-06-16,3.50,,FUNDRAISING FEES,,,,,,,,,,,,,,,,,,,,
SB21B,C00763797,SB21B.38912,,,ORG,REACH RIGHT DIGITAL MARKETING LLC,,,,,,6501 RED HOOK PL,"SUITE 201, PMB 927",ST. THOMAS,VI,00802,,,2023-06-22,24.50,,FUNDRAISING FEES,,,,,,,,,,,,,,,,,,,,
SB21B,C00763797,SB21B.41121,,,ORG,RED CURVE SOLUTIONS,,,,,,138 CONANT STREET,STE 401,BEVERLY,MA,01915,,,2023-02-10,4000.00,,COMPLIANCE CONSULTING,,,,,,,,,,,,,,,,,,,,
SB21B,C00763797,SB21B.38920,,,ORG,SOUTHWEST AIRLINES,,,,,,2702 LOVE FIELD DR,,DALLAS,TX,75235,,,2023-04-18,711.96,,TRAVEL: AIR,,,,,,,,,,,,,,,,,,,,
SB21B,C00763797,SB21B.38921,,,ORG,STAPLES,,,,,,1354 REISTERSTOWN RD,,PIKESVILLE,MD,21208,,,2023-04-13,270.27,,OFFICE SUPPLIES,,,,,,,,,,,,,,,,,,,,
SB21B,C00763797,SB21B.41143,,,ORG,TMA DIRECT INC.,,,,,,"1900 RESTON METRO PLAZA, SUITE 600",,RESTON,VA,20190,,,2023-03-16,52.50,,FUNDRAISING FEES,,,,,,,,,,,,,,,,,,,,
SB21B,C00763797,SB21B.38922,,,ORG,TMA DIRECT INC.,,,,,,"1900 RESTON METRO PLAZA, SUITE 600",,RESTON,VA,20190,,,2023-04-14,52.50,,FUNDRAISING FEES,,,,,,,,,,,,,,,,,,,,
SB21B,C00763797,SB21B.38923,,,ORG,TMA DIRECT INC.,,,,,,"1900 RESTON METRO PLAZA, SUITE 600",,RESTON,VA,20190,,,2023-05-16,52.50,,FUNDRAISING FEES,,,,,,,,,,,,,,,,,,,,
SB21B,C00763797,SB21B.38924,,,ORG,TMA DIRECT INC.,,,,,,"1900 RESTON METRO PLAZA, SUITE 600",,RESTON,VA,20190,,,2023-06-15,52.50,,FUNDRAISING FEES,,,,,,,,,,,,,,,,,,,,
SB21B,C00763797,SB21B.41168,,,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD,,SUITE 530,VA,22219,,,2023-02-08,53.04,,MERCHANT FEES,,,,,,,,,,,,,,,,,,,,
SB21B,C00763797,SB21B.41169,,,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD,,SUITE 530,VA,22219,,,2023-02-09,14.29,,MERCHANT FEES,,,,,,,,,,,,,,,,,,,,
SB21B,C00763797,SB21B.41170,,,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD,,SUITE 530,VA,22219,,,2023-02-10,1.78,,MERCHANT FEES,,,,,,,,,,,,,,,,,,,,
SB21B,C00763797,SB21B.41171,,,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD,,SUITE 530,VA,22219,,,2023-02-13,26.34,,MERCHANT FEES,,,,,,,,,,,,,,,,,,,,
SB21B,C00763797,SB21B.41172,,,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD,,SUITE 530,VA,22219,,,2023-02-14,5.16,,MERCHANT FEES,,,,,,,,,,,,,,,,,,,,
SB21B,C00763797,SB21B.41173,,,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD,,SUITE 530,VA,22219,,,2023-02-15,9.66,,MERCHANT FEES,,,,,,,,,,,,,,,,,,,,
SB21B,C00763797,SB21B.41174,,,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD,,SUITE 530,VA,22219,,,2023-02-16,34.16,,MERCHANT FEES,,,,,,,,,,,,,,,,,,,,
SB21B,C00763797,SB21B.41175,,,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD,,SUITE 530,VA,22219,,,2023-02-17,5.67,,MERCHANT FEES,,,,,,,,,,,,,,,,,,,,
SB21B,C00763797,SB21B.41176,,,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD,,SUITE 530,VA,22219,,,2023-02-21,6.34,,MERCHANT FEES,,,,,,,,,,,,,,,,,,,,
SB21B,C00763797,SB21B.41177,,,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD,,SUITE 530,VA,22219,,,2023-02-22,8.60,,MERCHANT FEES,,,,,,,,,,,,,,,,,,,,
SB21B,C00763797,SB21B.41178,,,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD,,SUITE 530,VA,22219,,,2023-02-23,3.39,,MERCHANT FEES,,,,,,,,,,,,,,,,,,,,
SB21B,C00763797,SB21B.41179,,,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD,,SUITE 530,VA,22219,,,2023-02-24,30.01,,MERCHANT FEES,,,,,,,,,,,,,,,,,,,,
SB21B,C00763797,SB21B.41180,,,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD,,SUITE 530,VA,22219,,,2023-02-27,3.14,,MERCHANT FEES,,,,,,,,,,,,,,,,,,,,
SB21B,C00763797,SB21B.41181,,,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD,,SUITE 530,VA,22219,,,2023-02-28,7.44,,MERCHANT FEES,,,,,,,,,,,,,,,,,,,,
SB21B,C00763797,SB21B.41182,,,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD,,SUITE 530,VA,22219,,,2023-03-01,2.87,,MERCHANT FEES,,,,,,,,,,,,,,,,,,,,
SB21B,C00763797,SB21B.41183,,,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD,,SUITE 530,VA,22219,,,2023-03-02,12.16,,MERCHANT FEES,,,,,,,,,,,,,,,,,,,,
SB21B,C00763797,SB21B.41184,,,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD,,SUITE 530,VA,22219,,,2023-03-03,13.84,,MERCHANT FEES,,,,,,,,,,,,,,,,,,,,
SB21B,C00763797,SB21B.41185,,,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD,,SUITE 530,VA,22219,,,2023-03-06,9.55,,MERCHANT FEES,,,,,,,,,,,,,,,,,,,,
SB21B,C00763797,SB21B.41186,,,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD,,SUITE 530,VA,22219,,,2023-03-07,2.92,,MERCHANT FEES,,,,,,,,,,,,,,,,,,,,
SB21B,C00763797,SB21B.41187,,,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD,,SUITE 530,VA,22219,,,2023-03-08,0.20,,MERCHANT FEES,,,,,,,,,,,,,,,,,,,,
SB21B,C00763797,SB21B.41188,,,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD,,SUITE 530,VA,22219,,,2023-03-09,11.84,,MERCHANT FEES,,,,,,,,,,,,,,,,,,,,
SB21B,C00763797,SB21B.41189,,,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD,,SUITE 530,VA,22219,,,2023-03-10,1.78,,MERCHANT FEES,,,,,,,,,,,,,,,,,,,,
SB21B,C00763797,SB21B.41190,,,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD,,SUITE 530,VA,22219,,,2023-03-13,25.79,,MERCHANT FEES,,,,,,,,,,,,,,,,,,,,
