form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00885947,500134913,,,PAC,AllVote,,,,,,1110 N Virgil Ave,# 375,Los Angeles,CA,900292016,,,2024-11-04,199315.00,0.00,Federal Contribution,,C00890376,AllVote,,,,,,,,,,,,,,,,,
SB23,C00885947,500134905,,,PAC,Arizona Movement Labs,,,,,,1110 N Virgil Ave,# 375,Los Angeles,CA,900292016,,,2024-10-29,75000.00,0.00,Federal Contribution,,C00880856,Arizona Movement Labs,,,,,,,,,,,,,,,,,
SB23,C00885947,500134902,,,PAC,Building America,,,,,,1110 N Virgil Ave,# 375,Los Angeles,CA,900292016,,,2024-10-29,300000.00,0.00,Federal Contribution,,C00890392,Building America,,,,,,,,,,,,,,,,,
SB23,C00885947,500134894,,,PAC,Building America,,,,,,1110 N Virgil Ave,# 375,Los Angeles,CA,900292016,,,2024-11-04,389833.00,0.00,Federal Contribution,,C00890392,Building America,,,,,,,,,,,,,,,,,
SB23,C00885947,500134918,,,PAC,Coconut Brat PAC,,,,,,2261 Market St,Ste 86049,San Francisco,CA,941141612,,,2024-11-04,40000.00,0.00,Federal Contribution,,C00885954,Coconut Brat PAC,,,,,,,,,,,,,,,,,
SB23,C00885947,500134903,,,PAC,Florida Movement Labs,,,,,,1110 N Virgil Ave,# 375,Los Angeles,CA,900292016,,,2024-10-29,50000.00,0.00,Federal Contribution,,C00880963,Florida Movement Labs,,,,,,,,,,,,,,,,,
SB23,C00885947,500134904,,,PAC,Florida Political Innovations,,,,,,1110 N Virgil Ave,# 375,Los Angeles,CA,900292016,,,2024-10-29,65000.00,0.00,Federal Contribution,,C00881144,Florida Political Innovations,,,,,,,,,,,,,,,,,
SB23,C00885947,500134906,,,PAC,Georgia Progress Incubator,,,,,,1110 N Virgil Ave,# 375,Los Angeles,CA,900292016,,,2024-10-29,70000.00,0.00,Federal Contribution,,C00881169,Georgia Progress Incubator,,,,,,,,,,,,,,,,,
SB23,C00885947,500134916,,,PAC,MaxVote,,,,,,1110 N Virgil Ave,# 375,Los Angeles,CA,900292016,,,2024-11-04,205445.00,0.00,Federal Contribution,,C00890368,MaxVote,,,,,,,,,,,,,,,,,
SB23,C00885947,500134907,,,PAC,Michigan Movement Labs,,,,,,1110 N Virgil Ave,# 375,Los Angeles,CA,900292016,,,2024-10-29,75000.00,0.00,Federal Contribution,,C00880898,Michigan Movement Labs,,,,,,,,,,,,,,,,,
SB23,C00885947,500134908,,,PAC,Michigan Political Innovations,,,,,,1110 N Virgil Ave,# 375,Los Angeles,CA,900292016,,,2024-10-29,65000.00,0.00,Federal Contribution,,C00880997,Michigan Political Innovations,,,,,,,,,,,,,,,,,
SB23,C00885947,500134911,,,PAC,Publius Polls,,,,,,1110 N Virgil Ave,# 375,Los Angeles,CA,900292016,,,2024-10-31,91171.00,0.00,Federal Contribution,,C00890434,Publius Polls,,,,,,,,,,,,,,,,,
SB23,C00885947,500134912,,,PAC,VoteNow,,,,,,1110 N Virgil Ave,# 375,Los Angeles,CA,900292016,,,2024-10-31,143602.00,0.00,Federal Contribution,,C00890350,VoteNow,,,,,,,,,,,,,,,,,
SB23,C00885947,500134910,,,PAC,VoteWin,,,,,,1110 N Virgil Ave,# 375,Los Angeles,CA,900292016,,,2024-10-31,27912.00,0.00,Federal Contribution,,C00890384,VoteWin,,,,,,,,,,,,,,,,,
