form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00873877,SB29.4206,,,ORG,Pendulum Creative Group LLC,,,,,,80 Norfolk Street,,Needham,MA,02492,,,2024-10-23,20587.50,,advertisements for IE canvass,004,,,P00009423,HARRIS,KAMALA,,,,P,,00,,,,,,,,
SB29,C00873877,SB29.4222,,,ORG,Pendulum Creative Group LLC,,,,,,80 Norfolk Street,,Needham,MA,02492,,,2024-10-23,20587.50,,lit for IE canvass,004,,,S6PA00217,CASEY,ROBERT P. JR.,,,,S,PA,00,,,,,,,,
SB29,C00873877,SB29.4236,,,ORG,Pendulum Creative Group LLC,,,,,,80 Norfolk Street,,Needham,MA,02492,,,2024-10-23,3150.00,,lit for IE canvass,004,,,H4PA10104,STELSON,JANELLE,,,,H,PA,10,,,,,,,,
SB29,C00873877,SB29.4250,,,ORG,Pendulum Creative Group LLC,,,,,,80 Norfolk Street,,Needham,MA,02492,,,2024-10-23,675.00,,lit for IE canvass,004,,,H2PA18200,LEE,SUMMER,,,,H,PA,12,,,,,,,,
SB29,C00873877,SB29.4207,,,ORG,Pendulum Creative Group LLC,,,,,,80 Norfolk Street,,Needham,MA,02492,,,2024-11-08,5718.75,,advertisements for IE canvass,004,,,P00009423,HARRIS,KAMALA,,,,P,,00,,,,,,,,
SB29,C00873877,SB29.4223,,,ORG,Pendulum Creative Group LLC,,,,,,80 Norfolk Street,,Needham,MA,02492,,,2024-11-08,5718.75,,lit for IE canvass,004,,,S6PA00217,CASEY,ROBERT P. JR.,,,,S,PA,00,,,,,,,,
SB29,C00873877,SB29.4237,,,ORG,Pendulum Creative Group LLC,,,,,,80 Norfolk Street,,Needham,MA,02492,,,2024-11-08,875.00,,lit for IE canvass,004,,,H4PA10104,STELSON,JANELLE,,,,H,PA,10,,,,,,,,
SB29,C00873877,SB29.4251,,,ORG,Pendulum Creative Group LLC,,,,,,80 Norfolk Street,,Needham,MA,02492,,,2024-11-08,187.50,,lit for IE canvass,004,,,H2PA18200,LEE,SUMMER,,,,H,PA,12,,,,,,,,
SB29,C00873877,SB29.4208,,,ORG,The Movement Lab LLC,,,,,,2045 W Grand Ave Ste B ,#31638,Chicago,IL,60612,,,2024-10-23,9150.16,,texting for IE canvass,001,,,P00009423,HARRIS,KAMALA,,,,P,,00,,,,,,,,
SB29,C00873877,SB29.4224,,,ORG,The Movement Lab LLC,,,,,,2045 W Grand Ave Ste B ,#31638,Chicago,IL,60612,,,2024-10-23,9150.16,,texting for IE canvass,001,,,S6PA00217,CASEY,ROBERT P. JR.,,,,S,PA,00,,,,,,,,
SB29,C00873877,SB29.4238,,,ORG,The Movement Lab LLC,,,,,,2045 W Grand Ave Ste B ,#31638,Chicago,IL,60612,,,2024-10-23,1400.02,,IE texting,001,,,H4PA10104,STELSON,JANELLE,,,,H,PA,10,,,,,,,,
SB29,C00873877,SB29.4252,,,ORG,The Movement Lab LLC,,,,,,2045 W Grand Ave Ste B ,#31638,Chicago,IL,60612,,,2024-10-23,300.01,,IE texting services,001,,,H2PA18200,LEE,SUMMER,,,,H,PA,12,,,,,,,,
SB29,C00873877,SB29.4203,,,ORG,The Outreach Team,,,,,,407 College Ave,Sute 349,Ithaca,NY,14850,,,2024-10-23,27450.00,,IE door-to-door canvassing,004,,,P00009423,HARRIS,KAMALA,,,,P,,00,,,,,,,,
SB29,C00873877,SB29.4220,,,ORG,The Outreach Team,,,,,,407 College Ave,Sute 349,Ithaca,NY,14850,,,2024-10-23,27450.00,,IE door-to-door canvassing,001,,,S6PA00217,CASEY,ROBERT P. JR.,,,,S,PA,00,,,,,,,,
SB29,C00873877,SB29.4234,,,ORG,The Outreach Team,,,,,,407 College Ave,Sute 349,Ithaca,NY,14850,,,2024-10-23,4200.00,,IE door-to-door canvassing,001,,,H4PA10104,STELSON,JANELLE,,,,H,PA,10,,,,,,,,
SB29,C00873877,SB29.4248,,,ORG,The Outreach Team,,,,,,407 College Ave,Sute 349,Ithaca,NY,14850,,,2024-10-23,900.00,,IE door-to-door canvassing,001,,,H2PA18200,LEE,SUMMER,,,,H,PA,12,,,,,,,,
SB29,C00873877,SB29.4205,,,ORG,The Outreach Team,,,,,,407 College Ave,Sute 349,Ithaca,NY,14850,,,2024-11-04,2618.08,,IE door-to-door canvassing,001,,,P00009423,HARRIS,KAMALA,,,,P,,00,,,,,,,,
SB29,C00873877,SB29.4221,,,ORG,The Outreach Team,,,,,,407 College Ave,Sute 349,Ithaca,NY,14850,,,2024-11-04,2618.08,,IE door-to-door canvassing,001,,,S6PA00217,CASEY,ROBERT P. JR.,,,,S,PA,00,,,,,,,,
SB29,C00873877,SB29.4235,,,ORG,The Outreach Team,,,,,,407 College Ave,Sute 349,Ithaca,NY,14850,,,2024-11-04,400.58,,IE door-to-door canvassing,001,,,H4PA10104,STELSON,JANELLE,,,,H,PA,10,,,,,,,,
SB29,C00873877,SB29.4249,,,ORG,The Outreach Team,,,,,,407 College Ave,Sute 349,Ithaca,NY,14850,,,2024-11-04,85.84,,IE door-to-door canvassing,001,,,H2PA18200,LEE,SUMMER,,,,H,PA,12,,,,,,,,
SB29,C00873877,SB29.4210,,,ORG,WRNB-FM iHeart Radio,,,,,,555 City Ave,Ste 330,Bala Cynwyd,PA,19004,,,2024-10-25,4824.34,,radio advertisement,004,,,P00009423,HARRIS,KAMALA,,,,P,,00,,,,,,,,
SB29,C00873877,SB29.4213,,,ORG,WRNB-FM iHeart Radio,,,,,,555 City Ave,Ste 330,Bala Cynwyd,PA,19004,,,2024-10-25,7045.50,,radio advertisment,004,,,P00009423,HARRIS,KAMALA,,,,P,,00,,,,,,,,
SB29,C00873877,SB29.4225,,,ORG,WRNB-FM iHeart Radio,,,,,,555 City Ave,Ste 330,Bala Cynwyd,PA,19004,,,2024-10-25,4824.34,,radio ads,004,,,S6PA00217,CASEY,ROBERT P. JR.,,,,S,PA,00,,,,,,,,
SB29,C00873877,SB29.4227,,,ORG,WRNB-FM iHeart Radio,,,,,,555 City Ave,Ste 330,Bala Cynwyd,PA,19004,,,2024-10-25,7045.50,,radio ads,004,,,S6PA00217,CASEY,ROBERT P. JR.,,,,S,PA,00,,,,,,,,
SB29,C00873877,SB29.4239,,,ORG,WRNB-FM iHeart Radio,,,,,,555 City Ave,Ste 330,Bala Cynwyd,PA,19004,,,2024-10-25,1816.15,,radio ads,004,,,H4PA10104,STELSON,JANELLE,,,,H,PA,10,,,,,,,,
SB29,C00873877,SB29.4253,,,ORG,WRNB-FM iHeart Radio,,,,,,555 City Ave,Ste 330,Bala Cynwyd,PA,19004,,,2024-10-25,158.18,,radio ad,004,,,H2PA18200,LEE,SUMMER,,,,H,PA,12,,,,,,,,
SB29,C00873877,SB29.4255,,,ORG,WRNB-FM iHeart Radio,,,,,,555 City Ave,Ste 330,Bala Cynwyd,PA,19004,,,2024-10-25,231.00,,radio ad,004,,,H2PA18200,LEE,SUMMER,,,,H,PA,12,,,,,,,,
SB29,C00873877,SB29.4212,,,ORG,WRNB-FM iHeart Radio,,,,,,555 City Ave,Ste 330,Bala Cynwyd,PA,19004,,,2024-11-12,4392.00,,radio advertisement,004,,,P00009423,HARRIS,KAMALA,,,,P,,00,,,,,,,,
SB29,C00873877,SB29.4226,,,ORG,WRNB-FM iHeart Radio,,,,,,555 City Ave,Ste 330,Bala Cynwyd,PA,19004,,,2024-11-12,4392.00,,radio ads,004,,,S6PA00217,CASEY,ROBERT P. JR.,,,,S,PA,00,,,,,,,,
SB29,C00873877,SB29.4240,,,ORG,WRNB-FM iHeart Radio,,,,,,555 City Ave,Ste 330,Bala Cynwyd,PA,19004,,,2024-11-12,672.00,,radio ads,004,,,H4PA10104,STELSON,JANELLE,,,,H,PA,10,,,,,,,,
SB29,C00873877,SB29.4254,,,ORG,WRNB-FM iHeart Radio,,,,,,555 City Ave,Ste 330,Bala Cynwyd,PA,19004,,,2024-11-12,144.00,,radio ad,004,,,H2PA18200,LEE,SUMMER,,,,H,PA,12,,,,,,,,
