form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00122499,BBBCDB42E55F14A58A3A,,,CCM,ADRIAN SMITH FOR CONGRESS,,,,,,3321 AVENUE I,,Scottsbluff,NE,693614586,P2024,,2023-03-08,3000.00,,2024 primary election of Rep. Adrian Smith,,C00412890,ADRIAN SMITH FOR CONGRESS,H6NE03115,Smith,Adrian,,,,H,NE,03,,,,,,,,,
SB23,C00122499,B728B3666619D4364B79,,,CCM,ANNA ESHOO FOR CONGRESS,,,,,,"555 CAPITOL MALL, SUITE 1425",,Sacramento,CA,958144602,P2024,,2023-03-22,2500.00,,2024 primary election of Rep. Anna Eshoo,,C00258475,ANNA ESHOO FOR CONGRESS,H8CA12098,Eshoo,Anna,G.,,,H,CA,16,,,,,,,,,
SB23,C00122499,B29BAAE4E750A48D9B2D,,,CCM,ARMSTRONG FOR CONGRESS,,,,,,1515 BURNT BOAT DRIVE,BOX 112,Bismarck,ND,585031333,P2024,,2023-03-22,1000.00,,2024 primary election of Rep. Kelly Armstrong,,C00670547,ARMSTRONG FOR CONGRESS,H8ND00096,Armstrong,Kelly,,,,H,ND,01,,,,,,,,,
SB23,C00122499,B77F8A6BD268344F0B12,,,CCM,BERGMAN FOR CONGRESS,,,,,,"3585 BUNKER HILL RD, #434",,Acme,MI,496105004,P2024,,2023-02-07,1500.00,,2024 primary re-election of Rep. Jack Berdman,,C00614214,BERGMAN FOR CONGRESS,H6MI01226,Bergman,Jack,,,,H,MI,01,,,,,,,,,
SB23,C00122499,B76D09F1C5B83488895A,,,CCM,BILL CASSIDY FOR US SENATE,,,,,,PO BOX 80505,,Baton Rouge,LA,708980505,P2026,,2023-05-29,1000.00,,"2026 Primary of Sen, Bill Cassidy",,C00543983,BILL CASSIDY FOR US SENATE,S4LA00107,Cassidy,Bill,,,,S,LA,,,,,,,,,,
SB23,C00122499,B7618F42631A4462B8E6,,,PAC,BLUE WAVE PROJECT,,,,,,PO BOX 14172,,PORTLAND,OR,97293,G2023,,2023-03-08,2500.00,,"The leadership PAC of Sen. Merkley, Blue Wave Project",,C00460972,BLUE WAVE PROJECT,,,,,,,,,,,,,,,,,,
SB23,C00122499,B1256CDC9D48E46D5B6D,,,CCM,BLUMENAUER FOR CONGRESS,,,,,,901 SE OAK STREET,,Portland,OR,972141338,P2024,,2023-02-07,2500.00,,2024 primary re-election of Rep. Earl Blumenauer,,C00307314,BLUMENAUER FOR CONGRESS,H6OR03064,Blumenauer,Earl,,,,H,OR,03,,,,,,,,,
SB23,C00122499,B2336E11A42C14DF0942,,,CCM,BOB CASEY FOR SENATE INC,,,,,,PO BOX 58746,,Philadelphia,PA,191028746,P2024,,2023-05-29,1000.00,,2024 Primary of Sen. Bob Casey,,C00431056,BOB CASEY FOR SENATE INC,S6PA00217,Casey,Bob,,,,S,PA,,,,,,,,,,
SB23,C00122499,B6608DDA7E385442582A,,,CCM,BONAMICI FOR CONGRESS,,,,,,2236 SE 10TH AVE,,Portland,OR,972144660,P2024,,2023-06-27,1000.00,,2024 Primary Election of Rep. Suzanne Bonamici,,C00500421,BONAMICI FOR CONGRESS,H2OR01133,Bonamici,Suzanne,,,,H,OR,01,,,,,,,,,
SB23,C00122499,B946DE2201E81400AA9D,,,CCM,CAREY FOR CONGRESS,,,,,,PO BOX 16032,,COLUMBUS,OH,43216,P2024,,2023-02-07,1000.00,,2024 primary re-election of Rep. Mike Carey,,C00779603,CAREY FOR CONGRESS,H2OH15228,Carey,Mike,,,,H,OH,15,,,,,,,,,
SB23,C00122499,B21CDA1516E9C4623BAD,,,CCM,CATHY MCMORRIS RODGERS FOR CONGRESS,,,,,,Box 137,,Spokane,WA,992100137,P2024,,2023-02-07,2500.00,,2024 primary re-election of Rep. Cathy McMorris Rodgers,,C00390476,CATHY MCMORRIS RODGERS FOR CONGRESS,H4WA05077,McMorris Rodgers,Cathy,,,,H,WA,05,,,,,,,,,
SB23,C00122499,BED08573713C849A5962,,,CCM,COURTNEY FOR CONGRESS,,,,,,PO BOX 1372,,Vernon,CT,060667372,P2024,,2023-06-14,2500.00,,2024 Primary of Rep. Joe Courtney,,C00410233,COURTNEY FOR CONGRESS,H2CT02112,Courtney,Joe,,,,H,CT,02,,,,,,,,,
SB23,C00122499,BA544E5FDE2424F97B36,,,CCM,CRAMER FOR SENATE,,,,,,PO BOX 396,,Bismarck,ND,585020396,P2024,,2023-03-22,1000.00,,2024 primary election of Sen. Kevin Cramer,,C00504704,CRAMER FOR SENATE,S8ND00120,Cramer,Kevin,,,,S,ND,,,,,,,,,,
SB23,C00122499,B18328D71D1B447F19A3,,,PAC,Democratic Congressional Campaign Committee,,,,,,"430 South Capitol Street, SE",2nd floor,Washington,DC,200034024,G2023,,2023-01-11,5000.00,,Democratic Congressional Campaign Committee 2023,,C00000935,Democratic Congressional Campaign Committee,,,,,,,,,,,,,,,,,,
SB23,C00122499,B75380F19A4B6419B8D8,,,CCM,DOGGETT FOR US CONGRESS,,,,,,PO BOX 5843,,Austin,TX,787635843,P2024,,2023-02-22,1500.00,,2024 primary election of Rep. Lloyd Doggett,,C00286500,DOGGETT FOR US CONGRESS,H4TX10028,Doggett,Lloyd,,,II,H,TX,37,,,,,,,,,
SB23,C00122499,BA8717DA5E9A04AE7A37,,,CCM,DR KIM SCHRIER FOR CONGRESS,,,,,,PO BOX 2728,,ISSAQUAH,WA,98027,P2024,,2023-03-08,1500.00,,2024 primary election of Rep. Kim Schrier,,C00652628,DR KIM SCHRIER FOR CONGRESS,H8WA08189,Schrier,Kim,,,,H,WA,08,,,,,,,,,
SB23,C00122499,BD3F02D372E3E4A95ACB,,,CCM,DREW FERGUSON FOR CONGRESS INC.,,,,,,PO BOX 71067,,NEWNAN,GA,30271,P2024,,2023-03-29,1000.00,,2024 primary election of Rep.Drew Ferguson,,C00607838,DREW FERGUSON FOR CONGRESS INC.,H6GA03113,Ferguson,Drew,,,IV,H,GA,03,,,,,,,,,
SB23,C00122499,B49DD87EAE34D487ABA1,,,PAC,DSCC,,,,,,120 MARYLAND AVE NE,.,Washington,DC,200025610,G2023,,2023-01-11,5000.00,,PAC contrib DSCC 2023,,C00042366,DSCC,,,,,,,,,,,,,,,,,,
SB23,C00122499,B71545D5EEA7D4A37A58,,,CCM,FRIENDS OF DAVE JOYCE,,,,,,320 KENARDEN DRIVE,,Cleveland,OH,441433710,P2024,,2023-02-07,2500.00,,2024 primary re-election of Rep. Dave Joyce,,C00527457,FRIENDS OF DAVE JOYCE,H2OH14064,Joyce,Dave,,,,H,OH,14,,,,,,,,,
SB23,C00122499,B4F80349FC8824E379B9,,,CCM,FRIENDS OF JOHN BARRASSO,,,,,,PO BOX 52008,,Casper,WY,826052008,G2024,,2023-03-29,5000.00,,2024 General election of Sen. John Barrasso,,C00436386,FRIENDS OF JOHN BARRASSO,S6WY00068,Barrasso,John,A.,,,S,WY,,,,,,,,,,
SB23,C00122499,BCB3AC0AF4837431F858,,,CCM,FRIENDS OF JOHN BARRASSO,,,,,,PO BOX 52008,,Casper,WY,826052008,P2024,,2023-02-22,500.00,,2024 primary election of Sen. John Barrasso,,C00436386,FRIENDS OF JOHN BARRASSO,S6WY00068,Barrasso,John,A.,,,S,WY,,,,,,,,,,
SB23,C00122499,B770EF44325084FD69DA,,,PAC,GRANITE VALUES PAC,,,,,,105 N STATE STREET,,Concord,NH,033014334,G2023,,2023-02-22,1000.00,,PAC contributions to the LPAC of Sen. Maggie Hassan,,C00629311,GRANITE VALUES PAC,,,,,,,,,,,,,,,,,,
SB23,C00122499,BF431B2D7CF2A45AAA6F,,,CCM,GREG STEUBE FOR CONGRESS,,,,,,5317 FRUITVILLE RD,# 102,SARASOTA,FL,34232,P2024,,2023-03-22,1000.00,,2024 primary election of Rep. Greg Steube,,C00671891,GREG STEUBE FOR CONGRESS,H8FL17053,Steube,Greg,,,,H,FL,17,,,,,,,,,
