form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00051979,11872869,,,COM,Friends of Susan Manchester,,,,,,2168 Sutter Parkway,,Dublin,OH,43016,,,2024-06-07,500.00,0.00,"Susan Manchester, STATE SENATE 12th OH",011,,,,Manchester,Susan,Annette,OH Rep.,,,,,,,,,,,,"Susan Manchester, STATE SENATE 12th OH"
SB29,C00051979,11873931,,,COM,Friends of Matt Bradford,,,,,,PO Box 349,,Norristown,PA,19404,,,2024-06-11,2500.00,0.00,"Matthew Bradford, STATE HOUSE 70th PA",011,,,,Bradford,Matthew,D.,PA Rep.,,,,,,,,,,,,"Matthew Bradford, STATE HOUSE 70th PA"
SB29,C00051979,11874043,,,COM,Citizens for Brian Feldman,,,,,,12517 Palatine Court,,Potomac,MD,20854,,,2024-06-13,500.00,0.00,"Brian Feldman, STATE SENATE 15th MD",011,,,,Feldman,Brian,J.,MD Sen.,,,,,,,,,,,,"Brian Feldman, STATE SENATE 15th MD"
SB29,C00051979,11874119,,,COM,Friends of Bob Charland,,,,,,150 S 19th Street,,Pittsburgh,PA,15203,,,2024-06-13,250.00,0.00,"Bob Charland, City Council 3rd PA",011,,,,Charland,Bob,,Mr.,,,,,,,,,,,,"Bob Charland, City Council 3rd PA"
SB29,C00051979,11874389,,,COM,Friends of Thomas Hall,,,,,,6364 Trenton Franklin Rd,,Middletown,OH,45042,,,2024-06-14,1000.00,0.00,"Thomas Hall, STATE HOUSE 46th OH",011,,,,Hall,Thomas,,OH Rep.,,,,,,,,,,,,"Thomas Hall, STATE HOUSE 46th OH"
SB29,C00051979,11874390,,,COM,Josh Williams for Ohio,,,,,,5060 West Sylvania Ave,,Toledo,OH,43623,,,2024-06-14,500.00,0.00,"Joshua Williams, STATE HOUSE 44th OH",011,,,,Williams,Joshua,,OH Rep.,,,,,,,,,,,,"Joshua Williams, STATE HOUSE 44th OH"
SB29,C00051979,11874392,,,COM,Matt Huffman for Ohio,,,,,,4679 Winterset Drive,,Columbus,OH,43220,,,2024-06-14,999.69,0.00,"Matthew Huffman, STATE HOUSE 78th OH",011,,,,Huffman,Matthew,,OH Sen.,,,,,,,,,,,,"Matthew Huffman, STATE HOUSE 78th OH"
SB29,C00051979,11874393,,,COM,Citizens for McColley,,,,,,15 Lemans Drive,,Napoleon,OH,43545,,,2024-06-14,500.00,0.00,"Robert McColley, STATE SENATE 1st OH",011,,,,McColley,Robert,A.,OH Sen.,,,,,,,,,,,,"Robert McColley, STATE SENATE 1st OH"
SB29,C00051979,11874394,,,COM,Friends of DeGeeter,,,,,,616 Seeley Drive,,Medina,OH,44256,,,2024-06-14,1500.00,0.00,"Timothy DeGeeter, Mayor  OH",011,,,,DeGeeter,Timothy,J.,Mr.,,,,,,,,,,,,"Timothy DeGeeter, Mayor  OH"
SB29,C00051979,11877445,,,COM,Neilson for the Northeast,,,,,,PO Box 6054,,Philadelphia,PA,191146054,,,2024-06-20,500.00,0.00,"Edward Neilson, STATE HOUSE 174th PA",011,,,,Neilson,Edward,J.,PA Rep.,,,,,,,,,,,,"Edward Neilson, STATE HOUSE 174th PA"
SB29,C00051979,11877499,,,COM,Peterson for Good Government,,,,,,5564 Grassy Branch Road,,Sabina,OH,45169,,,2024-06-20,500.00,0.00,"Bob Peterson, STATE HOUSE 91st OH",011,,,,Peterson,Bob,,OH Rep.,,,,,,,,,,,,"Bob Peterson, STATE HOUSE 91st OH"
