form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB22,C00744946,500309100,,,PTY,New Hampshire Democratic Party,,,,,,105 N State St,,Concord,NH,033014334,,,2024-10-25,150000.00,0.00,Transfer,008,C00178038,,,,,,,,,,,,,,,,,,
SB22,C00744946,500309110,,,PTY,North Dakota Democratic-Nonpartisan League Party,,,,,,PO Box 9946,,Fargo,ND,581069946,,,2024-10-17,440000.00,0.00,Transfer,008,C00013748,,,,,,,,,,,,,,,,,,
SB22,C00744946,500309120,,,PTY,South Dakota Democratic Party - Federal,,,,,,PO Box 1485,,Sioux Falls,SD,571011485,,,2024-10-17,230000.00,0.00,Transfer,008,C00160937,,,,,,,,,,,,,,,,,,
SB22,C00744946,500309130,,,PTY,Democratic Party Of Virginia,,,,,,919 E Main St,Ste 2050,Richmond,VA,232190025,,,2024-11-14,195000.00,0.00,Transfer,008,C00155952,,,,,,,,,,,,,,,,,,
SB22,C00744946,500309040,,,PTY,Arizona Democratic Party,,,,,,PO Box 36123,,Phoenix,AZ,850676123,,,2024-10-18,400000.00,0.00,Transfer,008,C00166710,,,,,,,,,,,,,,,,,,
SB22,C00744946,500309050,,,PTY,DC Democratic State Committee,,,,,,PO Box 50622,,Washington,DC,200910622,,,2024-10-17,245000.00,0.00,Transfer,008,C00295964,,,,,,,,,,,,,,,,,,
SB22,C00744946,500309060,,,CCM,Harris For President,,,,,,PO Box 58174,,Philadelphia,PA,191028174,,,2024-10-28,30000000.00,0.00,Transfer,008,C00703975,,,Harris,Kamala,,,,P,,,,,,,,,,
SB22,C00744946,500309070,,,PTY,Indiana Democratic Congressional Victory Committee,,,,,,101 W Washington St,Ste 1110E,Indianapolis,IN,462043411,,,2024-11-04,80000.00,0.00,Transfer,008,C00108613,,,,,,,,,,,,,,,,,,
SB22,C00744946,500309080,,,PTY,Maine Democratic Party,,,,,,PO Box 5258,,Augusta,ME,043325258,,,2024-11-04,110000.00,0.00,Transfer,008,C00179408,,,,,,,,,,,,,,,,,,
SB22,C00744946,500309090,,,PTY,Mississippi Democratic Party,,,,,,PO Box 1583,,Jackson,MS,392151583,,,2024-11-04,80000.00,0.00,Transfer,008,C00149641,,,,,,,,,,,,,,,,,,
SB22,C00744946,500309101,,,PTY,New Hampshire Democratic Party,,,,,,105 N State St,,Concord,NH,033014334,,,2024-11-04,40000.00,0.00,Transfer,008,C00178038,,,,,,,,,,,,,,,,,,
SB22,C00744946,500309111,,,PTY,North Dakota Democratic-Nonpartisan League Party,,,,,,PO Box 9946,,Fargo,ND,581069946,,,2024-11-04,80000.00,0.00,Transfer,008,C00013748,,,,,,,,,,,,,,,,,,
SB22,C00744946,500309211,,,PTY,DNC Services Corp./Dem. Nat'l Committee,,,,,,430 S Capitol St SE,,Washington,DC,200034024,,,2024-11-15,3000000.00,0.00,Transfer,008,C00010603,,,,,,,,,,,,,,,,,,
SB22,C00744946,500309221,,,PTY,DNC Services Corp./Dem. Nat'l Committee,,,,,,430 S Capitol St SE,,Washington,DC,200034024,,,2024-11-21,2200000.00,0.00,Transfer,008,C00010603,,,,,,,,,,,,,,,,,,
SB22,C00744946,500309121,,,PTY,South Dakota Democratic Party - Federal,,,,,,PO Box 1485,,Sioux Falls,SD,571011485,,,2024-11-04,75000.00,0.00,Transfer,008,C00160937,,,,,,,,,,,,,,,,,,
SB22,C00744946,500309131,,,PTY,Washington State Democratic Central Committee,,,,,,PO Box 4027,,Seattle,WA,981940027,,,2024-10-17,430000.00,0.00,Transfer,008,C00114439,,,,,,,,,,,,,,,,,,
SB22,C00744946,500309041,,,PTY,Arizona Democratic Party,,,,,,PO Box 36123,,Phoenix,AZ,850676123,,,2024-11-13,90000.00,0.00,Transfer,008,C00166710,,,,,,,,,,,,,,,,,,
SB22,C00744946,500309051,,,PTY,DC Democratic State Committee,,,,,,PO Box 50622,,Washington,DC,200910622,,,2024-11-04,80000.00,0.00,Transfer,008,C00295964,,,,,,,,,,,,,,,,,,
SB22,C00744946,500309061,,,CCM,Harris For President,,,,,,PO Box 58174,,Philadelphia,PA,191028174,,,2024-11-04,10000000.00,0.00,Transfer,008,C00703975,,,Harris,Kamala,,,,P,,,,,,,,,,
SB22,C00744946,500309161,,,PTY,DNC Services Corp./Dem. Nat'l Committee,,,,,,430 S Capitol St SE,,Washington,DC,200034024,,,2024-10-28,5000000.00,0.00,Transfer,008,C00010603,,,,,,,,,,,,,,,,,,
SB22,C00744946,500309071,,,PTY,Iowa Democratic Party,,,,,,5661 Fleur Dr,,Des Moines,IA,503212841,,,2024-11-07,1250000.00,0.00,Transfer,008,C00035600,,,,,,,,,,,,,,,,,,
SB22,C00744946,500309081,,,PTY,Maine Democratic Party,,,,,,PO Box 5258,,Augusta,ME,043325258,,,2024-11-13,1085000.00,0.00,Transfer,008,C00179408,,,,,,,,,,,,,,,,,,
SB22,C00744946,500309091,,,PTY,Missouri Democratic State Committee (Federal),,,,,,4218 Roanoke Rd,Ste 304,Kansas City,MO,641114996,,,2024-11-04,305000.00,0.00,Transfer,008,C00135558,,,,,,,,,,,,,,,,,,
SB22,C00744946,500309102,,,PTY,New Hampshire Democratic Party,,,,,,105 N State St,,Concord,NH,033014334,,,2024-11-08,75000.00,0.00,Transfer,008,C00178038,,,,,,,,,,,,,,,,,,
SB22,C00744946,500309112,,,PTY,Oklahoma Democratic Party,,,,,,3815 N Santa Fe Ave,Ste 122,Oklahoma City,OK,731188524,,,2024-10-17,665000.00,0.00,Transfer,008,C00190934,,,,,,,,,,,,,,,,,,
SB22,C00744946,500309122,,,PTY,Tennessee Democratic Party,,,,,,4900 Centennial Blvd,Ste 300,Nashville,TN,372091105,,,2024-10-17,260000.00,0.00,Transfer,008,C00167346,,,,,,,,,,,,,,,,,,
SB22,C00744946,500309132,,,PTY,Washington State Democratic Central Committee,,,,,,PO Box 4027,,Seattle,WA,981940027,,,2024-11-04,80000.00,0.00,Transfer,008,C00114439,,,,,,,,,,,,,,,,,,
SB22,C00744946,500309042,,,PTY,Democratic Party Of Arkansas,,,,,,1300 W Capitol Ave,,Little Rock,AR,722012916,,,2024-10-17,255000.00,0.00,Transfer,008,C00024372,,,,,,,,,,,,,,,,,,
SB22,C00744946,500309052,,,PTY,Democratic State Committee (Delaware),,,,,,PO Box 2065,,Wilmington,DE,198992065,,,2024-10-17,225000.00,0.00,Transfer,008,C00211763,,,,,,,,,,,,,,,,,,
SB22,C00744946,500309062,,,CCM,Harris For President,,,,,,PO Box 58174,,Philadelphia,PA,191028174,,,2024-11-20,10000000.00,0.00,Transfer,008,C00703975,,,Harris,Kamala,,,,P,,,,,,,,,,
SB22,C00744946,500309072,,,PTY,Kansas Democratic Party,,,,,,PO Box 1914,,Topeka,KS,666011914,,,2024-10-17,275000.00,0.00,Transfer,008,C00019380,,,,,,,,,,,,,,,,,,
SB22,C00744946,500309082,,,PTY,Democratic State Central Committee Of Maryland,,,,,,275 West St,Ste 70,Annapolis,MD,214013464,,,2024-10-17,715000.00,0.00,Transfer,008,C00141812,,,,,,,,,,,,,,,,,,
SB22,C00744946,500309092,,,PTY,Montana Democratic Party,,,,,,PO Box 802,,Helena,MT,596240802,,,2024-10-17,425000.00,0.00,Transfer,008,C00010033,,,,,,,,,,,,,,,,,,
SB22,C00744946,500309103,,,PTY,New Jersey Democratic State Committee,,,,,,142 W State St,,Trenton,NJ,086081110,,,2024-10-17,250000.00,0.00,Transfer,008,C00104471,,,,,,,,,,,,,,,,,,
SB22,C00744946,500309113,,,PTY,Oklahoma Democratic Party,,,,,,3815 N Santa Fe Ave,Ste 122,Oklahoma City,OK,731188524,,,2024-11-04,80000.00,0.00,Transfer,008,C00190934,,,,,,,,,,,,,,,,,,
SB22,C00744946,500309123,,,PTY,Tennessee Democratic Party,,,,,,4900 Centennial Blvd,Ste 300,Nashville,TN,372091105,,,2024-11-04,80000.00,0.00,Transfer,008,C00167346,,,,,,,,,,,,,,,,,,
SB22,C00744946,500309133,,,PTY,W VA State Democratic Ex Com,,,,,,PO Box 11926,,Charleston,WV,253391926,,,2024-10-17,1070000.00,0.00,Transfer,008,C00162578,,,,,,,,,,,,,,,,,,
SB22,C00744946,500309043,,,PTY,Democratic Party Of Arkansas,,,,,,1300 W Capitol Ave,,Little Rock,AR,722012916,,,2024-11-04,80000.00,0.00,Transfer,008,C00024372,,,,,,,,,,,,,,,,,,
SB22,C00744946,500309053,,,PTY,Democratic State Committee (Delaware),,,,,,PO Box 2065,,Wilmington,DE,198992065,,,2024-11-04,80000.00,0.00,Transfer,008,C00211763,,,,,,,,,,,,,,,,,,
SB22,C00744946,500309063,,,PTY,Democratic Party Of Hawai'i,,,,,,627 South St,Ste 105,Honolulu,HI,968135050,,,2024-10-17,260000.00,0.00,Transfer,008,C00212787,,,,,,,,,,,,,,,,,,
SB22,C00744946,500309073,,,PTY,Kansas Democratic Party,,,,,,PO Box 1914,,Topeka,KS,666011914,,,2024-11-04,80000.00,0.00,Transfer,008,C00019380,,,,,,,,,,,,,,,,,,
SB22,C00744946,500309083,,,PTY,Democratic State Central Committee Of Maryland,,,,,,275 West St,Ste 70,Annapolis,MD,214013464,,,2024-11-04,85000.00,0.00,Transfer,008,C00141812,,,,,,,,,,,,,,,,,,
SB22,C00744946,500309093,,,PTY,Montana Democratic Party,,,,,,PO Box 802,,Helena,MT,596240802,,,2024-11-04,80000.00,0.00,Transfer,008,C00010033,,,,,,,,,,,,,,,,,,
SB22,C00744946,500309193,,,PTY,DNC Services Corp./Dem. Nat'l Committee,,,,,,430 S Capitol St SE,,Washington,DC,200034024,,,2024-11-05,8000000.00,0.00,Transfer,008,C00010603,,,,,,,,,,,,,,,,,,
SB22,C00744946,500309104,,,PTY,New Jersey Democratic State Committee,,,,,,142 W State St,,Trenton,NJ,086081110,,,2024-11-04,80000.00,0.00,Transfer,008,C00104471,,,,,,,,,,,,,,,,,,
SB22,C00744946,500309114,,,PTY,Democratic Party Of Oregon,,,,,,1120 SW Morrison Street,Suite 910,Portland,OR,97205,,,2024-10-17,725000.00,0.00,Transfer,008,C00188367,,,,,,,,,,,,,,,,,,
SB22,C00744946,500309124,,,PTY,Texas Democratic Party,,,,,,314 E Highland Mall Blvd,Ste 508,Austin,TX,787523732,,,2024-10-17,270000.00,0.00,Transfer,008,C00099267,,,,,,,,,,,,,,,,,,
SB22,C00744946,500309134,,,PTY,W VA State Democratic Ex Com,,,,,,PO Box 11926,,Charleston,WV,253391926,,,2024-11-04,80000.00,0.00,Transfer,008,C00162578,,,,,,,,,,,,,,,,,,
SB22,C00744946,500309044,,,PTY,California Democratic Party,,,,,,1830 9Th St,,Sacramento,CA,958117012,,,2024-10-17,485000.00,0.00,Transfer,008,C00105668,,,,,,,,,,,,,,,,,,
SB22,C00744946,500309054,,,PTY,Democratic Executive Committee Of Florida,,,,,,201 S Monroe St,Ste 301,Tallahassee,FL,323011848,,,2024-10-18,275000.00,0.00,Transfer,008,C00005561,,,,,,,,,,,,,,,,,,
SB22,C00744946,500309064,,,PTY,Democratic Party Of Hawai'i,,,,,,627 South St,Ste 105,Honolulu,HI,968135050,,,2024-11-04,80000.00,0.00,Transfer,008,C00212787,,,,,,,,,,,,,,,,,,
SB22,C00744946,500309074,,,PTY,Kentucky State Democratic Central Executive Committee,,,,,,PO Box 694,,Frankfort,KY,406020694,,,2024-10-17,240000.00,0.00,Transfer,008,C00011197,,,,,,,,,,,,,,,,,,
SB22,C00744946,500309084,,,PTY,Massachusetts Democratic State Committee - Fed Fund,,,,,,11 Beacon St,Ste 410,Boston,MA,021083055,,,2024-10-17,250000.00,0.00,Transfer,008,C00089243,,,,,,,,,,,,,,,,,,
SB22,C00744946,500309194,,,PTY,DNC Services Corp./Dem. Nat'l Committee,,,,,,430 S Capitol St SE,,Washington,DC,200034024,,,2024-11-05,6000000.00,0.00,Transfer,008,C00010603,,,,,,,,,,,,,,,,,,
SB22,C00744946,500309094,,,PTY,Nebraska Democratic Party,,,,,,3701 O St,Ste 200,Lincoln,NE,685101607,,,2024-10-18,50000.00,0.00,Transfer,008,C00003988,,,,,,,,,,,,,,,,,,
SB22,C00744946,500309105,,,PTY,Democratic Party Of New Mexico - Federal,,,,,,PO Box 27615,,Albuquerque,NM,871257615,,,2024-10-17,245000.00,0.00,Transfer,008,C00161810,,,,,,,,,,,,,,,,,,
SB22,C00744946,500309115,,,PTY,Pennsylvania Democratic Party,,,,,,229 State St,,Harrisburg,PA,171011110,,,2024-10-18,500000.00,0.00,Transfer,008,C00167130,,,,,,,,,,,,,,,,,,
SB22,C00744946,500309125,,,PTY,Texas Democratic Party,,,,,,314 E Highland Mall Blvd,Ste 508,Austin,TX,787523732,,,2024-11-04,80000.00,0.00,Transfer,008,C00099267,,,,,,,,,,,,,,,,,,
SB22,C00744946,500309135,,,PTY,Democratic Party Of Wisconsin Federal,,,,,,15 N Pinckney St,Ste 200,Madison,WI,537032833,,,2024-10-18,500000.00,0.00,Transfer,008,C00019331,,,,,,,,,,,,,,,,,,
SB22,C00744946,500309045,,,PTY,Federal: Colorado Democratic Party,,,,,,789 N Sherman St,Ste 110,Denver,CO,802033530,,,2024-10-18,130000.00,0.00,Transfer,008,C00161786,,,,,,,,,,,,,,,,,,
