form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00130773,89118004,,,CCM,Barragan For Congress,,,,,,1840 South Gaffey Street #421,,San Pedro,CA,90731,G2024,,2024-09-05,5000.00,0.00,,011,C00577353,Barragan For Congress,H6CA44103,Barragan,Nanette,Diaz,Rep.,,H,CA,44,,,,,,,,
SB23,C00130773,89118008,,,PAC,Common Sense Colorado,,,,,,P.O. Box 3078,,Denver,CO,80201,,,2024-09-05,5000.00,0.00,,011,C00491936,,,,,,,,,,,,,,,,,,
SB23,C00130773,89118010,,,CCM,Katherine Clark For Congress,,,,,,600 Pennsylvania Ave Se #15180,,Washington,MA,20003,G2024,,2024-09-05,5000.00,0.00,,011,C00541888,Katherine Clark For Congress,H4MA05084,Clark,Katherine,,Rep.,,H,MA,05,,,,,,,,
SB23,C00130773,89118011,,,CCM,Clarke For Congress,,,,,,PO Box 250200,,Brooklyn,NY,11225,G2024,,2024-09-05,5000.00,0.00,,011,C00415331,Clarke For Congress,H4NY11138,Clarke,Yvette,D.,Rep.,,H,NY,09,,,,,,,,
SB23,C00130773,89118012,,,CCM,Jasmine For Us,,,,,,PO Box 227235,,Dallas,TX,75222,G2024,,2024-09-05,2500.00,0.00,,011,C00795450,Jasmine For Us,H2TX30178,Crockett,Jasmine,,Rep.,,H,TX,30,,,,,,,,
SB23,C00130773,89118013,,,CCM,Elizabeth Pannill Fletcher For Congress,,,,,,3262 Westheimer Rd,#636,Houston,TX,77098,G2024,,2024-09-05,5000.00,0.00,,011,C00640045,Elizabeth Pannill Fletcher For Congress,H8TX07140,Fletcher,Lizzie,,Rep.,,H,TX,07,,,,,,,,
SB23,C00130773,89118020,,,CCM,Bill Foster For Congress,,,,,,PO Box 9104,,Aurora,IL,60598,G2024,,2024-09-05,5000.00,0.00,,011,C00435099,Bill Foster For Congress,H8IL14067,Foster,Bill,,Rep.,,H,IL,11,,,,,,,,
SB23,C00130773,89118021,,,PAC,Fostering Progress PAC,,,,,,PO Box 9104,,Aurora,IL,60598,,,2024-09-05,5000.00,0.00,,011,C00571943,,,,,,,,,,,,,,,,,,
SB23,C00130773,89118022,,,CCM,Josh Gottheimer For Congress,,,,,,PO Box 584,,Ridgewood,NJ,07451,G2024,,2024-09-05,5000.00,0.00,,011,C00573949,Josh Gottheimer For Congress,H6NJ05171,Gottheimer,Josh,,Rep.,,H,NJ,05,,,,,,,,
SB23,C00130773,89118097,,,PAC,Jersey Values PAC,,,,,,611 Pennsylvania Ave SE,Suite 143,Washington,DC,20003,,,2024-09-05,5000.00,0.00,,011,C00652164,,,,,,,,,,,,,,,,,,
SB23,C00130773,89118233,,,PAC,Granite Values PAC,,,,,,105 N State Street,,Concord,NH,03301,,,2024-09-05,5000.00,0.00,,011,C00629311,,,,,,,,,,,,,,,,,,
SB23,C00130773,89118832,,,CCM,Hoyer For Congress,,,,,,1032 15th Street Nw,Suite 247,Washington,MD,20005,G2024,,2024-09-05,2500.00,0.00,,011,C00140715,Hoyer For Congress,H2MD05155,Hoyer,Steny,,Rep.,,H,MD,05,,,,,,,,
SB23,C00130773,89118833,,,CCM,Kaine For Virginia,,,,,,1490-5a Quarterpath Rd,#272,Williamsburg,VA,23185,G2024,,2024-09-05,5000.00,0.00,,011,C00495358,Kaine For Virginia,S2VA00142,Kaine,Tim,,Sen.,,S,VA,,,,,,,,,
SB23,C00130773,89118834,,,PAC,Common Ground PAC,,,,,,1490-5A Quarterpath Road,#272,Williamsburg,VA,23185,,,2024-09-05,5000.00,0.00,,011,C00538835,,,,,,,,,,,,,,,,,,
SB23,C00130773,89118835,,,CCM,Robin Kelly For Congress,,,,,,PO Box 101199,,Chicago,IL,60610,G2024,,2024-09-05,5000.00,0.00,,011,C00539866,Robin Kelly For Congress,H2IL02172,Kelly,Robin,,Rep.,,H,IL,02,,,,,,,,
SB23,C00130773,89118836,,,CCM,Citizens To Elect Rick Larsen,,,,,,PO Box 326,,Everett,WA,98206,G2024,,2024-09-05,5000.00,0.00,,011,C00345546,Citizens To Elect Rick Larsen,H0WA02080,Larsen,Rick,,Rep.,,H,WA,02,,,,,,,,
SB23,C00130773,89118837,,,PAC,M-PAC,,,,,,401 2nd Avenue South,Suite 303,Seattle,WA,98104,,,2024-09-05,5000.00,0.00,,011,C00365270,,,,,,,,,,,,,,,,,,
SB23,C00130773,89118838,,,CCM,Joe Neguse For Congress,,,,,,PO Box 7142,,Boulder,CO,80306,G2024,,2024-09-05,5000.00,0.00,,011,C00648253,Joe Neguse For Congress,H8CO02160,Neguse,Joe,,Rep.,,H,CO,02,,,,,,,,
SB23,C00130773,89118869,,,CCM,Pallone For Congress,,,,,,PO Box 3176,,Long Branch,NJ,07740,G2024,,2024-09-05,5000.00,0.00,,011,C00226928,Pallone For Congress,H8NJ03073,Pallone,Frank,,Rep.,Jr.,H,NJ,06,,,,,,,,
SB23,C00130773,89118870,,,CCM,Jimmy Panetta For Congress,,,,,,PO Box 103,,Carmel Valley,CA,93924,G2024,,2024-09-05,5000.00,0.00,,011,C00592154,Jimmy Panetta For Congress,H6CA20152,Panetta,Jimmy,,Rep.,,H,CA,19,,,,,,,,
SB23,C00130773,89118871,,,CCM,Brittany Pettersen For Colorado,,,,,,PO Box 150887,,Lakewood,CO,80215,G2024,,2024-09-05,2500.00,0.00,,011,C00637215,Brittany Pettersen For Colorado,H8CO07045,Pettersen,Brittany,,Rep.,,H,CO,07,,,,,,,,
SB23,C00130773,89118872,,,PAC,PAC in the Saddle,,,,,,PO Box 150887,,Lakewood,CO,80215,,,2024-09-05,5000.00,0.00,,011,C00829408,,,,,,,,,,,,,,,,,,
SB23,C00130773,89118873,,,CCM,Dr. Raul Ruiz For Congress,,,,,,PO Box 1566,,Indio,CA,92202,G2024,,2024-09-05,2500.00,0.00,,011,C00502575,Dr. Raul Ruiz For Congress,H2CA36439,Ruiz,Raul,,Rep.,M.D.,H,CA,25,,,,,,,,
SB23,C00130773,89118874,,,CCM,Scanlon For Congress,,,,,,PO Box 263,,Swarthmore,PA,19081,G2024,,2024-09-05,2500.00,0.00,,011,C00669358,Scanlon For Congress,H8PA07200,Scanlon,Mary,Gay,Rep.,,H,PA,05,,,,,,,,
SB23,C00130773,89118875,,,CCM,Schneider For Congress,,,,,,PO Box 1318,,Deerfield,IL,60015,G2024,,2024-09-05,5000.00,0.00,,011,C00495952,Schneider For Congress,H2IL10068,Schneider,Brad,,Rep.,,H,IL,10,,,,,,,,
SB23,C00130773,89118876,,,PAC,Bridge the Gap PAC,,,,,,PO Box 65322,,Washington,DC,20035,,,2024-09-05,5000.00,0.00,,011,C00655423,,,,,,,,,,,,,,,,,,
SB23,C00130773,89118877,,,CCM,Terri Sewell For Congress,,,,,,PO Box 1964,,Birmingham,AL,35201,G2024,,2024-09-05,5000.00,0.00,,011,C00458976,Terri Sewell For Congress,H0AL07086,Sewell,Terri,,Rep.,,H,AL,07,,,,,,,,
SB23,C00130773,89118880,,,PAC,Together Everyone Realizes Real Impact aka TERRI PAC,,,,,,499 S. Capitol Street SW,Suite 420,Washington,DC,20003,,,2024-09-05,5000.00,0.00,,011,C00525030,,,,,,,,,,,,,,,,,,
SB23,C00130773,89118882,,,PAC,A New Direction PAC,,,,,,PO Box 33079,,Washington,DC,20033,,,2024-09-05,5000.00,0.00,,011,C00458570,,,,,,,,,,,,,,,,,,
SB23,C00130773,89118883,,,CCM,Darren Soto For Congress,,,,,,PO Box 421349,,Kissimmee,FL,34742,G2024,,2024-09-05,5000.00,0.00,,011,C00581074,Darren Soto For Congress,H6FL09179,Soto,Darren,,Rep.,,H,FL,09,,,,,,,,
SB23,C00130773,89118884,,,PAC,Treasure State PAC,,,,,,PO Box 1135,,Helena,MT,59624,,,2024-09-05,5000.00,0.00,,011,C00433680,,,,,,,,,,,,,,,,,,
SB23,C00130773,89118886,,,CCM,Friends Of Bennie Thompson,,,,,,PO Box 100,,Bolton,MS,390410100,G2024,,2024-09-05,2500.00,0.00,,011,C00279851,Friends Of Bennie Thompson,H4MS02068,Thompson,Bennie,G.,Rep.,,H,MS,02,,,,,,,,
SB23,C00130773,89118887,,,CCM,Lori Trahan For Congress Committee,,,,,,PO Box 1161,,Lowell,MA,01853,G2024,,2024-09-05,2500.00,0.00,,011,C00655647,Lori Trahan For Congress Committee,H8MA03106,Trahan,Lori,,Rep.,,H,MA,03,,,,,,,,
SB23,C00130773,89118889,,,PAC,Victory Now PAC,,,,,,10605 Concord St,Ste 202,Kensington,MD,20895,,,2024-09-05,5000.00,0.00,,011,C00416743,,,,,,,,,,,,,,,,,,
SB23,C00130773,89118892,,,CCM,Marc Veasey Congressional Campaign Committee,,,,,,PO Box 50084,,Fort Worth,TX,76105,G2024,,2024-09-05,5000.00,0.00,,011,C00506832,Marc Veasey Congressional Campaign Committee,H2TX33073,Veasey,Marc,,Rep.,,H,TX,33,,,,,,,,
SB23,C00130773,89118893,,,CCM,Whitehouse For Senate,,,,,,P.O. Box 40280,,Providence,RI,02940,G2024,,2024-09-05,5000.00,0.00,,011,C00410803,Whitehouse For Senate,S6RI00221,Whitehouse,Sheldon,,Sen.,,S,RI,,,,,,,,,
