form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00477299,2B64DA3EB153E0323FC,,,CCM,Alaskans For Dan Sullivan,,,,,,3705 Arctic Blvd,# 447,Anchorage,AK,99503,P2026,,2023-09-28,1000.00,,2026 Primary,011,C00570994,,S4AK00214,Sullivan,Daniel,Scott,,,S,AK,,,,,,,,,
SB23,C00477299,E237B0567080FFD998D,,,CCM,Bice For Congress,,,,,,PO Box 21315,,Oklahoma City,OK,73156,P2024,,2023-09-27,2500.00,,2024 Primary,011,C00703843,,H0OK05205,Bice,Stephanie,I.,,,H,OK,05,,,,,,,,
SB23,C00477299,4F155DB2A24AC694CB3,,,PAC,Big Sky Opportunity PAC,,,,,,228 S Washington St,Ste 115,Alexandria,VA,22314,O2023,Contribution,2023-09-27,2500.00,,2023 Contribution,011,C00542027,Big Sky Opportunity PAC,,,,,,,,,,,,,,,,,
SB23,C00477299,7E41554A71C6FDC7282,,,CCM,Boozman For Arkansas,,,,,,PO Box 671,,Rogers,AR,72757,P2028,,2023-09-28,1000.00,,2028 Primary,011,C00476317,,S0AR00150,Boozman,John,Nichols,,,S,AR,,,,,,,,,
SB23,C00477299,CA91E4072CE83161C8B,,,CCM,Brian Fitzpatrick For All Of Us,,,,,,PO Box 939,,Langhorne,PA,19047,P2024,,2023-09-27,5000.00,,2024 Primary,011,C00607416,,H6PA08277,Fitzpatrick,Brian,K.,,,H,PA,01,,,,,,,,
SB23,C00477299,BE9A4CE09E57F2A72DA,,,CCM,Cartwright For Congress,,,,,,PO Box 414,,Scranton,PA,18501,P2024,,2023-09-10,2500.00,,2024 Primary,011,C00509968,,H2PA17079,Cartwright,Matthew,A.,,,H,PA,08,,,,,,,,
SB23,C00477299,0BEFC266CB4308BFC20,,,CCM,Catherine Cortez Masto For Senate,,,,,,600 Pennsylvania Ave SE,Unit 15180,Washington,DC,20003,P2028,,2023-09-28,1000.00,,2028 Primary,011,C00575548,,S6NV00200,Cortez Masto,Catherine,,,,S,NV,,,,,,,,,
SB23,C00477299,FEF70C44A8BF926AC09,,,CCM,Collins For Senator,,,,,,PO Box 1096,,Bangor,ME,044021096,P2026,,2023-09-28,5000.00,,2026 Primary,011,C00314575,,S6ME00159,Collins,Susan,Margaret,,,S,ME,,,,,,,,,
SB23,C00477299,F48296709DCD1B5CB72,,,CCM,Comer For Congress,,,,,,PO Box 338,,Tompkinsville,KY,42167,P2024,,2023-09-27,2500.00,,2024 Primary,011,C00588764,,H6KY01110,Comer,James,R.,,Jr.,H,KY,01,,,,,,,,
SB23,C00477299,8DD41BB907D06DFACBD,,,CCM,Connolly For Congress,,,,,,PO Box 563,,Merrifield,VA,22116,P2024,,2023-09-27,2000.00,,2024 Primary,011,C00445452,,H8VA11062,Connolly,Gerald,E.,,,H,VA,11,,,,,,,,
