form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00699439,19469076,,,ORG,Colorado Way Forward,,,,,,PO Box 100912,,Denver,CO,80250,,,2024-07-10,2000.00,0.00,,011,,,,,,,,,,,,,,,,,,,
SB29,C00699439,19469077,,,ORG,Senate Majority Fund,,,,,,2318 Curtis Street,,Denver,CO,80205,,,2024-07-10,2000.00,0.00,Direct Contribution,011,,,,,,,,,,,,,,,,,,,Direct Contribution
SB29,C00699439,19469086,,,PTY,Washington Senate Democratic Campaign,,,,,,5628 Airport Way South,Ste 108,Seattle,WA,98108,,,2024-07-10,1200.00,0.00,Direct Contribution,011,,,,,,,,,,,,,,,,,,,Direct Contribution
SB29,C00699439,19469087,,,COM,Amy Walen for State House,,,,,,PO Box 853,,Redmond,WA,98073,,,2024-07-10,600.00,0.00,"Amy Walen, STATE HOUSE 48th WA",011,,,,Walen,Amy,,Rep.,,,,,,,,,,,,"Amy Walen, STATE HOUSE 48th WA"
SB29,C00699439,19469088,,,COM,People for Yasmin,,,,,,PO Box 7437,,Tacoma,WA,98417,,,2024-07-10,300.00,0.00,"Yasmin Trudeau, STATE SENATE 27th WA",011,,,,Trudeau,Yasmin,,Sen.,,,,,,,,,,,,"Yasmin Trudeau, STATE SENATE 27th WA"
SB29,C00699439,19469089,,,COM,Elect Jamila Taylor,,,,,,P.O. Box 3996,,Federal Way,WA,98063,,,2024-07-10,600.00,0.00,"Jamila Taylor, STATE HOUSE 30th WA",011,,,,Taylor,Jamila,,Rep.,,,,,,,,,,,,"Jamila Taylor, STATE HOUSE 30th WA"
SB29,C00699439,19469090,,,COM,Friends of Drew Stokesbary,,,,,,PO Box 92,,Auburn,WA,98071,,,2024-07-10,1200.00,0.00,"Drew Stokesbary, STATE HOUSE 31st WA",011,,,,Stokesbary,Drew,,Rep.,,,,,,,,,,,,"Drew Stokesbary, STATE HOUSE 31st WA"
SB29,C00699439,19469091,,,COM,Friends of Derek Stanford,,,,,,PO Box 2041,,Bothell,WA,98041,,,2024-07-10,300.00,0.00,"Derek Stanford, STATE SENATE 1st WA",011,,,,Stanford,Derek,,WA Sen.,Dr.,,,,,,,,,,,"Derek Stanford, STATE SENATE 1st WA"
SB29,C00699439,19469092,,,COM,People for Sharon,,,,,,PO Box 5162,,Bellingham,WA,98227,,,2024-07-10,600.00,0.00,"Sharon Shewmake, STATE SENATE 42nd WA",011,,,,Shewmake,Sharon,,Sen.,,,,,,,,,,,,"Sharon Shewmake, STATE SENATE 42nd WA"
SB29,C00699439,19469093,,,COM,Senate Republican Campaign Committee,,,,,,PO Box 11025,,Olympia,WA,98508,,,2024-07-10,1200.00,0.00,Direct Contribution,011,,,,,,,,,,,,,,,,,,,Direct Contribution
SB29,C00699439,19469094,,,COM,Friends for Cindy Ryu,,,,,,PO Box 33548,,Seattle,WA,98133,,,2024-07-10,300.00,0.00,"Cindy Ryu, STATE HOUSE 32nd WA",011,,,,Ryu,Cindy,,Rep.,,,,,,,,,,,,"Cindy Ryu, STATE HOUSE 32nd WA"
SB29,C00699439,19469095,,,COM,Friends of Julia Reed,,,,,,401 2nd Ave S #303,,Seattle,WA,98104,,,2024-07-10,300.00,0.00,"Julia Reed, STATE HOUSE 36th WA",011,,,,Reed,Julia,,WA Rep.,,,,,,,,,,,,"Julia Reed, STATE HOUSE 36th WA"
SB29,C00699439,19469096,,,COM,Friends of Strom Peterson,,,,,,PO Box 3057,,Edmonds,WA,98020,,,2024-07-10,1200.00,0.00,"Strom Peterson, STATE HOUSE 21st WA",011,,,,Peterson,Strom,H.,Rep.,,,,,,,,,,,,"Strom Peterson, STATE HOUSE 21st WA"
SB29,C00699439,19469097,,,COM,People for Pedersen,,,,,,"212 Broadway Ave E, #22282",,Seattle,WA,98102,,,2024-07-10,600.00,0.00,"Jamie Pedersen, STATE SENATE 43rd WA",011,,,,Pedersen,Jamie,,WA Sen.,,,,,,,,,,,,"Jamie Pedersen, STATE SENATE 43rd WA"
SB29,C00699439,19469099,,,COM,People for Joe Nguyen,,,,,,PO Box 23037,,Seattle,WA,98102,,,2024-07-10,600.00,0.00,"Joe Nguyen, STATE SENATE 34th WA",011,,,,Nguyen,Joe,,WA Sen.,,,,,,,,,,,,"Joe Nguyen, STATE SENATE 34th WA"
SB29,C00699439,19469100,,,COM,Friends of Melanie Morgan,,,,,,PO Box 62,,Spanaway,WA,98397,,,2024-07-10,300.00,0.00,"Melanie Morgan, STATE HOUSE 29th WA",011,,,,Morgan,Melanie,,WA Rep.,,,,,,,,,,,,"Melanie Morgan, STATE HOUSE 29th WA"
