form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00473249,SB23.6034,,,PAC,AMERICAN ISRAEL PUBLIC AFFAIRS COMMITTEE POLITICAL ACTION COMMITTEE,,,,,,251 H ST NW,,WASHINGTON,DC,20001,O2024,other - conduit,2024-06-07,1000.00,,conduit contribution to Cole for Congress,011,C00797670,AMERICAN ISRAEL PUBLIC AFFAIRS COMMITTEE POLITICAL ACTION COMMITTEE,,,,,,,,,,,,,,,,,
SB23,C00473249,SB23.6036,,,PAC,AMERICAN ISRAEL PUBLIC AFFAIRS COMMITTEE POLITICAL ACTION COMMITTEE,,,,,,251 H ST NW,,WASHINGTON,DC,20001,O2024,other - conduit,2024-06-07,1000.00,,conduit contribution to Brian Fitzpatrick for All of Us,011,C00797670,AMERICAN ISRAEL PUBLIC AFFAIRS COMMITTEE POLITICAL ACTION COMMITTEE,,,,,,,,,,,,,,,,,
SB23,C00473249,SB23.6038,,,PAC,AMERICAN ISRAEL PUBLIC AFFAIRS COMMITTEE POLITICAL ACTION COMMITTEE,,,,,,251 H ST NW,,WASHINGTON,DC,20001,O2024,other - conduit,2024-06-07,1000.00,,conduit contribution to Ken Calvert for Congress Committee,010,C00797670,AMERICAN ISRAEL PUBLIC AFFAIRS COMMITTEE POLITICAL ACTION COMMITTEE,,,,,,,,,,,,,,,,,
SB23,C00473249,SB23.6040,,,PAC,AMERICAN ISRAEL PUBLIC AFFAIRS COMMITTEE POLITICAL ACTION COMMITTEE,,,,,,251 H ST NW,,WASHINGTON,DC,20001,O2024,other - conduit,2024-06-07,1000.00,,conduit contribution to Mike Rogers for Congress,011,C00797670,AMERICAN ISRAEL PUBLIC AFFAIRS COMMITTEE POLITICAL ACTION COMMITTEE,,,,,,,,,,,,,,,,,
SB23,C00473249,SB23.6042,,,PAC,AMERICAN ISRAEL PUBLIC AFFAIRS COMMITTEE POLITICAL ACTION COMMITTEE,,,,,,251 H ST NW,,WASHINGTON,DC,20001,O2024,other- conduit,2024-06-07,1000.00,,conduit contribution to Kean for Congress INC,011,C00797670,AMERICAN ISRAEL PUBLIC AFFAIRS COMMITTEE POLITICAL ACTION COMMITTEE,,,,,,,,,,,,,,,,,
SB23,C00473249,SB23.6044,,,PAC,AMERICAN ISRAEL PUBLIC AFFAIRS COMMITTEE POLITICAL ACTION COMMITTEE,,,,,,251 H ST NW,,WASHINGTON,DC,20001,O2024,other - conduit,2024-06-07,1000.00,,conduit contribution to Don Bacon for Congress,011,C00797670,AMERICAN ISRAEL PUBLIC AFFAIRS COMMITTEE POLITICAL ACTION COMMITTEE,,,,,,,,,,,,,,,,,
SB23,C00473249,SB23.6037,,,CCM,BRIAN FITZPATRICK FOR ALL OF US,,,,,,PO BOX 939,,LANGHORNE,PA,19047,G2024,,2024-06-07,1000.00,,earmarked through American Israel Public Affairs Committee Political Action Committee,011,C00607416,BRIAN FITZPATRICK FOR ALL OF US,H6PA08277,FITZPATRICK,BRIAN,,,,H,PA,01,,,,,,,X,
SB23,C00473249,SB23.6035,,,CCM,COLE FOR CONGRESS,,,,,,P.O. BOX 722256,,NORMAN,OK,73070,P2024,,2024-06-07,1000.00,,earmarked through American Israel Public Affairs Committee Political Action Committee,011,C00379735,COLE FOR CONGRESS,H2OK04055,COLE,TOM,,,,H,OK,04,,,,,,,X,
SB23,C00473249,SB23.6045,,,CCM,DON BACON FOR CONGRESS,,,,,,P.O. BOX 391368,,OMAHA,NE,68139,G2024,,2024-06-07,1000.00,,earmarked through American Israel Public Affairs Committee Political Action Committee,011,C00575167,DON BACON FOR CONGRESS,H6NE02125,BACON,DONALD J,,,,H,NE,02,,,,,,,X,
SB23,C00473249,SB23.6043,,,CCM,KEAN FOR CONGRESS INC,,,,,,PO BOX 999,,EDISON,NJ,08818,G2024,,2024-06-07,1000.00,,earmarked through American Israel Public Affairs Committee Political Action Committee,011,C00703058,KEAN FOR CONGRESS INC,H0NJ07261,KEAN,THOMAS H. JR.,,,,H,NJ,07,,,,,,,X,
SB23,C00473249,SB23.6039,,,CCM,KEN CALVERT FOR CONGRESS COMMITTEE,,,,,,PO BOX 2438,,CORONA,CA,92878,G2024,,2024-06-07,1000.00,,earmarked through American Israel Public Affairs Committee Political Action Committee,011,C00257337,KEN CALVERT FOR CONGRESS COMMITTEE,H2CA37023,CALVERT,KEN,,,,H,CA,41,,,,,,,X,
SB23,C00473249,SB23.6041,,,CCM,MIKE ROGERS FOR CONGRESS,,,,,,123 EAST 13TH STREET,,ANNISTON,AL,36201,G2024,,2024-06-07,1000.00,,earmarked through American Israel Public Affairs Committee Political Action Committee,011,C00367862,MIKE ROGERS FOR CONGRESS,H2AL03032,ROGERS,MICHAEL,,,,H,AL,03,,,,,,,X,
