form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00386029,EB86715,,,PAC,Friends of Doug Stoner,,,,,,3300 Pinetree Drive,,Smyrna,GA,30080,,,2023-08-20,500.00,,,011,,Friends of Doug Stoner,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB86717,,,PAC,Friends of Greg Dolezal,,,,,,5430 Travis Ct.,,Cumming,GA,30040,,,2023-08-20,2000.00,,,011,,Friends of Greg Dolezal,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB86718,,,PAC,Friends of Sara Innamorato,,,,,,PO Box 40393,,Pittsburgh,PA,15201,,,2023-08-20,500.00,,,011,,Friends of Sara Innamorato,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB86719,,,PAC,Amos 4 Atlanta,,,,,,PO Box 92382,,Atlanta,GA,30314,,,2023-08-22,500.00,,,011,,Amos 4 Atlanta,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB86720,,,PAC,Jay Costa for State Senate,,,,,,314 Newport Road,,Pittsburgh,PA,15221,,,2023-08-22,1200.00,,,011,,Jay Costa for State Senate,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB86722,,,PAC,Democratic Legislative Campaign Committee,,,,,,"1225 I Street NW, Suite 1250",,Washington,DC,20005,,,2023-08-25,5000.00,,,011,,Democratic Legislative Campaign Committee,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB86727,,,PAC,Alex Shoor for San Jose City Council 2024,,,,,,"88 Bush St., #3186",,San Jose,CA,95126,,,2023-08-30,250.00,,,011,,Alex Shoor for San Jose City Council 2024,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB86728,,,PAC,Committee to Elect Chris Ronayne,,,,,,17901 Detroit Avenue,,Lakewood,OH,44107,,,2023-08-30,500.00,,,011,,Committee to Elect Chris Ronayne,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB86729,,,PAC,Friends of Josh Guillory,,,,,,700 Jefferson Street,,Lafayette,LA,70501,,,2023-08-30,1000.00,,,011,,Friends of Josh Guillory,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB86725,,,PAC,John Haste for OK Senate 2022,,,,,,8206 E. Greeley Pl.,,Broken Arrow,OK,74014,,,2023-08-30,1000.00,,,011,,John Haste for OK Senate 2022,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB86730,,,PAC,Laurie White Campaign,,,,,,10445 Ridgely Rd,,Baton Rouge,LA,70809,,,2023-08-30,500.00,,,011,,Laurie White Campaign,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB86726,,,PAC,Margaret Abe-Koga for Supervisor 2024,,,,,,679 Church Street,,Mountain View,CA,94041,,,2023-08-30,250.00,,,011,,Margaret Abe-Koga for Supervisor 2024,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB86724,,,PAC,Roger Thompson for OK Senate 2022,,,,,,115 W. Broadway,,Okemah,OK,74859,,,2023-08-30,1000.00,,,011,,Roger Thompson for OK Senate 2022,,Committee,Non-Federal,,,,,,,,,,,,,,
