form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00386029,EB86699,,,PAC,Bill Gravell for Judge Campaign,,,,,,PO Box 1936,,Georgetown,TX,78627,,,2023-08-08,5000.00,,,011,,Bill Gravell for Judge Campaign,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB86700,,,PAC,Team Holcomb,,,,,,"101 W. Ohio Street, Ste. 2200",,Indianapolis,IN,46204,,,2023-08-08,25000.00,,,011,,Team Holcomb,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB86701,,,PAC,Orlando PAC,,,,,,"2910 Kerry Forest Parkway, D4-324",,Tallahassee,FL,32309,,,2023-08-10,10000.00,,,011,,Orlando PAC,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB86703,,,PAC,Tony Ortiz Campaign,,,,,,1621 E. Hillcrest,,Orlando,FL,32803,,,2023-08-11,500.00,,,011,,Tony Ortiz Campaign,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB86702,,,PAC,WilCo Transportation and Park Solutions,,,,,,PO Box 686,,Round Rock,TX,78681,,,2023-08-11,10000.00,,,011,,WilCo Transportation and Park Solutions,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB86704,,,PAC,Republican Party of Florida,,,,,,420 East Jefferson Street,,Tallahassee,FL,32301,,,2023-08-14,5000.00,,,011,,Republican Party of Florida,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB86705,,,PAC,Gregg Riess for Overland Park,,,,,,13004 King Street,,Overland Park,KS,66213,,,2023-08-15,500.00,,,011,,Gregg Riess for Overland Park,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB86708,,,PAC,Grummert 4 OP Council,,,,,,8431 Walmer,,Overland Park,KS,66212,,,2023-08-15,500.00,,,011,,Grummert 4 OP Council,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB86710,,,PAC,Inas for Overland Park,,,,,,15740 Mohawk St.,,Overland Park,KS,66215,,,2023-08-15,500.00,,,011,,Inas for Overland Park,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB86707,,,PAC,Jemeia Haines for Overland Park,,,,,,11007 W 99th Street,,Overland Park,KS,66214,,,2023-08-15,500.00,,,011,,Jemeia Haines for Overland Park,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB86706,,,PAC,Newlin for OP City Council,,,,,,16836 Melrose Street,,Overland Park,KS,66221,,,2023-08-15,500.00,,,011,,Newlin for OP City Council,,Candidate,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB86709,,,PAC,Tom Carignan for Overland Park City Council,,,,,,10578 Bradshaw,,Overland Park,KS,66215,,,2023-08-15,500.00,,,011,,Tom Carignan for Overland Park City Council,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB86712,,,PAC,Hogsett for Indianapolis,,,,,,"133 W. Market Street, #109",,Indianapolis,IN,46204,,,2023-08-17,10000.00,,,011,,Hogsett for Indianapolis,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB86711,,,PAC,Jeff Travillion Campaign,,,,,,PO Box 5674,,Austin,TX,78763,,,2023-08-17,2500.00,,,011,,Jeff Travillion Campaign,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB86716,,,PAC,Beach for Senate Inc.,,,,,,3100 Brierfield Road,,Alpharetta,GA,30004,,,2023-08-20,1000.00,,,011,,Beach for Senate Inc.,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB86713,,,PAC,Doug Shipman for Atlanta,,,,,,"245 N. Highland Ave., Suite 230-38",,Atlanta,GA,30307,,,2023-08-20,1000.00,,,011,,Doug Shipman for Atlanta,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB86714,,,PAC,Friends of Alex Wan,,,,,,640 Sherwood Road NE,,Atlanta,GA,30324,,,2023-08-20,500.00,,,011,,Friends of Alex Wan,,Committee,Non-Federal,,,,,,,,,,,,,,
