form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00377952,ACC54F3533C005FA505,,,CCM,Latta For Congress,,,,,,PO Box 106,,Bowling Green,OH,434020106,G2024,,2024-06-24,2000.00,,2024 General,011,C00438697,,H8OH05036,Latta,Robert,E.,,,H,OH,05,,,,,,,,
SB23,C00377952,BF8F222687D137665C6,,,CCM,Mario Diaz-Balart For Congress,,,,,,8724 SW 72nd St,# 420,Miami,FL,331733512,G2024,,2024-06-24,2000.00,,2024 General,011,C00376087,,H2FL25018,Diaz-Balart,Mario,Rafael,,,H,FL,26,,,,,,,,
SB23,C00377952,E88568EEBA4ACD6BDA2,,,CCM,Nancy Pelosi For Congress,,,,,,1032 15th St NW,Ste 247,Washington,DC,20005,G2024,,2024-06-05,1000.00,,2024 General,011,C00213512,,H8CA05035,Pelosi,Nancy,,,,H,CA,11,,,,,,,,
SB23,C00377952,927CA1C9787073AD004,,,CCM,People For Patty Murray,,,,,,PO Box 3662,,Seattle,WA,98124,G2028,,2024-06-24,2000.00,,2028 General,011,C00257642,,S2WA00189,Murray,Patricia,Lynn,,,S,WA,,,,,,,,,
SB23,C00377952,33E4ABAE9293364112F,,,CCM,Richard E Neal For Congress Committee,,,,,,76 Magnolia Ter,,Springfield,MA,01108,G2024,,2024-06-24,1500.00,,2024 General,011,C00226522,,H8MA02041,Neal,Richard,Edmund,,,H,MA,01,,,,,,,,
SB23,C00377952,B89F2AC8D3C236C71A3,,,CCM,Schakowsky For Congress,,,,,,PO Box 5130,,Evanston,IL,60204,G2024,,2024-06-24,1000.00,,2024 General,011,C00327023,,H8IL09067,Schakowsky,Janice,D.,,,H,IL,09,,,,,,,,
SB23,C00377952,DD1618DF9AFAD41E2EF,,,CCM,Schatz For Senate,,,,,,PO Box 3828,,Honolulu,HI,96812,G2028,,2024-06-24,1000.00,,2028 General,011,C00540732,,S4HI00136,Schatz,Brian,Emanuel,,,S,HI,,,,,,,,,
SB23,C00377952,B6FDFA6DD6CBBB51BF4,,,CCM,Tammy Baldwin For Senate,,,,,,PO Box 696,,Madison,WI,53701,G2024,,2024-06-24,4000.00,,2024 General,011,C00326801,,S2WI00219,Baldwin,Tammy,S.,,,S,WI,,,,,,,,,
SB23,C00377952,EE3C0A98B0ABF15CFD1,,,CCM,Tammy For Illinois,,,,,,PO Box 10793,,Chicago,IL,60610,G2028,,2024-06-24,3000.00,,2028 General,011,C00574889,,S6IL00292,Duckworth,L. Tammy,,,,S,IL,,,,,,,,,
SB23,C00377952,5FCADD2D58CF9991E79,,,CCM,"Team Graham, Inc.",,,,,,PO Box 1801,,Columbia,SC,292021801,G2026,,2024-06-24,2000.00,,2026 General,011,C00458828,,S0SC00149,Graham,Lindsey,Olin,,,S,SC,,,,,,,,,
SB23,C00377952,708035B3A08ABA9BCC3,,,CCM,Ted Budd For Senate,,,,,,PO Box 97127,,Raleigh,NC,276247127,P2028,,2024-06-05,1000.00,,2028 Primary,011,C00614776,,S2NC00505,Budd,Theodore,Paul,,,S,NC,,,,,,,,,
SB23,C00377952,DDAD725C17D5912AE28,,,CCM,Texans For Senator John Cornyn Inc.,,,,,,PO Box 13026,,Austin,TX,78711,P2026,,2024-06-25,1000.00,,2026 Primary,011,C00369033,,S2TX00106,Cornyn,John,,,III,S,TX,,,,,,,,,
SB23,C00377952,E709ADC539FC3D8ACCA,,,CCM,Texans For Senator John Cornyn Inc.,,,,,,PO Box 13026,,Austin,TX,78711,G2026,,2024-06-25,1000.00,,2026 General,011,C00369033,,S2TX00106,Cornyn,John,,,III,S,TX,,,,,,,,,
SB23,C00377952,C859120E97714055AF8,,,CCM,Thomas Massie For Congress,,,,,,PO BOX 821,,NEWPORT,KY,41072,G2024,,2024-06-25,2000.00,,2024 General,011,C00509729,,H2KY04121,Massie,Thomas,H.,,,H,KY,04,,,,,,,,
SB23,C00377952,001E4C810C7E087A0E9,,,CCM,Victoria Spartz For Congress,,,,,,PO Box 505,,Noblesville,IN,46061,G2024,,2024-06-05,1000.00,,2024 General,011,C00737767,,H0IN05326,Spartz,Victoria,,,,H,IN,05,,,,,,,,
