form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00417634,500691521,,,ORG,"Square, Inc.",,,,,,1455 Market St,Ste 600,San Francisco,CA,941031332,,,2024-07-03,145.30,0.00,Service fee,001,,,,,,,,,,,,,,,,,,,
SB21B,C00417634,500691522,,,ORG,"Square, Inc.",,,,,,1455 Market St,Ste 600,San Francisco,CA,941031332,,,2024-07-15,29.30,0.00,Service fee,001,,,,,,,,,,,,,,,,,,,
SB21B,C00417634,500691523,,,ORG,"Square, Inc.",,,,,,1455 Market St,Ste 600,San Francisco,CA,941031332,,,2024-07-18,7.55,0.00,Service fee,001,,,,,,,,,,,,,,,,,,,
SB21B,C00417634,500691524,,,ORG,"Square, Inc.",,,,,,1455 Market St,Ste 600,San Francisco,CA,941031332,,,2024-07-19,7.55,0.00,Service fee,001,,,,,,,,,,,,,,,,,,,
SB21B,C00417634,500691525,,,ORG,"Square, Inc.",,,,,,1455 Market St,Ste 600,San Francisco,CA,941031332,,,2024-07-29,290.60,0.00,Service fee,001,,,,,,,,,,,,,,,,,,,
SB21B,C00417634,500703861,,,ORG,"Square, Inc.",,,,,,1455 Market St,Ste 600,San Francisco,CA,941031332,,,2024-08-15,4.65,0.00,Service fee,001,,,,,,,,,,,,,,,,,,,
SB21B,C00417634,500703862,,,ORG,"Square, Inc.",,,,,,1455 Market St,Ste 600,San Francisco,CA,941031332,,,2024-08-19,89.88,0.00,Service fee,001,,,,,,,,,,,,,,,,,,,
SB21B,C00417634,500703863,,,ORG,"Square, Inc.",,,,,,1455 Market St,Ste 600,San Francisco,CA,941031332,,,2024-08-20,84.14,0.00,Service fee,001,,,,,,,,,,,,,,,,,,,
SB21B,C00417634,500703864,,,ORG,"Square, Inc.",,,,,,1455 Market St,Ste 600,San Francisco,CA,941031332,,,2024-08-22,7.55,0.00,Service fee,001,,,,,,,,,,,,,,,,,,,
SB21B,C00417634,500703865,,,ORG,"Square, Inc.",,,,,,1455 Market St,Ste 600,San Francisco,CA,941031332,,,2024-08-26,1.03,0.00,Service fee,001,,,,,,,,,,,,,,,,,,,
SB21B,C00417634,500703866,,,ORG,"Square, Inc.",,,,,,1455 Market St,Ste 600,San Francisco,CA,941031332,,,2024-08-27,1.75,0.00,Service fee,001,,,,,,,,,,,,,,,,,,,
SB21B,C00417634,500703867,,,ORG,"Square, Inc.",,,,,,1455 Market St,Ste 600,San Francisco,CA,941031332,,,2024-08-28,22.35,0.00,Service fee,001,,,,,,,,,,,,,,,,,,,
SB21B,C00417634,500703868,,,ORG,"Square, Inc.",,,,,,1455 Market St,Ste 600,San Francisco,CA,941031332,,,2024-08-29,29.30,0.00,Service fee,001,,,,,,,,,,,,,,,,,,,
SB21B,C00417634,500703869,,,ORG,"Square, Inc.",,,,,,1455 Market St,Ste 600,San Francisco,CA,941031332,,,2024-08-30,72.80,0.00,Service fee,001,,,,,,,,,,,,,,,,,,,
SB21B,C00417634,500708598,,,ORG,"Square, Inc.",,,,,,1455 Market St,Ste 600,San Francisco,CA,941031332,,,2024-09-03,29.10,0.00,Service fee,001,,,,,,,,,,,,,,,,,,,
SB21B,C00417634,500708599,,,ORG,"Square, Inc.",,,,,,1455 Market St,Ste 600,San Francisco,CA,941031332,,,2024-09-04,230.54,0.00,Service fee,001,,,,,,,,,,,,,,,,,,,
SB21B,C00417634,500708601,,,ORG,"Square, Inc.",,,,,,1455 Market St,Ste 600,San Francisco,CA,941031332,,,2024-09-05,89.35,0.00,Service fee,001,,,,,,,,,,,,,,,,,,,
SB21B,C00417634,500708602,,,ORG,"Square, Inc.",,,,,,1455 Market St,Ste 600,San Francisco,CA,941031332,,,2024-09-06,145.30,0.00,Service fee,001,,,,,,,,,,,,,,,,,,,
SB21B,C00417634,500708604,,,ORG,"Square, Inc.",,,,,,1455 Market St,Ste 600,San Francisco,CA,941031332,,,2024-09-09,145.60,0.00,Service fee,001,,,,,,,,,,,,,,,,,,,
SB21B,C00417634,500708605,,,ORG,"Square, Inc.",,,,,,1455 Market St,Ste 600,San Francisco,CA,941031332,,,2024-09-10,535.85,0.00,Service fee,001,,,,,,,,,,,,,,,,,,,
SB21B,C00417634,500708606,,,ORG,"Square, Inc.",,,,,,1455 Market St,Ste 600,San Francisco,CA,941031332,,,2024-09-11,72.76,0.00,Service fee,001,,,,,,,,,,,,,,,,,,,
SB21B,C00417634,500708607,,,ORG,"Square, Inc.",,,,,,1455 Market St,Ste 600,San Francisco,CA,941031332,,,2024-09-12,185.84,0.00,Service fee,001,,,,,,,,,,,,,,,,,,,
SB21B,C00417634,500708608,,,ORG,"Square, Inc.",,,,,,1455 Market St,Ste 600,San Francisco,CA,941031332,,,2024-09-13,267.19,0.00,Service fee,001,,,,,,,,,,,,,,,,,,,
SB21B,C00417634,500708609,,,ORG,"Square, Inc.",,,,,,1455 Market St,Ste 600,San Francisco,CA,941031332,,,2024-09-14,72.80,0.00,Service fee,001,,,,,,,,,,,,,,,,,,,
SB21B,C00417634,500708610,,,ORG,"Square, Inc.",,,,,,1455 Market St,Ste 600,San Francisco,CA,941031332,,,2024-09-15,32.50,0.00,Service fee,001,,,,,,,,,,,,,,,,,,,
SB21B,C00417634,500708611,,,ORG,"Square, Inc.",,,,,,1455 Market St,Ste 600,San Francisco,CA,941031332,,,2024-09-16,90.29,0.00,Service fee,001,,,,,,,,,,,,,,,,,,,
SB21B,C00417634,500708612,,,ORG,"Square, Inc.",,,,,,1455 Market St,Ste 600,San Francisco,CA,941031332,,,2024-09-17,597.56,0.00,Service fee,001,,,,,,,,,,,,,,,,,,,
SB21B,C00417634,500708613,,,ORG,"Square, Inc.",,,,,,1455 Market St,Ste 600,San Francisco,CA,941031332,,,2024-09-18,259.63,0.00,Service fee,001,,,,,,,,,,,,,,,,,,,
SB21B,C00417634,500708614,,,ORG,"Square, Inc.",,,,,,1455 Market St,Ste 600,San Francisco,CA,941031332,,,2024-09-19,463.20,0.00,Service fee,001,,,,,,,,,,,,,,,,,,,
SB21B,C00417634,500708616,,,ORG,"Square, Inc.",,,,,,1455 Market St,Ste 600,San Francisco,CA,941031332,,,2024-09-20,612.76,0.00,Service fee,001,,,,,,,,,,,,,,,,,,,
SB21B,C00417634,500708617,,,ORG,"Square, Inc.",,,,,,1455 Market St,Ste 600,San Francisco,CA,941031332,,,2024-09-21,877.19,0.00,Service fee,001,,,,,,,,,,,,,,,,,,,
SB21B,C00417634,500708618,,,ORG,"Square, Inc.",,,,,,1455 Market St,Ste 600,San Francisco,CA,941031332,,,2024-09-22,855.99,0.00,Service fee,001,,,,,,,,,,,,,,,,,,,
SB21B,C00417634,500708619,,,ORG,"Square, Inc.",,,,,,1455 Market St,Ste 600,San Francisco,CA,941031332,,,2024-09-23,386.00,0.00,Service fee,001,,,,,,,,,,,,,,,,,,,
SB21B,C00417634,500708620,,,ORG,"Square, Inc.",,,,,,1455 Market St,Ste 600,San Francisco,CA,941031332,,,2024-09-24,137.46,0.00,Service fee,001,,,,,,,,,,,,,,,,,,,
SB21B,C00417634,500708621,,,ORG,"Square, Inc.",,,,,,1455 Market St,Ste 600,San Francisco,CA,941031332,,,2024-09-25,22.95,0.00,Service fee,001,,,,,,,,,,,,,,,,,,,
SB21B,C00417634,500708623,,,ORG,"Square, Inc.",,,,,,1455 Market St,Ste 600,San Francisco,CA,941031332,,,2024-09-26,3.79,0.00,Service fee,001,,,,,,,,,,,,,,,,,,,
SB21B,C00417634,500708624,,,ORG,"Square, Inc.",,,,,,1455 Market St,Ste 600,San Francisco,CA,941031332,,,2024-09-27,14.80,0.00,Service fee,001,,,,,,,,,,,,,,,,,,,
SB21B,C00417634,500708625,,,ORG,"Square, Inc.",,,,,,1455 Market St,Ste 600,San Francisco,CA,941031332,,,2024-09-29,145.30,0.00,Service fee,001,,,,,,,,,,,,,,,,,,,
SB21B,C00417634,500708626,,,ORG,"Square, Inc.",,,,,,1455 Market St,Ste 600,San Francisco,CA,941031332,,,2024-09-30,604.75,0.00,Service fee,001,,,,,,,,,,,,,,,,,,,
