form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00065870,SB29.36876,,,CCM,Citizens for Lampton,,,,,,960 N Fairfield Rd,,Beavercreek,OH,45434,G2023,,2023-07-21,6500.00,,Contributions,011,,,,,,,,,H,OH,70,,,,,,,,
SB29,C00065870,SB29.36877,,,CCM,Citizens for Niraj Antani,,,,,,"8547 White Cedar Drive, Unit 321",,Miamisburg,OH,45342,G2023,,2023-07-21,3000.00,,Contributions,011,,,,,,,,,S,OH,06,,,,,,,,
SB29,C00065870,SB29.36878,,,CCM,Citizens for Richard Brown,,,,,,7559 Bruns Court,,Canal Winchester,OH,43110,G2023,,2023-07-21,3250.00,,Contributions,011,,,,,,,,,H,OH,05,,,,,,,,
SB29,C00065870,SB29.36879,,,CCM,Citizens for Rob McColley,,,,,,15 Lemans Dr,,Napoleon,OH,43545,G2023,,2023-07-21,3250.00,,Contributions,011,,,,,,,,,S,OH,01,,,,,,,,
SB29,C00065870,SB29.36880,,,CCM,Citizens for Rogers,,,,,,545 E. Town St,,Columbus,OH,43215,G2023,,2023-07-21,3250.00,,Contributions,011,,,,,,,,,H,OH,44,,,,,,,,
SB29,C00065870,SB29.36881,,,CCM,Citizens for Schuring Committee,,,,,,330 Third Street NW,,Canton,OH,44702,G2023,,2023-07-21,6500.00,,Contributions,011,,,,,,,,,S,OH,29,,,,,,,,
SB29,C00065870,SB29.36882,,,CCM,Citizens for Tom Young,,,,,,1121 Cedar Creek Circle,,Dayton,OH,45459,G2023,,2023-07-21,6500.00,,Contributions,011,,,,,,,,,H,OH,37,,,,,,,,
SB29,C00065870,SB29.36883,,,CCM,Citizens for Troy,,,,,,31600 Lakeshore Blvd,,Willowick,OH,44095,G2023,,2023-07-21,3250.00,,Contributions,011,,,,,,,,,H,OH,23,,,,,,,,
SB29,C00065870,SB29.36884,,,CCM,Citizens to Elect Allison Russo,,,,,,1850 Tewksbury Road,,Columbus,OH,43221,G2023,,2023-07-21,6000.00,,Contributions,011,,,,,,,,,H,OH,07,,,,,,,,
SB29,C00065870,SB29.36885,,,CCM,Citizens to Elect Blackshear Jr,,,,,,"531 Belmonte Park N, Apt 411",,Dayton,OH,45405,G2023,,2023-07-21,3250.00,,Contributions,011,,,,,,,,,H,OH,38,,,,,,,,
SB29,C00065870,SB29.36886,,,CCM,Committee for Wiggam,,,,,,316 E Beverly Rd,,Wooster,OH,44691,G2023,,2023-07-21,6500.00,,Contributions,011,,,,,,,,,H,OH,77,,,,,,,,
SB29,C00065870,SB29.36887,,,CCM,Committee to Elect Bill Roemer,,,,,,3616 Southern Road,,Richfield,OH,44286,G2023,,2023-07-21,6500.00,,Contributions,011,,,,,,,,,H,OH,31,,,,,,,,
SB29,C00065870,SB29.36888,,,CCM,Committee to Elect Brett Hillyer,,,,,,3837 Clay Court,,Dennison,OH,44621,G2023,,2023-07-21,6500.00,,Contributions,011,,,,,,,,,H,OH,51,,,,,,,,
SB29,C00065870,SB29.36889,,,CCM,Committee to Elect Gary Click,,,,,,4173 County Road 268,,Vickery,OH,43464,G2023,,2023-07-21,6500.00,,Contributions,011,,,,,,,,,H,OH,88,,,,,,,,
SB29,C00065870,SB29.36890,,,CCM,Committee to Elect Gayle Manning,,,,,,9436 Foxboro Dr,,North Ridgeville,OH,44039,G2023,,2023-07-21,6500.00,,Contributions,011,,,,,,,,,H,OH,52,,,,,,,,
SB29,C00065870,SB29.36891,,,CCM,Committee to Elect Rodney Creech,,,,,,5062 Bantas Creek Rd,,W Alexandria,OH,45381,G2023,,2023-07-21,6500.00,,Contributions,011,,,,,,,,,H,OH,40,,,,,,,,
SB29,C00065870,SB29.36892,,,CCM,Demetriou for Ohio,,,,,,8472 E. Washington St. Suite 226,,Chagrin Falls,OH,44023,G2023,,2023-07-21,6500.00,,Contributions,011,,,,,,,,,H,OH,35,,,,,,,,
SB29,C00065870,SB29.36893,,,CCM,Dobos for Ohio,,,,,,9058 Kildon Court,,Dublin,OH,43017,G2023,,2023-07-21,6500.00,,Contributions,011,,,,,,,,,H,OH,10,,,,,,,,
SB29,C00065870,SB29.36894,,,CCM,Dr. Terry Johnson for Ohio,,,,,,1609 Offnere Street,,Portsmouth,OH,45662,G2023,,2023-07-21,1900.00,,Contributions,011,,,,,,,,,S,OH,14,,,,,,,,
SB29,C00065870,SB29.36969,,,ORG,Fix Our Roads Ohio,,,,,,1313 Dublin Road,,Columbus,OH,43215,G2023,,2023-10-16,5000.00,,Contributions,011,,,,,,,,,,,,,,,,,,,
SB29,C00065870,SB29.36895,,,CCM,Forhan for Ohio,,,,,,545 E. Town St,,Columbus,OH,43215,G2023,,2023-07-21,3250.00,,Contributions,011,,,,,,,,,H,OH,21,,,,,,,,
SB29,C00065870,SB29.36896,,,CCM,Friends for Allen Landis,,,,,,4570 Harrold Street NW,,Dover,OH,44622,G2023,,2023-07-21,6500.00,,Contributions,011,,,,,,,,,S,OH,31,,,,,,,,
SB29,C00065870,SB29.36897,,,CCM,Friends of Adam Mathews,,,,,,454 Claumet Farms Dr,,Lebanon,OH,45036,G2023,,2023-07-21,6500.00,,Contributions,011,,,,,,,,,H,OH,56,,,,,,,,
SB29,C00065870,SB29.36898,,,CCM,Friends of Andrea White,,,,,,4679 Winterset Drive,,Columbus,OH,43220,G2023,,2023-07-21,6500.00,,Contributions,011,,,,,,,,,H,OH,36,,,,,,,,
SB29,C00065870,SB29.36899,,,CCM,Friends of Angela King,,,,,,141 Pleasant Ridge Ave,,Celina,OH,45822,G2023,,2023-07-21,1000.00,,Contributions,011,,,,,,,,,H,OH,84,,,,,,,,
SB29,C00065870,SB29.36900,,,CCM,Friends of Anita Somani,,,,,,545 E. Town St,,Columbus,OH,43215,G2023,,2023-07-21,3250.00,,Contributions,011,,,,,,,,,H,OH,11,,,,,,,,
SB29,C00065870,SB29.36901,,,CCM,Friends of Beth Liston,,,,,,2193 Stratingham Drive,,Dublin,OH,43016,G2023,,2023-07-21,3250.00,,Contributions,011,,,,,,,,,H,OH,08,,,,,,,,
SB29,C00065870,SB29.36965,,,CCM,Friends of Bill DeMora,,,,,,61 E Russell Street,,Columbus,OH,43215,G2023,,2023-10-03,3250.00,,Contributions,011,,,,,,,,,S,OH,25,,,,,,,,
SB29,C00065870,SB29.36902,,,CCM,Friends of Brian Stewart,,,,,,15075 Home Court,,Ashville,OH,43103,G2023,,2023-07-21,6500.00,,Contributions,011,,,,,,,,,H,OH,12,,,,,,,,
SB29,C00065870,SB29.36903,,,CCM,Friends of Bride Rose Sweeney,,,,,,2477 Crimson Dr,,Westlake,OH,44145,G2023,,2023-07-21,3250.00,,Contributions,011,,,,,,,,,H,OH,16,,,,,,,,
SB29,C00065870,SB29.36904,,,CCM,Friends of Casey Weinstein,,,,,,8 N. Westhaven Drive,,Hudson,OH,44236,G2023,,2023-07-21,3250.00,,Contributions,011,,,,,,,,,H,OH,34,,,,,,,,
SB29,C00065870,SB29.36905,,,CCM,Friends of Dani Isaacsohn,,,,,,545 E. Town St,,Columbus,OH,43215,G2023,,2023-07-21,3250.00,,Contributions,011,,,,,,,,,H,OH,24,,,,,,,,
SB29,C00065870,SB29.36906,,,CCM,Friends of Darnell Brewer,,,,,,2950 E 130th Street,,Cleveland,OH,44120,G2023,,2023-07-21,3250.00,,Contributions,011,,,,,,,,,H,OH,18,,,,,,,,
SB29,C00065870,SB29.36907,,,CCM,Friends of Dontavius Jarrells,,,,,,"222 E. Town Street, Suite 2W",,Columbus,OH,43215,G2023,,2023-07-21,3250.00,,Contributions,011,,,,,,,,,H,OH,01,,,,,,,,
SB29,C00065870,SB29.36970,,,CCM,Friends of Fallon Marie Radigan,,,,,,467 Cahoon Rd,,Bay Village,OH,44140,G2023,,2023-10-16,1000.00,,Contributions,011,,,,,,,,,,,,,,,,,,,
SB29,C00065870,SB29.36908,,,CCM,Friends of Hearcel Craig,,,,,,545 East Town Street,,Columbus,OH,43215,G2023,,2023-07-21,3250.00,,Contributions,011,,,,,,,,,S,OH,15,,,,,,,,
SB29,C00065870,SB29.36909,,,CCM,Friends of Hicks-Hudson,,,,,,2633 Robinwood Avenue,,Toledo,OH,43610,G2023,,2023-07-21,3250.00,,Contributions,011,,,,,,,,,S,OH,11,,,,,,,,
SB29,C00065870,SB29.36910,,,CCM,Friends of Ismail Mohamed,,,,,,545 E. Town St,,Columbus,OH,43215,G2023,,2023-07-21,3250.00,,Contributions,011,,,,,,,,,H,OH,03,,,,,,,,
SB29,C00065870,SB29.36911,,,CCM,Friends of Jay Edwards,,,,,,3 Blair Court,,Nelsonville,OH,45764,G2023,,2023-07-21,6500.00,,Contributions,011,,,,,,,,,H,OH,94,,,,,,,,
SB29,C00065870,SB29.36912,,,CCM,Friends of Jerry Cirino,,,,,,8075 N Orchard Rd,,Concord,OH,44077,G2023,,2023-07-21,3250.00,,Contributions,011,,,,,,,,,S,OH,18,,,,,,,,
SB29,C00065870,SB29.36913,,,CCM,Friends of Joe Miller,,,,,,433 Northpointe Blvd.,,Amherst,OH,44001,G2023,,2023-07-21,3250.00,,Contributions,011,,,,,,,,,H,OH,53,,,,,,,,
SB29,C00065870,SB29.36914,,,CCM,Friends of Jon Cross,,,,,,16511 Maureen Dr,,Kenton,OH,43326,G2023,,2023-07-21,6500.00,,Contributions,011,,,,,,,,,H,OH,83,,,,,,,,
SB29,C00065870,SB29.36915,,,CCM,Friends of Juanita Brent,,,,,,16804 Glendale Avenue,,Cleveland,OH,44128,G2023,,2023-07-21,3250.00,,Contributions,011,,,,,,,,,H,OH,22,,,,,,,,
SB29,C00065870,SB29.36916,,,CCM,Friends of Marilyn John,,,,,,4679 Winterset Drive,,Columbus,OH,43220,G2023,,2023-07-21,6500.00,,Contributions,011,,,,,,,,,H,OH,76,,,,,,,,
SB29,C00065870,SB29.36917,,,CCM,Friends of Mark Johnson,,,,,,4679 Winterset Drive,,Columbus,OH,43220,G2023,,2023-07-21,6500.00,,Contributions,011,,,,,,,,,H,OH,92,,,,,,,,
SB29,C00065870,SB29.36918,,,CCM,Friends of Mary Lightbody,,,,,,4948 E. Walnut Street,,Westerville,OH,43081,G2023,,2023-07-21,3250.00,,Contributions,011,,,,,,,,,H,OH,04,,,,,,,,
SB29,C00065870,SB29.36919,,,CCM,Friends of Matt Dolan,,,,,,"2206 Superior Viaduct, Suite 401",,Cleveland,OH,44113,G2023,,2023-07-21,1900.00,,Contributions,011,,,,,,,,,S,OH,24,,,,,,,,
SB29,C00065870,SB29.36920,,,CCM,Friends of Michael J. Skindell,,,,,,16800 Delaware Avenue,Apt. 1,Lakewood,OH,44107,G2023,,2023-07-21,3250.00,,Contributions,011,,,,,,,,,H,OH,13,,,,,,,,
SB29,C00065870,SB29.36968,,,CCM,Friends of Michael O'Malley,,,,,,3615 Superior Ave #4401a,,Cleveland,OH,44114,G2023,,2023-10-06,10000.00,,Contributions,011,,,,,,,,,,,,,,,,,,,
SB29,C00065870,SB29.36921,,,CCM,Friends of Michele Grim,,,,,,2937 E. Lincolnshire Blvd,,Toledo,OH,43606,G2023,,2023-07-21,3250.00,,Contributions,011,,,,,,,,,H,OH,43,,,,,,,,
SB29,C00065870,SB29.36922,,,CCM,Friends of Michele Reynolds,,,,,,4679 Winterset Dr,,Columbus,OH,43220,G2023,,2023-07-21,3250.00,,Contributions,011,,,,,,,,,S,OH,03,,,,,,,,
SB29,C00065870,SB29.36923,,,CCM,Friends of Mike Loychik,,,,,,4022 Westlake Rd,,Cortland,OH,44410,G2023,,2023-07-21,6500.00,,Contributions,012,,,,,,,,,H,OH,65,,,,,,,,
SB29,C00065870,SB29.36924,,,CCM,Friends of Nickie Antonio,,,,,,1305 Belle Avenue,,Lakewood,OH,44107,G2023,,2023-07-21,6000.00,,Contributions,011,,,,,,,,,S,OH,23,,,,,,,,
SB29,C00065870,SB29.36925,,,CCM,Friends of Nick Santucci,,,,,,535 Avalon Drive,,Warren,OH,44484,G2023,,2023-07-21,6500.00,,Contributions,011,,,,,,,,,H,OH,64,,,,,,,,
SB29,C00065870,SB29.36926,,,CCM,Friends of Phil Robinson,,,,,,7099 Longview Drive,,Solon,OH,44139,G2023,,2023-07-21,3250.00,,Contributions,011,,,,,,,,,H,OH,19,,,,,,,,
SB29,C00065870,SB29.36927,,,CCM,Friends of Rachel Baker,,,,,,7807 Asbury Hills Dr,,Cincinnati,OH,45255,G2023,,2023-07-21,3250.00,,Contributions,011,,,,,,,,,H,OH,27,,,,,,,,
SB29,C00065870,SB29.36928,,,CCM,Friends of Richard Dell'Aquila,,,,,,661 E. Pleasant Valley Rd,,Seven Hills,OH,44131,G2023,,2023-07-21,3250.00,,Contributions,011,,,,,,,,,H,OH,15,,,,,,,,
SB29,C00065870,SB29.36929,,,CCM,Friends of Sara Carruthers,,,,,,601 Glenway Drive,,Hamilton,OH,45013,G2023,,2023-07-21,6500.00,,Contributions,011,,,,,,,,,H,OH,47,,,,,,,,
SB29,C00065870,SB29.36930,,,CCM,Friends of Sean Brennan,,,,,,6306 Hampstead Ave,,Parma,OH,44129,G2023,,2023-07-21,3250.00,,Contributions,011,,,,,,,,,H,OH,14,,,,,,,,
SB29,C00065870,SB29.36931,,,CCM,Friends of Swearingen,,,,,,4679 Winterset Drive,,Columbus,OH,43220,G2023,,2023-07-21,6500.00,,Contributions,011,,,,,,,,,H,OH,89,,,,,,,,
SB29,C00065870,SB29.36932,,,CCM,Friends of Tavia Galonski,,,,,,1137 Allendale Avenue,,Akron,OH,44306,G2023,,2023-07-21,3250.00,,Contributions,011,,,,,,,,,H,OH,33,,,,,,,,
SB29,C00065870,SB29.36933,,,CCM,Friends of Thomas Hall,,,,,,6364 Trenton Franklin Rd,,Middletown,OH,45042,G2023,,2023-07-21,6500.00,,Contributions,011,,,,,,,,,H,OH,46,,,,,,,,
SB29,C00065870,SB29.36934,,,CCM,Friends of Tom Patton,,,,,,17157 Rabbit Run Drive,,Strongsville,OH,44136,G2023,,2023-07-21,6500.00,,Contributions,011,,,,,,,,,H,OH,17,,,,,,,,
SB29,C00065870,SB29.36935,,,CCM,Friends to Elect Jessica Miranda,,,,,,11511 Oxfordshire Lane,,Cincinnati,OH,45240,G2023,,2023-07-21,3250.00,,Contributions,011,,,,,,,,,H,OH,28,,,,,,,,
SB29,C00065870,SB29.36936,,,CCM,Friends to Elect Terrence Upchurch,,,,,,1426 Clearaire Road,,Cleveland,OH,44110,G2023,,2023-07-21,3250.00,,Contributions,011,,,,,,,,,H,OH,20,,,,,,,,
SB29,C00065870,SB29.36937,,,CCM,Haraz Ghanbari for Ohio,,,,,,26811 Dogwood Lane,,Perrysburg,OH,43551,G2023,,2023-07-21,6500.00,,Contributions,011,,,,,,,,,H,OH,75,,,,,,,,
SB29,C00065870,SB29.36938,,,CCM,Hoagland for Ohio,,,,,,5751 Township Rd 120,,Adena,OH,43901,G2023,,2023-07-21,1900.00,,Contributions,011,,,,,,,,,S,OH,30,,,,,,,,
SB29,C00065870,SB29.36966,,,CCM,Humphrey for Ohio,,,,,,1730 E Columbus St,,Columbus,OH,43206,G2023,,2023-10-03,3250.00,,Contributions,011,,,,,,,,,H,OH,02,,,,,,,,
SB29,C00065870,SB29.36939,,,CCM,Ingram for the People,,,,,,250 Dorchester Ave,,Cincinnati,OH,45219,G2023,,2023-07-21,3250.00,,Contributions,011,,,,,,,,,S,OH,09,,,,,,,,
SB29,C00065870,SB29.36940,,,CCM,Jim Thomas for Ohio House of Representatives,,,,,,5566 Foxboro Ave NW,,Canton,OH,44718,G2023,,2023-07-21,1000.00,,Contributions,011,,,,,,,,,H,OH,49,,,,,,,,
SB29,C00065870,SB29.36963,,,CCM,John Spellacy for Judge,,,,,,323 W. Lakeside Avenue #200,,Cleveland,OH,44113,G2023,,2023-09-25,4100.00,,Contributions,011,,,,,,,,,,,,,,,,,,,
SB29,C00065870,SB29.36941,,,CCM,Jones for Ohio,,,,,,4679 Winterset Drive,,Columbus,OH,43220,G2023,,2023-07-21,6500.00,,Contributions,011,,,,,,,,,H,OH,95,,,,,,,,
SB29,C00065870,SB29.36942,,,CCM,Kent Smith Committee,,,,,,34 E 209th St,,Euclid,OH,44123,G2023,,2023-07-21,3250.00,,Contributions,011,,,,,,,,,S,OH,21,,,,,,,,
SB29,C00065870,SB29.36866,,,CCM,Kevin L. Boyce Committee,,,,,,1480 Dublin Road,,Columbus,OH,43215,G2023,,2023-07-07,2500.00,,Contributions,011,,,,,,,,,,,,,,,,,,,
SB29,C00065870,SB29.36943,,,CCM,LaRe for Ohio,,,,,,4679 Winterset Drive,,Columbus,OH,43220,G2023,,2023-07-21,6500.00,,Contributions,011,,,,,,,,,H,OH,73,,,,,,,,
SB29,C00065870,SB29.36944,,,CCM,Lauren McNally for Ohio,,,,,,1255 Cherokee Dr,,Youngstown,OH,44551,G2023,,2023-07-21,3250.00,,Contributions,011,,,,,,,,,H,OH,59,,,,,,,,
SB29,C00065870,SB29.36962,,,CCM,Matt Huffman for Ohio,,,,,,4679 Winterset Dr,,Columbus,OH,43220,G2023,,2023-07-31,1799.69,,Contributions,011,,,,,,,,,S,OH,12,,,,,,,,
SB29,C00065870,SB29.36945,,,CCM,Michael A. Rulli for Senate,,,,,,402 Lisbon Rd,,Salem,OH,44460,G2023,,2023-07-21,6500.00,,Contributions,011,,,,,,,,,S,OH,33,,,,,,,,
SB29,C00065870,SB29.36946,,,CCM,Miller for Ohio,,,,,,6170 Pleasant Chapel Rd,,Newark,OH,43056,G2023,,2023-07-21,6500.00,,Contributions,011,,,,,,,,,H,OH,69,,,,,,,,
SB29,C00065870,SB29.36947,,,CCM,Miller for Ohio (Adam),,,,,,1600 Roxbury Rd,,Columbus,OH,43212,G2023,,2023-07-21,3250.00,,Contributions,011,,,,,,,,,H,OH,06,,,,,,,,
SB29,C00065870,SB29.36967,,,CCM,Munira Abdullah Campaign Committee,,,,,,5368 Redwood Rd,,Columbus,OH,43229,G2023,,2023-10-03,3250.00,,Contributions,011,,,,,,,,,H,OH,09,,,,,,,,
SB29,C00065870,SB29.36948,,,CCM,Nathan Manning for Ohio,,,,,,38179 Terrell Dr,,North Ridgeville,OH,44039,G2023,,2023-07-21,6500.00,,Contributions,011,,,,,,,,,S,OH,13,,,,,,,,
SB29,C00065870,SB29.36971,,,CCM,Neighbors for Justin Bibb,,,,,,5000 Euclid Ave #205,,Cleveland,OH,44103,G2023,,2023-12-05,7500.00,,Contributions,011,,,,,,,,,,OH,,,,,,,,,
SB29,C00065870,SB29.36949,,,CCM,Oelslager For Ohio,,,,,,215 N Circle Dr SW,,North Canton,OH,44709,G2023,,2023-07-21,6500.00,,Contributions,011,,,,,,,,,H,OH,48,,,,,,,,
SB29,C00065870,SB29.36951,,,CCM,Plummer for Ohio,,,,,,1831 Kershner Rd,,Dayton,OH,45414,G2023,,2023-07-21,6500.00,,Contributions,011,,,,,,,,,H,OH,39,,,,,,,,
SB29,C00065870,SB29.36952,,,CCM,Schmidt for Ohio,,,,,,771 Wards Corner Road,,Loveland,OH,45140,G2023,,2023-07-21,6500.00,,Contributions,011,,,,,,,,,H,OH,62,,,,,,,,
SB29,C00065870,SB29.36953,,,CCM,Sharon Ray for Representative,,,,,,283 Stratford Avenue,,Wadsworth,OH,44281,G2023,,2023-07-21,6500.00,,Contributions,011,,,,,,,,,H,OH,66,,,,,,,,
SB29,C00065870,SB29.36954,,,CCM,Stein for State Representative,,,,,,2854 State Route 61,,Norwalk,OH,44857,G2023,,2023-07-21,6500.00,,Contributions,011,,,,,,,,,H,OH,54,,,,,,,,
SB29,C00065870,SB29.36955,,,CCM,Stephens for Ohio,,,,,,26 County Rd 230,,Kitts Hill,OH,45645,G2023,,2023-07-21,9000.00,,Contributions,012,,,,,,,,,H,OH,93,,,,,,,,
SB29,C00065870,SB29.36956,,,CCM,Steve Wilson for Ohio,,,,,,102 E. Orchard Ave,,Lebanon,OH,45036,G2023,,2023-07-21,3250.00,,Contributions,011,,,,,,,,,S,OH,07,,,,,,,,
SB29,C00065870,SB29.36957,,,CCM,Sykes for Office,,,,,,133 Furnace Run Drive,,Akron,OH,44307,G2023,,2023-07-21,3250.00,,Contributions,011,,,,,,,,,S,OH,28,,,,,,,,
SB29,C00065870,SB29.36958,,,CCM,The Committee to Elect Josh Williams,,,,,,PO Box 167678,,Oregon,OH,43616,G2023,,2023-07-21,6500.00,,Contributions,011,,,,,,,,,H,OH,41,,,,,,,,
SB29,C00065870,SB29.36959,,,CCM,Tim Barhorst for Ohio,,,,,,4679 Winterset Drive,,Columbus,OH,43220,G2023,,2023-07-21,6500.00,,Contributions,011,,,,,,,,,H,OH,85,,,,,,,,
SB29,C00065870,SB29.36960,,,CCM,Tracy Richardson for Ohio,,,,,,1807 Chiprock Dr,,Marysville,OH,43040,G2023,,2023-07-21,6500.00,,Contributions,011,,,,,,,,,H,OH,86,,,,,,,,
SB29,C00065870,SB29.36961,,,CCM,Wilkin For Ohio,,,,,,PO Box 384,,Hillsboro,HI,45133,G2023,,2023-07-21,3250.00,,Contributions,011,,,,,,,,,S,OH,17,,,,,,,,
