form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00489252,SB29.7469,,,ORG,Allegra Print & Imaging,,,,,,114 Lisle Industrial Ave,,Lexington,KY,40511,G2023,,2023-10-01,1544.65,,printing sticky notes,004,,,,Beshear (Governor),Andy,,,,,KY,,,,,,,,,
SB29,C00489252,SB29.7470,,,ORG,Allegra Print & Imaging,,,,,,114 Lisle Industrial Ave,,Lexington,KY,40511,G2023,,2023-10-01,1544.64,,printing sticky notes,004,,,,Stevenson (Attorney General),Pamela,,,,,KY,,,,,,,,,
SB29,C00489252,SB29.7472,,,ORG,Allegra Print & Imaging,,,,,,114 Lisle Industrial Ave,,Lexington,KY,40511,G2023,,2023-10-01,1544.64,,printing sticky notes,004,,,,Wheatley (Sec of State),Buddy,,,,,KY,,,,,,,,,
SB29,C00489252,SB29.7497,,,ORG,Facebook inc,,,,,,1601 Willow Road,,Menlo Park,CA,94025,G2023,,2023-11-03,223.73,,facebook ads,004,,,,Wheatley (Sec of State),Buddy,,,,,KY,,,,,,,,,
SB29,C00489252,SB29.7498,,,ORG,Facebook inc,,,,,,1601 Willow Road,,Menlo Park,CA,94025,G2023,,2023-11-03,285.87,,facebook ads,004,,,,Beshear (Governor),Andy,,,,,KY,,,,,,,,,
SB29,C00489252,SB29.7499,,,ORG,Facebook inc,,,,,,1601 Willow Road,,Menlo Park,CA,94025,G2023,,2023-11-03,259.67,,facebook ads,004,,,,Stevenson (Attorney General),Pamela,,,,,KY,,,,,,,,,
SB29,C00489252,SB29.7500,,,ORG,Facebook inc,,,,,,1601 Willow Road,,Menlo Park,CA,94025,G2023,,2023-11-03,130.73,,facebook ads,004,,,,Parrish-Wright (Louisville M3),Shameka,,,,,,,,,,,,,,
SB29,C00489252,SB29.7501,,,ORG,Facebook inc,,,,,,1601 Willow Road,,Menlo Park,CA,94025,G2023,,2023-11-07,55.85,,facebook adds,004,,,,Wheatley (Sec of State),Buddy,,,,,KY,,,,,,,,,
SB29,C00489252,SB29.7502,,,ORG,Facebook inc,,,,,,1601 Willow Road,,Menlo Park,CA,94025,G2023,,2023-11-07,159.72,,facebook ads,004,,,,Parrish-Wright (Louisville M3),Shameka,,,,,,,,,,,,,,
SB29,C00489252,SB29.7503,,,ORG,Facebook inc,,,,,,1601 Willow Road,,Menlo Park,CA,94025,G2023,,2023-11-07,360.31,,facebook ads,004,,,,Stevenson (Attorney General),Pamela,,,,,KY,,,,,,,,,
SB29,C00489252,SB29.7504,,,ORG,Facebook inc,,,,,,1601 Willow Road,,Menlo Park,CA,94025,G2023,,2023-11-07,324.12,,facebook ads,004,,,,Beshear (Governor),Andy,,,,,KY,,,,,,,,,
SB29,C00489252,SB29.7505,,,ORG,Facebook inc,,,,,,1601 Willow Road,,Menlo Park,CA,94025,G2023,,2023-11-10,12.92,,facebook ads,004,,,,Parrish-Wright (Louisville M3),Shameka,,,,,,,,,,,,,,
SB29,C00489252,SB29.7506,,,ORG,Facebook inc,,,,,,1601 Willow Road,,Menlo Park,CA,94025,G2023,,2023-11-10,8.59,,facebook ads,004,,,,Stevenson (Attorney General),Pamela,,,,,KY,,,,,,,,,
SB29,C00489252,SB29.7507,,,ORG,Facebook inc,,,,,,1601 Willow Road,,Menlo Park,CA,94025,G2023,,2023-11-10,24.62,,facebook ads,004,,,,Beshear (Governor),Andy,,,,,KY,,,,,,,,,
SB29,C00489252,SB29.7485,,,ORG,Office Depot / Office Max,,,,,,859 Eastern Bypass,,Richmond,KY,40475,G2023,,2023-10-01,1060.80,,canvassing handouts,004,,,,Parrish-Wright (Louisville M3),Shameka,,,,,,,,,,,,,,
SB29,C00489252,SB29.7486,,,ORG,Office Depot / Office Max,,,,,,859 Eastern Bypass,,Richmond,KY,40475,G2023,,2023-10-01,204.60,,canvassing handouts,004,,,,Baker (Louisville M6),Phillip,,,,,,,,,,,,,,
SB29,C00489252,SB29.7487,,,ORG,Office Depot / Office Max,,,,,,859 Eastern Bypass,,Richmond,KY,40475,G2023,,2023-10-01,204.60,,canvassing handouts,004,,,,Reno-Weber (Louisville M8),Ben,,,,,,,,,,,,,,
