form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,dissemination_date,expenditure_amount,disbursement_date,calendar_y_t_d_per_election_office,expenditure_purpose_descrip,category_code,payee_cmtte_fec_id_number,support_oppose_code,candidate_id_number,candidate_last_name,candidate_first_name,candidate_middle_name,candidate_prefix,candidate_suffix,candidate_office,candidate_district,candidate_state,completing_last_name,completing_first_name,completing_middle_name,completing_prefix,completing_suffix,date_signed,memo_code,memo_text_description
SE,C00880682,E-136,,,ORG,"Nerdrock Media, LLC",,,,,,595 Pierre Road,,Walnut,CA,91789,G2024,,2024-10-12,4000.00,2024-10-16,4000.00,Digital Media Advertising,004,,S,S4TX00722,Allred,Colin,,,,S,00,TX,McCubbin,Jeremie,,,,2024-10-24,X,Additional Independent Expenditure Made information related to Debt Payment in the period
SE,C00880682,E-137,,,ORG,"Nerdrock Media, LLC",,,,,,595 Pierre Road,,Walnut,CA,91789,G2024,,2024-10-12,4000.00,2024-10-16,4000.00,Digital Media Advertising,004,,S,S6PA00217,Casey,Robert,P.,,Jr.,S,00,PA,McCubbin,Jeremie,,,,2024-10-24,X,Additional Independent Expenditure Made information related to Debt Payment in the period
SE,C00880682,E-90,,,ORG,"Nerdrock Media, LLC",,,,,,595 Pierre Road,,Walnut,CA,91789,G2024,,2024-09-16,40000.00,2024-10-03,40000.00,Digital Media Advertising,004,,S,P00009423,Harris,Kamala,D.,,,P,00,,McCubbin,Jeremie,,,,2024-10-24,X,Additional Independent Expenditure Made information related to Debt Payment in the period
SE,C00880682,E-104,,,ORG,"Nerdrock Media, LLC",,,,,,595 Pierre Road,,Walnut,CA,91789,G2024,,2024-09-25,40000.00,2024-10-03,80000.00,Digital Media Advertising,004,,S,P00009423,Harris,Kamala,D.,,,P,00,,McCubbin,Jeremie,,,,2024-10-24,X,Additional Independent Expenditure Made information related to Debt Payment in the period
SE,C00880682,E-142,,,ORG,"Nerdrock Media, LLC",,,,,,595 Pierre Road,,Walnut,CA,91789,G2024,,2024-10-15,10000.00,2024-10-16,90000.00,Digital Media Advertising,004,,S,P00009423,Harris,Kamala,D.,,,P,00,,McCubbin,Jeremie,,,,2024-10-24,X,Additional Independent Expenditure Made information related to Debt Payment in the period
SE,C00880682,E-121,,,ORG,"Nerdrock Media, LLC",,,,,,595 Pierre Road,,Walnut,CA,91789,G2024,,2024-09-25,40000.00,2024-10-03,,Digital Media Advertising,004,,,,See,Memo,,,,,,,McCubbin,Jeremie,,,,2024-10-24,,Debt Payment. See additional transactions for Independent Expenditure details.
SE,C00880682,E-122,,,ORG,"Nerdrock Media, LLC",,,,,,595 Pierre Road,,Walnut,CA,91789,G2024,,2024-09-16,40000.00,2024-10-03,,Digital Media Advertising,004,,,,See,Memo,,,,,,,McCubbin,Jeremie,,,,2024-10-24,,Debt Payment. See additional transactions for Independent Expenditure details.
SE,C00880682,E-128,,,ORG,"Nerdrock Media, LLC",,,,,,595 Pierre Road,,Walnut,CA,91789,G2024,,2024-10-08,7500.00,2024-10-08,7500.00,Digital Media Advertising,001,,S,H4CA45170,Tran,Derek,,,,H,45,CA,McCubbin,Jeremie,,,,2024-10-24,
SE,C00880682,E-145,,,ORG,"Nerdrock Media, LLC",,,,,,595 Pierre Road,,Walnut,CA,91789,G2024,,2024-10-15,10000.00,2024-10-16,,Digital Media Advertising,004,,,,See,Memo,,,,,,,McCubbin,Jeremie,,,,2024-10-24,,Debt Payment. See additional transactions for Independent Expenditure details.
SE,C00880682,E-146,,,ORG,"Nerdrock Media, LLC",,,,,,595 Pierre Road,,Walnut,CA,91789,G2024,,2024-10-12,8000.00,2024-10-16,,Digital Media Advertising,004,,,,See,Memo,,,,,,,McCubbin,Jeremie,,,,2024-10-24,,Debt Payment. See additional transactions for Independent Expenditure details.
SE,C00880682,E-138,,,ORG,Nguoi Viet News,,,,,,14771 Moran Street,,Westminster,CA,92683,G2024,,2024-10-12,2343.60,2024-10-15,,Digital Media Advertising,006,,,,See,Memo,,,,,,,McCubbin,Jeremie,,,,2024-10-24,,Debt Payment. See additional transactions for Independent Expenditure details.
SE,C00880682,E-133,,,ORG,Nguoi Viet News,,,,,,14771 Moran Street,,Westminster,CA,92683,G2024,,2024-10-12,2343.60,2024-10-15,9843.60,Advertising - Newspaper,006,,S,H4CA45170,Tran,Derek,,,,H,45,CA,McCubbin,Jeremie,,,,2024-10-24,X,Additional Independent Expenditure Made information related to Debt Payment in the period
