form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00010470,B854472,,,CCM,Friends of Jerry Alvord for State Senate 2022,,,,,,PO Box 522,,Lone Grove,OK,73433,P2026,,2023-09-18,1000.00,,P-2026 State Senate 14 OK,011,,,,Alvord,Jerry,,,,S,OK,14,,,,,,,,
SB29,C00010470,B854481,,,CCM,Brian Bingman for Corporation Commissioner,,,,,,1502 E. McKinley Ave.,,Sapulpa,OK,74066,P2024,,2023-09-18,1000.00,,P-2024 Corporation Commission  OK,011,,,,Bingman,Brian,J,,,,OK, ,,,,,,,,
SB29,C00010470,B854473,,,CCM,George H. Burns 2024,,,,,,380 Burnstone Ridge,,Haworth,OK,74740,P2024,,2023-09-18,1000.00,,P-2024 State Senate 5 OK,011,,,,Burns,George,,,,S,OK,05,,,,,,,,
SB29,C00010470,B854477,,,CCM,Friends of Denise CH 2024,,,,,,11937 N. Mustang Road,,Surrey Hills-Yukon,OK,73099,P2024,,2023-09-18,500.00,,P-2024 State House 41 OK,011,,,,Crosswhite Hader,Denise,,,,H,OK,41,,,,,,,,
SB29,C00010470,B854478,,,CCM,Friends of Bob Ed Culver,,,,,,14796 West Grandview Road,,Tahlequah,OK,74464,P2024,,2023-09-18,500.00,,P-2024 State House 4 OK,011,,,,Culver,Bob Ed,,,,H,OK,04,,,,,,,,
SB29,C00010470,B854465,,,CCM,Friends of Mike Dobrinski,,,,,,PO Box 30,,Okeene,OK,73763,P2024,,2023-09-18,500.00,,P-2024 State House 59 OK,011,,,,Dobrinski,Mike,,,,H,OK,59,,,,,,,,
SB29,C00010470,B854468,,,CCM,DOSSETT FOR SENATE 2024,,,,,,1632 S. Evanston Ave.,,Tulsa,OK,74104,P2024,,2023-09-18,1000.00,,P-2024 State Senate 35 OK,011,,,,Dossett,Jo Anna,,,,S,OK,35,,,,,,,,
SB29,C00010470,B854469,,,CCM,Jessica Garvin for State Senate,,,,,,1206 W. Cedar,,Duncan,OK,73533,P2024,,2023-09-18,1000.00,,P-2024 State Senate 43 OK,011,,,,Garvin,Jessica,,,,S,OK,43,,,,,,,,
SB29,C00010470,B854458,,,CCM,John Haste for State Senate 2026,,,,,,8206 E Greeley Pl.,,Broken Arrow,OK,74014,P2026,,2023-09-18,2000.00,,P-2026 State Senate 36 OK,011,,,,Haste,John,,,,S,OK,36,,,,,,,,
SB29,C00010470,B854452,,,CCM,Friends of Kyle Hilbert 2024,,,,,,509 E Grant Pl,,Bristow,OK,74010,P2024,,2023-09-18,2000.00,,P-2024 State House 29 OK,011,,,,Hilbert,Kyle,,,,H,OK,29,,,,,,,,
SB29,C00010470,B854479,,,CCM,Johns for House 2024,,,,,,1424 Sunrise Lane,,Ada,OK,74820,P2024,,2023-09-18,1000.00,,P-2024 State House 25 OK,011,,,,Johns,Ronald,W,,,H,OK,25,,,,,,,,
SB29,C00010470,B854470,,,CCM,Friends of Gerrid Kendrix 2024,,,,,,115 Falcon Road,,Altus,OK,73521,P2024,,2023-09-18,500.00,,P-2024 State House 52 OK,011,,,,Kendrix,Gerrid,,,,H,OK,52,,,,,,,,
SB29,C00010470,B854459,,,CCM,Friends of Chris Kidd,,,,,,3371 U.S. Hwy 81,,Addington,OK,73520,P2024,,2023-09-18,1000.00,,P-2024 State Senate 31 OK,011,,,,Kidd,Chris,,,,S,OK,31,,,,,,,,
SB29,C00010470,B854471,,,CCM,Friends of Dick Lowe 2024,,,,,,1511 W Main Street,,Amber,OK,73004,P2024,,2023-09-18,500.00,,P-2024 State House 56 OK,011,,,,Lowe,Dick,,,,H,OK,56,,,,,,,,
SB29,C00010470,B854460,,,CCM,Friends of Greg McCortney,,,,,,117 S. Broadway Ave.,,Ada,OK,74820,P2024,,2023-09-18,1000.00,,P-2024 State Senate 13 OK,011,,,,McCortney,Greg,,,,S,OK,13,,,,,,,,
SB29,C00010470,B854461,,,CCM,Friends of Mike Osburn 2024,,,,,,3126 S Boulevard St #274,,Edmond,OK,73013,P2024,,2023-09-18,500.00,,P-2024 State House 81 OK,011,,,,Osburn,Mike,,,,H,OK,81,,,,,,,,
SB29,C00010470,B854462,,,CCM,Friends of Lonnie Paxton 2024,,,,,,1408 State Highway 37,,Tuttle,OK,73089,P2024,,2023-09-18,1000.00,,P-2024 State Senate 23 OK,011,,,,Paxton,Lonnie,,,,S,OK,23,,,,,,,,
SB29,C00010470,B854463,,,CCM,Adam Pugh for Senate 2024,,,,,,4625 Spectacular Bid Ave.,,Edmond,OK,73025,P2024,,2023-09-18,1000.00,,P-2024 State Senate 41 OK,011,,,,Pugh,Adam,,,,S,OK,41,,,,,,,,
SB29,C00010470,B854457,,,CCM,Friends of Dave Rader,,,,,,8086 S Yale Ave #200,,Tulsa,OK,74136,P2024,,2023-09-18,1000.00,,P-2024 State Senate 39 OK,011,,,,Rader,Dave,,,,S,OK,39,,,,,,,,
SB29,C00010470,B854464,,,CCM,Paul Rosino for State Senate 2024,,,,,,4133 SW 129TH ST,,Oklahoma,OK,73173,P2024,,2023-09-18,1000.00,,P-2024 State Senate 45 OK,011,,,,Rosino,Paul,,,,S,OK,45,,,,,,,,
SB29,C00010470,B854466,,,CCM,Shane Jett for State Senate,,,,,,2313 Augusta Drive,,Shawnee,OK,74801,P2024,,2023-09-18,1000.00,,P-2024 State Senate 17 OK,011,,,,Shane,Jett,,,,S,OK,17,,,,,,,,
SB29,C00010470,B854476,,,CCM,Brenda Stanley for State Senate,,,,,,4313 Easy Street,,Oklahoma City,OK,73150,P2026,,2023-09-18,1000.00,,P-2026 State Senate 42 OK,011,,,,Stanley,Brenda,,,,S,OK,42,,,,,,,,
SB29,C00010470,B854467,,,CCM,Blake Cowboy Stephens for Senate,,,,,,21180 E. 663 Rd.,,Tahlequah,OK,74464,P2024,,2023-09-18,1000.00,,P-2024 State Senate 3 OK,011,,,,Stephens,Blake,C,,,S,OK,03,,,,,,,,
SB29,C00010470,B854480,,,CCM,Woods for Senate (DS4),,,,,,69652 US-59,,Westville,OK,74965,P2026,,2023-09-18,1000.00,,P-2026 State Senate 04 OK,011,,,,Woods,Tom,,,,S,OK,04,,,,,,,,
SB29,C00010470,B853353,,,CCM,"Elizabeth ""Liz"" Compos Campaign",,,,,,1028 Rigsby,,San Antonio,TX,78210,P2024,,2023-09-13,-1500.00,,P-2024 State House 119 TX,011,,,,Campos,Elizabeth,,,,H,TX,11,,,,,,,,Voided: Original check dated 08/24/23
SB29,C00010470,B855311,,,CCM,"Elizabeth ""Liz"" Campos Campaign",,,,,,1028 Rigsby,,San Antonio,TX,78210,P2024,,2023-09-21,1500.00,,P-2024 State House 119 TX,011,,,,Campos,Elizabeth,,,,H,TX,11,,,,,,,,
SB29,C00010470,B854440,,,PTY,Republican Assembly Campaign Cmte,,,,,,P.O. Box 215,,Madison,WI,53701,O2023,Not Applicable,2023-09-18,2000.00,,State Party Cmte,011,,,,,,,,,,, ,,,,,,,,
