form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00867937,SB21B.1039303,,,ORG,AMERICAN EXPRESS,,,,,,200 VESEY ST,,NEW YORK,NY,10285,,,2024-12-05,288832.07,,CREDIT CARD PAYMENT: SEE ITEMIZATIONS IF REQUIRED
SB21B,C00867937,SB21B.1039303.1,SB21B.1039303,SB21B,ORG,APPLE,,,,,,1 APPLE PARK WAY,,CUPERTINO,CA,95014,,,2024-11-05,4.99,,SOFTWARE,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1039303.2,SB21B.1039303,SB21B,ORG,APPLE,,,,,,1 APPLE PARK WAY,,CUPERTINO,CA,95014,,,2024-11-05,6.99,,SOFTWARE,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1039303.3,SB21B.1039303,SB21B,ORG,APPLE,,,,,,1 APPLE PARK WAY,,CUPERTINO,CA,95014,,,2024-11-05,6.99,,SOFTWARE,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1039303.4,SB21B.1039303,SB21B,ORG,APPLE,,,,,,1 APPLE PARK WAY,,CUPERTINO,CA,95014,,,2024-11-05,7.99,,SOFTWARE,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1039303.5,SB21B.1039303,SB21B,ORG,APPLE,,,,,,1 APPLE PARK WAY,,CUPERTINO,CA,95014,,,2024-11-12,9.99,,SOFTWARE,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1039303.6,SB21B.1039303,SB21B,ORG,APPLE,,,,,,1 APPLE PARK WAY,,CUPERTINO,CA,95014,,,2024-11-20,7.43,,SOFTWARE,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1039303.7,SB21B.1039303,SB21B,ORG,"ATLAS PARTY RENTAL, INC",,,,,,1926 HIGH RIDGE RD,,BOYNTON BEACH,FL,33426,,,2024-11-04,740.30,,EVENT STAGING EXPENSE,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1039303.8,SB21B.1039303,SB21B,ORG,CITY OF LA CROSSE,,,,,,400 LA CROSSE ST,,LA CROSSE,WI,54601,,,2024-11-13,7795.92,,FACILITY RENTAL,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1039303.9,SB21B.1039303,SB21B,ORG,CITY OF LA CROSSE,,,,,,400 LA CROSSE ST,,LA CROSSE,WI,54601,,,2024-11-13,229.98,,FACILITY RENTAL,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1039303.10,SB21B.1039303,SB21B,ORG,"FESTIVAL PARK, LLC",,,,,,5 FIFTH STREET,,RACINE,WI,53403,,,2024-11-07,2260.65,,FACILITY RENTAL,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1039303.11,SB21B.1039303,SB21B,ORG,HILTON,,,,,,7930 JONES BRANCH DR,,MCLEAN,VA,22102,,,2024-11-03,3084.69,,TRAVEL: LODGING,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1039303.12,SB21B.1039303,SB21B,ORG,HILTON,,,,,,7930 JONES BRANCH DR,,MCLEAN,VA,22102,,,2024-11-03,4638.69,,TRAVEL: LODGING,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1039303.13,SB21B.1039303,SB21B,ORG,HILTON,,,,,,7930 JONES BRANCH DR,,MCLEAN,VA,22102,,,2024-11-04,4638.69,,TRAVEL: LODGING,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1039303.14,SB21B.1039303,SB21B,ORG,HILTON,,,,,,7930 JONES BRANCH DR,,MCLEAN,VA,22102,,,2024-11-05,11790.54,,TRAVEL: LODGING,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1039303.15,SB21B.1039303,SB21B,ORG,HILTON,,,,,,7930 JONES BRANCH DR,,MCLEAN,VA,22102,,,2024-11-05,98.22,,TRAVEL: LODGING,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1039303.16,SB21B.1039303,SB21B,ORG,HILTON,,,,,,7930 JONES BRANCH DR,,MCLEAN,VA,22102,,,2024-11-05,314.26,,TRAVEL: LODGING,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1039303.17,SB21B.1039303,SB21B,ORG,HILTON,,,,,,7930 JONES BRANCH DR,,MCLEAN,VA,22102,,,2024-11-05,563.06,,TRAVEL: LODGING,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1039303.18,SB21B.1039303,SB21B,ORG,HILTON,,,,,,7930 JONES BRANCH DR,,MCLEAN,VA,22102,,,2024-11-06,13562.00,,TRAVEL: LODGING,,,,,,,,,,,,,,,,,,,X
