form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00001636,SB29.83312,,,COM,Mary Beth Canty for Illinois,,,,,,"909 W. Euclid Avenue, Unit 441",,Arlington Heights,IL,60006,G2024,,2024-05-13,250.00,,"House, IL, 54 dst",,,,,,,,,,,,,,,,,,,,
SB29,C00001636,SB29.83348,,,CAN,,Maxwell,James,,,,P.O. Box 796,,Quitman,GA,31643,P2024,,2024-05-30,300.00,,"County Commissioner, GA, 5 dst",,,,,,,,,,,,,,,,,,,,
SB29,C00001636,SB29.83277,,,COM,Mike Fong for Assembly 2024,,,,,,"1017 L Street, #292",,Sacramento,CA,95814,G2024,,2024-05-02,2000.00,,"State Assembly, CA, 49 dst",,,,,,,,,,,,,,,,,,,,
SB29,C00001636,SB29.83345,,,COM,Nancy Skinner for Treasurer 2026,,,,,,"1414 K Street, Suite 250",,Sacramento,CA,95814,P2026,,2024-05-30,1500.00,,"State Treasurer, CA",,,,,,,,,,,,,,,,,,,,
SB29,C00001636,SB29.83313,,,COM,Neighbors for Hoan,,,,,,"5025 N. Broadway, 3rd Floor",,Chicago,IL,60640,G2024,,2024-05-13,250.00,,"House, IL, 13 dst",,,,,,,,,,,,,,,,,,,,
SB29,C00001636,SB29.83310,,,COM,Peters for Illinois,,,,,,P.O. Box 15118,,Chicago,IL,60659,G2024,,2024-05-13,500.00,,"Senate, IL, 13 dst",,,,,,,,,,,,,,,,,,,,
SB29,C00001636,SB29.83275,,,COM,Ransom for Assembly 2024,,,,,,"1121 L Street, Suite 211",,Sacramento,CA,95814,G2024,,2024-05-02,2500.00,,"State Assembly, CA, 13 dst",,,,,,,,,,,,,,,,,,,,
SB29,C00001636,SB29.83328,,,COM,Simonds for Delegate,,,,,,P.O. Box 2296,,Newport News,VA,23609,G2024,,2024-05-20,500.00,,"House, VA, 70 dst",,,,,,,,,,,,,,,,,,,,
SB29,C00001636,SB29.83321,,,COM,Suffolk County Democratic Committee,,,,,,1461 Lakeland Ave,Ste 3,Bohemia,NY,11716,,,2024-05-16,5000.00,,Suffolk County Democratic Committee Annual Spring Dinner,,,,,,,,,,,,,,,,,,,,
SB29,C00001636,SB29.83343,,,COM,Tara Sreekrishnan for Assembly,,,,,,"1100 O Street, Suite 200",,Sacramento,CA,95814,G2024,,2024-05-30,2500.00,,"State Assembly, CA, 26 dst",,,,,,,,,,,,,,,,,,,,
SB29,C00001636,SB29.83301,,,CAN,,Titus,Kenny,,,,8727 Kinzie Jo's Way,,Manhattan,KS,66502,P2024,,2024-05-10,1000.00,,"Senate, KS, 18 dst",,,,,,,,,,,,,,,,,,,,
