form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00001636,SB29.83299,,,COM,3rd Congressional District,,,,,,2915 E 630 N,,Huntington,IN,46750,G2024,,2024-05-09,750.00,,IN Third Congressional District Democratic Comm. Dinner,,,,,,,,,,,,,,,,,,,,
SB29,C00001636,SB29.83303,,,CAN,,Borjon,Jesse,,,,P.O. Box 4872,,Topeka,KS,66604,P2024,,2024-05-10,500.00,,"House, KS, 52 dst",,,,,,,,,,,,,,,,,,,,
SB29,C00001636,SB29.83305,,,COM,Cervantes for Illinois,,,,,,P.o. Box 8415,,Chicago,IL,60608,G2024,,2024-05-13,500.00,,"Senate, IL, 1 dst",,,,,,,,,,,,,,,,,,,,
SB29,C00001636,SB29.83326,,,COM,Charlie Wyatt For Mayor,,,,,,217 E. Locust St.,,Boonville,IN,47909,G2027,,2024-05-20,400.00,,"Mayor, IN",,,,,,,,,,,,,,,,,,,,
SB29,C00001636,SB29.83341,,,COM,Charlie Wyatt For Mayor,,,,,,217 E. Locust St.,,Boonville,IN,47909,G2027,,2024-05-29,400.00,,"Mayor, IN",,,,,,,,,,,,,,,,,,,,
SB29,C00001636,SB29.83304,,,COM,Committee to Elect Meg Loughran Cappel,,,,,,529 Northgate Lane,,Shorewood,IL,60404,G2024,,2024-05-13,250.00,,"Senate, IL, 49 dst",,,,,,,,,,,,,,,,,,,,
SB29,C00001636,SB29.83337,,,COM,CTE Donavan McKinney for State Representative,,,,,,1754 East Outer Dr.,,Detroit,MI,48324,P2024,,2024-05-23,250.00,,"House, MI, 14 dst",,,,,,,,,,,,,,,,,,,,
SB29,C00001636,SB29.83297,,,COM,Friends for Kathy Hochul,,,,,,PO Box 1463,,New York,NY,10021,P2024,,2024-05-09,5000.00,,"Governor, NY, Fundraiser Reception",,,,,,,,,,,,,,,,,,,,
SB29,C00001636,SB29.83306,,,COM,Friends of Aaron Ortiz,,,,,,P.O. Box 32243,,Chicago,IL,60632,G2024,,2024-05-13,250.00,,"House, IL, 1 dst",,,,,,,,,,,,,,,,,,,,
SB29,C00001636,SB29.83346,,,COM,Friends of Bride Rose Sweeney,,,,,,3632 W 133rd Street,,Cleveland,OH,44111,G2024,,2024-05-30,1000.00,,"House, OH, 16 dst",,,,,,,,,,,,,,,,,,,,
SB29,C00001636,SB29.83309,,,COM,Friends of Elgie Sims,,,,,,"22 West Washington Street, Suite 1",,Chicago,IL,60602,G2024,,2024-05-13,500.00,,"Senate, IL, 17 dst",,,,,,,,,,,,,,,,,,,,
SB29,C00001636,SB29.83307,,,COM,Friends of Lakesia,,,,,,1501 N. Clybourn Ave.,Unit D,Chicago,IL,60610,G2024,,2024-05-13,250.00,,"Senate, IL, 5 dst",,,,,,,,,,,,,,,,,,,,
SB29,C00001636,SB29.83308,,,COM,Friends of Rita Mayfield,,,,,,P.O. Box 344,,Waukegan,IL,60079,G2024,,2024-05-13,250.00,,"House, IL, 60 dst",,,,,,,,,,,,,,,,,,,,
SB29,C00001636,SB29.83350,,,COM,Friends of Steven Sainz,,,,,,2712 Osborne Road,,St. Mary's,GA,31558,P2024,,2024-05-30,500.00,,"House, GA, 180 dst",,,,,,,,,,,,,,,,,,,,
SB29,C00001636,SB29.83325,,,PAC,Illinois AFL-CIO COPE,,,,,,"534 S. Second Street, Suite 200",,Springfield,IL,62701,P2024,,2024-05-20,1500.00,,Political Action Committee,,,,,,,,,,,,,,,,,,,,
SB29,C00001636,SB29.83340,,,PAC,Illinois AFL-CIO COPE,,,,,,"534 S. Second Street, Suite 200",,Springfield,IL,62701,P2024,,2024-05-29,1500.00,,Political Action Committee,,,,,,,,,,,,,,,,,,,,
SB29,C00001636,SB29.83311,,,PTY,Illinois Democratic County Chairs' Association,,,,,,P.O. Box 3445,,Springfield,IL,62708,,,2024-05-13,500.00,,"Democratic Party, IL",,,,,,,,,,,,,,,,,,,,
SB29,C00001636,SB29.83327,,,COM,JCF for State Senate,,,,,,P.O. Box 5002,,Woodbridge,VA,22194,G2024,,2024-05-20,500.00,,"Senate, VA, 33 dst",,,,,,,,,,,,,,,,,,,,
SB29,C00001636,SB29.83352,,,COM,LaGrand for Grand Rapids,,,,,,1551 Kalamazoo Ave. SE,,Grand Rapids,MI,49507,P2024,,2024-05-30,500.00,,"Grand Rapids Mayor, MI",,,,,,,,,,,,,,,,,,,,
SB29,C00001636,SB29.83278,,,COM,Lena Gonzalez for Senate 2024,,,,,,"1414 K Street, Suite 250",,Sacramento,CA,95814,G2024,,2024-05-02,1500.00,,"State Senate, CA, 33 dst",,,,,,,,,,,,,,,,,,,,
SB29,C00001636,SB29.83274,,,COM,Liz Ortega for Assembly 2024,,,,,,1121 L Street Ste 211,,Sacramento,CA,95814,G2024,,2024-05-02,2500.00,,"Assembly, CA, 20 dst",,,,,,,,,,,,,,,,,,,,
