form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB22,C00789834,B-37312,,,PAC,Getting Stuff Done PAC (GSD-PAC),,,,,,PO Box 7586,,Phoenix,AZ,85011,,,2023-03-10,83034.38,,Joint Fundraising Proceeds,,C00571182,Getting Stuff Done PAC (GSD-PAC),,,,,,,,,,,,,,,,,
SB22,C00789834,B-37320,,,PAC,Getting Stuff Done PAC (GSD-PAC),,,,,,PO Box 7586,,Phoenix,AZ,85011,,,2023-03-10,23954.04,,Joint Fundraising Proceeds,,C00571182,Getting Stuff Done PAC (GSD-PAC),,,,,,,,,,,,,,,,,
SB22,C00789834,B-37313,,,CCM,Sinema for Arizona,,,,,,PO Box 7586,,Phoenix,AZ,85011,,,2023-03-10,683196.77,,Joint Fundraising Proceeds,,C00508804,Sinema for Arizona,,,,,,,,,,,,,,,,,
SB22,C00789834,B-37321,,,CCM,Sinema for Arizona,,,,,,PO Box 7586,,Phoenix,AZ,85011,,,2023-03-10,53462.64,,Joint Fundraising Proceeds,,C00508804,Sinema for Arizona,,,,,,,,,,,,,,,,,
SB22,C00789834,B-37634,,,PAC,Getting Stuff Done PAC (GSD-PAC),,,,,,PO Box 7586,,Phoenix,AZ,85011,,,2023-03-28,23802.38,,Joint Fundraising Proceeds,,C00571182,Getting Stuff Done PAC (GSD-PAC),,,,,,,,,,,,,,,,,
SB22,C00789834,B-37636,,,PAC,Getting Stuff Done PAC (GSD-PAC),,,,,,PO Box 7586,,Phoenix,AZ,85011,,,2023-03-28,12694.29,,Joint Fundraising Proceeds,,C00571182,Getting Stuff Done PAC (GSD-PAC),,,,,,,,,,,,,,,,,
SB22,C00789834,B-37633,,,CCM,Sinema for Arizona,,,,,,PO Box 7586,,Phoenix,AZ,85011,,,2023-03-28,120669.98,,Joint Fundraising Proceeds,,C00508804,Sinema for Arizona,,,,,,,,,,,,,,,,,
SB22,C00789834,B-37635,,,CCM,Sinema for Arizona,,,,,,PO Box 7586,,Phoenix,AZ,85011,,,2023-03-28,80047.62,,Joint Fundraising Proceeds,,C00508804,Sinema for Arizona,,,,,,,,,,,,,,,,,
SB22,C00789834,B-37775,,,PAC,Getting Stuff Done PAC (GSD-PAC),,,,,,PO Box 7586,,Phoenix,AZ,85011,,,2023-03-31,10636.61,,Joint Fundraising Proceeds,,C00571182,Getting Stuff Done PAC (GSD-PAC),,,,,,,,,,,,,,,,,
SB22,C00789834,B-37777,,,PAC,Getting Stuff Done PAC (GSD-PAC),,,,,,PO Box 7586,,Phoenix,AZ,85011,,,2023-03-31,11779.38,,Joint Fundraising Proceeds,,C00571182,Getting Stuff Done PAC (GSD-PAC),,,,,,,,,,,,,,,,,
SB22,C00789834,B-37773,,,CCM,Sinema for Arizona,,,,,,PO Box 7586,,Phoenix,AZ,85011,,,2023-03-31,111552.53,,Joint Fundraising Proceeds,,C00508804,Sinema for Arizona,,,,,,,,,,,,,,,,,
SB22,C00789834,B-37776,,,CCM,Sinema for Arizona,,,,,,PO Box 7586,,Phoenix,AZ,85011,,,2023-03-31,7911.53,,Joint Fundraising Proceeds,,C00508804,Sinema for Arizona,,,,,,,,,,,,,,,,,
