form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00123612,48916349,,,CCM,Troy Carter For Congress,,,,,,PO Box 50730,,New Orleans,LA,70150,P2024,,2023-07-20,1500.00,0.00,011 - Political Contribution,011,C00763649,Troy Carter For Congress,H2LA02149,Carter,Troy,,Rep.,,H,LA,02,,,,,,,,011 - Political Contribution
SB23,C00123612,48916351,,,CCM,Ciscomani For Congress,,,,,,PO Box 35103,,Tucson,AZ,857405103,P2024,,2023-07-20,1000.00,0.00,011 - Political Contribution,011,C00786194,Ciscomani For Congress,H2AZ02360,Ciscomani,Juan,,Rep.,,H,AZ,06,,,,,,,,011 - Political Contribution
SB23,C00123612,48916352,,,CCM,Jake Ellzey For Congress,,,,,,1005 Congress Avenue,Suite 400,Austin,TX,78701,P2024,,2023-07-20,1000.00,0.00,011 - Political Contribution,011,C00770438,Jake Ellzey For Congress,H8TX06266,Ellzey,Jake,,Rep.,,H,TX,06,,,,,,,,011 - Political Contribution
SB23,C00123612,48916353,,,CCM,Brian Fitzpatrick For All Of Us,,,,,,PO Box 939,,Langhorne,PA,19047,P2024,,2023-07-20,1000.00,0.00,011 - Political Contribution,011,C00607416,Brian Fitzpatrick For All Of Us,H6PA08277,Fitzpatrick,Brian,,Rep.,,H,PA,01,,,,,,,,011 - Political Contribution
SB23,C00123612,48916354,,,CCM,Garret Graves For Congress,,,,,,PO Box 64845,,Baton Rouge,LA,70896,P2024,,2023-07-20,1000.00,0.00,011 - Political Contribution,011,C00558486,Garret Graves For Congress,H4LA06153,Graves,Garret,,Rep.,,H,LA,06,,,,,,,,011 - Political Contribution
SB23,C00123612,48916355,,,CCM,Angus King For U.S. Senate Campaign,,,,,,PO Box 368,"114 Maine Street, Suite 1",Brunswick,ME,040110368,P2024,,2023-07-20,1000.00,0.00,011 - Political Contribution,011,C00516047,Angus King For U.S. Senate Campaign,S2ME00109,King,Angus,,Sen.,Jr.,S,ME,,,,,,,,,011 - Political Contribution
SB23,C00123612,48916356,,,CCM,Kansans For Laturner,,,,,,2329 Sw Ashworth Place,,Topeka,KS,66614,P2024,,2023-07-20,1000.00,0.00,011 - Political Contribution,011,C00718346,Kansans For Laturner,H0KS02188,LaTurner,Jake,,Rep.,,H,KS,02,,,,,,,,011 - Political Contribution
SB23,C00123612,48916357,,,CCM,Kevin McCarthy For Congress,,,,,,PO Box 12667,,Bakersfield,CA,933892667,P2024,,2023-07-20,2500.00,0.00,011 - Political Contribution,011,C00420935,Kevin McCarthy For Congress,H6CA22125,McCarthy,Kevin,,Rep.,,H,CA,20,,,,,,,,011 - Political Contribution
SB23,C00123612,48916358,,,CCM,Mike Rogers For Congress,,,,,,123 East 13th Street,,Anniston,AL,36201,P2024,,2023-07-20,1000.00,0.00,011 - Political Contribution,011,C00367862,Mike Rogers For Congress,H2AL03032,Rogers,Mike,,Rep.,,H,AL,03,,,,,,,,011 - Political Contribution
SB23,C00123612,48916359,,,CCM,Kay Granger Campaign Fund,,,,,,1701 River Run,Suite 308,Fort Worth,TX,76107,G2024,,2023-07-20,1000.00,0.00,011 - Political Contribution,011,C00310532,Kay Granger Campaign Fund,H6TX12060,Granger,Kay,,,,H,TX,12,,,,,,,,011 - Political Contribution
