form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00473249,SB23.6048,,,PAC,AMERICAN ISRAEL PUBLIC AFFAIRS COMMITTEE POLITICAL ACTION COMMITTEE,,,,,,251 H ST NW,,WASHINGTON,DC,20001,O2024,other - conduit,2024-07-02,2000.00,,Conduit contribution to Bell for Missouri,011,C00797670,AMERICAN ISRAEL PUBLIC AFFAIRS COMMITTEE POLITICAL ACTION COMMITTEE,,,,,,,,,,,,,,,,,
SB23,C00473249,SB23.6050,,,PAC,AMERICAN ISRAEL PUBLIC AFFAIRS COMMITTEE POLITICAL ACTION COMMITTEE,,,,,,251 H ST NW,,WASHINGTON,DC,20001,O2024,other - conduit,2024-07-08,2000.00,,conduit contribution to Ciscomani for Congress,011,C00797670,AMERICAN ISRAEL PUBLIC AFFAIRS COMMITTEE POLITICAL ACTION COMMITTEE,,,,,,,,,,,,,,,,,
SB23,C00473249,SB23.6056,,,PAC,AMERICAN ISRAEL PUBLIC AFFAIRS COMMITTEE POLITICAL ACTION COMMITTEE,,,,,,251 H ST NW,,WASHINGTON,DC,20001,O2024,other - conduit,2024-07-08,1000.00,,conduit contribution to Committee to Elect Jared Golden,011,C00797670,AMERICAN ISRAEL PUBLIC AFFAIRS COMMITTEE POLITICAL ACTION COMMITTEE,,,,,,,,,,,,,,,,,
SB23,C00473249,SB23.6058,,,PAC,AMERICAN ISRAEL PUBLIC AFFAIRS COMMITTEE POLITICAL ACTION COMMITTEE,,,,,,251 H ST NW,,WASHINGTON,DC,20001,O2024,other - conduit,2024-07-08,1000.00,,conduit contribution to Don Davis for NC,012,C00797670,AMERICAN ISRAEL PUBLIC AFFAIRS COMMITTEE POLITICAL ACTION COMMITTEE,,,,,,,,,,,,,,,,,
SB23,C00473249,SB23.6065,,,PAC,AMERICAN ISRAEL PUBLIC AFFAIRS COMMITTEE POLITICAL ACTION COMMITTEE,,,,,,251 H ST NW,,WASHINGTON,DC,20001,O2024,other - conduit,2024-07-24,1000.00,,conduit contribution to Ted Lieu for Congress,011,C00797670,AMERICAN ISRAEL PUBLIC AFFAIRS COMMITTEE POLITICAL ACTION COMMITTEE,,,,,,,,,,,,,,,,,
SB23,C00473249,SB23.6066,,,PAC,AMERICAN ISRAEL PUBLIC AFFAIRS COMMITTEE POLITICAL ACTION COMMITTEE,,,,,,251 H ST NW,,WASHINGTON,DC,20001,O2024,other - conduit,2024-07-24,1000.00,,conduit contribution to Nevadans for Steven Horsford,011,C00797670,AMERICAN ISRAEL PUBLIC AFFAIRS COMMITTEE POLITICAL ACTION COMMITTEE,,,,,,,,,,,,,,,,,
SB23,C00473249,SB23.6067,,,PAC,AMERICAN ISRAEL PUBLIC AFFAIRS COMMITTEE POLITICAL ACTION COMMITTEE,,,,,,251 H ST NW,,WASHINGTON,DC,20001,O2024,other - conduit,2024-07-24,1000.00,,conduit contribution to Young Kim for Congress,011,C00797670,AMERICAN ISRAEL PUBLIC AFFAIRS COMMITTEE POLITICAL ACTION COMMITTEE,,,,,,,,,,,,,,,,,
SB23,C00473249,SB23.6049,,,CCM,BELL FOR MISSOURI,,,,,,PO BOX 1906691,,ST LOUIS,MO,63119,P2024,,2024-07-02,2000.00,,earmarked to candidate thru American Israel Public Affairs Committee PAC,011,C00842336,BELL FOR MISSOURI,H4MO01134,BELL,WESLEY MR,,,,H,MO,01,,,,,,,X,
SB23,C00473249,SB23.6051,,,CCM,CISCOMANI FOR CONGRESS,,,,,,PO BOX 35103,,TUCSON,AZ,85740,P2024,,2024-07-08,2000.00,,earmarked to candidate thru American Israel Public Affairs Committee PAC,011,C00786194,CISCOMANI FOR CONGRESS,H2AZ02360,CISCOMANI,JUAN,,,,H,AZ,06,,,,,,,X,
SB23,C00473249,SB23.6057,,,CCM,COMMITTEE TO ELECT JARED GOLDEN,,,,,,PO BOX 7108,,LEWISTON,ME,04240,G2024,,2024-07-08,1000.00,,earmarked to candidate thru American Israel Public Affairs Committee PAC,011,C00653816,COMMITTEE TO ELECT JARED GOLDEN,H8ME02185,GOLDEN,JARED,,,,H,ME,02,,,,,,,X,
SB23,C00473249,SB23.6059,,,CCM,DON DAVIS FOR NC,,,,,,PO BOX 511,,SNOW HILL,NC,28580,G2024,,2024-07-08,1000.00,,earmarked to candidate thru American Israel Public Affairs Committee PAC,011,C00795211,DON DAVIS FOR NC,H2NC02287,DAVIS,DON,,,,H,NC,01,,,,,,,X,
SB23,C00473249,SB23.6069,,,CCM,NEVADANS FOR STEVEN HORSFORD,,,,,,PO BOX 336664,,NORTH LAS VEGAS,NV,89033,G2024,,2024-07-24,1000.00,,earmarked to candidate thru American Israel Public Affairs Committee PAC,011,C00668228,NEVADANS FOR STEVEN HORSFORD,H2NV04011,HORSFORD,STEVEN ALEXZANDER,,,,H,NV,04,,,,,,,X,
SB23,C00473249,SB23.6068,,,CCM,TED LIEU FOR CONGRESS,,,,,,777 S. FIGUEROA ST.,SUITE 4050,LOS ANGELES,CA,90017,G2024,,2024-07-24,1000.00,,earmarked to candidate thru American Israel Public Affairs Committee PAC,011,C00556506,TED LIEU FOR CONGRESS,H4CA33119,LIEU,TED,,,,H,CA,36,,,,,,,X,
