form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00564260,EB2882,,,CCM,Andrea Salinas for Oregon,,,,,,Po Box 230985,,Tigard,OR,97281,P2024,,2024-03-13,1000.00,,Contribution,011,C00793703,Andrea Salinas for Oregon,,Salinas,Andrea,,,,H,OR,06,,,,,,,,
SB23,C00564260,EB2891,,,CCM,Angie Craig for Congress,,,,,,PO Box 22116,,Eagan,MN,55122,P2024,,2024-03-13,1000.00,,Contribution,011,C00575209,Angie Craig for Congress,,Craig,Angie,,,,H,MN,02,,,,,,,,
SB23,C00564260,EB2884,,,COM,Caraveo for Congress,,,,,,PO Box 953,,Eastlake,CO,80614,P2024,,2024-03-13,1000.00,,Contribution,011,C00787788,Caraveo for Congress,,Caraveo,Yadira,,,,H,CO,08,,,,,,,,
SB23,C00564260,EB2893,,,CCM,Chris Pappas for Congress,,,,,,PO Box 313,,Manchester,NH,03105,P2024,,2024-03-13,1000.00,,Contribution,011,C00660464,Chris Pappas for Congress,,Pappas,Chris,,,,H,NH,01,,,,,,,,
SB23,C00564260,EB2889,,,CCM,Committee to Elect Jared Golden,,,,,,P.O. Box 7108,,Lewiston,ME,04240,P2024,,2024-03-13,1000.00,,Contribution,011,C00653816,Committee to Elect Jared Golden,,Golden,Jared,,,,H,ME,02,,,,,,,,
SB23,C00564260,EB2904,,,CCM,Dave Min for Congress,,,,,,PO Box 5959,,Irvine,CA,92616,G2024,,2024-03-13,1000.00,,Contribution,011,C00831537,Dave Min for Congress,,Min,Dave,,,,H,CA,47,,,,,,,,
SB23,C00564260,EB2892,,,CCM,Don Davis for NC,,,,,,PO Box 511,,Snow Hill,NC,28580,G2024,,2024-03-13,1000.00,,Contribution,011,C00795211,Don Davis for NC,,Davis,Don,,,,H,NC,01,,,,,,,,
SB23,C00564260,EB2897,,,CCM,Emilia Sykes for Congress,,,,,,PO Box 1347,,Akron,OH,44309,P2024,,2024-03-13,1000.00,,Contribution,011,C00801274,Emilia Sykes for Congress,,Sykes,Emilia,,,,H,OH,13,,,,,,,,
SB23,C00564260,EB2902,,,CCM,Engel for Arizona,,,,,,PO Box 40721,,Tucson,AZ,85717,P2024,,2024-03-13,1000.00,,Contribution,011,C00773820,Engel for Arizona,,Engel,Kirsten,,,,H,AZ,06,,,,,,,,
SB23,C00564260,EB2886,,,CCM,Eric Sorensen for Illinois,,,,,,PO Box 1172,,Moline,IL,61265,P2024,,2024-03-13,1000.00,,Contribution,011,C00793935,Eric Sorensen for Illinois,,Sorensen,Eric,,,,H,IL,17,,,,,,,,
