form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00409730,500369182,,,CCM,Nikki For Congress,,,,,,PO Box 5171,,Springfield,IL,627055171,P2024,,2023-03-24,3000.00,0.00,Contribution,,C00787812,,,BUDZINSKI,NIKKI,,,,H,IL,13,,,,,,,,
SB23,C00409730,15139895C,15139895,SA11C,CCM,Nikki For Congress,,,,,,PO Box 5171,,Springfield,IL,627055171,,,2023-03-27,2500.00,0.00,Conduit Contribution,,C00787812,,,BUDZINSKI,NIKKI,,,,H,IL,13,,,,,,,X,Earmarked by Honeywell International PAC
SB23,C00409730,15176590C,15176590,SA11C,CCM,Nikki For Congress,,,,,,PO Box 5171,,Springfield,IL,627055171,,,2023-03-28,1000.00,0.00,Conduit Contribution,,C00787812,,,BUDZINSKI,NIKKI,,,,H,IL,13,,,,,,,X,Earmarked by AMERICAN INNOVATION POLITICAL ACTION COMMITTEE
SB23,C00409730,15139885C,15139885,SA11C,CCM,Norma Torres For Congress,,,,,,728 W Edna Pl,,Covina,CA,917223222,,,2023-03-27,2500.00,0.00,Conduit Contribution,,C00557652,,,Torres,Norma,,,,H,CA,35,,,,,,,X,Earmarked by Honeywell International PAC
SB23,C00409730,500366559,,,PAC,NOT SO OLD FASHIONED PAC,,,,,,1 Park Row,Ste 5,Providence,RI,029031235,,,2023-03-07,1000.00,0.00,Contribution,,C00829663,NOT SO OLD FASHIONED PAC,,,,,,,,,,,,,,,,,
SB23,C00409730,500369183,,,CCM,Pat Ryan For Congress,,,,,,PO Box 2113,,Kingston,NY,124022113,P2024,,2023-03-24,5000.00,0.00,Contribution,,C00815290,,,RYAN,PATRICK,,,,H,NY,18,,,,,,,,
SB23,C00409730,15176602C,15176602,SA11C,CCM,Pat Ryan For Congress,,,,,,PO Box 2113,,Kingston,NY,124022113,,,2023-03-28,1000.00,0.00,Conduit Contribution,,C00815290,,,RYAN,PATRICK,,,,H,NY,18,,,,,,,X,Earmarked by AMERICAN INNOVATION POLITICAL ACTION COMMITTEE
SB23,C00409730,15139832C,15139832,SA11C,CCM,People For Derek Kilmer,,,,,,PO Box 1381,,Tacoma,WA,984011381,,,2023-03-27,1500.00,0.00,Conduit Contribution,,C00514893,,,KILMER,DEREK,,,,H,WA,06,,,,,,,X,Earmarked by Honeywell International PAC
SB23,C00409730,15139894C,15139894,SA11C,CCM,People For Derek Kilmer,,,,,,PO Box 1381,,Tacoma,WA,984011381,,,2023-03-27,1000.00,0.00,Conduit Contribution,,C00514893,,,KILMER,DEREK,,,,H,WA,06,,,,,,,X,Earmarked by Honeywell International PAC
SB23,C00409730,15140598C,15140598,SA11C,CCM,People For Derek Kilmer,,,,,,PO Box 1381,,Tacoma,WA,984011381,,,2023-03-28,2500.00,0.00,Conduit Contribution,,C00514893,,,KILMER,DEREK,,,,H,WA,06,,,,,,,X,Earmarked by FEDEX CORPORATION POLITICAL ACTION COMMITTEE
SB23,C00409730,15141677C,15141677,SA11C,CCM,People For Derek Kilmer,,,,,,PO Box 1381,,Tacoma,WA,984011381,,,2023-03-29,5000.00,0.00,Conduit Contribution,,C00514893,,,KILMER,DEREK,,,,H,WA,06,,,,,,,X,Earmarked by Target Citizens Political Forum
SB23,C00409730,15141725C,15141725,SA11AI,CCM,People For Derek Kilmer,,,,,,PO Box 1381,,Tacoma,WA,984011381,,,2023-03-29,1000.00,0.00,Conduit Contribution,,C00514893,,,KILMER,DEREK,,,,H,WA,06,,,,,,,X,Earmarked by Robert J. Fisher
SB23,C00409730,15144108C,15144108,SA11C,CCM,People For Derek Kilmer,,,,,,PO Box 1381,,Tacoma,WA,984011381,,,2023-03-30,1500.00,0.00,Conduit Contribution,,C00514893,,,KILMER,DEREK,,,,H,WA,06,,,,,,,X,Earmarked by Investment Company Institute PAC
SB23,C00409730,15126076C,15126076,SA11C,CCM,Pete Aguilar For Congress,,,,,,PO Box 10954,,San Bernardino,CA,924230954,,,2023-03-08,1000.00,0.00,Conduit Contribution,,C00510461,,,Aguilar,Pete,,,,H,CA,31,,,,,,,X,Earmarked by FEDEX CORPORATION POLITICAL ACTION COMMITTEE
SB23,C00409730,15133147C,15133147,SA11C,CCM,Pete Aguilar For Congress,,,,,,PO Box 10954,,San Bernardino,CA,924230954,,,2023-03-16,1000.00,0.00,Conduit Contribution,,C00510461,,,Aguilar,Pete,,,,H,CA,31,,,,,,,X,"Earmarked by T-MOBILE USA, INC.  POLITICAL ACTION COMMITTEE (T-PAC)"
SB23,C00409730,15133148C,15133148,SA11C,CCM,Pete Aguilar For Congress,,,,,,PO Box 10954,,San Bernardino,CA,924230954,,,2023-03-16,4000.00,0.00,Conduit Contribution,,C00510461,,,Aguilar,Pete,,,,H,CA,31,,,,,,,X,"Earmarked by T-MOBILE USA, INC.  POLITICAL ACTION COMMITTEE (T-PAC)"
SB23,C00409730,15139453C,15139453,SA11C,CCM,Pete Aguilar For Congress,,,,,,PO Box 10954,,San Bernardino,CA,924230954,,,2023-03-27,2500.00,0.00,Conduit Contribution,,C00510461,,,Aguilar,Pete,,,,H,CA,31,,,,,,,X,Earmarked by Honeywell International PAC
SB23,C00409730,15141675C,15141675,SA11C,CCM,Pete Aguilar For Congress,,,,,,PO Box 10954,,San Bernardino,CA,924230954,,,2023-03-29,2500.00,0.00,Conduit Contribution,,C00510461,,,Aguilar,Pete,,,,H,CA,31,,,,,,,X,Earmarked by Target Citizens Political Forum
SB23,C00409730,15144090C,15144090,SA11C,CCM,Pete Aguilar For Congress,,,,,,PO Box 10954,,San Bernardino,CA,924230954,,,2023-03-30,1000.00,0.00,Conduit Contribution,,C00510461,,,Aguilar,Pete,,,,H,CA,31,,,,,,,X,Earmarked by Investment Company Institute PAC
SB23,C00409730,500366560,,,PAC,PROGRESSIVE MAJORITY PAC,,,,,,499 S Capitol St SW,Ste 420,Washington,DC,200034027,,,2023-03-07,1000.00,0.00,Contribution,,C00663609,PROGRESSIVE MAJORITY PAC,,,,,,,,,,,,,,,,,
SB23,C00409730,500366561,,,PAC,Puget PAC,,,,,,410 1St St SE,Ste 310,Washington,DC,200031866,,,2023-03-07,1000.00,0.00,Contribution,,C00551168,Puget PAC,,,,,,,,,,,,,,,,,
SB23,C00409730,15139868C,15139868,SA11C,CCM,Quigley For Congress,,,,,,PO Box 13040,,Chicago,IL,606130040,,,2023-03-27,2500.00,0.00,Conduit Contribution,,C00457556,,,Quigley,Mike,,,,H,IL,05,,,,,,,X,Earmarked by Honeywell International PAC
SB23,C00409730,15139777C,15139777,SA11C,CCM,Salud Carbajal For Congress,,,,,,PO Box 1290,,Santa Barbara,CA,931021290,,,2023-03-27,2500.00,0.00,Conduit Contribution,,C00576041,,,Carbajal,Salud,,,,H,CA,24,,,,,,,X,Earmarked by Honeywell International PAC
SB23,C00409730,15141674C,15141674,SA11C,CCM,Salud Carbajal For Congress,,,,,,PO Box 1290,,Santa Barbara,CA,931021290,,,2023-03-29,2500.00,0.00,Conduit Contribution,,C00576041,,,Carbajal,Salud,,,,H,CA,24,,,,,,,X,Earmarked by Target Citizens Political Forum
SB23,C00409730,15139823C,15139823,SA11C,ORG,Scanlon For Congress,,,,,,PO Box 263,,Swarthmore,PA,190810263,,,2023-03-27,2500.00,0.00,Conduit Contribution,,,,,,,,,,,,,,,,,,,X,Earmarked by Honeywell International PAC
SB23,C00409730,15139872C,15139872,SA11C,CCM,Schneider For Congress,,,,,,PO Box 1318,,Deerfield,IL,600156005,,,2023-03-27,2500.00,0.00,Conduit Contribution,,C00495952,,,Schneider,Bradley,,,,H,IL,10,,,,,,,X,Earmarked by Honeywell International PAC
SB23,C00409730,15140575C,15140575,SA11C,CCM,Schneider For Congress,,,,,,PO Box 1318,,Deerfield,IL,600156005,,,2023-03-28,2500.00,0.00,Conduit Contribution,,C00495952,,,Schneider,Bradley,,,,H,IL,10,,,,,,,X,Earmarked by BLOCKPAC
SB23,C00409730,15140588C,15140588,SA11C,CCM,Schneider For Congress,,,,,,PO Box 1318,,Deerfield,IL,600156005,,,2023-03-28,2500.00,0.00,Conduit Contribution,,C00495952,,,Schneider,Bradley,,,,H,IL,10,,,,,,,X,Earmarked by FEDEX CORPORATION POLITICAL ACTION COMMITTEE
SB23,C00409730,15144086C,15144086,SA11C,CCM,Schneider For Congress,,,,,,PO Box 1318,,Deerfield,IL,600156005,,,2023-03-30,2500.00,0.00,Conduit Contribution,,C00495952,,,Schneider,Bradley,,,,H,IL,10,,,,,,,X,Earmarked by Investment Company Institute PAC
SB23,C00409730,500366562,,,CCM,SCHOLTEN FOR CONGRESS,,,,,,PO Box 6233,,Grand Rapids,MI,495166233,P2024,,2023-03-07,1000.00,0.00,Contribution,,C00711317,,,SCHOLTEN,HILLARY,,,,H,MI,03,,,,,,,,
SB23,C00409730,15136542C,15136542,SA11C,CCM,SCHOLTEN FOR CONGRESS,,,,,,PO Box 6233,,Grand Rapids,MI,495166233,,,2023-03-22,1000.00,0.00,Conduit Contribution,,C00711317,,,SCHOLTEN,HILLARY,,,,H,MI,03,,,,,,,X,Earmarked by Bridge The Gap PAC
SB23,C00409730,500366563,,,CCM,SCHOLTEN FOR CONGRESS,,,,,,PO Box 6233,,Grand Rapids,MI,495166233,P2024,,2023-03-22,1000.00,0.00,Contribution,,C00711317,,,SCHOLTEN,HILLARY,,,,H,MI,03,,,,,,,,
SB23,C00409730,500369186,,,CCM,SCHOLTEN FOR CONGRESS,,,,,,PO Box 6233,,Grand Rapids,MI,495166233,P2024,,2023-03-24,3000.00,0.00,Contribution,,C00711317,,,SCHOLTEN,HILLARY,,,,H,MI,03,,,,,,,,
SB23,C00409730,15139873C,15139873,SA11C,CCM,SCHOLTEN FOR CONGRESS,,,,,,PO Box 6233,,Grand Rapids,MI,495166233,,,2023-03-27,2500.00,0.00,Conduit Contribution,,C00711317,,,SCHOLTEN,HILLARY,,,,H,MI,03,,,,,,,X,Earmarked by Honeywell International PAC
SB23,C00409730,15140582C,15140582,SA11C,CCM,SCHOLTEN FOR CONGRESS,,,,,,PO Box 6233,,Grand Rapids,MI,495166233,,,2023-03-28,1000.00,0.00,Conduit Contribution,,C00711317,,,SCHOLTEN,HILLARY,,,,H,MI,03,,,,,,,X,Earmarked by Annie PAC
SB23,C00409730,15176603C,15176603,SA11C,CCM,SCHOLTEN FOR CONGRESS,,,,,,PO Box 6233,,Grand Rapids,MI,495166233,,,2023-03-28,1000.00,0.00,Conduit Contribution,,C00711317,,,SCHOLTEN,HILLARY,,,,H,MI,03,,,,,,,X,Earmarked by AMERICAN INNOVATION POLITICAL ACTION COMMITTEE
SB23,C00409730,15139854C,15139854,SA11C,CCM,Scott Peters For Congress,,,,,,PO Box 70980,,Washington,DC,200240980,,,2023-03-27,2500.00,0.00,Conduit Contribution,,C00503110,,,PETERS,SCOTT,,,,H,CA,50,,,,,,,X,Earmarked by Honeywell International PAC
SB23,C00409730,500366564,,,PAC,Serving Our Country (SOC) PAC,,,,,,226 E Canon Perdido St,Ste D,Santa Barbara,CA,931012255,,,2023-03-07,1000.00,0.00,Contribution,,C00656132,Serving Our Country (SOC) PAC,,,,,,,,,,,,,,,,,
SB23,C00409730,15136693C,15136693,SA11C,CCM,Sharice For Congress,,,,,,13851 W 63Rd St,Num 303,Shawnee,KS,662163800,,,2023-03-22,1000.00,0.00,Conduit Contribution,,C00670034,,,Davids,Sharice,,,,H,KS,03,,,,,,,X,Earmarked by Elevance Health PAC (Formerly Anthem PAC)
SB23,C00409730,500369187,,,CCM,Sharice For Congress,,,,,,13851 W 63Rd St,Num 303,Shawnee,KS,662163800,P2024,,2023-03-24,5000.00,0.00,Contribution,,C00670034,,,Davids,Sharice,,,,H,KS,03,,,,,,,,
SB23,C00409730,15139814C,15139814,SA11C,CCM,Sharice For Congress,,,,,,13851 W 63Rd St,Num 303,Shawnee,KS,662163800,,,2023-03-27,2500.00,0.00,Conduit Contribution,,C00670034,,,Davids,Sharice,,,,H,KS,03,,,,,,,X,Earmarked by Honeywell International PAC
SB23,C00409730,15140573C,15140573,SA11C,CCM,Sharice For Congress,,,,,,13851 W 63Rd St,Num 303,Shawnee,KS,662163800,,,2023-03-28,2500.00,0.00,Conduit Contribution,,C00670034,,,Davids,Sharice,,,,H,KS,03,,,,,,,X,Earmarked by BLOCKPAC
SB23,C00409730,15140583C,15140583,SA11C,CCM,Sharice For Congress,,,,,,13851 W 63Rd St,Num 303,Shawnee,KS,662163800,,,2023-03-28,1000.00,0.00,Conduit Contribution,,C00670034,,,Davids,Sharice,,,,H,KS,03,,,,,,,X,Earmarked by Annie PAC
SB23,C00409730,15140595C,15140595,SA11C,CCM,Sharice For Congress,,,,,,13851 W 63Rd St,Num 303,Shawnee,KS,662163800,,,2023-03-28,1000.00,0.00,Conduit Contribution,,C00670034,,,Davids,Sharice,,,,H,KS,03,,,,,,,X,Earmarked by FEDEX CORPORATION POLITICAL ACTION COMMITTEE
SB23,C00409730,15176593C,15176593,SA11C,CCM,Sharice For Congress,,,,,,13851 W 63Rd St,Num 303,Shawnee,KS,662163800,,,2023-03-28,1000.00,0.00,Conduit Contribution,,C00670034,,,Davids,Sharice,,,,H,KS,03,,,,,,,X,Earmarked by AMERICAN INNOVATION POLITICAL ACTION COMMITTEE
SB23,C00409730,15139774C,15139774,SA11C,CCM,SHONTEL BROWN FOR CONGRESS,,,,,,PO Box 221232,,Beachwood,OH,441220996,,,2023-03-27,2500.00,0.00,Conduit Contribution,,C00764381,,,BROWN,SHONTEL M,,,,H,OH,11,,,,,,,X,Earmarked by Honeywell International PAC
SB23,C00409730,500366565,,,CCM,Shri For Congress,,,,,,19460 Lowell Dr,,Detroit,MI,482031417,P2024,,2023-03-07,1000.00,0.00,Contribution,,C00798132,,,THANEDAR,SHRI,,,,H,MI,13,,,,,,,,
SB23,C00409730,500366566,,,CCM,Shri For Congress,,,,,,19460 Lowell Dr,,Detroit,MI,482031417,P2024,,2023-03-22,1000.00,0.00,Contribution,,C00798132,,,THANEDAR,SHRI,,,,H,MI,13,,,,,,,,
SB23,C00409730,15139884C,15139884,SA11C,CCM,Shri For Congress,,,,,,19460 Lowell Dr,,Detroit,MI,482031417,,,2023-03-27,2500.00,0.00,Conduit Contribution,,C00798132,,,THANEDAR,SHRI,,,,H,MI,13,,,,,,,X,Earmarked by Honeywell International PAC
SB23,C00409730,500369188,,,CCM,Spanberger For Congress,,,,,,PO Box 3121,,Glen Allen,VA,230583121,P2024,,2023-03-24,2500.00,0.00,Contribution,,C00649913,,,Spanberger,Abigail,,,,H,VA,07,,,,,,,,
SB23,C00409730,15176605C,15176605,SA11C,CCM,Spanberger For Congress,,,,,,PO Box 3121,,Glen Allen,VA,230583121,,,2023-03-28,1000.00,0.00,Conduit Contribution,,C00649913,,,Spanberger,Abigail,,,,H,VA,07,,,,,,,X,Earmarked by AMERICAN INNOVATION POLITICAL ACTION COMMITTEE
SB23,C00409730,500366567,,,PAC,Spike PAC,,,,,,PO Box 9536,,Lowell,MA,018539536,,,2023-03-07,1000.00,0.00,Contribution,,C00787317,Spike PAC,,,,,,,,,,,,,,,,,
SB23,C00409730,15136543C,15136543,SA11C,CCM,Stanton For Congress,,,,,,4340 E Indian School Rd,Ste 21-518,Phoenix,AZ,850185398,,,2023-03-22,1000.00,0.00,Conduit Contribution,,C00657304,,,Stanton,Greg,,,,H,AZ,09,,,,,,,X,Earmarked by Bridge The Gap PAC
SB23,C00409730,500369189,,,CCM,Stanton For Congress,,,,,,4340 E Indian School Rd,Ste 21-518,Phoenix,AZ,850185398,P2024,,2023-03-24,2500.00,0.00,Contribution,,C00657304,,,Stanton,Greg,,,,H,AZ,09,,,,,,,,
SB23,C00409730,15139880C,15139880,SA11C,CCM,Stanton For Congress,,,,,,4340 E Indian School Rd,Ste 21-518,Phoenix,AZ,850185398,,,2023-03-27,2500.00,0.00,Conduit Contribution,,C00657304,,,Stanton,Greg,,,,H,AZ,09,,,,,,,X,Earmarked by Honeywell International PAC
SB23,C00409730,15139882C,15139882,SA11C,CCM,STRICKLAND FOR WASHINGTON,,,,,,1625 E 72Nd St,Ste 700 Pmb 139,Tacoma,WA,984045455,,,2023-03-27,2500.00,0.00,Conduit Contribution,,C00732826,,,STRICKLAND,MARILYN,,,,H,WA,10,,,,,,,X,Earmarked by Honeywell International PAC
SB23,C00409730,500366575,,,PAC,SUMMITT PAC,,,,,,PO Box 22116,,Eagan,MN,551220116,,,2023-03-07,1000.00,0.00,Contribution,,C00762369,SUMMITT PAC,,,,,,,,,,,,,,,,,
SB23,C00409730,500366576,,,PAC,SUNFLOWER SEEDS PAC,,,,,,13851 W 63Rd St,# 303,Shawnee,KS,662163800,,,2023-03-07,1000.00,0.00,Contribution,,C00724443,SUNFLOWER SEEDS PAC,,,,,,,,,,,,,,,,,
SB23,C00409730,15144219C,15144219,SA11C,PAC,Supporting House Problem Solvers - SHP PAC,,,,,,910 17Th St NW,Ste 925,Washington,DC,200062641,,,2023-03-30,5000.00,0.00,Conduit Contribution,,C00563601,Supporting House Problem Solvers - SHP PAC,,,,,,,,,,,,,,,,X,Earmarked by Boehringer Ingelheim USA Corporation PAC
SB23,C00409730,500369208,,,CCM,Susan Wild For Congress,,,,,,1636 N Cedar Crest Blvd,# 183,Allentown,PA,181042318,P2024,,2023-03-24,5000.00,0.00,Contribution,,C00658567,,,Wild,Susan,,,,H,PA,07,,,,,,,,
SB23,C00409730,15140585C,15140585,SA11C,CCM,Susan Wild For Congress,,,,,,1636 N Cedar Crest Blvd,# 183,Allentown,PA,181042318,,,2023-03-28,1000.00,0.00,Conduit Contribution,,C00658567,,,Wild,Susan,,,,H,PA,07,,,,,,,X,Earmarked by Annie PAC
SB23,C00409730,15176608C,15176608,SA11C,CCM,Susan Wild For Congress,,,,,,1636 N Cedar Crest Blvd,# 183,Allentown,PA,181042318,,,2023-03-28,1000.00,0.00,Conduit Contribution,,C00658567,,,Wild,Susan,,,,H,PA,07,,,,,,,X,Earmarked by AMERICAN INNOVATION POLITICAL ACTION COMMITTEE
SB23,C00409730,15136537C,15136537,SA11C,CCM,Susie Lee For Congress,,,,,,5130 S Fort Apache Rd,Ste 215 Pmb 382,Las Vegas,NV,891481732,,,2023-03-22,1000.00,0.00,Conduit Contribution,,C00655613,,,Lee,Susie,,,,H,NV,03,,,,,,,X,Earmarked by Bridge The Gap PAC
SB23,C00409730,15136683C,15136683,SA11C,CCM,Susie Lee For Congress,,,,,,5130 S Fort Apache Rd,Ste 215 Pmb 382,Las Vegas,NV,891481732,,,2023-03-22,2500.00,0.00,Conduit Contribution,,C00655613,,,Lee,Susie,,,,H,NV,03,,,,,,,X,Earmarked by Elevance Health PAC (Formerly Anthem PAC)
SB23,C00409730,500369209,,,CCM,Susie Lee For Congress,,,,,,5130 S Fort Apache Rd,Ste 215 Pmb 382,Las Vegas,NV,891481732,P2024,,2023-03-24,5000.00,0.00,Contribution,,C00655613,,,Lee,Susie,,,,H,NV,03,,,,,,,,
SB23,C00409730,15139837C,15139837,SA11C,CCM,Susie Lee For Congress,,,,,,5130 S Fort Apache Rd,Ste 215 Pmb 382,Las Vegas,NV,891481732,,,2023-03-27,2500.00,0.00,Conduit Contribution,,C00655613,,,Lee,Susie,,,,H,NV,03,,,,,,,X,Earmarked by Honeywell International PAC
SB23,C00409730,15176597C,15176597,SA11C,CCM,Susie Lee For Congress,,,,,,5130 S Fort Apache Rd,Ste 215 Pmb 382,Las Vegas,NV,891481732,,,2023-03-28,1000.00,0.00,Conduit Contribution,,C00655613,,,Lee,Susie,,,,H,NV,03,,,,,,,X,Earmarked by AMERICAN INNOVATION POLITICAL ACTION COMMITTEE
SB23,C00409730,500366577,,,PAC,TAHOMA PAC,,,,,,401 2Nd Ave S,Ste 303,Seattle,WA,981042862,,,2023-03-22,1000.00,0.00,Contribution,,C00765727,TAHOMA PAC,,,,,,,,,,,,,,,,,
SB23,C00409730,15136685C,15136685,SA11C,CCM,Terri Sewell For Congress,,,,,,PO Box 1964,,Birmingham,AL,352011964,,,2023-03-22,1000.00,0.00,Conduit Contribution,,C00458976,,,Sewell,Terri,,,,H,AL,07,,,,,,,X,Earmarked by Elevance Health PAC (Formerly Anthem PAC)
SB23,C00409730,15139435C,15139435,SA11C,CCM,Terri Sewell For Congress,,,,,,PO Box 1964,,Birmingham,AL,352011964,,,2023-03-27,2000.00,0.00,Conduit Contribution,,C00458976,,,Sewell,Terri,,,,H,AL,07,,,,,,,X,Earmarked by Ally Financial Inc. Advocacy PAC
SB23,C00409730,15139876C,15139876,SA11C,CCM,Terri Sewell For Congress,,,,,,PO Box 1964,,Birmingham,AL,352011964,,,2023-03-27,2500.00,0.00,Conduit Contribution,,C00458976,,,Sewell,Terri,,,,H,AL,07,,,,,,,X,Earmarked by Honeywell International PAC
SB23,C00409730,15141676C,15141676,SA11C,CCM,Terri Sewell For Congress,,,,,,PO Box 1964,,Birmingham,AL,352011964,,,2023-03-29,2500.00,0.00,Conduit Contribution,,C00458976,,,Sewell,Terri,,,,H,AL,07,,,,,,,X,Earmarked by Target Citizens Political Forum
SB23,C00409730,15144103C,15144103,SA11C,CCM,Terri Sewell For Congress,,,,,,PO Box 1964,,Birmingham,AL,352011964,,,2023-03-30,1000.00,0.00,Conduit Contribution,,C00458976,,,Sewell,Terri,,,,H,AL,07,,,,,,,X,Earmarked by Investment Company Institute PAC
SB23,C00409730,15141673C,15141673,SA11C,CCM,Texans For Henry Cuellar Congressional Campaign,,,,,,1519 Washington St,Ste 200,Laredo,TX,780404412,,,2023-03-29,2500.00,0.00,Conduit Contribution,,C00371302,,,Cuellar,Henry,,,,H,TX,28,,,,,,,X,Earmarked by Target Citizens Political Forum
SB23,C00409730,15141736C,15141736,SA11AI,CCM,Texans For Henry Cuellar Congressional Campaign,,,,,,1519 Washington St,Ste 200,Laredo,TX,780404412,,,2023-03-29,3300.00,0.00,Conduit Contribution,,C00371302,,,Cuellar,Henry,,,,H,TX,28,,,,,,,X,Earmarked by William S. Fisher
SB23,C00409730,15140591C,15140591,SA11C,PAC,Texas First PAC,,,,,,1519 Washington St,Ste 200,Laredo,TX,780404412,,,2023-03-28,5000.00,0.00,Conduit Contribution,,C00439398,Texas First PAC,,,,,,,,,,,,,,,,X,Earmarked by FEDEX CORPORATION POLITICAL ACTION COMMITTEE
SB23,C00409730,15139780C,15139780,SA11C,CCM,Troy Carter For Congress,,,,,,PO Box 50730,,New Orleans,LA,701500730,,,2023-03-27,2500.00,0.00,Conduit Contribution,,C00763649,,,CARTER,TROY,SR.,,,H,LA,02,,,,,,,X,Earmarked by Honeywell International PAC
SB23,C00409730,500366578,,,CCM,Val Hoyle For Congress,,,,,,PO Box 657,,Springfield,OR,974770116,P2024,,2023-03-07,1000.00,0.00,Contribution,,C00796144,,,HOYLE,VALERIE,,,,H,OR,04,,,,,,,,
SB23,C00409730,15136536C,15136536,SA11C,CCM,Val Hoyle For Congress,,,,,,PO Box 657,,Springfield,OR,974770116,,,2023-03-22,1000.00,0.00,Conduit Contribution,,C00796144,,,HOYLE,VALERIE,,,,H,OR,04,,,,,,,X,Earmarked by Bridge The Gap PAC
SB23,C00409730,500369211,,,CCM,Val Hoyle For Congress,,,,,,PO Box 657,,Springfield,OR,974770116,P2024,,2023-03-24,4000.00,0.00,Contribution,,C00796144,,,HOYLE,VALERIE,,,,H,OR,04,,,,,,,,
SB23,C00409730,15139829C,15139829,SA11C,CCM,Val Hoyle For Congress,,,,,,PO Box 657,,Springfield,OR,974770116,,,2023-03-27,2500.00,0.00,Conduit Contribution,,C00796144,,,HOYLE,VALERIE,,,,H,OR,04,,,,,,,X,Earmarked by Honeywell International PAC
SB23,C00409730,15176611C,15176611,SA11C,CCM,Val Hoyle For Congress,,,,,,PO Box 657,,Springfield,OR,974770116,,,2023-03-28,500.00,0.00,Conduit Contribution,,C00796144,,,HOYLE,VALERIE,,,,H,OR,04,,,,,,,X,Earmarked by Ami Bera for Congress
SB23,C00409730,15139886C,15139886,SA11C,CCM,Vargas For Congress,,,,,,330 Encinitas Blvd,Ste 101,Encinitas,CA,920248705,,,2023-03-27,2500.00,0.00,Conduit Contribution,,C00497321,,,Vargas,Juan,,,,H,CA,51,,,,,,,X,Earmarked by Honeywell International PAC
SB23,C00409730,15141724C,15141724,SA11AI,CCM,Vargas For Congress,,,,,,330 Encinitas Blvd,Ste 101,Encinitas,CA,920248705,,,2023-03-29,1000.00,0.00,Conduit Contribution,,C00497321,,,Vargas,Juan,,,,H,CA,51,,,,,,,X,Earmarked by Robert J. Fisher
SB23,C00409730,15144112C,15144112,SA11C,CCM,Vargas For Congress,,,,,,330 Encinitas Blvd,Ste 101,Encinitas,CA,920248705,,,2023-03-30,2500.00,0.00,Conduit Contribution,,C00497321,,,Vargas,Juan,,,,H,CA,51,,,,,,,X,Earmarked by Investment Company Institute PAC
SB23,C00409730,15133146C,15133146,SA11C,CCM,Veronica Escobar For Congress,,,,,,PO Box 3961,,El Paso,TX,799233961,,,2023-03-16,1000.00,0.00,Conduit Contribution,,C00653923,,,Escobar,Veronica,,,,H,TX,16,,,,,,,X,"Earmarked by T-MOBILE USA, INC.  POLITICAL ACTION COMMITTEE (T-PAC)"
SB23,C00409730,15139430C,15139430,SA11C,CCM,Veronica Escobar For Congress,,,,,,PO Box 3961,,El Paso,TX,799233961,,,2023-03-27,1000.00,0.00,Conduit Contribution,,C00653923,,,Escobar,Veronica,,,,H,TX,16,,,,,,,X,"Earmarked by T-MOBILE USA, INC.  POLITICAL ACTION COMMITTEE (T-PAC)"
SB23,C00409730,15139818C,15139818,SA11C,CCM,Veronica Escobar For Congress,,,,,,PO Box 3961,,El Paso,TX,799233961,,,2023-03-27,2500.00,0.00,Conduit Contribution,,C00653923,,,Escobar,Veronica,,,,H,TX,16,,,,,,,X,Earmarked by Honeywell International PAC
SB23,C00409730,15141721C,15141721,SA11AI,CCM,Veronica Escobar For Congress,,,,,,PO Box 3961,,El Paso,TX,799233961,,,2023-03-29,1000.00,0.00,Conduit Contribution,,C00653923,,,Escobar,Veronica,,,,H,TX,16,,,,,,,X,Earmarked by Robert J. Fisher
SB23,C00409730,15176609C,15176609,SA11C,CCM,Vicente Gonzalez For Congress,,,,,,121 N 10Th St,,McAllen,TX,785014688,,,2023-03-28,500.00,0.00,Conduit Contribution,,C00592659,,,Gonzalez,Vicente,,,,H,TX,15,,,,,,,X,Earmarked by Ami Bera for Congress
SB23,C00409730,15144092C,15144092,SA11C,CCM,Vicente Gonzalez For Congress,,,,,,121 N 10Th St,,McAllen,TX,785014688,,,2023-03-30,2500.00,0.00,Conduit Contribution,,C00592659,,,Gonzalez,Vicente,,,,H,TX,15,,,,,,,X,Earmarked by Investment Company Institute PAC
SB23,C00409730,15139856C,15139856,SA11C,CCM,Virgin Islands For Plaskett,,,,,,PO Box 11667,,Christiansted,VI,00824,,,2023-03-27,2500.00,0.00,Conduit Contribution,,C00528182,,,Plaskett,Stacey,,,,H,VI,01,,,,,,,X,Earmarked by Honeywell International PAC
