form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00879734,SB23.4204,,,ORG,New York City Democratic Socialists of America,,,,,,14 Jefferson Street,,New York,NY,10002,,,2024-07-05,231.70,,Text Messaging,,,,,BOWMAN FOR CONGRESS,,,,,H,NY,16,,,,,,,,
SB23,C00879734,SB23.4205,,,ORG,New York City Democratic Socialists of America,,,,,,14 Jefferson Street,,New York,NY,10002,,,2024-07-05,32.31,,Emailing,,,,,BOWMAN FOR CONGRESS,,,,,H,NY,16,,,,,,,,
SB23,C00879734,SB23.4206,,,ORG,New York City Democratic Socialists of America,,,,,,14 Jefferson Street,,New York,NY,10002,,,2024-07-05,28.87,,Emailing,,,,,BOWMAN FOR CONGRESS,,,,,H,NY,16,,,,,,,,
SB23,C00879734,SB23.4207,,,ORG,New York City Democratic Socialists of America,,,,,,14 Jefferson Street,,New York,NY,10002,,,2024-07-05,21.63,,Text Messaging,,,,,BOWMAN FOR CONGRESS,,,,,H,NY,16,,,,,,,,
SB23,C00879734,SB23.4208,,,ORG,New York City Democratic Socialists of America,,,,,,14 Jefferson Street,,New York,NY,10002,,,2024-07-05,231.70,,Text Messaging,,,,,BOWMAN FOR CONGRESS,,,,,H,NY,16,,,,,,,,
SB23,C00879734,SB23.4209,,,ORG,New York City Democratic Socialists of America,,,,,,14 Jefferson Street,,New York,NY,10002,,,2024-07-05,20.79,,Text Messaging,,,,,BOWMAN FOR CONGRESS,,,,,H,NY,16,,,,,,,,
SB23,C00879734,SB23.4210,,,ORG,New York City Democratic Socialists of America,,,,,,14 Jefferson Street,,New York,NY,10002,,,2024-07-05,32.48,,Emailing,,,,,BOWMAN FOR CONGRESS,,,,,H,NY,16,,,,,,,,
SB23,C00879734,SB23.4211,,,ORG,New York City Democratic Socialists of America,,,,,,14 Jefferson Street,,New York,NY,10002,,,2024-07-12,0.12,,Emailing,,,,,BOWMAN FOR CONGRESS,,,,,H,NY,16,,,,,,,,
SB23,C00879734,SB23.4212,,,ORG,New York City Democratic Socialists of America,,,,,,14 Jefferson Street,,New York,NY,10002,,,2024-07-12,0.12,,Emailing,,,,,BOWMAN FOR CONGRESS,,,,,H,NY,16,,,,,,,,
SB23,C00879734,SB23.4213,,,ORG,New York City Democratic Socialists of America,,,,,,14 Jefferson Street,,New York,NY,10002,,,2024-07-12,0.05,,Emailing,,,,,BOWMAN FOR CONGRESS,,,,,H,NY,16,,,,,,,,
SB23,C00879734,SB23.4214,,,ORG,New York City Democratic Socialists of America,,,,,,14 Jefferson Street,,New York,NY,10002,,,2024-07-12,0.04,,Emailing,,,,,BOWMAN FOR CONGRESS,,,,,H,NY,16,,,,,,,,
SB23,C00879734,SB23.4215,,,ORG,New York City Democratic Socialists of America,,,,,,14 Jefferson Street,,New York,NY,10002,,,2024-07-12,0.27,,Emailing,,,,,BOWMAN FOR CONGRESS,,,,,H,NY,16,,,,,,,,
SB23,C00879734,SB23.4216,,,ORG,New York City Democratic Socialists of America,,,,,,14 Jefferson Street,,New York,NY,10002,,,2024-07-12,0.09,,Emailing,,,,,BOWMAN FOR CONGRESS,,,,,H,NY,16,,,,,,,,
SB23,C00879734,SB23.4217,,,ORG,New York City Democratic Socialists of America,,,,,,14 Jefferson Street,,New York,NY,10002,,,2024-07-12,0.31,,Emailing,,,,,BOWMAN FOR CONGRESS,,,,,H,NY,16,,,,,,,,
SB23,C00879734,SB23.4218,,,ORG,New York City Democratic Socialists of America,,,,,,14 Jefferson Street,,New York,NY,10002,,,2024-07-16,1.85,,Emailing,,,,,BOWMAN FOR CONGRESS,,,,,H,NY,16,,,,,,,,
SB23,C00879734,SB23.4219,,,ORG,New York City Democratic Socialists of America,,,,,,14 Jefferson Street,,New York,NY,10002,,,2024-07-16,1.92,,Emailing,,,,,BOWMAN FOR CONGRESS,,,,,H,NY,16,,,,,,,,
SB23,C00879734,SB23.4220,,,ORG,New York City Democratic Socialists of America,,,,,,14 Jefferson Street,,New York,NY,10002,,,2024-07-16,1.85,,Emailing,,,,,BOWMAN FOR CONGRESS,,,,,H,NY,16,,,,,,,,
SB23,C00879734,SB23.4221,,,ORG,New York City Democratic Socialists of America,,,,,,14 Jefferson Street,,New York,NY,10002,,,2024-07-16,4.21,,Emailing,,,,,BOWMAN FOR CONGRESS,,,,,H,NY,16,,,,,,,,
SB23,C00879734,SB23.4222,,,ORG,New York City Democratic Socialists of America,,,,,,14 Jefferson Street,,New York,NY,10002,,,2024-07-16,0.04,,Emailing,,,,,BOWMAN FOR CONGRESS,,,,,H,NY,16,,,,,,,,
SB23,C00879734,SB23.4223,,,ORG,New York City Democratic Socialists of America,,,,,,14 Jefferson Street,,New York,NY,10002,,,2024-07-16,1.85,,Emailing,,,,,BOWMAN FOR CONGRESS,,,,,H,NY,16,,,,,,,,
SB23,C00879734,SB23.4224,,,ORG,New York City Democratic Socialists of America,,,,,,14 Jefferson Street,,New York,NY,10002,,,2024-07-16,6.80,,Emailing,,,,,BOWMAN FOR CONGRESS,,,,,H,NY,16,,,,,,,,
SB23,C00879734,SB23.4225,,,ORG,New York City Democratic Socialists of America,,,,,,14 Jefferson Street,,New York,NY,10002,,,2024-07-16,7.05,,Emailing,,,,,BOWMAN FOR CONGRESS,,,,,H,NY,16,,,,,,,,
SB23,C00879734,SB23.4226,,,ORG,New York City Democratic Socialists of America,,,,,,14 Jefferson Street,,New York,NY,10002,,,2024-07-16,1.85,,Emailing,,,,,BOWMAN FOR CONGRESS,,,,,H,NY,16,,,,,,,,
SB23,C00879734,SB23.4227,,,ORG,New York City Democratic Socialists of America,,,,,,14 Jefferson Street,,New York,NY,10002,,,2024-07-16,400.00,,Use of contact list,,,,,BOWMAN FOR CONGRESS,,,,,H,NY,16,,,,,,,,
SB23,C00879734,SB23.4228,,,ORG,New York City Democratic Socialists of America,,,,,,14 Jefferson Street,,New York,NY,10002,,,2024-07-16,5.38,,Emailing,,,,,BOWMAN FOR CONGRESS,,,,,H,NY,16,,,,,,,,
SB23,C00879734,SB23.4229,,,ORG,New York City Democratic Socialists of America,,,,,,14 Jefferson Street,,New York,NY,10002,,,2024-07-16,5.36,,Emailing,,,,,BOWMAN FOR CONGRESS,,,,,H,NY,16,,,,,,,,
SB23,C00879734,SB23.4230,,,ORG,New York City Democratic Socialists of America,,,,,,14 Jefferson Street,,New York,NY,10002,,,2024-07-16,5.34,,Emailing,,,,,BOWMAN FOR CONGRESS,,,,,H,NY,16,,,,,,,,
SB23,C00879734,SB23.4231,,,ORG,New York City Democratic Socialists of America,,,,,,14 Jefferson Street,,New York,NY,10002,,,2024-07-16,5.33,,Emailing,,,,,BOWMAN FOR CONGRESS,,,,,H,NY,16,,,,,,,,
SB23,C00879734,SB23.4232,,,ORG,New York City Democratic Socialists of America,,,,,,14 Jefferson Street,,New York,NY,10002,,,2024-07-16,5.33,,Emailing,,,,,BOWMAN FOR CONGRESS,,,,,H,NY,16,,,,,,,,
SB23,C00879734,SB23.4233,,,ORG,New York City Democratic Socialists of America,,,,,,14 Jefferson Street,,New York,NY,10002,,,2024-07-16,1.85,,Emailing,,,,,BOWMAN FOR CONGRESS,,,,,H,NY,16,,,,,,,,
SB23,C00879734,SB23.4234,,,ORG,New York City Democratic Socialists of America,,,,,,14 Jefferson Street,,New York,NY,10002,,,2024-07-16,5.33,,Emailing,,,,,BOWMAN FOR CONGRESS,,,,,H,NY,16,,,,,,,,
SB23,C00879734,SB23.4235,,,ORG,New York City Democratic Socialists of America,,,,,,14 Jefferson Street,,New York,NY,10002,,,2024-07-16,1.85,,Emailing,,,,,BOWMAN FOR CONGRESS,,,,,H,NY,16,,,,,,,,
SB23,C00879734,SB23.4236,,,ORG,New York City Democratic Socialists of America,,,,,,14 Jefferson Street,,New York,NY,10002,,,2024-07-16,1.08,,Emailing,,,,,BOWMAN FOR CONGRESS,,,,,H,NY,16,,,,,,,,
