form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB22,C00837518,SB22.I175,,,CCM,PETE RICKETTS FOR SENATE,,,,,,11235 DAVENPORT ST,STE 107,OMAHA,NE,68154,G2024,,2024-06-28,32964.97,,DISTRIBUTION OF NET JFC PROCEEDS,,C00832436,,S6NE00129,RICKETTS,PETE,,,,S,NE,,  ,,,,,,,
SB22,C00837518,SB22.I215,,,CCM,PETE RICKETTS FOR SENATE,,,,,,11235 DAVENPORT ST,STE 107,OMAHA,NE,68154,P2024,,2024-06-28,2541.07,,DISTRIBUTION OF NET JFC PROCEEDS,,C00832436,,S6NE00129,RICKETTS,PETE,,,,S,NE,,  ,,,,,,,
SB22,C00837518,SB22.I220,,,CCM,PETE RICKETTS FOR SENATE,,,,,,11235 DAVENPORT ST,STE 107,OMAHA,NE,68154,P2024,,2024-05-29,3740.29,,DISTRIBUTION OF NET JFC PROCEEDS,,C00832436,,S6NE00129,RICKETTS,PETE,,,,S,NE,,  ,,,,,,,
SB22,C00837518,SB22.I221,,,CCM,PETE RICKETTS FOR SENATE,,,,,,11235 DAVENPORT ST,STE 107,OMAHA,NE,68154,G2024,,2024-05-29,4754.59,,DISTRIBUTION OF NET JFC PROCEEDS,,C00832436,,S6NE00129,RICKETTS,PETE,,,,S,NE,,  ,,,,,,,
SB22,C00837518,SB22.I299,,,CCM,PETE RICKETTS FOR SENATE,,,,,,11235 DAVENPORT ST,STE 107,OMAHA,NE,68154,P2024,,2024-04-26,57957.90,,DISTRIBUTION OF NET JFC PROCEEDS,,C00832436,,S6NE00129,RICKETTS,PETE,,,,S,NE,,  ,,,,,,,
SB22,C00837518,SB22.I300,,,CCM,PETE RICKETTS FOR SENATE,,,,,,11235 DAVENPORT ST,STE 107,OMAHA,NE,68154,G2024,,2024-04-26,59526.16,,DISTRIBUTION OF NET JFC PROCEEDS,,C00832436,,S6NE00129,RICKETTS,PETE,,,,S,NE,,  ,,,,,,,
SB22,C00837518,SB22.I176,,,PAC,AMERICAN EXCELLENCE PAC,,,,,,1327 H STREET,STE 101,LINCOLN,NE,68508,,,2024-06-28,47607.77,,DISTRIBUTION OF NET JFC PROCEEDS,,C00832501,,,,,,,,,,,  ,,,,,,,
SB22,C00837518,SB22.I222,,,PAC,AMERICAN EXCELLENCE PAC,,,,,,1327 H STREET,STE 101,LINCOLN,NE,68508,,,2024-05-29,19018.38,,DISTRIBUTION OF NET JFC PROCEEDS,,C00832501,,,,,,,,,,,  ,,,,,,,
SB22,C00837518,SB22.I301,,,PAC,AMERICAN EXCELLENCE PAC,,,,,,1327 H STREET,STE 101,LINCOLN,NE,68508,,,2024-04-26,91924.55,,DISTRIBUTION OF NET JFC PROCEEDS,,C00832501,,,,,,,,,,,  ,,,,,,,
SB22,C00837518,SB22.I173,,,PAC,MONTANA RED,,,,,,228 S. WASHINGTON ST.,STE. 115,ALEXANDRIA,VA,22314,,,2024-06-28,77088.35,,DISTRIBUTION OF NET JFC PROCEEDS,,C00739003,,,,,,,,,,,  ,,,,,,,
