form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00487470,SB29.5530,,,ORG,Club for Growth,,,,,,2001 L ST NW STE 600,,Washington,DC,20036,,,2023-10-15,302.37,,nonfederal disubrsement-TV production (from advance line 21),,,,,,,,,,,,,,,,,,,,
SB29,C00487470,SB29.5554,,,ORG,Club for Growth,,,,,,2001 L ST NW STE 600,,Washington,DC,20036,,,2023-10-31,2049.31,,nonfederal disubrsements-Ad production (from advance line 21),,,,,,,,,,,,,,,,,,,,
SB29,C00487470,SB29.5541,,,ORG,"Drogin Group, LLC",,,,,,6705 w Hwy. 290,Ste. 50281,Austin,TX,78735,,,2023-10-17,5600.00,,nonfederal disubrsement-Digital ad production,,,,,,,,,,,,,,,,,,,,
SB29,C00487470,SB29.5528,,,ORG,Medium Buying LLC,,,,,,815 Grandview Ave.,Ste. 600,Columbus,OH,43215,,,2023-10-11,1038730.84,,nonfederal disubrsement-TV placement,,,,,,,,,,,,,,,,,,,,
SB29,C00487470,SB29.5542,,,ORG,Medium Buying LLC,,,,,,815 Grandview Ave.,Ste. 600,Columbus,OH,43215,,,2023-10-18,541700.00,,nonfederal disubrsement-TV ad placement,,,,,,,,,,,,,,,,,,,,
SB29,C00487470,SB29.5545,,,ORG,Medium Buying LLC,,,,,,815 Grandview Ave.,Ste. 600,Columbus,OH,43215,,,2023-10-27,247100.00,,nonfederal disubrsement-TV ad placement,,,,,,,,,,,,,,,,,,,,
SB29,C00487470,SB29.5540,,,ORG,Meta Platforms,,,,,,601 Willow Rd.,,Menlo Park,CA,94025,,,2023-10-17,13000.00,,nonfederal disubrsement-Digital advertising,,,,,,,,,,,,,,,,,,,,
SB29,C00487470,SB29.5529,,,ORG,"Prime Media Partners, LLC",,,,,,4201 Wilson Blvd.,#110-126,Arlington,VA,22203,,,2023-10-11,9847.00,,nonfederal disubrsement-TV production,,,,,,,,,,,,,,,,,,,,
SB29,C00487470,SB29.5537,,,ORG,"Prime Media Partners, LLC",,,,,,4201 Wilson Blvd.,#110-126,Arlington,VA,22203,,,2023-10-17,2880.00,,nonfederal disubrsement-Digital ad production,,,,,,,,,,,,,,,,,,,,
SB29,C00487470,SB29.5543,,,ORG,"Prime Media Partners, LLC",,,,,,4201 Wilson Blvd.,#110-126,Arlington,VA,22203,,,2023-10-18,10571.00,,nonfederal disubrsement-TV ad production,,,,,,,,,,,,,,,,,,,,
SB29,C00487470,SB29.5544,,,ORG,"Prime Media Partners, LLC",,,,,,4201 Wilson Blvd.,#110-126,Arlington,VA,22203,,,2023-10-23,3514.00,,nonfederal disubrsement-digital ad production,,,,,,,,,,,,,,,,,,,,
SB29,C00487470,SB29.5546,,,ORG,"Prime Media Partners, LLC",,,,,,4201 Wilson Blvd.,#110-126,Arlington,VA,22203,,,2023-10-27,10219.00,,nonfederal disubrsement-TV ad production,,,,,,,,,,,,,,,,,,,,
SB29,C00487470,SB29.5532,,,ORG,Resolve Campaigns,,,,,,PO Box 90983,6104 Old Fredericksburg Rd,austin,TX,78749,,,2023-10-15,221156.00,,"nonfederal disubrsement-Mail production, postage",,,,,,,,,,,,,,,,,,,,
SB29,C00487470,SB29.5535,,,ORG,Resolve Campaigns,,,,,,PO Box 90983,6104 Old Fredericksburg Rd,austin,TX,78749,,,2023-10-15,42826.88,,"nonfederal disubrsement-Text, phone messaging",,,,,,,,,,,,,,,,,,,,
SB29,C00487470,SB29.5536,,,ORG,"The Trade Desk, Inc.",,,,,,42 N Chestnut St.,,Ventura,CA,29301,,,2023-10-17,80000.00,,nonfederal disubrsement-Digital ad placement,,,,,,,,,,,,,,,,,,,,
SB29,C00487470,SB29.5534,,,ORG,WPAi,,,,,,"1900 E. 15th St., Bldg 600",Ste. A,Edmond,OK,73013,,,2023-10-15,27000.00,,nonfederal disubrsement-data modeling,,,,,,,,,,,,,,,,,,,,
