form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00774497,B32A1075BA1974FE7A78,,,ORG,GOOGLE,,,,,,1600 AMPHITHEATRE PKWY,,MOUNTAIN VIEW,CA,940431351,,,2024-09-03,110.78,,EMAIL,,,,,,,,,,,,,,,,,,,,,
SB21B,C00774497,B60D41E2669E84890B0E,,,ORG,FACEBOOK,,,,,,1 HACKER WAY,,MENLO PARK,CA,940251456,,,2024-09-03,39.00,,ADVERTISING EXPENSE FOR PLEDGE CAMPAIGN,,,,,,,,,,,,,,,,,,,,,
SB21B,C00774497,B6D8BD15A33D34AA49F3,,,ORG,GOOGLE,,,,,,1600 AMPHITHEATRE PKWY,,MOUNTAIN VIEW,CA,940431351,,,2024-09-03,7.32,,AD PURCHASE,,,,,,,,,,,,,,,,,,,,,
SB21B,C00774497,B1039DF26B486422D9CC,,,ORG,FACEBOOK,,,,,,1 HACKER WAY,,MENLO PARK,CA,940251456,,,2024-09-03,53.00,,ADVERTISING EXPENSE FOR PLEDGE CAMPAIGN,,,,,,,,,,,,,,,,,,,,,
SB21B,C00774497,B8C9DC7C94A6F472BBDB,,,ORG,"JPMORGAN CHASE BANK, N.A.",,,,,,PO BOX 182051,,COLUMBUS,OH,432182051,,,2024-09-05,22.50,,BANK FEE,,,,,,,,,,,,,,,,,,,,,
SB21B,C00774497,B490F5F80A5124EE7B03,,,ORG,FACEBOOK,,,,,,1 HACKER WAY,,MENLO PARK,CA,940251456,,,2024-09-05,59.00,,ADVERTISING EXPENSE FOR PLEDGE CAMPAIGN,,,,,,,,,,,,,,,,,,,,,
SB21B,C00774497,B7D115A5B884A496797F,,,ORG,FACEBOOK,,,,,,1 HACKER WAY,,MENLO PARK,CA,940251456,,,2024-09-09,80.00,,ADVERTISING EXPENSE FOR PLEDGE CAMPAIGN,,,,,,,,,,,,,,,,,,,,,
SB21B,C00774497,B7353002757B14FD1A9D,,,ORG,FACEBOOK,,,,,,1 HACKER WAY,,MENLO PARK,CA,940251456,,,2024-09-09,72.00,,ADVERTISING EXPENSE FOR PLEDGE CAMPAIGN,,,,,,,,,,,,,,,,,,,,,
SB21B,C00774497,B0E91068576334EA9A51,,,ORG,SQUARESPACE,,,,,,8 CLARKSON ST,,NEW YORK,NY,100144301,,,2024-09-10,7.20,,WEBSITE,,,,,,,,,,,,,,,,,,,,,
SB21B,C00774497,B2C362CEE39BC4E8CAAD,,,ORG,GOOGLE,,,,,,1600 AMPHITHEATRE PKWY,,MOUNTAIN VIEW,CA,940431351,,,2024-09-10,50.00,,AD PURCHASE,,,,,,,,,,,,,,,,,,,,,
SB21B,C00774497,BB6D1DCE5A89F4777A5A,,,ORG,BIPARTISAN CLIMATE ACTION,,,,,,712 H ST NE,,WASHINGTON,DC,200023627,,,2024-09-12,3750.00,,NON CONTRIBUTION ACCT - DATABASE SERVICES,,,,,,,,,,,,,,,,,,,,,
