form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB22,C00867937,SB22.1027292,,,PTY,REPUBLICAN FEDERAL COMMITTEE OF PENNSYLVANIA,,,,,,3501 NORTH FRONT STREET,,HARRISBURG,PA,17110,,,2024-10-04,189000.00,,TRANSFER OF NET PROCEEDS,,C00044842
SB22,C00867937,SB22.1027135,,,PTY,REPUBLICAN NATIONAL COMMITTEE,,,,,,310 FIRST ST SE,,WASHINGTON,DC,20003,,,2024-10-04,940782.98,,TRANSFER OF NET PROCEEDS,,C00003418
SB22,C00867937,SB22.1027296,,,PTY,"REPUBLICAN PARTY OF ARIZONA, LLC",,,,,,3033 N CENTRAL AVE,SUITE 300,PHOENIX,AZ,85012,,,2024-10-04,117000.00,,TRANSFER OF NET PROCEEDS,,C00008227
SB22,C00867937,SB22.1027299,,,PTY,REPUBLICAN PARTY OF ARKANSAS,,,,,,1201 W 6TH ST,,LITTLE ROCK,AR,72201,,,2024-10-04,135000.00,,TRANSFER OF NET PROCEEDS,,C00084954
SB22,C00867937,SB22.1027294,,,PTY,REPUBLICAN PARTY OF FLORIDA,,,,,,420 E.  JEFFERSON STREET,,TALLAHASSEE,FL,32301,,,2024-10-04,155520.00,,TRANSFER OF NET PROCEEDS,,C00099259
SB22,C00867937,SB22.1027889,,,PTY,REPUBLICAN PARTY OF FLORIDA,,,,,,420 E.  JEFFERSON STREET,,TALLAHASSEE,FL,32301,,,2024-10-08,110065.45,,TRANSFER OF NET PROCEEDS,,C00099259
SB22,C00867937,SB22.1027277,,,PTY,REPUBLICAN PARTY OF GUAM,,,,,,P.O. BOX 8073,,TAMUNING,GU,96931,,,2024-10-04,135720.00,,TRANSFER OF NET PROCEEDS,,C00804930
SB22,C00867937,SB22.1027284,,,PTY,REPUBLICAN PARTY OF IOWA,,,,,,621 E 9TH ST,,DES MOINES,IA,50309,,,2024-10-04,115020.00,,TRANSFER OF NET PROCEEDS,,C00014498
SB22,C00867937,SB22.1027877,,,PTY,REPUBLICAN PARTY OF KENTUCKY,,,,,,PO BOX 1068,.,FRANKFORT,KY,40602,,,2024-10-08,297085.58,,TRANSFER OF NET PROCEEDS,,C00156810
SB22,C00867937,SB22.1027878,,,PTY,REPUBLICAN PARTY OF LOUISIANA,,,,,,530 LAKELAND DR,STE 215,BATON ROUGE,LA,70802,,,2024-10-08,320085.33,,TRANSFER OF NET PROCEEDS,,C00187450
SB22,C00867937,SB22.1027293,,,PTY,REPUBLICAN PARTY OF MINNESOTA - FEDERAL,,,,,,7400 METRO BLVD,STE 424,MINNEAPOLIS,MN,55439,,,2024-10-04,99000.00,,TRANSFER OF NET PROCEEDS,,C00001313
SB22,C00867937,SB22.1027300,,,PTY,REPUBLICAN PARTY OF TEXAS,,,,,,PO BOX 2206,,AUSTIN,TX,78768,,,2024-10-04,97876.66,,TRANSFER OF NET PROCEEDS,,C00143743
SB22,C00867937,SB22.1027890,,,PTY,REPUBLICAN PARTY OF VIRGINIA INC.,,,,,,115 EAST GRACE STREET,,RICHMOND,VA,23219,,,2024-10-08,184880.62,,TRANSFER OF NET PROCEEDS,,C00001305
SB22,C00867937,SB22.1027289,,,PTY,REPUBLICAN PARTY OF WISCONSIN,,,,,,ATTN: JORDAN WILEMAN,148 EAST JOHNSON STREET,MADISON,WI,53703,,,2024-10-04,171000.00,,TRANSFER OF NET PROCEEDS,,C00074450
SB22,C00867937,SB22.1027279,,,PTY,REPUBLICAN STATE COMMITTEE OF DELAWARE,,,,,,3408 LANCASTER PIKE,SUITE A,WILMINGTON,DE,19805,,,2024-10-04,144900.00,,TRANSFER OF NET PROCEEDS,,C00172510
SB22,C00867937,SB22.1027187,,,PAC,SAVE AMERICA,,,,,,P.O. BOX 509,,ARLINGTON,VA,22219,,,2024-10-04,2320038.75,,TRANSFER OF NET PROCEEDS,,C00762591
SB22,C00867937,SB22.1027879,,,PTY,SOUTH CAROLINA REPUBLICAN PARTY,,,,,,1913 MARION ST.,,COLUMBIA,SC,29201,,,2024-10-08,265007.95,,TRANSFER OF NET PROCEEDS,,C00034033
SB22,C00867937,SB22.1027880,,,PTY,SOUTH DAKOTA REPUBLICAN PARTY,,,,,,PO BOX 1099,,PIERRE,SD,57501,,,2024-10-08,286546.01,,TRANSFER OF NET PROCEEDS,,C00044990
SB22,C00867937,SB22.1027281,,,PTY,UTAH REPUBLICAN PARTY,,,,,,420 EAST SOUTH TEMBLE,STE 390,SALT LAKE CITY,UT,84111,,,2024-10-04,266400.00,,TRANSFER OF NET PROCEEDS,,C00089482
SB22,C00867937,SB22.1027882,,,PTY,WASHINGTON STATE REPUBLICAN PARTY,,,,,,11811 NE 1ST ST. STE. A306,,BELLEVUE,WA,98005,,,2024-10-08,272568.43,,TRANSFER OF NET PROCEEDS,,C00031088
SB22,C00867937,SB22.1027295,,,PTY,"WEST VIRGINIA REPUBLICAN PARTY, INC.",,,,,,"700 WASHINGTON STREET, EAST",SUITE 201,CHARLESTON,WV,25301,,,2024-10-04,104490.00,,TRANSFER OF NET PROCEEDS,,C00417063
SB22,C00867937,SB22.1027301,,,PTY,"WYOMING REPUBLICAN PARTY, INC",,,,,,1714 CAPITOL AVE,,CHEYENNE,WY,82001,,,2024-10-04,111060.00,,TRANSFER OF NET PROCEEDS,,C00005785
