form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00097485,89149134,,,COM,Andrew Collins for State Representative,,,,,,PO Box 21473,,Little Rock,AR,72221,,,2024-09-19,250.00,0.00,"Andrew Collins, STATE HOUSE 73rd AR",011,,,,Collins,Andrew,,AR Rep.,,,,,,,,,,,,"Andrew Collins, STATE HOUSE 73rd AR"
SB29,C00097485,89149135,,,COM,Bruce Cozart for State Representative,,,,,,420 Rock Creek Road,,Hot Springs,AR,71913,,,2024-09-19,250.00,0.00,"Bruce Cozart, STATE HOUSE 91st AR",011,,,,Cozart,Bruce,A.,AR Rep.,,,,,,,,,,,,"Bruce Cozart, STATE HOUSE 91st AR"
SB29,C00097485,89149136,,,COM,Hester for Arkansas Campaign,,,,,,PO Box 85,,Cave Springs,AR,72718,,,2024-09-19,500.00,0.00,"Bart Hester, STATE SENATE 33rd AR",011,,,,Hester,Bart,,AR Sen.,,,,,,,,,,,,"Bart Hester, STATE SENATE 33rd AR"
SB29,C00097485,89149137,,,COM,Dotson for Senate,,,,,,PO Box 651,,Bentonville,AR,72712,,,2024-09-19,250.00,0.00,"Jim Dotson, STATE SENATE 34th AR",011,,,,Dotson,Jim,,AR Sen.,,,,,,,,,,,,"Jim Dotson, STATE SENATE 34th AR"
SB29,C00097485,89149138,,,COM,Committee to Re-Elect Aaron Pilkington,,,,,,264 Private Road 2611,,Knoxville,AR,72845,,,2024-09-19,250.00,0.00,"Aaron Pilkington, STATE HOUSE 45th AR",011,,,,Pilkington,Aaron,M.,AR Rep.,,,,,,,,,,,,"Aaron Pilkington, STATE HOUSE 45th AR"
SB29,C00097485,89149144,,,COM,McCollum for Arkansas,,,,,,PO Box 1372,,Bentonville,AR,72712,,,2024-09-19,250.00,0.00,"Austin McCollum, STATE HOUSE 8th AR",011,,,,McCollum,Austin,,AR Rep.,,,,,,,,,,,,"Austin McCollum, STATE HOUSE 8th AR"
SB29,C00097485,89149145,,,COM,Committee to Re-Elect Fred Allen,,,,,,19 Dover Drive,,Little Rock,AR,72204,,,2024-09-19,250.00,0.00,"Fred Allen, STATE HOUSE 77th AR",011,,,,Allen,Fred,,AR Rep.,,,,,,,,,,,,"Fred Allen, STATE HOUSE 77th AR"
SB29,C00097485,89149146,,,COM,Committee to Re-Elect Rep. Jeff Wardlaw,,,,,,801 E Church St,,Warren,AR,71671,,,2024-09-19,250.00,0.00,"Jeffrey Wardlaw, STATE HOUSE 94th AR",011,,,,Wardlaw,Jeffrey,,AR Rep.,,,,,,,,,,,,"Jeffrey Wardlaw, STATE HOUSE 94th AR"
SB29,C00097485,89149147,,,COM,Committee to Re-Elect DeAnn Vaught,,,,,,266 Dairy Road,,Horatio,AR,71842,,,2024-09-19,250.00,0.00,"DeAnn Vaught, STATE HOUSE 87th AR",011,,,,Vaught,DeAnn,,AR Rep.,,,,,,,,,,,,"DeAnn Vaught, STATE HOUSE 87th AR"
SB29,C00097485,89149148,,,COM,Breanne Davis for Senate,,,,,,PO Box 10088,,Russellville,AR,72812,,,2024-09-19,250.00,0.00,"Breanne Davis, STATE SENATE 25th AR",011,,,,Davis,Breanne,,AR Sen.,,,,,,,,,,,,"Breanne Davis, STATE SENATE 25th AR"
SB29,C00097485,89149149,,,COM,David Ray for State Representative,,,,,,137 Summit Valley Circle,,Maumelle,AR,72113,,,2024-09-19,250.00,0.00,"David Ray, STATE HOUSE 69th AR",011,,,,Ray,David,A.,AR Rep.,,,,,,,,,,,,"David Ray, STATE HOUSE 69th AR"
SB29,C00097485,89149150,,,COM,Carlton Wing for State Representative,,,,,,"2513 McCain Blvd, #208",,North Little Rock,AR,72116,,,2024-09-19,250.00,0.00,"Carlton Wing, STATE HOUSE 70th AR",011,,,,Wing,Carlton,,AR Rep.,,,,,,,,,,,,"Carlton Wing, STATE HOUSE 70th AR"
SB29,C00097485,89149151,,,COM,Committee to Re-Elect DeAnna Hodges,,,,,,114 Woodcliff Road,,Springdale,AR,72764,,,2024-09-19,250.00,0.00,"DeAnna Hodges, STATE HOUSE 9th AR",011,,,,Hodges,DeAnna,,AR Rep.,,,,,,,,,,,,"DeAnna Hodges, STATE HOUSE 9th AR"
SB29,C00097485,89149157,,,COM,Committee to Re-Elect Fran Cavenaugh,,,,,,701 Park Lane,,Walnut Ridge,AR,72476,,,2024-09-19,250.00,0.00,"Frances Cavenaugh, STATE HOUSE 30th AR",011,,,,Cavenaugh,Frances,,AR Rep.,,,,,,,,,,,,"Frances Cavenaugh, STATE HOUSE 30th AR"
SB29,C00097485,89149158,,,COM,Robin Lundstrum for State House,,,,,,1327 Elm Springs Road,,Elm Springs,AR,72762,,,2024-09-19,250.00,0.00,"Robin Lundstrum, STATE HOUSE 18th AR",011,,,,Lundstrum,Robin,,AR Rep.,,,,,,,,,,,,"Robin Lundstrum, STATE HOUSE 18th AR"
SB29,C00097485,89149159,,,COM,Committee to Re-Elect Jon Eubanks,,,,,,PO Box 34,,Subiaco,AR,72865,,,2024-09-19,250.00,0.00,"Jon Eubanks, STATE HOUSE 46th AR",011,,,,Eubanks,Jon,S.,AR Rep.,,,,,,,,,,,,"Jon Eubanks, STATE HOUSE 46th AR"
SB29,C00097485,89149177,,,COM,Re-Elect Representative Mary Bentley,,,,,,142 Shady Lane,,Perryville,AR,72126,,,2024-09-19,250.00,0.00,"Mary Bentley, STATE HOUSE 54th AR",011,,,,Bentley,Mary,,AR Rep.,,,,,,,,,,,,"Mary Bentley, STATE HOUSE 54th AR"
SB29,C00097485,89149178,,,COM,Committee to Re-Elect Karilyn Brown,,,,,,PO Box 6677,,Sherwood,AR,72124,,,2024-09-19,250.00,0.00,"Karilyn Brown, STATE HOUSE 67th AR",011,,,,Brown,Karilyn,,AR Rep.,,,,,,,,,,,,"Karilyn Brown, STATE HOUSE 67th AR"
SB29,C00097485,89149179,,,COM,McNair for Arkansas,,,,,,10819 Daffodil Ct,,Harrison,AR,72601,,,2024-09-19,250.00,0.00,"Ron McNair, STATE HOUSE 5th AR",011,,,,McNair,Ron,,AR Rep.,,,,,,,,,,,,"Ron McNair, STATE HOUSE 5th AR"
SB29,C00097485,89149180,,,COM,Committee to Re-Elect Lane Jean,,,,,,1105 Lawton Circle,,Magnolia,AR,71753,,,2024-09-19,250.00,0.00,"Lane Jean, STATE HOUSE 99th AR",011,,,,Jean,Lane,,AR Rep.,,,,,,,,,,,,"Lane Jean, STATE HOUSE 99th AR"
SB29,C00097485,89149181,,,COM,Committee to Re-Elect Julie Mayberry,,,,,,1222 Orchard Lake Lane,,Hensley,AR,72065,,,2024-09-19,250.00,0.00,"Julie Mayberry, STATE HOUSE 92nd AR",011,,,,Mayberry,Julie,,AR Rep.,,,,,,,,,,,,"Julie Mayberry, STATE HOUSE 92nd AR"
SB29,C00097485,89149182,,,COM,Marcus Richmond for State Representative,,,,,,10509 S and G Circle Lane,,Harvey,AR,72841,,,2024-09-19,250.00,0.00,"Marcus Richmond, STATE HOUSE 52nd AR",011,,,,Richmond,Marcus,E.,AR Rep.,,,,,,,,,,,,"Marcus Richmond, STATE HOUSE 52nd AR"
SB29,C00097485,89149183,,,COM,Committee to Re-Elect Matthew Shepherd,,,,,,PO Box 12004,,El Dorado,AR,71730,,,2024-09-19,500.00,0.00,"Matthew Shepherd, STATE HOUSE 97th AR",011,,,,Shepherd,Matthew,J.,AR Rep.,,,,,,,,,,,,"Matthew Shepherd, STATE HOUSE 97th AR"
SB29,C00097485,89149184,,,COM,Les Warren for Arkansas,,,,,,PO Box 22900,,Hot Springs,AR,71903,,,2024-09-19,250.00,0.00,"Leslie Warren, STATE HOUSE 84th AR",011,,,,Warren,Leslie,Allen,AR Rep.,,,,,,,,,,,,"Leslie Warren, STATE HOUSE 84th AR"
SB29,C00097485,89149185,,,COM,Denise Ennett for Arkansas,,,,,,621 East 16th Street,,Little Rock,AR,72202,,,2024-09-19,250.00,0.00,"Denise Ennett, STATE HOUSE 80th AR",011,,,,Ennett,Denise,,AR Rep.,,,,,,,,,,,,"Denise Ennett, STATE HOUSE 80th AR"
SB29,C00097485,89149186,,,COM,Les Eaves for State Representative,,,,,,102 Club Cove,,Searcy,AR,72143,,,2024-09-19,250.00,0.00,"Les Eaves, STATE HOUSE 58th AR",011,,,,Eaves,Les,,AR Rep.,,,,,,,,,,,,"Les Eaves, STATE HOUSE 58th AR"
SB29,C00097485,89149187,,,COM,Unger for Arkansas,,,,,,PO Box 1262,,Springdale,AR,72765,,,2024-09-19,250.00,0.00,"Steve Unger, STATE HOUSE 19th AR",011,,,,Unger,Steve,P.,AR Rep.,,,,,,,,,,,,"Steve Unger, STATE HOUSE 19th AR"
