form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00344663,20353721,,,COM,Team Morrisey,,,,,,PO Box 11903,,Charleston,WV,25339,,,2024-09-09,1000.00,0.00,", GOVERNOR  WV",011,,,,,,,,,,,,,,,,,,,", GOVERNOR  WV"
SB29,C00344663,20382973,,,COM,Hatchett for House,,,,,,PO Box 709,,Dublin,GA,31917,,,2024-09-17,1000.00,0.00,"Matt Hatchett, STATE HOUSE 155th GA",011,,,,Hatchett,Matt,,GA Rep.,,,,,,,,,,,,"Matt Hatchett, STATE HOUSE 155th GA"
SB29,C00344663,20382974,,,COM,Committee to Elect Butch Parrish,,,,,,132 Victory Drive,,Swainsboro,GA,30401,,,2024-09-17,1000.00,0.00,"Larry Parrish, STATE HOUSE 158th GA",011,,,,Parrish,Larry,J.,GA Rep.,,,,,,,,,,,,"Larry Parrish, STATE HOUSE 158th GA"
SB29,C00344663,20382975,,,COM,Committee to Reelect Carolyn F. Hugley,,,,,,PO Box 6342,,Columbus,GA,31917,,,2024-09-17,500.00,0.00,"Carolyn Hugley, STATE HOUSE 141st GA",011,,,,Hugley,Carolyn,,GA Rep.,,,,,,,,,,,,"Carolyn Hugley, STATE HOUSE 141st GA"
SB29,C00344663,20382976,,,COM,Committee to Elect Lee Hawkins,,,,,,4317 Tall Hickory Tr.,,Gainesville,GA,30506,,,2024-09-17,500.00,0.00,"Lee Hawkins, STATE HOUSE 27th GA",011,,,,Hawkins,Lee,,GA Rep.,D.D.S.,,,,,,,,,,,"Lee Hawkins, STATE HOUSE 27th GA"
SB29,C00344663,20382977,,,COM,Friends of Steve Gooch,,,,,,PO Box 600,,Dahlonega,GA,30533,,,2024-09-17,1000.00,0.00,"Steve Gooch, STATE SENATE 51st GA",011,,,,Gooch,Steve,,GA Sen.,,,,,,,,,,,,"Steve Gooch, STATE SENATE 51st GA"
SB29,C00344663,20382978,,,COM,Friends of Greg Dolezal,,,,,,5430 Travis Ct,,Cumming,GA,30040,,,2024-09-17,1000.00,0.00,"Greg Dolezal, STATE SENATE 27th GA",011,,,,Dolezal,Greg,,GA Sen.,,,,,,,,,,,,"Greg Dolezal, STATE SENATE 27th GA"
SB29,C00344663,20382979,,,COM,Kay for Senate,,,,,,2926 Ashebrooke Drive,,Marietta,GA,30068,,,2024-09-17,500.00,0.00,"Kay Kirkpatrick, STATE SENATE 32nd GA",011,,,,Kirkpatrick,Kay,,GA Sen.,M.D.,,,,,,,,,,,"Kay Kirkpatrick, STATE SENATE 32nd GA"
SB29,C00344663,20382980,,,COM,Strickland for Georgia,,,,,,PO Box 1803,,McDonough,GA,30253,,,2024-09-17,1000.00,0.00,"Brian Strickland, STATE SENATE 17th GA",011,,,,Strickland,Brian,,GA Sen.,,,,,,,,,,,,"Brian Strickland, STATE SENATE 17th GA"
SB29,C00344663,20383984,,,COM,Re-Elect Scott Wiener for State Senate 2024,,,,,,312 Clay Street,,Oakland,CA,34607,,,2024-09-18,1500.00,0.00,"Scott Wiener, STATE SENATE 11th CA",011,,,,Wiener,Scott,,CA Sen.,,,,,,,,,,,,"Scott Wiener, STATE SENATE 11th CA"
