form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00286807,SB23-EX4425,,,CCM,Mario Diaz-Balart for Congress,,,,,,2308 Mount Vernon Ave #337,,Alexandria,VA,22301,P2024,,2023-07-17,2500.00,0.00,,011,C00376087,Mario Diaz-Balart for Congress,H2FL25018,Diaz-Balart,Mario,,,,H,FL,25,,,,,,,,Political Contributions
SB23,C00286807,SB23-EX4419,,,CCM,Kaine For Virginia,,,,,,PO Box 239,,Alexandria,VA,22313,P2024,,2023-07-13,1000.00,0.00,FEC# C00286807 Primary 2024,011,C00495358,Kaine For Virginia,S2VA00142,Kaine,Tim,,,,S,VA,,,,,,,,,FEC# C00286807 Primary 2024
SB23,C00286807,SB23-EX4421,,,CCM,Tammy Baldwin For Senate,,,,,,323 7th ST SE,,Washington,DC,20003,P2024,,2023-07-25,2500.00,0.00,,011,C00326801,Tammy Baldwin For Senate,S2WI00219,Baldwin,Tammy,,,,S,WI,,,,,,,,,Political Contributions
SB23,C00286807,SB23-EX4429,,,CCM,Donald Norcross For Congress,,,,,,PO Box 160,,Collingswood,NJ,08108,P2024,,2023-07-19,1000.00,0.00,,011,C00558320,Donald Norcross For Congress,H4NJ01084,Norcross,Donald,,,,H,NJ,01,,,,,,,,Political Contributions
SB23,C00286807,SB23-EX4431,,,CCM,Tammy For Illinois,,,,,,124 Washington ST STE 101,,Foxboro,MA,02035,G2028,,2023-07-27,1000.00,0.00,,011,C00574889,Tammy For Illinois,S6IL00292,Duckworth,Tammy,,,,S,IL,,,,,,,,,Political Contributions
SB23,C00286807,SB23-EX4420,,,CCM,Brian Fitzpatrick For All Of Us,,,,,,C/O Red River Co.,PO Box 15239,Washington,DC,20003,G2024,,2023-07-11,1000.00,0.00,,011,C00607416,Brian Fitzpatrick For All Of Us,H6PA08277,Fitzpatrick,Brian,,,,H,PA,08,,,,,,,,Political Contributions
SB23,C00286807,SB23-EX4428,,,CCM,Adriano Espaillat For Congress,,,,,,PO Box H,,New York,NY,10034,P2024,,2023-07-19,1000.00,0.00,,011,C00701953,Adriano Espaillat For Congress,H2NY13096,Espaillat,Adriano,,,,H,NY,13,,,,,,,,Political Contributions
SB23,C00286807,SB23-EX4430,,,CCM,Jimmy Gomez For Congress,,,,,,350 S. Bixel ST STE 125,,Los Angeles,CA,90017,P2024,,2023-07-28,1000.00,0.00,,011,C00629659,Jimmy Gomez For Congress,H8CA34266,Gomez,Jimmy,,,,H,CA,34,,,,,,,,Political Contributions
SB23,C00286807,SB23-EX4427,,,CCM,Don Bacon for Congress,,,,,,1200 Trinity Drive,,Alexandria,VA,22314,P2024,,2023-07-19,1000.00,0.00,,011,C00575167,Don Bacon for Congress,H6NE02125,Bacon,Don,,,,H,NE,02,,,,,,,,Political Contributions
SB23,C00286807,SB23-EX4423,,,CCM,Scanlon For Congress,,,,,,C/O Next Level Partners,PO Box 15320,Washington,DC,20003,P2024,,2023-07-24,1000.00,0.00,,011,C00669358,Scanlon For Congress,H8PA07200,Scanlon,Mary,Gay,,,H,PA,05,,,,,,,,Political Contributions
SB23,C00286807,SB23-EX4424,,,CCM,Val Hoyle For Congress,,,,,,660 Pennsylvania AVE SE STE 202,,Washington,DC,20003,P2024,,2023-07-18,1000.00,0.00,,011,C00796144,Val Hoyle For Congress,H2OR04095,Hoyle,Val,,,,H,OR,04,,,,,,,,Political Contributions
SB23,C00286807,SB23-EX4422,,,CCM,Marc For Us,,,,,,221 North Patrick ST,,Alexandria,VA,22314,P2024,,2023-07-17,1500.00,0.00,,011,C00789586,Marc For Us,H2NY19127,Molinaro,Marcus,J,,,H,NY,19,,,,,,,,Political Contributions
SB23,C00286807,SB23-EX4426,,,CCM,Lori Chavez-Deremer For Congress,,,,,,1200 Trinity DR,,Alexandria,VA,22314,P2024,,2023-07-17,1500.00,0.00,,011,C00784520,Lori Chavez-Deremer For Congress,H2OR05209,Chavez-Deremer,Lori,,,,H,OR,05,,,,,,,,Political Contributions
